"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"16-07-2019","Não","130","08:00","08:10","10","""Hasteamento da Bandeira Nacional""","""Palácio da Alvorada"""
"16-07-2019","Não","130","08:15","08:25","10","""16ª Reunião do Conselho de Governo""","""Palácio da Alvorada"""
"16-07-2019","Não","130","11:45","11:55","10","""Cerimônia de Posse do Presidente do BNDES, Gustavo Henrique Moreira Montezano""","""Palácio do Planalto"""
"16-07-2019","Não","130","12:40","12:50","10","""Gilson Machado, Presidente do Instituto Brasileiro do Turismo – Embratur; Luiz Antônio Nabhan Garcia, Secretário Especial de Assuntos Fundiários do Ministério da Agricultura, Pecuária e Abastecimento; Alexandre Garcia, Jornalista; e Luiz Paulo Leite Bolsonaro""","""Palácio do Planalto"""
"16-07-2019","Não","130","14:05","14:15","10","""Paulo Guedes, Ministro de Estado da Economia""","""Palácio do Planalto"""
"16-07-2019","Não","130","15:00","15:10","10","""Abraham Weintraub, Ministro de Estado da Educação""","""Palácio do Planalto"""
"16-07-2019","Não","130","16:00","16:10","10","""Deputada Carla Zambelli (PSL/SP)""","""Palácio do Planalto"""
"16-07-2019","Não","130","16:20","16:30","10","""Deputado Edio Lopes (PL/RR), Vice-Líder do PL na Câmara dos Deputados; e Luciano Castro, ex-Deputado Federal""","""Palácio do Planalto"""
"16-07-2019","Não","130","17:00","17:10","10","""Tereza Cristina, Ministra de Estado da Agricultura, Pecuária e Abastecimento""","""Palácio do Planalto"""
"16-07-2019","Não","130","17:20","17:30","10","""Gilson Machado, Presidente do Instituto Brasileiro do Turismo (Embratur)""","""Palácio do Planalto"""
"16-07-2019","Não","130","18:05","18:15","10","""Jorge Antônio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República; e André Luiz de Almeida, Advogado-Geral da União""","""Palácio do Planalto"""
"16-07-2019","Não","130","18:30","18:40","10","""Deputado Major Vitor Hugo (PSL/GO), Líder do Governo na Câmara dos Deputados; e Eduardo Gomes, ex-Senador Federal""","""Palácio do Planalto"""
"16-07-2019","Não","130","19:00","19:10","10","""Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República""","""Palácio do Planalto"""
