"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"10-07-2019","Não","120","08:30","08:40","10","""Culto""","""Brasília/DF"""
"10-07-2019","Não","120","09:05","09:15","10","""Sessão Solene em Homenagem aos 42 anos da Igreja Universal do Reino de Deus""","""Brasília/DF"""
"10-07-2019","Não","120","10:00","10:10","10","""Paulo Guedes, Ministro de Estado da Economia; Abraham Weintraub, Ministro de Estado da Educação; André Luiz de Almeida, Advogado-Geral da União; Jorge Antonio de Oliveira Francisco, Ministro de Estado Chefe da Secretaria-Geral da Presidência da República; e Deputado Onyx Lorenzoni (DEM/RS)""","""Palácio do Planalto"""
"10-07-2019","Não","120","11:00","11:10","10","""Tarcísio Gomes de Freitas, Ministro de Estado da Infraestrutura; e Senador Elmano Férrer (PODEMOS/PI)""","""Palácio do Planalto"""
"10-07-2019","Não","120","12:00","12:10","10","""Fabiano Freitas, Presidente da RecordTV Rio""","""Palácio do Planalto"""
"10-07-2019","Não","120","14:00","14:10","10","""Paulo Guedes, Ministro de Estado da Economia; Gustavo Henrique Moreira Montezano, Presidente do BNDES; e Salim Mattar, Secretário Especial de Desestatização e Desinvestimento do Ministério da Economia""","""Palácio do Planalto"""
"10-07-2019","Não","120","15:00","15:10","10","""Ernesto Araújo, Ministro de Estado das Relações Exteriores""","""Palácio do Planalto"""
"10-07-2019","Não","120","16:15","16:25","10","""Deputado Bibo Nunes (PSL/RS); Deputada Estadual Fran Somensi (PRB/RS); e Claiton Gonçalves, Prefeito do Município de Farroupilha/RS""","""Palácio do Planalto"""
"10-07-2019","Não","120","16:45","16:55","10","""Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Senador Luiz do Carmo (MDB/GO)""","""Palácio do Planalto"""
"10-07-2019","Não","120","17:00","17:10","10","""Representantes do Instituto Brasileiro de Direito e Religião (IBDR)""","""Palácio do Planalto"""
"10-07-2019","Não","120","18:00","18:10","10","""Senador Chico Rodrigues (DEM/RR), Vice-Líder do Governo no Senado Federal""","""Palácio do Planalto"""
"10-07-2019","Não","120","18:15","18:25","10","""Jorge Antônio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República""","""Palácio do Planalto"""
