UF,MUNICIPIO,REDE,2017,2019
SC,Peritiba,Estadual,4.5,-
SC,Peritiba,Pública,4.5,-
SC,Pescaria Brava,Estadual,-,3.9
SC,Pescaria Brava,Pública,-,3.9
SC,Petrolândia,Estadual,2.8,4.5
SC,Petrolândia,Pública,2.8,4.5
SC,Balneário Piçarras,Estadual,3.4,-
SC,Balneário Piçarras,Pública,3.4,-
SC,Pinhalzinho,Estadual,3.5,3.5
SC,Pinhalzinho,Pública,3.5,3.5
SC,Pinheiro Preto,Estadual,3.2,-
SC,Pinheiro Preto,Pública,3.2,-
SC,Piratuba,Estadual,3.3,-
SC,Piratuba,Pública,3.3,-
SC,Planalto Alegre,Estadual,4.1,-
SC,Planalto Alegre,Pública,4.1,-
SC,Pomerode,Estadual,4.1,4.4
SC,Pomerode,Pública,4.1,4.4
SC,Ponte Alta,Estadual,-,4.1
SC,Ponte Alta,Pública,-,4.1
SC,Ponte Alta do Norte,Estadual,3.2,-
SC,Ponte Alta do Norte,Pública,3.2,-
SC,Ponte Serrada,Estadual,2.8,3.5
SC,Ponte Serrada,Pública,2.8,3.5
SC,Porto Belo,Estadual,3.5,-
SC,Porto Belo,Pública,3.5,-
SC,Porto União,Estadual,3.0,3.4
SC,Porto União,Pública,3.0,3.4
SC,Pouso Redondo,Estadual,2.9,3.7
SC,Pouso Redondo,Pública,2.9,3.7
SC,Praia Grande,Estadual,-,-
SC,Praia Grande,Pública,-,-
SC,Presidente Castello Branco,Estadual,3.5,3.4
SC,Presidente Castello Branco,Pública,3.5,3.4
SC,Presidente Getúlio,Estadual,3.7,3.8
SC,Presidente Getúlio,Pública,3.7,3.8
SC,Princesa,Estadual,4.4,-
SC,Princesa,Pública,4.4,-
SC,Quilombo,Estadual,-,4.2
SC,Quilombo,Pública,-,4.2
SC,Rancho Queimado,Estadual,-,-
SC,Rancho Queimado,Pública,-,-
SC,Rio das Antas,Estadual,3.3,-
SC,Rio das Antas,Pública,3.3,-
SC,Rio do Campo,Estadual,3.0,-
SC,Rio do Campo,Pública,3.0,-
SC,Rio do Oeste,Estadual,2.7,-
SC,Rio do Oeste,Pública,2.7,-
SC,Rio dos Cedros,Estadual,3.5,4.6
SC,Rio dos Cedros,Pública,3.5,4.6
SC,Rio do Sul,Estadual,3.4,3.9
SC,Rio do Sul,Federal,4.7,5.6
SC,Rio do Sul,Pública,3.7,4.3
SC,Rio Fortuna,Estadual,4.3,4.9
SC,Rio Fortuna,Pública,4.3,4.9
SC,Rio Negrinho,Estadual,3.9,3.9
SC,Rio Negrinho,Pública,3.9,3.9
SC,Rio Rufino,Estadual,-,4.0
SC,Rio Rufino,Pública,-,4.0
SC,Riqueza,Estadual,3.3,4.7
SC,Riqueza,Pública,3.3,4.7
SC,Rodeio,Estadual,-,-
SC,Rodeio,Pública,-,-
SC,Romelândia,Estadual,3.3,-
SC,Romelândia,Pública,3.3,-
SC,Salete,Estadual,2.9,4.6
SC,Salete,Pública,2.9,4.6
SC,Saltinho,Estadual,3.7,4.3
SC,Saltinho,Pública,3.7,4.3
SC,Salto Veloso,Estadual,5.0,5.0
SC,Salto Veloso,Pública,5.0,5.0
SC,Sangão,Estadual,3.2,3.6
SC,Sangão,Pública,3.2,3.6
SC,Santa Cecília,Estadual,-,3.4
SC,Santa Cecília,Pública,-,3.4
SC,Santa Helena,Estadual,-,4.5
SC,Santa Helena,Pública,-,4.5
SC,Santa Rosa de Lima,Estadual,4.1,3.3
SC,Santa Rosa de Lima,Pública,4.1,3.3
SC,Santa Rosa do Sul,Estadual,3.4,-
SC,Santa Rosa do Sul,Federal,5.0,5.3
SC,Santa Rosa do Sul,Pública,4.6,4.6
SC,Santa Terezinha,Estadual,3.8,4.4
SC,Santa Terezinha,Pública,3.8,4.4
SC,Santa Terezinha do Progresso,Estadual,3.9,-
SC,Santa Terezinha do Progresso,Pública,3.9,-
SC,Santiago do Sul,Estadual,3.5,5.2
SC,Santiago do Sul,Pública,3.5,5.2
SC,Santo Amaro da Imperatriz,Estadual,3.6,3.8
SC,Santo Amaro da Imperatriz,Pública,3.6,3.8
SC,São Bernardino,Estadual,3.9,4.1
SC,São Bernardino,Pública,3.9,4.1
SC,São Bento do Sul,Estadual,4.1,3.9
SC,São Bento do Sul,Federal,-,6.0
SC,São Bento do Sul,Pública,4.1,4.1
SC,São Bonifácio,Estadual,-,-
SC,São Bonifácio,Pública,-,-
SC,São Carlos,Estadual,2.6,-
SC,São Carlos,Pública,2.6,-
SC,São Cristóvão do Sul,Estadual,3.2,-
SC,São Cristóvão do Sul,Pública,3.2,-
SC,São Domingos,Estadual,3.0,-
SC,São Domingos,Pública,3.0,-
SC,São Francisco do Sul,Estadual,2.8,2.9
SC,São Francisco do Sul,Federal,5.0,-
SC,São Francisco do Sul,Pública,3.1,3.4
SC,São João do Oeste,Estadual,-,5.7
SC,São João do Oeste,Pública,-,5.7
SC,São João Batista,Estadual,3.7,3.8
SC,São João Batista,Pública,3.7,3.8
SC,São João do Itaperiú,Estadual,-,3.8
SC,São João do Itaperiú,Pública,-,3.8
SC,São João do Sul,Estadual,3.2,-
SC,São João do Sul,Pública,3.2,-
SC,São Joaquim,Estadual,-,3.4
SC,São Joaquim,Pública,-,3.4
SC,São José,Estadual,3.8,3.7
SC,São José,Federal,-,-
SC,São José,Municipal,2.9,4.1
SC,São José,Pública,4.0,4.0
SC,São José do Cedro,Estadual,4.4,-
SC,São José do Cedro,Pública,4.4,-
SC,São José do Cerrito,Estadual,3.4,-
SC,São José do Cerrito,Pública,3.4,-
SC,São Lourenço do Oeste,Estadual,3.4,3.9
SC,São Lourenço do Oeste,Pública,3.4,3.9
SC,São Ludgero,Estadual,3.6,4.5
SC,São Ludgero,Pública,3.6,4.5
SC,São Martinho,Estadual,-,4.7
SC,São Martinho,Pública,-,4.7
SC,São Miguel da Boa Vista,Estadual,-,4.8
SC,São Miguel da Boa Vista,Pública,-,4.8
SC,São Miguel do Oeste,Estadual,3.5,4.2
SC,São Miguel do Oeste,Federal,5.9,5.6
SC,São Miguel do Oeste,Pública,4.2,4.5
SC,São Pedro de Alcântara,Estadual,3.7,4.4
SC,São Pedro de Alcântara,Pública,3.7,4.4
SC,Saudades,Estadual,4.6,4.7
SC,Saudades,Pública,4.6,4.7
SC,Schroeder,Estadual,4.0,4.3
SC,Schroeder,Pública,4.0,4.3
SC,Seara,Estadual,4.0,4.7
SC,Seara,Pública,4.0,4.7
SC,Serra Alta,Estadual,4.0,-
SC,Serra Alta,Pública,4.0,-
SC,Siderópolis,Estadual,3.3,-
SC,Siderópolis,Pública,3.3,-
SC,Sombrio,Estadual,3.2,2.9
SC,Sombrio,Federal,-,-
SC,Sombrio,Pública,3.8,3.5
SC,Sul Brasil,Estadual,4.2,-
SC,Sul Brasil,Pública,4.2,-
SC,Taió,Estadual,3.0,3.8
SC,Taió,Pública,3.0,3.8
SC,Tangará,Estadual,-,-
SC,Tangará,Pública,-,-
SC,Tigrinhos,Estadual,3.7,-
SC,Tigrinhos,Pública,3.7,-
SC,Tijucas,Estadual,2.8,3.3
SC,Tijucas,Pública,2.8,3.3
SC,Timbé do Sul,Estadual,-,-
SC,Timbé do Sul,Pública,-,-
SC,Timbó,Estadual,3.6,4.4
SC,Timbó,Pública,3.6,4.4
SC,Timbó Grande,Estadual,3.4,3.4
SC,Timbó Grande,Pública,3.4,3.4
SC,Três Barras,Estadual,3.5,3.6
SC,Três Barras,Pública,3.5,3.6
SC,Treviso,Estadual,4.0,5.0
SC,Treviso,Pública,4.0,5.0
SC,Treze de Maio,Estadual,3.2,4.3
SC,Treze de Maio,Pública,3.2,4.3
SC,Treze Tílias,Estadual,3.9,4.0
SC,Treze Tílias,Pública,3.9,4.0
SC,Trombudo Central,Estadual,2.8,-
SC,Trombudo Central,Pública,2.8,-
SC,Tubarão,Estadual,3.2,2.8
SC,Tubarão,Pública,3.2,2.8
SC,Tunápolis,Estadual,3.5,5.2
SC,Tunápolis,Pública,3.5,5.2
SC,Turvo,Estadual,-,-
SC,Turvo,Pública,-,-
SC,União do Oeste,Estadual,3.9,-
SC,União do Oeste,Pública,3.9,-
SC,Urubici,Estadual,2.6,3.4
SC,Urubici,Pública,2.6,3.4
SC,Urupema,Estadual,-,-
SC,Urupema,Pública,-,-
SC,Urussanga,Estadual,3.8,4.4
SC,Urussanga,Pública,3.8,4.4
SC,Vargeão,Estadual,-,3.9
SC,Vargeão,Pública,-,3.9
SC,Vargem,Estadual,-,-
SC,Vargem,Pública,-,-
SC,Vargem Bonita,Estadual,-,-
SC,Vargem Bonita,Pública,-,-
SC,Vidal Ramos,Estadual,-,4.7
SC,Vidal Ramos,Pública,-,4.7
SC,Videira,Estadual,3.4,3.3
SC,Videira,Federal,5.8,5.3
SC,Videira,Pública,4.0,3.7
SC,Vitor Meireles,Estadual,-,-
SC,Vitor Meireles,Pública,-,-
SC,Witmarsum,Estadual,-,4.4
SC,Witmarsum,Pública,-,4.4
SC,Xanxerê,Estadual,-,3.3
SC,Xanxerê,Federal,-,5.7
SC,Xanxerê,Pública,-,3.7
SC,Xavantina,Estadual,-,-
SC,Xavantina,Pública,-,-
SC,Xaxim,Estadual,3.5,3.9
SC,Xaxim,Pública,3.5,3.9
SC,Zortéa,Estadual,-,-
SC,Zortéa,Pública,-,-
SC,Balneário Rincão,Estadual,-,-
SC,Balneário Rincão,Pública,-,-
RS,Aceguá,Estadual,3.1,-
RS,Aceguá,Pública,3.1,-
RS,Água Santa,Estadual,4.0,4.5
RS,Água Santa,Pública,4.0,4.5
RS,Agudo,Estadual,3.7,-
RS,Agudo,Pública,3.7,-
RS,Ajuricaba,Estadual,3.4,4.2
RS,Ajuricaba,Pública,3.4,4.2
RS,Alecrim,Estadual,4.1,4.8
RS,Alecrim,Pública,4.1,4.8
RS,Alegrete,Estadual,3.3,3.6
RS,Alegrete,Federal,3.5,-
RS,Alegrete,Municipal,3.2,-
RS,Alegrete,Pública,3.3,3.7
RS,Alegria,Estadual,3.3,3.6
RS,Alegria,Pública,3.3,3.6
RS,Alpestre,Estadual,3.8,4.7
RS,Alpestre,Pública,3.8,4.7
RS,Alto Alegre,Estadual,4.6,4.6
RS,Alto Alegre,Pública,4.6,4.6
RS,Alto Feliz,Estadual,4.1,4.5
RS,Alto Feliz,Pública,4.1,4.5
RS,Alvorada,Estadual,2.6,2.9
RS,Alvorada,Federal,-,-
RS,Alvorada,Pública,2.6,3.0
RS,Amaral Ferrador,Estadual,2.3,-
RS,Amaral Ferrador,Pública,2.3,-
RS,Ametista do Sul,Estadual,3.4,-
RS,Ametista do Sul,Pública,3.4,-
RS,André da Rocha,Estadual,4.4,-
RS,André da Rocha,Pública,4.4,-
RS,Anta Gorda,Estadual,3.8,4.2
RS,Anta Gorda,Pública,3.8,4.2
RS,Antônio Prado,Estadual,3.8,5.0
RS,Antônio Prado,Pública,3.8,5.0
RS,Arambaré,Estadual,1.9,-
RS,Arambaré,Pública,1.9,-
RS,Araricá,Estadual,2.4,-
RS,Araricá,Pública,2.4,-
RS,Aratiba,Estadual,4.3,5.1
RS,Aratiba,Pública,4.3,5.1
RS,Arroio do Meio,Estadual,3.9,4.6
RS,Arroio do Meio,Pública,3.9,4.6
RS,Arroio do Sal,Estadual,3.1,-
RS,Arroio do Sal,Pública,3.1,-
RS,Arroio do Padre,Estadual,-,-
RS,Arroio do Padre,Pública,-,-
RS,Arroio dos Ratos,Estadual,2.8,-
RS,Arroio dos Ratos,Pública,2.8,-
RS,Arroio do Tigre,Estadual,3.4,4.7
RS,Arroio do Tigre,Pública,3.4,4.7
RS,Arroio Grande,Estadual,-,-
RS,Arroio Grande,Pública,-,-
RS,Arvorezinha,Estadual,3.7,4.6
RS,Arvorezinha,Pública,3.7,4.6
RS,Augusto Pestana,Estadual,3.3,4.8
RS,Augusto Pestana,Pública,3.3,4.8
RS,Áurea,Estadual,4.7,4.5
RS,Áurea,Pública,4.7,4.5
RS,Bagé,Estadual,3.2,3.8
RS,Bagé,Federal,5.2,-
RS,Bagé,Pública,3.3,-
RS,Balneário Pinhal,Estadual,2.3,-
RS,Balneário Pinhal,Pública,2.3,-
RS,Barão,Estadual,5.0,-
RS,Barão,Pública,5.0,-
RS,Barão de Cotegipe,Estadual,4.0,4.3
RS,Barão de Cotegipe,Pública,4.0,4.3
RS,Barão do Triunfo,Estadual,3.2,-
RS,Barão do Triunfo,Pública,3.2,-
RS,Barracão,Estadual,3.4,4.1
RS,Barracão,Pública,3.4,4.1
RS,Barra do Guarita,Estadual,-,-
RS,Barra do Guarita,Pública,-,-
RS,Barra do Quaraí,Estadual,2.6,-
RS,Barra do Quaraí,Pública,2.6,-
RS,Barra do Ribeiro,Estadual,3.1,3.8
RS,Barra do Ribeiro,Pública,3.1,3.8
RS,Barra do Rio Azul,Estadual,4.7,4.3
RS,Barra do Rio Azul,Pública,4.7,4.3
RS,Barra Funda,Estadual,3.5,4.3
RS,Barra Funda,Pública,3.5,4.3
RS,Barros Cassal,Estadual,3.0,4.3
RS,Barros Cassal,Pública,3.0,4.3
RS,Benjamin Constant do Sul,Estadual,-,-
RS,Benjamin Constant do Sul,Pública,-,-
RS,Bento Gonçalves,Estadual,3.0,4.6
RS,Bento Gonçalves,Federal,5.8,6.3
RS,Bento Gonçalves,Municipal,4.9,-
RS,Bento Gonçalves,Pública,3.7,4.9
RS,Boa Vista das Missões,Estadual,4.4,-
RS,Boa Vista das Missões,Pública,4.4,-
RS,Boa Vista do Buricá,Estadual,3.5,5.1
RS,Boa Vista do Buricá,Pública,3.5,5.1
RS,Boa Vista do Cadeado,Estadual,2.0,4.8
RS,Boa Vista do Cadeado,Pública,2.0,4.8
RS,Boa Vista do Incra,Estadual,3.7,4.0
RS,Boa Vista do Incra,Pública,3.7,4.0
RS,Boa Vista do Sul,Estadual,4.7,-
RS,Boa Vista do Sul,Pública,4.7,-
RS,Bom Jesus,Estadual,3.1,-
RS,Bom Jesus,Pública,3.1,-
RS,Bom Princípio,Estadual,4.3,4.5
RS,Bom Princípio,Pública,4.3,4.5
RS,Bom Progresso,Estadual,3.3,4.2
RS,Bom Progresso,Pública,3.3,4.2
RS,Bom Retiro do Sul,Estadual,3.2,-
RS,Bom Retiro do Sul,Pública,3.2,-
RS,Boqueirão do Leão,Estadual,3.6,4.0
RS,Boqueirão do Leão,Pública,3.6,4.0
RS,Bossoroca,Estadual,3.3,-
RS,Bossoroca,Municipal,4.3,-
RS,Bossoroca,Pública,3.4,-
RS,Bozano,Estadual,4.4,-
RS,Bozano,Pública,4.4,-
RS,Braga,Estadual,3.4,-
RS,Braga,Pública,3.4,-
RS,Brochier,Estadual,3.6,-
RS,Brochier,Pública,3.6,-
RS,Butiá,Estadual,-,-
RS,Butiá,Pública,-,-
RS,Caçapava do Sul,Estadual,-,3.1
RS,Caçapava do Sul,Pública,-,3.1
RS,Cacequi,Estadual,3.0,3.4
RS,Cacequi,Pública,3.0,3.4
RS,Cachoeira do Sul,Estadual,-,4.3
RS,Cachoeira do Sul,Pública,-,4.3
RS,Cachoeirinha,Estadual,-,3.6
RS,Cachoeirinha,Pública,-,3.6
RS,Cacique Doble,Estadual,3.2,4.1
RS,Cacique Doble,Pública,3.2,4.1
RS,Caibaté,Estadual,3.4,3.9
RS,Caibaté,Pública,3.4,3.9
RS,Caiçara,Estadual,4.8,5.3
RS,Caiçara,Pública,4.8,5.3
RS,Camaquã,Estadual,3.0,3.7
RS,Camaquã,Federal,-,-
RS,Camaquã,Pública,3.2,4.0
RS,Camargo,Estadual,4.0,4.5
RS,Camargo,Pública,4.0,4.5
RS,Cambará do Sul,Estadual,3.4,-
RS,Cambará do Sul,Pública,3.4,-
RS,Campestre da Serra,Estadual,3.6,-
RS,Campestre da Serra,Pública,3.6,-
RS,Campina das Missões,Estadual,3.6,5.5
RS,Campina das Missões,Pública,3.6,5.5
RS,Campinas do Sul,Estadual,3.8,5.2
RS,Campinas do Sul,Pública,3.8,5.2
RS,Campo Bom,Estadual,2.7,3.6
RS,Campo Bom,Pública,2.7,3.6
RS,Campo Novo,Estadual,3.1,-
RS,Campo Novo,Pública,3.1,-
RS,Campos Borges,Estadual,4.0,4.0
RS,Campos Borges,Pública,4.0,4.0
RS,Candelária,Estadual,3.2,4.3
RS,Candelária,Pública,3.2,4.3
RS,Cândido Godói,Estadual,4.7,-
RS,Cândido Godói,Pública,4.7,-
RS,Candiota,Estadual,3.0,3.7
RS,Candiota,Pública,3.0,3.7
RS,Canela,Estadual,3.4,4.4
RS,Canela,Pública,3.4,4.4
RS,Canguçu,Estadual,3.8,3.3
RS,Canguçu,Pública,3.8,3.3
RS,Canoas,Estadual,2.7,3.4
RS,Canoas,Federal,6.4,-
RS,Canoas,Pública,3.1,3.6
RS,Canudos do Vale,Estadual,3.5,-
RS,Canudos do Vale,Pública,3.5,-
RS,Capão Bonito do Sul,Estadual,-,4.3
RS,Capão Bonito do Sul,Pública,-,4.3
RS,Capão da Canoa,Estadual,2.9,3.6
RS,Capão da Canoa,Pública,2.9,3.6
RS,Capão do Cipó,Estadual,2.3,-
RS,Capão do Cipó,Pública,2.3,-
RS,Capão do Leão,Estadual,-,2.7
RS,Capão do Leão,Pública,-,2.7
RS,Capivari do Sul,Estadual,3.6,-
RS,Capivari do Sul,Pública,3.6,-
RS,Capela de Santana,Estadual,2.8,3.7
RS,Capela de Santana,Pública,2.8,3.7
RS,Capitão,Estadual,4.2,4.5
RS,Capitão,Pública,4.2,4.5
RS,Carazinho,Estadual,3.5,3.7
RS,Carazinho,Pública,3.5,3.7
RS,Caraá,Estadual,3.0,4.4
RS,Caraá,Pública,3.0,4.4
RS,Carlos Barbosa,Estadual,4.3,4.9
RS,Carlos Barbosa,Pública,4.3,4.9
RS,Casca,Estadual,4.4,-
RS,Casca,Pública,4.4,-
RS,Caseiros,Estadual,5.0,3.6
RS,Caseiros,Pública,5.0,3.6
RS,Catuípe,Estadual,2.9,4.5
RS,Catuípe,Pública,2.9,4.5
RS,Caxias do Sul,Estadual,3.4,4.1
RS,Caxias do Sul,Federal,6.0,-
RS,Caxias do Sul,Pública,3.6,4.3
RS,Centenário,Estadual,3.9,5.2
RS,Centenário,Pública,3.9,5.2
RS,Cerrito,Estadual,2.7,3.2
RS,Cerrito,Pública,2.7,3.2
RS,Cerro Branco,Estadual,3.7,3.9
RS,Cerro Branco,Pública,3.7,3.9
RS,Cerro Grande,Estadual,-,4.4
RS,Cerro Grande,Pública,-,4.4
RS,Cerro Grande do Sul,Estadual,3.3,3.8
RS,Cerro Grande do Sul,Pública,3.3,3.8
RS,Cerro Largo,Estadual,2.6,4.4
RS,Cerro Largo,Pública,2.6,4.4
RS,Chapada,Estadual,4.0,-
RS,Chapada,Pública,4.0,-
RS,Charqueadas,Estadual,-,3.9
RS,Charqueadas,Federal,-,-
RS,Charqueadas,Pública,-,4.4
RS,Charrua,Estadual,-,2.8
RS,Charrua,Pública,-,2.8
RS,Chiapetta,Estadual,3.1,4.4
RS,Chiapetta,Pública,3.1,4.4
RS,Chuí,Estadual,-,-
RS,Chuí,Pública,-,-
RS,Chuvisca,Estadual,4.0,-
RS,Chuvisca,Pública,4.0,-
RS,Cidreira,Estadual,3.3,3.5
RS,Cidreira,Pública,3.3,3.5
RS,Ciríaco,Estadual,3.9,4.0
RS,Ciríaco,Pública,3.9,4.0
RS,Colinas,Estadual,4.3,-
RS,Colinas,Pública,4.3,-
RS,Colorado,Estadual,3.8,4.2
RS,Colorado,Pública,3.8,4.2
RS,Condor,Estadual,3.0,4.4
RS,Condor,Pública,3.0,4.4
RS,Constantina,Estadual,4.0,-
RS,Constantina,Pública,4.0,-
RS,Coqueiro Baixo,Estadual,4.1,-
RS,Coqueiro Baixo,Pública,4.1,-
RS,Coqueiros do Sul,Estadual,4.3,-
RS,Coqueiros do Sul,Pública,4.3,-
RS,Coronel Barros,Estadual,-,4.8
RS,Coronel Barros,Pública,-,4.8
RS,Coronel Bicaco,Estadual,2.7,3.4
RS,Coronel Bicaco,Pública,2.7,3.4
RS,Coronel Pilar,Estadual,5.4,5.1
RS,Coronel Pilar,Pública,5.4,5.1
RS,Cotiporã,Estadual,4.6,-
RS,Cotiporã,Pública,4.6,-
RS,Coxilha,Estadual,3.5,-
RS,Coxilha,Pública,3.5,-
RS,Crissiumal,Estadual,4.1,4.9
RS,Crissiumal,Pública,4.1,4.9
RS,Cristal,Estadual,3.4,-
RS,Cristal,Pública,3.4,-
RS,Cristal do Sul,Estadual,3.8,3.9
RS,Cristal do Sul,Pública,3.8,3.9
RS,Cruz Alta,Estadual,-,3.8
RS,Cruz Alta,Pública,-,3.8
RS,Cruzaltense,Estadual,-,5.7
RS,Cruzaltense,Pública,-,5.7
RS,Cruzeiro do Sul,Estadual,3.5,4.5
RS,Cruzeiro do Sul,Pública,3.5,4.5
RS,David Canabarro,Estadual,4.4,4.8
RS,David Canabarro,Pública,4.4,4.8
RS,Derrubadas,Estadual,3.9,4.9
RS,Derrubadas,Pública,3.9,4.9
RS,Dezesseis de Novembro,Estadual,2.4,3.9
RS,Dezesseis de Novembro,Pública,2.4,3.9
RS,Dilermando de Aguiar,Estadual,-,3.7
RS,Dilermando de Aguiar,Pública,-,3.7
RS,Dois Irmãos,Estadual,4.2,3.0
RS,Dois Irmãos,Pública,4.2,3.0
RS,Dois Irmãos das Missões,Estadual,3.1,3.5
RS,Dois Irmãos das Missões,Pública,3.1,3.5
RS,Dois Lajeados,Estadual,5.7,-
RS,Dois Lajeados,Pública,5.7,-
RS,Dom Feliciano,Estadual,2.7,4.1
RS,Dom Feliciano,Pública,2.7,4.1
RS,Dom Pedro de Alcântara,Estadual,-,4.5
RS,Dom Pedro de Alcântara,Pública,-,4.5
RS,Dom Pedrito,Estadual,2.5,3.8
RS,Dom Pedrito,Pública,2.5,3.8
RS,Doutor Maurício Cardoso,Estadual,3.7,4.9
RS,Doutor Maurício Cardoso,Pública,3.7,4.9
RS,Doutor Ricardo,Estadual,4.1,4.9
RS,Doutor Ricardo,Pública,4.1,4.9
RS,Eldorado do Sul,Estadual,2.8,3.3
RS,Eldorado do Sul,Pública,2.8,3.3
RS,Encantado,Estadual,4.0,4.5
RS,Encantado,Pública,4.0,4.5
RS,Encruzilhada do Sul,Estadual,3.8,3.8
RS,Encruzilhada do Sul,Pública,3.8,3.8
RS,Engenho Velho,Estadual,3.1,2.8
RS,Engenho Velho,Pública,3.1,2.8
RS,Entre-Ijuís,Estadual,3.4,-
RS,Entre-Ijuís,Pública,3.4,-
RS,Entre Rios do Sul,Estadual,3.9,4.3
RS,Entre Rios do Sul,Pública,3.9,4.3
RS,Erebango,Estadual,3.6,3.5
RS,Erebango,Pública,3.6,3.5
RS,Erechim,Estadual,4.1,4.6
RS,Erechim,Pública,4.1,4.6
RS,Ernestina,Estadual,3.4,4.3
RS,Ernestina,Pública,3.4,4.3
RS,Herval,Estadual,-,-
RS,Herval,Pública,-,-
RS,Erval Grande,Estadual,4.3,-
RS,Erval Grande,Pública,4.3,-
RS,Erval Seco,Estadual,3.2,-
RS,Erval Seco,Pública,3.2,-
RS,Esmeralda,Estadual,3.1,4.2
RS,Esmeralda,Pública,3.1,4.2
RS,Esperança do Sul,Estadual,3.1,-
RS,Esperança do Sul,Pública,3.1,-
RS,Espumoso,Estadual,4.2,4.2
RS,Espumoso,Pública,4.2,4.2
RS,Estação,Estadual,3.9,-
RS,Estação,Pública,3.9,-
RS,Estância Velha,Estadual,4.0,4.0
RS,Estância Velha,Pública,4.0,4.0
RS,Esteio,Estadual,3.2,3.6
RS,Esteio,Pública,3.2,3.6
RS,Estrela,Estadual,4.2,4.7
RS,Estrela,Pública,4.2,4.7
RS,Estrela Velha,Estadual,4.4,4.6
RS,Estrela Velha,Pública,4.4,4.6
RS,Fagundes Varela,Estadual,4.5,4.6
RS,Fagundes Varela,Pública,4.5,4.6
RS,Farroupilha,Estadual,3.4,4.6
RS,Farroupilha,Federal,7.0,6.8
RS,Farroupilha,Pública,3.8,5.0
RS,Faxinal do Soturno,Estadual,3.7,5.1
RS,Faxinal do Soturno,Pública,3.7,5.1
RS,Faxinalzinho,Estadual,3.6,4.0
RS,Faxinalzinho,Pública,3.6,4.0
RS,Fazenda Vilanova,Estadual,3.4,4.4
RS,Fazenda Vilanova,Pública,3.4,4.4
RS,Feliz,Estadual,4.5,5.0
RS,Feliz,Federal,6.6,-
RS,Feliz,Pública,5.0,-
RS,Flores da Cunha,Estadual,4.5,4.9
RS,Flores da Cunha,Pública,4.5,4.9
RS,Floriano Peixoto,Estadual,5.3,-
RS,Floriano Peixoto,Pública,5.3,-
RS,Fontoura Xavier,Estadual,2.4,3.5
RS,Fontoura Xavier,Pública,2.4,3.5
RS,Formigueiro,Estadual,2.5,-
RS,Formigueiro,Pública,2.5,-
RS,Forquetinha,Estadual,3.7,-
RS,Forquetinha,Pública,3.7,-
RS,Fortaleza dos Valos,Estadual,4.3,-
RS,Fortaleza dos Valos,Pública,4.3,-
RS,Frederico Westphalen,Estadual,3.8,4.6
RS,Frederico Westphalen,Federal,5.1,-
RS,Frederico Westphalen,Pública,4.2,5.0
RS,Garibaldi,Estadual,3.4,4.5
RS,Garibaldi,Pública,3.4,4.5
RS,Garruchos,Estadual,-,-
RS,Garruchos,Pública,-,-
RS,Gaurama,Estadual,3.9,4.7
RS,Gaurama,Pública,3.9,4.7
RS,General Câmara,Estadual,3.3,-
RS,General Câmara,Pública,3.3,-
RS,Gentil,Estadual,2.9,-
RS,Gentil,Pública,2.9,-
RS,Getúlio Vargas,Estadual,3.8,-
RS,Getúlio Vargas,Pública,3.8,-
RS,Giruá,Estadual,2.9,-
RS,Giruá,Pública,2.9,-
RS,Glorinha,Estadual,2.9,3.3
RS,Glorinha,Pública,2.9,3.3
RS,Gramado,Estadual,3.6,4.2
RS,Gramado,Pública,3.6,4.2
RS,Gramado dos Loureiros,Estadual,-,4.2
RS,Gramado dos Loureiros,Pública,-,4.2
RS,Gramado Xavier,Estadual,3.0,4.1
RS,Gramado Xavier,Pública,3.0,4.1
RS,Gravataí,Estadual,3.1,3.5
RS,Gravataí,Federal,-,-
RS,Gravataí,Municipal,2.5,-
RS,Gravataí,Pública,3.0,3.7
RS,Guabiju,Estadual,-,4.5
RS,Guabiju,Pública,-,4.5
RS,Guaíba,Estadual,-,4.1
RS,Guaíba,Pública,-,4.1
RS,Guaporé,Estadual,3.5,4.3
RS,Guaporé,Pública,3.5,4.3
RS,Guarani das Missões,Estadual,4.0,4.6
RS,Guarani das Missões,Pública,4.0,4.6
RS,Harmonia,Estadual,5.1,5.4
RS,Harmonia,Pública,5.1,5.4
RS,Herveiras,Estadual,3.2,4.0
RS,Herveiras,Pública,3.2,4.0
RS,Horizontina,Estadual,2.7,-
RS,Horizontina,Pública,2.7,-
RS,Hulha Negra,Estadual,2.3,-
RS,Hulha Negra,Pública,2.3,-
RS,Humaitá,Estadual,3.4,5.0
RS,Humaitá,Pública,3.4,5.0
RS,Ibarama,Estadual,3.8,5.1
RS,Ibarama,Pública,3.8,5.1
RS,Ibiaçá,Estadual,4.6,5.1
RS,Ibiaçá,Pública,4.6,5.1
RS,Ibiraiaras,Estadual,4.6,4.9
RS,Ibiraiaras,Pública,4.6,4.9
RS,Ibirapuitã,Estadual,4.0,4.5
RS,Ibirapuitã,Pública,4.0,4.5
RS,Ibirubá,Estadual,3.2,3.8
RS,Ibirubá,Federal,5.4,6.0
RS,Ibirubá,Pública,3.9,4.6
RS,Igrejinha,Estadual,3.7,4.1
RS,Igrejinha,Pública,3.7,4.1
RS,Ijuí,Estadual,3.8,4.7
RS,Ijuí,Municipal,-,-
RS,Ijuí,Pública,3.8,4.8
RS,Ilópolis,Estadual,5.0,-
RS,Ilópolis,Pública,5.0,-
