UF,MUNICIPIO,REDE,2017,2019
RO,Alta Floresta D'Oeste,Estadual,3.9,4.5
RO,Alta Floresta D'Oeste,Pública,3.9,4.5
RO,Ariquemes,Estadual,3.8,3.9
RO,Ariquemes,Federal,-,-
RO,Ariquemes,Pública,3.8,4.0
RO,Cabixi,Estadual,3.7,-
RO,Cabixi,Pública,3.7,-
RO,Cacoal,Estadual,3.7,4.1
RO,Cacoal,Federal,5.1,5.9
RO,Cacoal,Pública,3.9,4.4
RO,Cerejeiras,Estadual,3.8,4.6
RO,Cerejeiras,Pública,3.8,4.6
RO,Colorado do Oeste,Estadual,4.0,4.6
RO,Colorado do Oeste,Federal,4.7,4.8
RO,Colorado do Oeste,Pública,4.3,4.7
RO,Corumbiara,Estadual,3.9,4.6
RO,Corumbiara,Pública,3.9,4.6
RO,Costa Marques,Estadual,3.8,4.3
RO,Costa Marques,Pública,3.8,4.3
RO,Espigão D'Oeste,Estadual,4.1,4.5
RO,Espigão D'Oeste,Pública,4.1,4.5
RO,Guajará-Mirim,Estadual,3.1,3.7
RO,Guajará-Mirim,Federal,-,-
RO,Guajará-Mirim,Pública,3.2,4.0
RO,Jaru,Estadual,3.7,4.1
RO,Jaru,Pública,3.7,4.1
RO,Ji-Paraná,Estadual,4.0,4.2
RO,Ji-Paraná,Federal,5.5,-
RO,Ji-Paraná,Pública,4.2,4.2
RO,Machadinho D'Oeste,Estadual,4.3,4.0
RO,Machadinho D'Oeste,Pública,4.3,4.0
RO,Nova Brasilândia D'Oeste,Estadual,-,4.6
RO,Nova Brasilândia D'Oeste,Pública,-,4.6
RO,Ouro Preto do Oeste,Estadual,3.7,4.2
RO,Ouro Preto do Oeste,Pública,3.7,4.2
RO,Pimenta Bueno,Estadual,3.5,4.0
RO,Pimenta Bueno,Pública,3.5,4.0
RO,Porto Velho,Estadual,3.6,3.8
RO,Porto Velho,Federal,-,5.6
RO,Porto Velho,Pública,3.8,4.1
RO,Presidente Médici,Estadual,4.3,4.5
RO,Presidente Médici,Pública,4.3,4.5
RO,Rio Crespo,Estadual,4.3,4.0
RO,Rio Crespo,Pública,4.3,4.0
RO,Rolim de Moura,Estadual,4.4,4.7
RO,Rolim de Moura,Pública,4.4,4.7
RO,Santa Luzia D'Oeste,Estadual,4.2,4.7
RO,Santa Luzia D'Oeste,Pública,4.2,4.7
RO,Vilhena,Estadual,3.1,3.6
RO,Vilhena,Federal,4.3,-
RO,Vilhena,Pública,3.3,3.9
RO,São Miguel do Guaporé,Estadual,3.8,4.1
RO,São Miguel do Guaporé,Pública,3.8,4.1
RO,Nova Mamoré,Estadual,3.7,4.0
RO,Nova Mamoré,Pública,3.7,4.0
RO,Alvorada D'Oeste,Estadual,3.8,-
RO,Alvorada D'Oeste,Pública,3.8,-
RO,Alto Alegre dos Parecis,Estadual,4.1,4.2
RO,Alto Alegre dos Parecis,Pública,4.1,4.2
RO,Alto Paraíso,Estadual,3.1,3.0
RO,Alto Paraíso,Pública,3.1,3.0
RO,Buritis,Estadual,3.8,4.0
RO,Buritis,Pública,3.8,4.0
RO,Novo Horizonte do Oeste,Estadual,4.1,4.6
RO,Novo Horizonte do Oeste,Pública,4.1,4.6
RO,Cacaulândia,Estadual,4.1,-
RO,Cacaulândia,Pública,4.1,-
RO,Campo Novo de Rondônia,Estadual,3.7,4.0
RO,Campo Novo de Rondônia,Pública,3.7,4.0
RO,Candeias do Jamari,Estadual,3.7,3.8
RO,Candeias do Jamari,Pública,3.7,3.8
RO,Castanheiras,Estadual,4.3,-
RO,Castanheiras,Pública,4.3,-
RO,Chupinguaia,Estadual,3.0,-
RO,Chupinguaia,Pública,3.0,-
RO,Cujubim,Estadual,3.5,-
RO,Cujubim,Pública,3.5,-
RO,Governador Jorge Teixeira,Estadual,4.1,4.2
RO,Governador Jorge Teixeira,Pública,4.1,4.2
RO,Itapuã do Oeste,Estadual,3.7,3.4
RO,Itapuã do Oeste,Pública,3.7,3.4
RO,Ministro Andreazza,Estadual,4.1,4.4
RO,Ministro Andreazza,Pública,4.1,4.4
RO,Mirante da Serra,Estadual,3.1,3.6
RO,Mirante da Serra,Pública,3.1,3.6
RO,Monte Negro,Estadual,3.9,-
RO,Monte Negro,Pública,3.9,-
RO,Nova União,Estadual,3.4,4.0
RO,Nova União,Pública,3.4,4.0
RO,Parecis,Estadual,3.7,-
RO,Parecis,Pública,3.7,-
RO,Pimenteiras do Oeste,Estadual,3.4,3.6
RO,Pimenteiras do Oeste,Pública,3.4,3.6
RO,Primavera de Rondônia,Estadual,4.6,4.3
RO,Primavera de Rondônia,Pública,4.6,4.3
RO,São Felipe D'Oeste,Estadual,3.9,4.2
RO,São Felipe D'Oeste,Pública,3.9,4.2
RO,São Francisco do Guaporé,Estadual,4.1,4.4
RO,São Francisco do Guaporé,Pública,4.1,4.4
RO,Seringueiras,Estadual,4.3,4.4
RO,Seringueiras,Pública,4.3,4.4
RO,Teixeirópolis,Estadual,4.0,4.4
RO,Teixeirópolis,Pública,4.0,4.4
RO,Theobroma,Estadual,3.9,3.9
RO,Theobroma,Pública,3.9,3.9
RO,Urupá,Estadual,4.1,4.3
RO,Urupá,Pública,4.1,4.3
RO,Vale do Anari,Estadual,4.0,-
RO,Vale do Anari,Pública,4.0,-
RO,Vale do Paraíso,Estadual,4.0,4.2
RO,Vale do Paraíso,Pública,4.0,4.2
AC,Acrelândia,Estadual,3.6,3.4
AC,Acrelândia,Pública,3.6,3.4
AC,Assis Brasil,Estadual,3.7,4.4
AC,Assis Brasil,Pública,3.7,4.4
AC,Brasiléia,Estadual,4.2,4.5
AC,Brasiléia,Pública,4.2,4.5
AC,Bujari,Estadual,4.0,-
AC,Bujari,Pública,4.0,-
AC,Capixaba,Estadual,3.6,3.7
AC,Capixaba,Pública,3.6,3.7
AC,Cruzeiro do Sul,Estadual,3.5,3.5
AC,Cruzeiro do Sul,Federal,4.4,-
AC,Cruzeiro do Sul,Pública,3.7,3.8
AC,Epitaciolândia,Estadual,3.2,-
AC,Epitaciolândia,Pública,3.2,-
AC,Feijó,Estadual,3.7,3.5
AC,Feijó,Pública,3.7,3.5
AC,Jordão,Estadual,-,3.6
AC,Jordão,Pública,-,3.6
AC,Mâncio Lima,Estadual,3.9,4.1
AC,Mâncio Lima,Pública,3.9,4.1
AC,Manoel Urbano,Estadual,3.1,-
AC,Manoel Urbano,Pública,3.1,-
AC,Marechal Thaumaturgo,Estadual,-,3.3
AC,Marechal Thaumaturgo,Pública,-,3.3
AC,Plácido de Castro,Estadual,3.7,4.0
AC,Plácido de Castro,Pública,3.7,4.0
AC,Porto Walter,Estadual,3.3,3.8
AC,Porto Walter,Pública,3.3,3.8
AC,Rio Branco,Estadual,3.6,3.7
AC,Rio Branco,Federal,4.5,5.3
AC,Rio Branco,Pública,3.6,3.9
AC,Rodrigues Alves,Estadual,3.7,3.6
AC,Rodrigues Alves,Pública,3.7,3.6
AC,Santa Rosa do Purus,Estadual,2.4,3.0
AC,Santa Rosa do Purus,Pública,2.4,3.0
AC,Senador Guiomard,Estadual,3.9,2.8
AC,Senador Guiomard,Pública,3.9,2.8
AC,Sena Madureira,Estadual,3.5,3.7
AC,Sena Madureira,Federal,3.9,5.0
AC,Sena Madureira,Pública,3.7,4.0
AC,Tarauacá,Estadual,3.5,3.6
AC,Tarauacá,Federal,3.2,-
AC,Tarauacá,Pública,3.5,3.7
AC,Xapuri,Estadual,-,2.8
AC,Xapuri,Federal,4.3,4.6
AC,Xapuri,Pública,3.8,3.8
AC,Porto Acre,Estadual,3.7,4.0
AC,Porto Acre,Pública,3.7,4.0
AM,Alvarães,Estadual,2.7,2.6
AM,Alvarães,Pública,2.7,2.6
AM,Amaturá,Estadual,3.0,2.7
AM,Amaturá,Pública,3.0,2.7
AM,Anamã,Estadual,3.0,3.0
AM,Anamã,Pública,3.0,3.0
AM,Anori,Estadual,3.7,3.7
AM,Anori,Pública,3.7,3.7
AM,Apuí,Estadual,3.3,3.2
AM,Apuí,Pública,3.3,3.2
AM,Atalaia do Norte,Estadual,-,2.7
AM,Atalaia do Norte,Pública,-,2.7
AM,Autazes,Estadual,2.6,2.7
AM,Autazes,Pública,2.6,2.7
AM,Barcelos,Estadual,3.3,3.6
AM,Barcelos,Pública,3.3,3.6
AM,Barreirinha,Estadual,2.4,2.9
AM,Barreirinha,Pública,2.4,2.9
AM,Benjamin Constant,Estadual,2.7,-
AM,Benjamin Constant,Pública,2.7,-
AM,Beruri,Estadual,2.8,2.7
AM,Beruri,Pública,2.8,2.7
AM,Boa Vista do Ramos,Estadual,2.8,2.8
AM,Boa Vista do Ramos,Pública,2.8,2.8
AM,Boca do Acre,Estadual,3.2,3.0
AM,Boca do Acre,Pública,3.2,3.0
AM,Borba,Estadual,3.0,2.7
AM,Borba,Municipal,3.2,-
AM,Borba,Pública,3.1,2.7
AM,Caapiranga,Estadual,3.1,3.0
AM,Caapiranga,Pública,3.1,3.0
AM,Canutama,Estadual,3.3,3.3
AM,Canutama,Pública,3.3,3.3
AM,Carauari,Estadual,3.4,3.2
AM,Carauari,Pública,3.4,3.2
AM,Careiro,Estadual,3.2,2.9
AM,Careiro,Pública,3.2,2.9
AM,Careiro da Várzea,Estadual,3.2,3.3
AM,Careiro da Várzea,Pública,3.2,3.3
AM,Coari,Estadual,3.0,2.9
AM,Coari,Federal,4.1,-
AM,Coari,Pública,3.1,3.0
AM,Codajás,Estadual,3.1,2.8
AM,Codajás,Pública,3.1,2.8
AM,Eirunepé,Estadual,3.1,-
AM,Eirunepé,Federal,4.1,-
AM,Eirunepé,Pública,3.1,3.1
AM,Envira,Estadual,3.8,3.5
AM,Envira,Pública,3.8,3.5
AM,Fonte Boa,Estadual,2.5,2.9
AM,Fonte Boa,Pública,2.5,2.9
AM,Guajará,Estadual,3.2,2.7
AM,Guajará,Pública,3.2,2.7
AM,Humaitá,Estadual,3.3,3.0
AM,Humaitá,Federal,3.8,-
AM,Humaitá,Pública,3.4,3.2
AM,Ipixuna,Estadual,3.0,2.7
AM,Ipixuna,Pública,3.0,2.7
AM,Iranduba,Estadual,3.1,2.9
AM,Iranduba,Pública,3.1,2.9
AM,Itacoatiara,Estadual,3.3,3.4
AM,Itacoatiara,Federal,4.4,-
AM,Itacoatiara,Pública,3.3,3.5
AM,Itamarati,Estadual,3.3,2.8
AM,Itamarati,Pública,3.3,2.8
AM,Itapiranga,Estadual,3.2,3.4
AM,Itapiranga,Pública,3.2,3.4
AM,Japurá,Estadual,2.4,3.1
AM,Japurá,Pública,2.4,3.1
AM,Juruá,Estadual,2.7,2.9
AM,Juruá,Pública,2.7,2.9
AM,Jutaí,Estadual,2.8,2.9
AM,Jutaí,Pública,2.8,2.9
AM,Lábrea,Estadual,2.8,3.0
AM,Lábrea,Federal,3.6,-
AM,Lábrea,Pública,3.0,3.2
AM,Manacapuru,Estadual,3.2,3.3
AM,Manacapuru,Federal,-,5.6
AM,Manacapuru,Pública,3.2,3.3
AM,Manaquiri,Estadual,2.8,2.7
AM,Manaquiri,Pública,2.8,2.7
AM,Manaus,Estadual,3.3,3.4
AM,Manaus,Federal,-,-
AM,Manaus,Pública,3.3,3.4
AM,Manicoré,Estadual,3.1,3.1
AM,Manicoré,Pública,3.1,3.1
AM,Maraã,Estadual,2.4,2.4
AM,Maraã,Pública,2.4,2.4
AM,Maués,Estadual,2.5,-
AM,Maués,Federal,4.4,-
AM,Maués,Pública,2.7,2.6
AM,Nhamundá,Estadual,3.2,3.4
AM,Nhamundá,Pública,3.2,3.4
AM,Nova Olinda do Norte,Estadual,2.5,2.7
AM,Nova Olinda do Norte,Pública,2.5,2.7
AM,Novo Airão,Estadual,3.2,3.1
AM,Novo Airão,Pública,3.2,3.1
AM,Novo Aripuanã,Estadual,3.2,3.2
AM,Novo Aripuanã,Pública,3.2,3.2
AM,Parintins,Estadual,3.5,3.6
AM,Parintins,Federal,4.1,-
AM,Parintins,Pública,3.6,3.7
AM,Pauini,Estadual,2.6,-
AM,Pauini,Pública,2.6,-
AM,Presidente Figueiredo,Estadual,3.1,3.3
AM,Presidente Figueiredo,Federal,3.7,-
AM,Presidente Figueiredo,Pública,3.2,3.4
AM,Rio Preto da Eva,Estadual,3.0,2.8
AM,Rio Preto da Eva,Pública,3.0,2.8
AM,Santa Isabel do Rio Negro,Estadual,3.0,2.9
AM,Santa Isabel do Rio Negro,Pública,3.0,2.9
AM,Santo Antônio do Içá,Estadual,2.9,2.8
AM,Santo Antônio do Içá,Pública,2.9,2.8
AM,São Gabriel da Cachoeira,Estadual,2.9,2.7
AM,São Gabriel da Cachoeira,Federal,4.0,-
AM,São Gabriel da Cachoeira,Pública,3.1,2.8
AM,São Paulo de Olivença,Estadual,2.8,2.8
AM,São Paulo de Olivença,Pública,2.8,2.8
AM,São Sebastião do Uatumã,Estadual,3.0,3.2
AM,São Sebastião do Uatumã,Pública,3.0,3.2
AM,Silves,Estadual,2.8,3.1
AM,Silves,Pública,2.8,3.1
AM,Tabatinga,Estadual,2.7,2.5
AM,Tabatinga,Federal,3.5,3.9
AM,Tabatinga,Pública,2.8,2.6
AM,Tapauá,Estadual,3.7,4.0
AM,Tapauá,Pública,3.7,4.0
AM,Tefé,Estadual,3.2,2.9
AM,Tefé,Federal,5.5,-
AM,Tefé,Pública,3.3,3.0
AM,Tonantins,Estadual,3.0,2.7
AM,Tonantins,Pública,3.0,2.7
AM,Uarini,Estadual,2.4,2.8
AM,Uarini,Pública,2.4,2.8
AM,Urucará,Estadual,2.9,3.2
AM,Urucará,Pública,2.9,3.2
AM,Urucurituba,Estadual,3.2,3.1
AM,Urucurituba,Pública,3.2,3.1
RR,Amajari,Estadual,3.4,3.1
RR,Amajari,Federal,-,3.4
RR,Amajari,Pública,-,3.3
RR,Alto Alegre,Estadual,2.8,3.3
RR,Alto Alegre,Pública,2.8,3.3
RR,Boa Vista,Estadual,3.3,3.5
RR,Boa Vista,Federal,-,-
RR,Boa Vista,Pública,3.4,3.7
RR,Bonfim,Estadual,3.1,3.2
RR,Bonfim,Pública,3.1,3.2
RR,Cantá,Estadual,-,3.2
RR,Cantá,Pública,-,3.2
RR,Caracaraí,Estadual,3.6,3.6
RR,Caracaraí,Pública,3.6,3.6
RR,Caroebe,Estadual,3.2,3.2
RR,Caroebe,Pública,3.2,3.2
RR,Iracema,Estadual,2.8,3.3
RR,Iracema,Pública,2.8,3.3
RR,Mucajaí,Estadual,3.1,3.1
RR,Mucajaí,Pública,3.1,3.1
RR,Normandia,Estadual,-,2.6
RR,Normandia,Pública,-,2.6
RR,Pacaraima,Estadual,-,3.0
RR,Pacaraima,Pública,-,3.0
RR,Rorainópolis,Estadual,3.1,3.3
RR,Rorainópolis,Pública,3.1,3.3
RR,São João da Baliza,Estadual,3.0,3.5
RR,São João da Baliza,Pública,3.0,3.5
RR,São Luiz,Estadual,3.8,-
RR,São Luiz,Pública,3.8,-
RR,Uiramutã,Estadual,-,2.6
RR,Uiramutã,Pública,-,2.6
PA,Abaetetuba,Estadual,3.1,3.3
PA,Abaetetuba,Federal,-,-
PA,Abaetetuba,Pública,3.1,3.6
PA,Abel Figueiredo,Estadual,2.8,3.2
PA,Abel Figueiredo,Pública,2.8,3.2
PA,Acará,Estadual,2.5,2.3
PA,Acará,Pública,2.5,2.3
PA,Afuá,Estadual,-,-
PA,Afuá,Pública,-,-
PA,Água Azul do Norte,Estadual,2.7,2.8
PA,Água Azul do Norte,Pública,2.7,2.8
PA,Alenquer,Estadual,2.7,3.2
PA,Alenquer,Pública,2.7,3.2
PA,Almeirim,Estadual,2.1,2.6
PA,Almeirim,Pública,2.1,2.6
PA,Altamira,Estadual,3.3,3.7
PA,Altamira,Pública,3.3,3.7
PA,Anajás,Estadual,2.7,-
PA,Anajás,Pública,2.7,-
PA,Ananindeua,Estadual,2.7,3.2
PA,Ananindeua,Pública,2.7,3.2
PA,Anapu,Estadual,3.2,3.2
PA,Anapu,Pública,3.2,3.2
PA,Augusto Corrêa,Estadual,2.5,2.4
PA,Augusto Corrêa,Pública,2.5,2.4
PA,Aurora do Pará,Estadual,2.6,2.7
PA,Aurora do Pará,Pública,2.6,2.7
PA,Aveiro,Estadual,2.2,-
PA,Aveiro,Pública,2.2,-
PA,Bagre,Estadual,2.8,2.3
PA,Bagre,Pública,2.8,2.3
PA,Baião,Estadual,2.4,2.7
PA,Baião,Pública,2.4,2.7
PA,Bannach,Estadual,2.8,-
PA,Bannach,Pública,2.8,-
PA,Barcarena,Estadual,2.6,2.8
PA,Barcarena,Pública,2.6,2.8
PA,Belém,Estadual,2.8,3.2
PA,Belém,Federal,5.6,-
PA,Belém,Municipal,2.5,-
PA,Belém,Pública,2.9,3.3
PA,Belterra,Estadual,2.8,3.3
PA,Belterra,Pública,2.8,3.3
PA,Benevides,Estadual,2.5,3.4
PA,Benevides,Pública,2.5,3.4
PA,Bom Jesus do Tocantins,Estadual,3.1,3.4
PA,Bom Jesus do Tocantins,Pública,3.1,3.4
PA,Bonito,Estadual,2.2,2.6
PA,Bonito,Pública,2.2,2.6
PA,Bragança,Estadual,2.7,3.0
PA,Bragança,Federal,-,-
PA,Bragança,Pública,2.7,3.1
PA,Brasil Novo,Estadual,3.0,3.5
PA,Brasil Novo,Pública,3.0,3.5
PA,Brejo Grande do Araguaia,Estadual,-,2.7
PA,Brejo Grande do Araguaia,Pública,-,2.7
PA,Breu Branco,Estadual,2.5,2.8
PA,Breu Branco,Pública,2.5,2.8
PA,Breves,Estadual,3.3,3.2
PA,Breves,Federal,-,5.1
PA,Breves,Pública,3.3,3.3
PA,Bujaru,Estadual,2.6,2.7
PA,Bujaru,Pública,2.6,2.7
PA,Cachoeira do Piriá,Estadual,2.7,2.6
PA,Cachoeira do Piriá,Pública,2.7,2.6
PA,Cachoeira do Arari,Estadual,2.7,3.3
PA,Cachoeira do Arari,Pública,2.7,3.3
PA,Cametá,Estadual,3.0,3.2
PA,Cametá,Federal,-,3.9
PA,Cametá,Pública,3.0,3.2
PA,Canaã dos Carajás,Estadual,2.2,2.7
PA,Canaã dos Carajás,Pública,2.2,2.7
PA,Capanema,Estadual,2.6,2.8
PA,Capanema,Pública,2.6,2.8
PA,Capitão Poço,Estadual,3.0,3.0
PA,Capitão Poço,Pública,3.0,3.0
PA,Castanhal,Estadual,2.6,3.1
PA,Castanhal,Federal,5.3,-
PA,Castanhal,Pública,2.7,3.1
PA,Chaves,Estadual,2.8,2.5
PA,Chaves,Pública,2.8,2.5
PA,Colares,Estadual,3.2,3.5
PA,Colares,Pública,3.2,3.5
PA,Conceição do Araguaia,Estadual,2.5,3.1
PA,Conceição do Araguaia,Federal,5.3,4.8
PA,Conceição do Araguaia,Pública,2.7,3.5
PA,Concórdia do Pará,Estadual,2.4,2.5
PA,Concórdia do Pará,Pública,2.4,2.5
PA,Cumaru do Norte,Estadual,2.1,3.1
PA,Cumaru do Norte,Pública,2.1,3.1
PA,Curionópolis,Estadual,2.3,2.6
PA,Curionópolis,Pública,2.3,2.6
PA,Curralinho,Estadual,2.3,2.5
PA,Curralinho,Pública,2.3,2.5
PA,Curuá,Estadual,2.9,3.0
PA,Curuá,Pública,2.9,3.0
PA,Curuçá,Estadual,2.6,3.0
PA,Curuçá,Pública,2.6,3.0
PA,Dom Eliseu,Estadual,2.2,2.7
PA,Dom Eliseu,Pública,2.2,2.7
PA,Eldorado do Carajás,Estadual,2.3,2.7
PA,Eldorado do Carajás,Pública,2.3,2.7
PA,Faro,Estadual,3.2,-
PA,Faro,Pública,3.2,-
PA,Floresta do Araguaia,Estadual,2.9,3.2
PA,Floresta do Araguaia,Pública,2.9,3.2
PA,Garrafão do Norte,Estadual,2.6,3.0
PA,Garrafão do Norte,Pública,2.6,3.0
PA,Goianésia do Pará,Estadual,2.8,-
PA,Goianésia do Pará,Pública,2.8,-
PA,Gurupá,Estadual,2.0,2.4
PA,Gurupá,Pública,2.0,2.4
PA,Igarapé-Açu,Estadual,2.6,2.9
PA,Igarapé-Açu,Pública,2.6,2.9
PA,Igarapé-Miri,Estadual,2.9,3.0
PA,Igarapé-Miri,Pública,2.9,3.0
PA,Inhangapi,Estadual,2.3,2.4
PA,Inhangapi,Pública,2.3,2.4
PA,Ipixuna do Pará,Estadual,2.3,2.7
PA,Ipixuna do Pará,Pública,2.3,2.7
PA,Irituia,Estadual,3.0,2.6
PA,Irituia,Pública,3.0,2.6
PA,Itaituba,Estadual,2.8,3.1
PA,Itaituba,Federal,-,-
PA,Itaituba,Pública,2.9,3.2
PA,Itupiranga,Estadual,2.8,3.0
PA,Itupiranga,Pública,2.8,3.0
PA,Jacareacanga,Estadual,-,-
PA,Jacareacanga,Pública,-,-
PA,Jacundá,Estadual,2.3,2.7
PA,Jacundá,Pública,2.3,2.7
PA,Juruti,Estadual,2.8,3.1
PA,Juruti,Pública,2.8,3.1
PA,Limoeiro do Ajuru,Estadual,3.0,3.1
PA,Limoeiro do Ajuru,Pública,3.0,3.1
PA,Mãe do Rio,Estadual,2.8,3.6
PA,Mãe do Rio,Pública,2.8,3.6
PA,Magalhães Barata,Estadual,-,-
PA,Magalhães Barata,Pública,-,-
PA,Marabá,Estadual,2.8,3.2
PA,Marabá,Federal,-,-
PA,Marabá,Pública,2.8,3.3
PA,Maracanã,Estadual,2.6,2.7
PA,Maracanã,Pública,2.6,2.7
PA,Marapanim,Estadual,2.4,2.3
PA,Marapanim,Pública,2.4,2.3
PA,Marituba,Estadual,2.7,3.5
PA,Marituba,Pública,2.7,3.5
PA,Medicilândia,Estadual,2.3,4.0
PA,Medicilândia,Pública,2.3,4.0
PA,Melgaço,Estadual,-,-
PA,Melgaço,Pública,-,-
PA,Mocajuba,Estadual,2.3,2.7
PA,Mocajuba,Pública,2.3,2.7
PA,Moju,Estadual,2.5,2.5
PA,Moju,Pública,2.5,2.5
PA,Mojuí dos Campos,Estadual,3.0,-
PA,Mojuí dos Campos,Pública,3.0,-
PA,Monte Alegre,Estadual,3.1,3.5
PA,Monte Alegre,Pública,3.1,3.5
PA,Muaná,Estadual,2.5,-
PA,Muaná,Pública,2.5,-
PA,Nova Esperança do Piriá,Estadual,2.5,-
PA,Nova Esperança do Piriá,Pública,2.5,-
PA,Nova Ipixuna,Estadual,3.2,-
PA,Nova Ipixuna,Pública,3.2,-
PA,Nova Timboteua,Estadual,3.1,3.2
PA,Nova Timboteua,Pública,3.1,3.2
PA,Novo Progresso,Estadual,2.7,-
PA,Novo Progresso,Pública,2.7,-
PA,Novo Repartimento,Estadual,2.6,3.1
PA,Novo Repartimento,Pública,2.6,3.1
PA,Óbidos,Estadual,2.4,2.7
PA,Óbidos,Pública,2.4,2.8
PA,Oeiras do Pará,Estadual,2.1,-
PA,Oeiras do Pará,Pública,2.1,-
PA,Oriximiná,Estadual,2.7,3.3
PA,Oriximiná,Pública,2.7,3.3
PA,Ourém,Estadual,3.2,3.4
PA,Ourém,Pública,3.2,3.4
PA,Ourilândia do Norte,Estadual,3.0,2.8
PA,Ourilândia do Norte,Pública,3.0,2.8
PA,Pacajá,Estadual,2.9,3.0
PA,Pacajá,Municipal,3.6,-
PA,Pacajá,Pública,2.9,3.0
PA,Palestina do Pará,Estadual,2.5,-
PA,Palestina do Pará,Pública,2.5,-
PA,Paragominas,Estadual,2.8,3.3
PA,Paragominas,Federal,-,-
PA,Paragominas,Pública,2.8,3.5
PA,Parauapebas,Estadual,2.6,2.8
PA,Parauapebas,Federal,-,-
PA,Parauapebas,Pública,2.7,2.9
PA,Pau D'Arco,Estadual,1.5,-
PA,Pau D'Arco,Pública,1.5,-
PA,Peixe-Boi,Estadual,2.9,3.1
PA,Peixe-Boi,Pública,2.9,3.1
PA,Piçarra,Estadual,2.4,3.0
PA,Piçarra,Pública,2.4,3.0
PA,Placas,Estadual,2.8,3.3
PA,Placas,Pública,2.8,3.3
PA,Ponta de Pedras,Estadual,2.8,3.1
PA,Ponta de Pedras,Pública,2.8,3.1
PA,Portel,Estadual,2.7,2.9
PA,Portel,Pública,2.7,2.9
PA,Porto de Moz,Estadual,2.8,3.3
PA,Porto de Moz,Pública,2.8,3.3
PA,Prainha,Estadual,2.4,2.7
PA,Prainha,Pública,2.4,2.7
PA,Primavera,Estadual,2.5,-
PA,Primavera,Pública,2.5,-
PA,Quatipuru,Estadual,2.2,2.0
PA,Quatipuru,Pública,2.2,2.0
PA,Redenção,Estadual,2.4,2.7
PA,Redenção,Pública,2.4,2.7
PA,Rio Maria,Estadual,2.8,-
PA,Rio Maria,Pública,2.8,-
PA,Rondon do Pará,Estadual,2.9,-
PA,Rondon do Pará,Pública,2.9,-
PA,Rurópolis,Estadual,2.9,3.2
PA,Rurópolis,Pública,2.9,3.2
PA,Salinópolis,Estadual,2.3,2.9
PA,Salinópolis,Pública,2.3,2.9
PA,Salvaterra,Estadual,2.8,3.3
PA,Salvaterra,Pública,2.8,3.3
PA,Santa Bárbara do Pará,Estadual,2.6,3.2
PA,Santa Bárbara do Pará,Pública,2.6,3.2
PA,Santa Cruz do Arari,Estadual,2.6,2.4
PA,Santa Cruz do Arari,Pública,2.6,2.4
PA,Santa Izabel do Pará,Estadual,2.7,2.6
PA,Santa Izabel do Pará,Pública,2.7,2.6
PA,Santa Luzia do Pará,Estadual,2.6,-
PA,Santa Luzia do Pará,Pública,2.6,-
PA,Santa Maria das Barreiras,Estadual,2.1,-
PA,Santa Maria das Barreiras,Pública,2.1,-
PA,Santa Maria do Pará,Estadual,3.2,3.0
PA,Santa Maria do Pará,Pública,3.2,3.0
PA,Santana do Araguaia,Estadual,2.2,2.5
PA,Santana do Araguaia,Pública,2.2,2.5
PA,Santarém,Estadual,2.9,3.7
PA,Santarém,Federal,-,-
PA,Santarém,Pública,3.1,3.8
PA,Santarém Novo,Estadual,2.8,3.2
PA,Santarém Novo,Pública,2.8,3.2
PA,Santo Antônio do Tauá,Estadual,2.4,2.9
PA,Santo Antônio do Tauá,Pública,2.4,2.9
PA,São Caetano de Odivelas,Estadual,-,2.6
PA,São Caetano de Odivelas,Pública,-,2.6
PA,São Domingos do Araguaia,Estadual,2.7,2.7
PA,São Domingos do Araguaia,Pública,2.7,2.7
PA,São Domingos do Capim,Estadual,2.2,2.3
PA,São Domingos do Capim,Pública,2.2,2.3
PA,São Félix do Xingu,Estadual,2.2,2.2
PA,São Félix do Xingu,Pública,2.2,2.2
PA,São Francisco do Pará,Estadual,2.2,-
PA,São Francisco do Pará,Pública,2.2,-
PA,São Geraldo do Araguaia,Estadual,3.0,3.4
PA,São Geraldo do Araguaia,Pública,3.0,3.4
PA,São João da Ponta,Estadual,2.2,2.6
PA,São João da Ponta,Pública,2.2,2.6
PA,São João de Pirabas,Estadual,2.4,-
PA,São João de Pirabas,Pública,2.4,-
PA,São João do Araguaia,Estadual,2.4,-
PA,São João do Araguaia,Pública,2.4,-
PA,São Miguel do Guamá,Estadual,2.7,3.0
PA,São Miguel do Guamá,Pública,2.7,3.0
PA,São Sebastião da Boa Vista,Estadual,2.7,-
PA,São Sebastião da Boa Vista,Pública,2.7,-
PA,Sapucaia,Estadual,2.8,3.5
PA,Sapucaia,Pública,2.8,3.5
PA,Senador José Porfírio,Estadual,3.1,2.9
PA,Senador José Porfírio,Pública,3.1,2.9
PA,Soure,Estadual,2.7,3.1
PA,Soure,Pública,2.7,3.1
PA,Tailândia,Estadual,2.9,3.0
PA,Tailândia,Pública,2.9,3.0
PA,Terra Alta,Estadual,2.6,2.7
PA,Terra Alta,Pública,2.6,2.7
PA,Terra Santa,Estadual,2.2,-
PA,Terra Santa,Pública,2.2,-
PA,Tomé-Açu,Estadual,2.5,2.8
PA,Tomé-Açu,Pública,2.5,2.8
PA,Tracuateua,Estadual,2.5,2.5
PA,Tracuateua,Pública,2.5,2.5
PA,Trairão,Estadual,2.1,2.5
