UF,MUNICIPIO,REDE,2005,2007,2009,2011,2013,2015,2017,2019
PE,Lagoa de Itaenga,Pública,2.3,2.1,2.5,2.6,2.6,2.8,3.3,3.6
PE,Lagoa do Ouro,Estadual,2.1,2.9,4.3,4.2,4.4,-,-,-
PE,Lagoa do Ouro,Municipal,2.3,2.4,2.4,2.7,3.0,3.4,3.3,4.3
PE,Lagoa do Ouro,Pública,2.2,2.5,2.6,3.0,3.2,3.4,3.3,4.3
PE,Lagoa dos Gatos,Estadual,-,-,-,3.5,-,-,-,-
PE,Lagoa dos Gatos,Municipal,3.1,3.1,3.2,3.1,3.5,3.5,4.9,4.6
PE,Lagoa dos Gatos,Pública,3.1,3.1,3.3,3.1,3.5,3.5,4.9,4.6
PE,Lagoa Grande,Estadual,1.9,2.5,3.4,2.9,4.2,4.3,3.9,4.4
PE,Lagoa Grande,Municipal,-,-,-,-,-,-,-,-
PE,Lagoa Grande,Pública,1.8,2.6,3.2,2.9,3.9,4.1,3.7,4.4
PE,Lajedo,Estadual,2.4,2.4,3.1,-,-,-,-,-
PE,Lajedo,Municipal,2.6,2.4,2.9,2.9,3.1,4.0,3.9,4.2
PE,Lajedo,Pública,2.5,2.4,2.8,2.9,3.1,4.0,3.9,4.2
PE,Limoeiro,Estadual,2.9,2.8,3.4,3.7,4.2,4.6,4.9,5.4
PE,Limoeiro,Municipal,-,3.0,3.6,3.0,3.7,4.2,5.1,5.0
PE,Limoeiro,Pública,2.8,2.9,3.4,3.6,4.0,4.4,4.7,5.2
PE,Macaparana,Estadual,2.9,3.0,3.6,3.5,3.5,4.2,4.7,4.8
PE,Macaparana,Municipal,2.6,2.8,2.7,2.7,2.7,2.8,3.7,4.4
PE,Macaparana,Pública,2.8,3.0,3.2,3.1,3.2,3.6,4.2,4.6
PE,Machados,Estadual,-,2.2,3.2,3.3,3.7,-,-,-
PE,Machados,Municipal,-,2.2,3.4,2.5,2.5,3.6,3.8,5.6
PE,Machados,Pública,-,2.2,3.3,2.9,2.8,3.6,3.8,5.6
PE,Manari,Estadual,2.3,3.0,3.0,3.2,2.8,-,-,-
PE,Manari,Municipal,-,2.4,3.0,2.4,2.5,2.9,2.9,3.9
PE,Manari,Pública,2.5,2.5,3.0,2.5,2.6,2.9,2.9,3.9
PE,Maraial,Estadual,3.3,3.1,4.3,3.5,4.1,4.1,-,-
PE,Maraial,Municipal,2.3,2.1,2.8,2.4,2.3,2.9,3.4,4.1
PE,Maraial,Pública,2.7,2.7,3.2,2.9,2.9,3.1,3.4,4.1
PE,Mirandiba,Estadual,2.7,2.7,3.5,3.7,3.7,4.1,4.0,4.6
PE,Mirandiba,Municipal,-,2.7,3.1,3.5,-,3.9,3.3,3.8
PE,Mirandiba,Pública,2.6,2.7,3.5,3.6,3.6,4.0,3.7,4.3
PE,Moreno,Estadual,2.5,2.2,2.4,3.0,3.0,3.8,4.5,-
PE,Moreno,Municipal,2.7,2.8,2.8,2.7,2.7,2.9,3.2,3.9
PE,Moreno,Pública,2.6,2.6,2.7,2.8,2.8,3.1,3.3,3.9
PE,Nazaré da Mata,Estadual,3.0,3.3,4.3,3.5,4.2,4.7,5.0,4.9
PE,Nazaré da Mata,Municipal,2.1,2.6,2.9,2.6,2.7,3.5,3.4,4.0
PE,Nazaré da Mata,Pública,2.7,3.2,3.8,3.3,3.8,4.4,4.5,4.8
PE,Olinda,Estadual,2.4,2.4,2.8,2.9,2.9,3.8,4.1,4.4
PE,Olinda,Municipal,2.4,2.4,2.4,2.6,3.0,3.5,3.7,4.4
PE,Olinda,Pública,2.4,2.4,2.7,2.8,2.9,3.7,4.0,4.4
PE,Orobó,Estadual,3.3,3.8,4.4,4.0,5.4,-,-,-
PE,Orobó,Municipal,3.1,3.0,3.2,3.3,3.7,4.3,5.3,5.5
PE,Orobó,Pública,3.3,3.3,3.6,3.5,4.2,4.3,5.3,5.5
PE,Orocó,Estadual,3.2,3.6,4.1,3.9,-,-,-,-
PE,Orocó,Municipal,2.9,3.0,3.0,3.4,2.9,3.3,3.5,3.9
PE,Orocó,Pública,3.1,3.2,3.3,3.5,2.9,3.3,3.5,3.9
PE,Ouricuri,Estadual,2.9,2.9,3.7,3.8,4.1,4.2,4.5,5.0
PE,Ouricuri,Municipal,2.3,2.6,2.7,2.8,2.8,3.3,3.1,3.6
PE,Ouricuri,Pública,2.6,2.8,3.4,3.4,3.7,3.8,3.8,4.3
PE,Palmares,Estadual,2.4,2.6,3.3,2.9,3.3,3.8,4.9,-
PE,Palmares,Municipal,2.4,3.1,3.4,3.1,3.4,3.9,3.8,4.2
PE,Palmares,Pública,2.4,2.8,3.4,3.0,3.3,3.8,3.8,4.2
PE,Palmeirina,Estadual,3.6,3.6,4.0,4.2,2.6,-,-,-
PE,Palmeirina,Municipal,2.1,2.7,2.4,2.3,2.7,2.8,3.2,3.7
PE,Palmeirina,Pública,2.5,2.9,2.9,2.9,2.7,2.8,3.2,3.7
PE,Panelas,Municipal,2.4,2.3,3.2,3.6,3.7,4.0,6.6,-
PE,Panelas,Pública,2.4,2.3,3.2,3.6,3.7,4.0,6.6,-
PE,Paranatama,Estadual,-,-,3.8,3.6,-,-,-,-
PE,Paranatama,Municipal,2.5,2.5,3.1,3.5,3.8,4.4,4.7,4.6
PE,Paranatama,Pública,2.6,2.5,3.2,3.4,3.8,4.4,4.7,4.6
PE,Parnamirim,Estadual,2.3,2.5,3.3,4.3,4.1,4.7,4.9,5.0
PE,Parnamirim,Municipal,2.6,2.7,3.1,4.0,3.5,2.9,3.6,3.6
PE,Parnamirim,Pública,2.4,2.6,3.2,4.1,3.9,4.0,4.4,4.5
PE,Passira,Estadual,2.5,3.0,3.2,3.4,4.5,4.5,-,-
PE,Passira,Municipal,2.7,2.2,3.3,3.2,3.0,3.8,4.6,4.9
PE,Passira,Pública,2.6,2.5,3.3,3.3,3.5,4.0,4.6,4.9
PE,Paudalho,Estadual,2.4,2.2,2.8,3.4,3.6,4.0,3.9,3.9
PE,Paudalho,Municipal,2.7,2.7,2.8,3.0,3.0,3.6,3.5,4.5
PE,Paudalho,Pública,2.6,2.5,2.8,3.2,3.2,3.5,3.6,4.3
PE,Paulista,Estadual,2.5,2.5,3.0,3.3,3.5,4.1,4.2,4.3
PE,Paulista,Municipal,2.7,2.5,2.8,3.0,3.1,3.4,3.9,4.2
PE,Paulista,Pública,2.5,2.5,2.9,3.2,3.4,3.8,4.1,4.2
PE,Pedra,Estadual,2.6,2.4,3.2,3.8,3.9,4.4,4.6,4.5
PE,Pedra,Municipal,-,-,-,-,-,-,-,-
PE,Pedra,Pública,2.5,2.6,3.1,3.6,3.7,4.3,4.4,4.5
PE,Pesqueira,Estadual,2.3,2.5,2.8,3.2,3.5,4.1,4.1,4.5
PE,Pesqueira,Municipal,-,3.1,3.8,3.3,3.4,3.8,3.7,5.5
PE,Pesqueira,Pública,2.5,2.7,3.2,3.3,3.5,4.0,4.1,4.8
PE,Petrolândia,Estadual,2.4,2.3,3.1,3.7,4.0,-,3.7,-
PE,Petrolândia,Municipal,-,3.3,3.8,4.1,-,3.8,4.1,3.9
PE,Petrolândia,Pública,2.4,2.6,3.4,3.9,-,3.9,4.1,4.0
PE,Petrolina,Estadual,2.6,3.0,3.5,3.7,3.9,4.3,4.6,4.9
PE,Petrolina,Municipal,2.9,3.4,3.7,4.1,4.4,5.0,4.9,5.2
PE,Petrolina,Pública,2.7,3.1,3.6,3.7,4.1,4.5,4.7,5.0
PE,Poção,Estadual,-,3.2,3.7,3.0,3.3,4.6,-,-
PE,Poção,Municipal,-,2.0,2.7,3.4,3.9,2.9,4.7,5.3
PE,Poção,Pública,-,2.2,3.1,3.1,3.5,3.2,4.7,5.3
PE,Pombos,Estadual,2.2,2.3,2.5,2.8,4.6,-,-,-
PE,Pombos,Municipal,-,2.3,2.6,2.2,2.9,3.0,2.9,3.2
PE,Pombos,Pública,2.5,2.3,2.6,2.2,3.0,3.0,2.9,3.2
PE,Primavera,Municipal,-,2.0,2.5,2.1,2.2,3.9,3.3,4.1
PE,Primavera,Pública,-,2.0,2.5,2.1,2.2,3.9,3.3,4.1
PE,Quipapá,Estadual,-,2.4,3.3,3.0,3.7,-,-,-
PE,Quipapá,Municipal,2.6,3.0,3.2,2.8,2.6,3.1,3.7,4.1
PE,Quipapá,Pública,2.6,2.8,3.2,2.9,2.7,3.1,3.7,4.1
PE,Quixaba,Estadual,3.2,4.6,3.8,4.6,4.5,-,-,-
PE,Quixaba,Municipal,3.2,3.8,3.0,4.4,4.4,4.7,5.0,5.5
PE,Quixaba,Pública,3.2,4.2,3.5,4.5,4.4,4.9,5.5,5.7
PE,Recife,Federal,-,7.5,7.1,-,7.2,7.4,7.8,7.6
PE,Recife,Estadual,2.2,2.2,2.7,3.1,3.4,4.0,4.5,4.7
PE,Recife,Municipal,2.8,2.5,2.7,2.9,3.2,3.5,4.1,4.7
PE,Recife,Pública,2.4,2.3,2.8,3.1,3.5,3.9,4.4,4.8
PE,Riacho das Almas,Estadual,1.7,2.3,3.0,4.2,3.9,-,-,-
PE,Riacho das Almas,Municipal,2.5,3.3,3.1,2.8,3.5,3.1,3.6,4.1
PE,Riacho das Almas,Pública,2.3,3.0,3.0,3.1,3.5,3.1,3.6,4.1
PE,Ribeirão,Estadual,2.8,2.7,3.0,3.5,3.7,-,-,-
PE,Ribeirão,Municipal,3.0,2.0,2.8,2.7,3.5,3.4,3.1,3.7
PE,Ribeirão,Pública,2.9,2.3,2.9,3.1,3.5,3.3,3.2,3.8
PE,Rio Formoso,Estadual,-,3.0,2.8,2.8,3.7,-,-,-
PE,Rio Formoso,Municipal,2.7,2.8,2.5,-,3.1,3.2,3.5,4.5
PE,Rio Formoso,Pública,2.7,2.8,2.6,-,3.2,3.2,3.5,4.5
PE,Sairé,Municipal,2.9,3.0,3.3,-,3.4,3.9,4.2,4.8
PE,Sairé,Pública,2.9,3.1,3.3,-,3.4,3.9,4.2,4.8
PE,Salgadinho,Municipal,2.0,2.5,2.7,3.1,2.9,3.8,3.7,4.5
PE,Salgadinho,Pública,2.0,2.5,2.7,3.1,2.9,3.8,3.7,4.5
PE,Salgueiro,Estadual,2.5,2.7,3.2,4.0,4.5,4.6,4.6,5.0
PE,Salgueiro,Municipal,2.7,3.0,2.7,3.2,4.0,4.5,4.3,4.3
PE,Salgueiro,Pública,2.6,2.8,3.2,3.9,4.4,4.7,4.6,4.9
PE,Saloá,Municipal,2.6,2.6,2.6,3.2,2.9,3.2,4.2,4.7
PE,Saloá,Pública,2.6,2.6,2.6,3.2,2.9,3.2,4.2,4.7
PE,Sanharó,Estadual,1.7,2.9,3.1,4.3,3.6,4.2,3.9,4.0
PE,Sanharó,Municipal,2.8,2.7,3.0,3.4,3.4,3.3,3.2,3.9
PE,Sanharó,Pública,2.5,2.8,3.1,3.7,3.5,3.6,3.4,3.9
PE,Santa Cruz,Municipal,2.7,3.0,3.4,3.1,3.2,3.3,4.0,4.0
PE,Santa Cruz,Pública,2.7,3.0,3.4,3.1,3.2,3.3,4.0,4.0
PE,Santa Cruz da Baixa Verde,Estadual,2.2,2.5,3.9,4.2,4.8,5.3,5.2,5.1
PE,Santa Cruz da Baixa Verde,Municipal,2.5,3.5,4.0,4.8,4.4,4.5,4.4,4.2
PE,Santa Cruz da Baixa Verde,Pública,2.3,2.8,3.9,4.3,4.6,5.0,4.7,4.5
PE,Santa Cruz do Capibaribe,Estadual,2.7,2.4,3.1,3.3,3.8,4.0,4.6,4.6
PE,Santa Cruz do Capibaribe,Municipal,3.2,3.0,3.3,3.2,2.8,4.0,4.5,4.3
PE,Santa Cruz do Capibaribe,Pública,2.9,2.8,3.3,3.3,3.3,4.0,4.4,4.3
PE,Santa Filomena,Municipal,2.6,3.2,3.0,3.0,3.6,3.8,3.9,4.1
PE,Santa Filomena,Pública,2.6,3.2,3.0,3.0,3.6,3.8,3.9,4.1
PE,Santa Maria da Boa Vista,Estadual,2.0,2.3,3.3,3.2,3.5,3.9,3.9,4.6
PE,Santa Maria da Boa Vista,Municipal,2.0,2.5,2.7,2.9,2.8,2.5,3.3,-
PE,Santa Maria da Boa Vista,Pública,2.1,2.5,2.9,3.0,3.2,3.3,3.6,4.0
PE,Santa Maria do Cambucá,Estadual,-,-,-,3.7,-,-,-,-
PE,Santa Maria do Cambucá,Municipal,2.2,2.3,2.3,2.7,3.4,3.4,3.3,3.4
PE,Santa Maria do Cambucá,Pública,2.2,2.3,2.3,2.8,3.4,3.4,3.3,3.4
PE,Santa Terezinha,Estadual,3.0,3.2,4.0,3.9,4.3,5.0,-,-
PE,Santa Terezinha,Municipal,2.6,2.8,3.1,3.0,3.6,3.8,3.9,4.4
PE,Santa Terezinha,Pública,2.7,2.9,3.4,3.3,3.7,4.2,3.9,4.4
PE,São Benedito do Sul,Estadual,2.4,3.2,3.5,2.9,3.6,3.9,-,-
PE,São Benedito do Sul,Municipal,1.9,1.6,2.9,3.7,3.2,2.7,3.5,4.1
PE,São Benedito do Sul,Pública,2.0,1.8,3.0,3.5,3.2,2.8,3.5,4.1
PE,São Bento do Una,Estadual,2.4,2.2,3.1,3.4,4.1,4.6,-,-
PE,São Bento do Una,Municipal,2.5,2.5,2.6,2.7,3.4,4.4,4.7,5.0
PE,São Bento do Una,Pública,2.5,2.4,2.9,3.0,3.6,4.4,4.7,5.0
PE,São Caitano,Estadual,2.4,2.1,2.5,3.4,3.9,4.1,1.9,4.7
PE,São Caitano,Municipal,2.4,2.3,3.3,3.6,3.6,3.8,4.0,4.3
PE,São Caitano,Pública,2.4,2.2,3.0,3.5,3.7,3.8,3.9,4.3
PE,São João,Estadual,2.3,2.4,2.6,3.6,3.7,-,-,-
PE,São João,Municipal,1.8,2.0,2.9,3.1,2.4,3.0,3.9,4.4
PE,São João,Pública,1.9,2.1,2.8,3.2,2.6,3.0,3.9,4.4
PE,São Joaquim do Monte,Estadual,-,2.4,3.4,3.9,4.3,-,-,-
PE,São Joaquim do Monte,Municipal,1.9,2.4,3.1,2.6,3.0,3.7,3.8,4.4
PE,São Joaquim do Monte,Pública,2.0,2.4,3.2,2.9,3.3,3.7,3.8,4.4
PE,São José da Coroa Grande,Estadual,2.6,2.2,3.3,2.8,3.1,4.1,-,-
PE,São José da Coroa Grande,Municipal,2.4,2.5,2.6,2.7,3.0,3.4,3.4,4.4
PE,São José da Coroa Grande,Pública,2.5,2.4,2.8,2.8,3.0,3.4,3.4,4.3
PE,São José do Belmonte,Estadual,2.9,3.2,4.3,4.5,4.9,5.0,5.5,5.6
PE,São José do Belmonte,Municipal,2.9,2.8,3.1,3.1,3.4,3.8,4.3,4.6
PE,São José do Belmonte,Pública,2.9,2.9,3.4,3.5,3.8,4.2,4.7,5.0
PE,São José do Egito,Estadual,2.8,2.7,3.4,3.4,4.2,4.8,6.3,6.2
PE,São José do Egito,Municipal,3.2,3.5,3.6,3.7,4.2,4.2,4.8,5.1
PE,São José do Egito,Pública,2.9,3.0,3.5,3.5,4.2,4.3,5.0,5.3
PE,São Lourenço da Mata,Estadual,3.0,3.1,3.1,3.2,3.4,4.2,4.7,5.2
PE,São Lourenço da Mata,Municipal,2.6,2.6,2.6,2.6,3.0,3.4,3.3,4.1
PE,São Lourenço da Mata,Pública,2.8,2.8,2.8,2.9,3.2,3.6,3.6,4.3
PE,São Vicente Férrer,Estadual,2.3,2.4,2.7,3.3,3.9,4.1,3.6,4.7
PE,São Vicente Férrer,Municipal,2.4,2.1,2.2,3.2,3.2,3.5,3.4,4.1
PE,São Vicente Férrer,Pública,2.4,2.4,2.5,3.1,3.4,3.6,3.4,4.2
PE,Serra Talhada,Estadual,2.8,3.1,3.7,3.8,3.8,4.1,4.5,4.8
PE,Serra Talhada,Municipal,2.7,2.7,2.5,3.1,4.0,4.7,4.5,5.0
PE,Serra Talhada,Pública,2.8,3.0,3.4,3.7,3.9,4.1,4.4,4.9
PE,Serrita,Estadual,2.7,3.1,3.3,3.9,5.3,-,-,-
PE,Serrita,Municipal,2.6,2.7,3.1,2.9,3.4,4.3,3.8,4.9
PE,Serrita,Pública,2.6,2.8,3.2,3.1,3.8,4.3,3.8,4.9
PE,Sertânia,Estadual,2.5,3.2,3.1,4.0,4.3,4.6,4.6,5.0
PE,Sertânia,Municipal,3.0,2.8,2.9,3.4,3.2,3.8,3.6,4.3
PE,Sertânia,Pública,2.8,3.0,3.0,3.6,3.6,4.1,4.0,4.7
PE,Sirinhaém,Estadual,2.7,2.5,3.1,3.1,2.8,-,-,-
PE,Sirinhaém,Municipal,2.4,2.5,2.7,2.5,2.8,3.1,3.3,3.9
PE,Sirinhaém,Pública,2.5,2.5,2.8,2.6,2.9,3.1,3.3,3.9
PE,Moreilândia,Estadual,3.0,3.7,4.2,3.9,4.4,4.7,5.3,5.4
PE,Moreilândia,Municipal,2.8,3.5,2.8,-,3.3,2.7,3.2,4.2
PE,Moreilândia,Pública,2.9,3.5,3.4,3.8,3.9,4.0,4.6,5.0
PE,Solidão,Estadual,2.6,3.0,3.6,4.3,3.5,5.4,-,-
PE,Solidão,Municipal,3.1,3.5,3.9,3.2,3.6,-,4.6,5.6
PE,Solidão,Pública,3.0,3.4,3.8,3.6,3.5,4.7,4.6,5.6
PE,Surubim,Estadual,3.2,2.9,3.4,3.9,3.7,4.5,5.0,5.9
PE,Surubim,Municipal,2.7,3.3,3.1,3.0,3.4,3.6,4.3,4.5
PE,Surubim,Pública,3.0,3.0,3.4,3.5,3.4,3.8,4.4,4.7
PE,Tabira,Estadual,2.4,2.9,3.6,3.9,3.8,4.5,5.1,5.5
PE,Tabira,Municipal,2.4,2.5,3.6,3.7,3.9,3.9,3.9,4.9
PE,Tabira,Pública,2.5,2.7,3.6,3.9,3.9,4.1,4.3,5.1
PE,Tacaimbó,Estadual,2.7,2.6,2.9,3.2,3.7,3.9,4.3,4.5
PE,Tacaimbó,Municipal,-,-,-,-,2.5,3.0,3.5,4.4
PE,Tacaimbó,Pública,2.7,2.6,2.9,3.1,3.1,3.4,4.0,4.5
PE,Tacaratu,Estadual,3.1,3.1,3.6,3.1,3.8,-,-,-
PE,Tacaratu,Municipal,-,3.6,3.5,4.1,3.7,4.0,5.0,4.8
PE,Tacaratu,Pública,3.1,3.1,3.5,3.4,3.9,3.9,4.8,4.7
PE,Tamandaré,Estadual,2.6,3.1,3.8,4.3,3.5,-,-,-
PE,Tamandaré,Municipal,2.3,2.8,2.8,2.8,3.5,3.8,3.9,4.1
PE,Tamandaré,Pública,2.4,2.8,2.9,3.0,3.5,3.8,3.9,4.1
PE,Taquaritinga do Norte,Estadual,2.5,2.3,3.1,3.8,4.1,4.1,4.9,4.9
PE,Taquaritinga do Norte,Municipal,3.0,3.0,2.9,3.6,3.7,4.2,4.5,4.8
PE,Taquaritinga do Norte,Pública,2.8,2.8,3.0,3.7,3.7,4.1,4.5,4.8
PE,Terezinha,Estadual,2.5,2.6,3.6,3.5,4.0,4.8,4.8,4.9
PE,Terezinha,Municipal,-,3.3,3.5,3.8,4.2,-,-,-
PE,Terezinha,Pública,2.6,2.8,3.5,3.7,4.0,3.7,4.7,4.7
PE,Terra Nova,Estadual,2.4,2.9,4.2,4.3,4.8,5.2,-,-
PE,Terra Nova,Municipal,-,2.5,2.9,2.6,3.6,4.2,4.9,5.2
PE,Terra Nova,Pública,2.5,2.8,3.8,3.9,4.5,5.0,4.9,5.2
PE,Timbaúba,Estadual,1.9,2.6,3.0,3.5,3.9,4.4,5.2,5.5
PE,Timbaúba,Municipal,3.0,3.3,3.4,3.8,3.5,4.0,4.7,5.0
PE,Timbaúba,Pública,2.2,2.8,3.2,3.6,3.7,4.2,5.0,5.3
PE,Toritama,Estadual,2.3,2.7,3.0,-,3.2,3.9,-,-
PE,Toritama,Municipal,-,1.8,2.4,2.4,2.6,-,3.6,3.5
PE,Toritama,Pública,2.3,2.4,2.8,-,2.8,3.3,3.6,3.5
PE,Tracunhaém,Estadual,2.2,2.6,2.0,3.5,3.8,4.9,5.0,5.3
PE,Tracunhaém,Municipal,-,2.1,3.2,3.2,2.5,3.4,4.5,4.9
PE,Tracunhaém,Pública,2.1,2.4,2.4,3.4,3.3,4.4,4.7,5.2
PE,Trindade,Estadual,2.8,2.7,3.0,3.4,3.4,3.9,4.5,4.5
PE,Trindade,Municipal,2.6,2.8,3.1,3.8,3.8,4.8,5.2,5.5
PE,Trindade,Pública,2.7,2.7,3.1,3.6,3.6,4.4,4.9,5.0
PE,Triunfo,Estadual,3.1,3.1,4.4,4.5,4.7,5.2,-,-
PE,Triunfo,Municipal,3.4,3.4,3.6,4.5,5.2,4.9,5.2,5.3
PE,Triunfo,Pública,3.2,3.3,4.1,4.5,4.9,5.3,5.2,5.3
PE,Tupanatinga,Estadual,2.2,1.8,3.3,3.4,-,-,-,-
PE,Tupanatinga,Municipal,-,2.9,2.5,2.6,3.5,4.1,2.9,4.8
PE,Tupanatinga,Pública,2.5,2.6,2.6,2.7,3.5,4.1,2.9,4.8
PE,Tuparetama,Estadual,3.0,3.2,4.0,4.6,5.2,5.2,5.4,5.9
PE,Tuparetama,Municipal,2.5,2.8,4.6,3.7,4.0,4.9,4.2,5.2
PE,Tuparetama,Pública,2.7,3.1,4.1,4.2,4.9,4.8,4.7,5.5
PE,Venturosa,Estadual,2.7,2.7,4.2,4.6,4.6,4.8,5.5,5.5
PE,Venturosa,Municipal,-,2.8,3.4,-,3.8,4.0,4.7,4.9
PE,Venturosa,Pública,2.8,2.8,3.8,4.3,4.0,4.2,4.9,5.0
PE,Verdejante,Estadual,2.2,2.5,3.4,3.8,3.9,-,-,-
PE,Verdejante,Municipal,2.8,3.0,3.2,3.1,3.0,3.6,3.8,3.9
PE,Verdejante,Pública,2.7,2.9,3.2,3.3,3.1,3.6,3.8,3.9
PE,Vertente do Lério,Estadual,2.3,3.0,3.0,4.3,4.6,-,-,-
PE,Vertente do Lério,Municipal,-,2.8,3.4,3.5,3.3,3.3,4.2,4.8
PE,Vertente do Lério,Pública,2.7,2.9,3.2,3.7,3.8,3.3,4.2,4.8
PE,Vertentes,Estadual,2.4,2.4,4.3,5.1,-,-,-,-
PE,Vertentes,Municipal,2.7,2.8,3.0,3.4,3.5,3.8,3.9,-
PE,Vertentes,Pública,2.6,2.7,3.4,3.8,3.5,3.8,3.9,-
PE,Vicência,Estadual,2.3,2.5,2.9,3.5,4.0,3.8,4.1,4.8
PE,Vicência,Municipal,2.7,2.9,2.5,2.6,2.9,3.1,3.5,4.6
PE,Vicência,Pública,2.6,2.8,2.7,2.9,3.2,3.3,3.7,4.6
PE,Vitória de Santo Antão,Estadual,2.0,2.0,2.7,3.0,3.2,3.1,4.4,4.5
PE,Vitória de Santo Antão,Municipal,2.4,2.7,2.4,2.6,3.1,3.1,3.4,3.7
PE,Vitória de Santo Antão,Pública,2.2,2.4,2.5,2.7,3.1,3.1,3.5,3.7
PE,Xexéu,Estadual,2.3,2.6,2.5,-,2.9,-,-,-
PE,Xexéu,Municipal,2.5,2.1,3.0,2.9,3.5,3.9,3.8,4.1
PE,Xexéu,Pública,2.4,2.4,2.9,2.8,3.3,3.9,3.8,4.1
AL,Água Branca,Estadual,2.5,2.6,2.4,2.3,2.3,3.0,3.4,4.4
AL,Água Branca,Municipal,2.6,2.6,2.4,-,-,3.1,4.2,4.2
AL,Água Branca,Pública,2.5,2.6,2.4,2.5,-,3.0,3.8,4.1
AL,Anadia,Estadual,3.1,3.3,2.9,3.2,-,-,-,-
AL,Anadia,Municipal,2.1,2.4,2.1,2.3,2.4,2.8,2.6,4.2
AL,Anadia,Pública,2.2,2.7,2.3,2.4,2.4,2.8,2.6,4.2
AL,Arapiraca,Estadual,2.4,2.8,3.3,2.7,2.8,3.5,4.4,5.2
AL,Arapiraca,Municipal,2.0,2.6,3.3,3.3,3.2,3.8,3.8,4.5
AL,Arapiraca,Pública,2.2,2.7,3.2,3.1,3.1,3.7,4.0,4.7
AL,Atalaia,Estadual,2.8,2.5,1.6,1.6,-,-,-,-
AL,Atalaia,Municipal,2.6,2.7,3.0,3.1,3.0,2.9,3.4,4.4
AL,Atalaia,Pública,2.6,2.6,2.8,3.0,3.0,2.9,3.4,4.4
AL,Barra de Santo Antônio,Municipal,2.0,2.5,2.7,2.5,2.0,-,2.5,3.6
AL,Barra de Santo Antônio,Pública,2.0,2.5,2.7,2.5,2.0,-,2.5,3.6
AL,Barra de São Miguel,Estadual,-,3.4,2.9,2.4,3.4,-,-,-
AL,Barra de São Miguel,Municipal,2.0,2.1,1.7,1.8,1.8,2.4,3.1,4.1
AL,Barra de São Miguel,Pública,2.1,2.3,1.9,2.0,2.2,2.4,3.1,4.1
AL,Batalha,Estadual,2.8,2.1,2.2,3.6,3.3,3.5,4.3,4.8
AL,Batalha,Municipal,-,2.1,3.1,3.1,3.1,3.1,4.0,4.7
AL,Batalha,Pública,2.7,2.5,2.7,3.3,3.2,3.3,4.1,4.7
AL,Belém,Estadual,-,3.6,2.2,3.0,4.0,-,-,-
AL,Belém,Municipal,2.0,-,1.7,2.5,2.2,2.8,4.4,5.1
AL,Belém,Pública,2.2,2.8,1.8,2.7,2.8,2.8,4.4,5.1
AL,Belo Monte,Municipal,2.3,2.8,2.5,2.5,2.5,2.9,3.3,4.2
AL,Belo Monte,Pública,2.3,2.8,2.5,2.5,2.5,2.9,3.3,4.2
AL,Boca da Mata,Estadual,2.0,1.8,1.5,2.9,-,-,-,-
AL,Boca da Mata,Municipal,2.4,2.4,2.6,2.1,2.7,2.9,4.3,4.3
AL,Boca da Mata,Pública,2.4,2.4,2.5,2.1,2.7,2.9,4.3,4.3
AL,Branquinha,Estadual,2.1,3.6,2.9,3.0,3.4,4.1,-,-
AL,Branquinha,Municipal,2.1,2.9,3.0,2.1,3.0,3.5,4.1,4.9
AL,Branquinha,Pública,2.1,3.1,3.0,2.3,3.1,3.6,4.1,4.9
AL,Cacimbinhas,Estadual,-,-,3.4,-,3.7,-,-,-
AL,Cacimbinhas,Municipal,2.1,2.5,2.5,2.1,2.2,2.6,4.4,4.6
AL,Cacimbinhas,Pública,2.2,2.6,2.6,2.2,2.4,2.6,4.4,4.6
AL,Cajueiro,Estadual,1.9,2.7,2.5,3.4,2.7,3.5,5.2,-
AL,Cajueiro,Municipal,1.9,2.2,2.5,2.1,1.9,3.4,4.0,4.1
AL,Cajueiro,Pública,1.8,2.2,2.5,2.2,2.0,3.4,4.1,4.1
AL,Campestre,Estadual,3.7,3.5,3.7,3.1,2.8,-,-,-
AL,Campestre,Municipal,-,-,-,2.3,-,2.7,3.5,4.8
AL,Campestre,Pública,2.5,2.5,3.4,2.5,-,2.7,3.5,4.8
AL,Campo Alegre,Estadual,1.8,2.1,3.1,3.5,-,-,-,-
AL,Campo Alegre,Municipal,2.2,2.6,3.1,2.6,3.4,4.5,5.2,5.7
AL,Campo Alegre,Pública,2.1,2.5,3.1,2.7,3.4,4.5,5.2,5.7
AL,Campo Grande,Municipal,2.1,1.6,3.5,2.6,-,2.1,2.9,4.2
AL,Campo Grande,Pública,2.1,1.6,3.5,2.6,-,2.1,2.9,4.2
AL,Canapi,Estadual,-,3.3,3.8,3.6,-,-,-,-
AL,Canapi,Municipal,2.5,2.7,3.0,2.7,3.3,3.6,3.8,4.7
AL,Canapi,Pública,2.6,2.7,3.1,2.9,3.3,3.6,3.8,4.7
AL,Capela,Estadual,2.3,2.7,1.9,1.3,2.2,-,-,-
AL,Capela,Municipal,2.3,2.3,2.8,2.7,3.0,3.3,3.3,4.0
AL,Capela,Pública,2.3,2.4,2.7,2.7,3.0,3.3,3.3,4.0
AL,Carneiros,Estadual,-,-,-,-,-,3.0,-,-
AL,Carneiros,Municipal,1.9,2.4,2.4,3.0,3.2,3.1,3.7,4.8
