UF,MUNICIPIO,REDE,2005,2007,2009,2011,2013,2015,2017,2019
"RO","Alta Floresta D'Oeste","Estadual",3.5,3.9,4.3,4.2,5.3,5.8,6.2,5.8
"RO","Alta Floresta D'Oeste","Municipal",-,-,-,-,-,5.0,5.1,4.7
"RO","Alta Floresta D'Oeste","Pública",3.7,4.0,4.5,4.3,5.4,5.8,6.2,5.7
"RO","Ariquemes","Estadual",4.0,4.3,4.9,4.9,5.2,5.6,6.0,5.3
"RO","Ariquemes","Municipal",3.5,3.7,4.2,4.4,4.8,5.0,5.4,5.1
"RO","Ariquemes","Pública",3.7,3.9,4.4,4.6,4.9,5.2,5.5,5.2
"RO","Cabixi","Estadual",4.1,3.6,4.5,5.3,-,6.3,-,-
"RO","Cabixi","Municipal",3.4,3.9,4.6,5.1,5.6,5.3,6.1,5.1
"RO","Cabixi","Pública",3.7,3.8,4.6,5.2,5.6,5.5,6.1,5.1
"RO","Cacoal","Estadual",3.8,3.8,4.3,5.0,5.7,6.0,6.5,6.0
"RO","Cacoal","Municipal",4.1,4.3,4.5,5.2,5.8,5.8,6.1,5.6
"RO","Cacoal","Pública",4.0,4.0,4.4,5.2,5.8,5.9,6.3,5.8
"RO","Cerejeiras","Estadual",4.1,4.7,5.1,5.5,6.6,6.5,7.4,7.2
"RO","Cerejeiras","Municipal",3.9,4.1,4.7,5.1,5.3,5.4,6.0,6.1
"RO","Cerejeiras","Pública",4.0,4.5,4.9,5.4,6.2,5.9,6.4,6.4
"RO","Colorado do Oeste","Estadual",4.2,4.5,5.2,5.4,6.1,6.2,-,-
"RO","Colorado do Oeste","Municipal",-,-,-,4.8,-,-,6.4,6.3
"RO","Colorado do Oeste","Pública",4.1,4.4,5.2,5.4,6.2,6.3,6.4,6.3
"RO","Corumbiara","Estadual",3.5,4.1,4.1,4.5,5.9,5.5,-,-
"RO","Corumbiara","Municipal",3.5,4.1,-,4.3,5.0,5.0,5.7,6.0
"RO","Corumbiara","Pública",3.5,4.0,4.0,4.4,5.4,5.2,5.7,6.0
"RO","Costa Marques","Estadual",3.5,3.0,4.1,4.4,5.2,4.8,4.6,-
"RO","Costa Marques","Municipal",2.6,3.8,3.7,4.0,5.4,4.5,5.0,4.9
"RO","Costa Marques","Pública",3.1,3.2,4.1,4.2,5.4,4.9,4.8,4.9
"RO","Espigão D'Oeste","Estadual",3.8,4.0,4.9,5.1,6.0,6.1,6.2,5.8
"RO","Espigão D'Oeste","Municipal",3.9,4.3,4.5,4.8,5.3,5.8,5.9,5.9
"RO","Espigão D'Oeste","Pública",3.9,4.1,4.8,5.0,5.8,6.0,6.1,5.9
"RO","Guajará-Mirim","Estadual",3.3,3.7,4.4,4.6,4.4,4.7,5.0,5.0
"RO","Guajará-Mirim","Municipal",3.1,3.8,4.2,4.5,4.8,5.0,4.9,5.0
"RO","Guajará-Mirim","Pública",3.3,3.8,4.3,4.5,4.7,4.9,4.9,5.0
"RO","Jaru","Estadual",3.6,4.3,4.5,4.8,5.4,5.9,6.5,5.6
"RO","Jaru","Municipal",3.1,3.7,3.9,4.2,4.4,5.0,5.7,5.9
"RO","Jaru","Pública",3.3,4.0,4.3,4.6,5.1,5.6,6.1,5.7
"RO","Ji-Paraná","Estadual",3.8,3.9,4.4,4.7,5.5,5.8,5.9,5.6
"RO","Ji-Paraná","Municipal",4.1,4.2,4.8,5.8,6.3,6.6,7.0,6.3
"RO","Ji-Paraná","Pública",3.8,4.0,4.5,4.9,5.7,6.0,6.2,5.8
"RO","Machadinho D'Oeste","Estadual",4.2,4.1,4.7,4.6,5.4,5.9,5.7,-
"RO","Machadinho D'Oeste","Municipal",2.5,3.6,3.9,4.4,4.6,4.7,4.9,5.0
"RO","Machadinho D'Oeste","Pública",2.9,3.7,4.3,4.5,5.0,5.2,5.2,5.0
"RO","Nova Brasilândia D'Oeste","Estadual",3.7,4.0,4.7,5.9,7.1,7.4,7.9,7.4
"RO","Nova Brasilândia D'Oeste","Municipal",3.9,4.2,4.1,5.2,5.7,5.7,5.8,6.8
"RO","Nova Brasilândia D'Oeste","Pública",3.6,4.0,4.6,5.5,6.6,6.6,7.2,6.9
"RO","Ouro Preto do Oeste","Estadual",3.6,4.2,4.4,4.8,6.0,6.3,4.8,2.8
"RO","Ouro Preto do Oeste","Municipal",3.3,3.2,3.8,4.5,5.2,5.4,5.9,5.6
"RO","Ouro Preto do Oeste","Pública",3.5,3.9,4.2,4.6,5.5,5.7,5.8,5.5
"RO","Pimenta Bueno","Estadual",4.1,4.4,5.0,5.6,5.8,5.7,6.4,5.5
"RO","Pimenta Bueno","Municipal",3.9,3.9,4.9,5.7,6.1,6.0,6.1,5.9
"RO","Pimenta Bueno","Pública",4.0,4.2,4.9,5.6,5.9,5.9,6.2,5.8
"RO","Porto Velho","Estadual",3.6,3.9,4.2,4.3,4.8,5.1,5.7,5.5
"RO","Porto Velho","Municipal",3.5,3.8,4.1,4.2,4.4,4.8,5.1,5.3
"RO","Porto Velho","Pública",3.6,3.9,4.2,4.3,4.6,4.9,5.3,5.4
"RO","Presidente Médici","Estadual",3.9,4.4,4.5,5.4,6.2,6.3,6.5,6.1
"RO","Presidente Médici","Municipal",3.3,4.0,4.7,4.4,5.1,5.2,6.1,5.6
"RO","Presidente Médici","Pública",3.7,4.3,4.6,5.1,5.9,6.0,6.3,5.8
"RO","Rio Crespo","Estadual",-,3.6,4.4,3.4,5.1,5.1,6.1,-
"RO","Rio Crespo","Municipal",3.1,2.8,3.6,3.3,4.3,4.6,4.7,4.0
"RO","Rio Crespo","Pública",3.2,3.0,3.9,3.4,4.7,4.9,5.1,4.0
"RO","Rolim de Moura","Estadual",4.1,4.0,4.6,4.9,5.6,6.0,6.9,6.4
"RO","Rolim de Moura","Municipal",3.7,4.0,4.1,4.5,4.8,-,5.7,5.6
"RO","Rolim de Moura","Pública",4.0,4.0,4.5,4.8,5.5,5.6,6.4,5.9
"RO","Santa Luzia D'Oeste","Estadual",3.9,4.1,4.5,4.5,5.9,-,-,-
"RO","Santa Luzia D'Oeste","Municipal",-,4.0,-,4.1,5.2,6.1,6.8,6.3
"RO","Santa Luzia D'Oeste","Pública",3.7,4.1,4.4,4.8,5.7,6.1,6.8,6.3
"RO","Vilhena","Estadual",4.2,4.5,4.9,5.3,6.3,6.3,6.7,6.1
"RO","Vilhena","Municipal",3.8,3.9,4.4,5.0,5.2,5.2,5.7,5.6
"RO","Vilhena","Pública",4.0,4.2,4.6,5.1,5.7,5.6,5.9,5.6
"RO","São Miguel do Guaporé","Estadual",3.9,3.9,4.4,4.7,5.9,5.6,6.1,-
"RO","São Miguel do Guaporé","Municipal",3.8,4.0,4.0,4.4,4.5,4.2,5.6,5.1
"RO","São Miguel do Guaporé","Pública",3.7,4.0,4.3,4.6,5.3,5.0,5.7,5.1
"RO","Nova Mamoré","Estadual",3.7,3.6,4.2,3.9,5.0,5.0,6.0,3.3
"RO","Nova Mamoré","Municipal",3.1,3.4,3.9,3.9,4.9,4.5,4.6,4.8
"RO","Nova Mamoré","Pública",3.2,3.4,4.0,3.9,5.0,4.8,5.2,4.9
"RO","Alvorada D'Oeste","Estadual",4.2,4.3,4.6,5.3,5.6,5.8,6.2,5.9
"RO","Alvorada D'Oeste","Municipal",-,3.2,3.7,4.4,4.9,5.5,5.6,5.1
"RO","Alvorada D'Oeste","Pública",3.9,3.9,4.1,4.9,5.2,5.6,5.8,5.3
"RO","Alto Alegre dos Parecis","Estadual",3.7,3.8,4.5,-,5.8,5.9,6.5,6.2
"RO","Alto Alegre dos Parecis","Municipal",3.6,3.9,3.9,4.4,5.0,5.7,5.7,5.2
"RO","Alto Alegre dos Parecis","Pública",3.6,3.7,4.1,4.3,5.1,5.8,5.8,5.4
"RO","Alto Paraíso","Estadual",3.2,2.9,4.6,4.8,4.9,5.4,5.7,6.1
"RO","Alto Paraíso","Municipal",3.4,3.8,4.1,4.6,4.8,4.8,5.8,4.5
"RO","Alto Paraíso","Pública",3.2,3.6,4.3,4.6,4.9,4.9,5.7,4.9
"RO","Buritis","Estadual",3.8,3.6,4.4,5.1,6.3,6.3,-,-
"RO","Buritis","Municipal",3.1,3.9,4.2,4.7,5.4,5.3,5.6,5.5
"RO","Buritis","Pública",3.3,3.8,4.3,4.8,5.6,5.5,5.6,5.5
"RO","Novo Horizonte do Oeste","Estadual",3.2,3.9,4.2,4.2,5.4,6.1,6.5,-
"RO","Novo Horizonte do Oeste","Municipal",-,3.8,4.2,4.3,4.7,5.6,5.5,6.6
"RO","Novo Horizonte do Oeste","Pública",3.4,4.0,4.2,4.3,5.0,5.8,5.8,6.6
"RO","Cacaulândia","Municipal",-,3.5,4.2,4.8,5.1,5.7,5.8,5.1
"RO","Cacaulândia","Pública",-,3.5,4.2,4.8,5.1,5.7,5.8,5.1
"RO","Campo Novo de Rondônia","Estadual",3.5,3.7,4.2,4.3,5.2,5.9,-,-
"RO","Campo Novo de Rondônia","Municipal",3.0,3.3,3.9,4.2,4.3,4.2,5.3,5.3
"RO","Campo Novo de Rondônia","Pública",3.1,3.3,3.9,4.2,4.6,4.6,5.3,5.3
"RO","Candeias do Jamari","Estadual",3.1,2.9,3.4,3.9,4.2,4.6,5.3,5.7
"RO","Candeias do Jamari","Municipal",3.1,3.6,3.3,3.3,3.7,4.0,4.1,4.7
"RO","Candeias do Jamari","Pública",3.1,3.4,3.3,3.5,3.9,4.2,4.4,5.0
"RO","Castanheiras","Estadual",-,3.9,-,-,-,-,-,-
"RO","Castanheiras","Pública",-,3.9,-,-,-,-,-,-
"RO","Chupinguaia","Estadual",3.5,3.1,4.5,4.8,5.6,-,-,-
"RO","Chupinguaia","Municipal",3.8,4.0,4.8,5.1,-,5.1,5.2,4.6
"RO","Chupinguaia","Pública",3.7,3.5,4.7,5.1,5.5,5.1,5.2,4.6
"RO","Cujubim","Estadual",4.1,3.9,4.5,4.5,5.1,5.7,-,-
"RO","Cujubim","Municipal",2.7,2.9,3.5,3.8,4.1,4.4,4.5,4.2
"RO","Cujubim","Pública",3.0,3.0,3.6,3.9,4.3,4.5,4.5,4.2
"RO","Governador Jorge Teixeira","Estadual",3.0,3.6,3.3,-,3.8,5.0,-,-
"RO","Governador Jorge Teixeira","Municipal",3.0,3.5,4.2,4.0,5.1,5.9,5.5,5.2
"RO","Governador Jorge Teixeira","Pública",2.9,3.5,3.9,3.9,4.6,5.6,5.5,5.2
"RO","Itapuã do Oeste","Estadual",3.7,3.4,-,-,-,-,-,-
"RO","Itapuã do Oeste","Municipal",3.1,3.0,3.5,4.0,3.7,4.2,4.8,5.0
"RO","Itapuã do Oeste","Pública",3.1,3.1,3.5,4.0,3.7,4.2,4.8,5.0
"RO","Ministro Andreazza","Estadual",3.8,3.8,4.5,4.6,5.8,6.2,7.3,6.7
"RO","Ministro Andreazza","Municipal",3.4,3.5,4.7,4.7,5.8,6.3,6.6,5.6
"RO","Ministro Andreazza","Pública",3.4,3.6,4.7,4.7,5.8,6.3,6.9,5.9
"RO","Mirante da Serra","Estadual",3.3,3.5,3.6,4.4,4.5,3.5,-,-
"RO","Mirante da Serra","Municipal",3.3,3.7,4.0,4.1,5.3,5.3,5.4,5.1
"RO","Mirante da Serra","Pública",3.3,3.6,3.9,4.3,5.5,5.6,5.3,5.1
"RO","Monte Negro","Estadual",4.0,4.3,4.1,4.9,5.2,5.0,5.4,-
"RO","Monte Negro","Municipal",3.3,3.7,3.6,4.1,5.0,4.5,4.7,4.7
"RO","Monte Negro","Pública",3.6,3.9,3.8,4.5,5.1,4.8,5.3,4.7
"RO","Nova União","Estadual",2.8,3.9,3.3,-,-,5.9,-,-
"RO","Nova União","Municipal",3.0,3.5,3.5,4.5,5.5,5.3,5.4,5.5
"RO","Nova União","Pública",3.0,3.5,3.5,4.5,5.5,5.4,5.4,5.5
"RO","Parecis","Estadual",3.6,3.8,4.0,-,5.4,6.1,6.0,-
"RO","Parecis","Municipal",-,3.4,3.3,3.5,3.8,4.3,5.1,4.1
"RO","Parecis","Pública",3.5,3.6,3.4,3.5,4.3,4.8,5.3,4.1
"RO","Pimenteiras do Oeste","Municipal",3.3,3.3,4.5,4.2,5.6,5.8,6.3,5.0
"RO","Pimenteiras do Oeste","Pública",3.3,3.3,4.5,4.2,5.6,5.8,6.3,5.0
"RO","Primavera de Rondônia","Estadual",-,4.1,-,-,-,-,-,-
"RO","Primavera de Rondônia","Municipal",3.7,3.7,4.5,5.5,5.5,5.2,5.1,5.6
"RO","Primavera de Rondônia","Pública",3.8,3.7,4.5,5.5,5.5,5.2,5.1,5.6
"RO","São Felipe D'Oeste","Estadual",3.9,4.1,-,-,5.2,5.2,5.3,-
"RO","São Felipe D'Oeste","Municipal",3.9,3.3,4.5,4.5,5.0,5.2,5.8,5.5
"RO","São Felipe D'Oeste","Pública",3.9,3.5,4.5,4.5,5.1,5.2,5.7,5.5
"RO","São Francisco do Guaporé","Estadual",3.1,3.6,3.5,4.2,5.4,5.6,6.5,5.5
"RO","São Francisco do Guaporé","Municipal",2.7,3.6,3.8,5.2,4.5,4.9,5.5,5.4
"RO","São Francisco do Guaporé","Pública",2.9,3.7,3.7,4.9,4.8,5.3,5.9,5.4
"RO","Seringueiras","Estadual",3.9,4.0,4.0,4.0,4.4,5.0,7.3,-
"RO","Seringueiras","Municipal",3.7,4.1,4.6,4.1,4.2,5.2,5.4,4.8
"RO","Seringueiras","Pública",3.7,4.2,4.3,4.1,4.4,5.2,5.7,4.8
"RO","Teixeirópolis","Estadual",3.5,3.9,4.4,-,6.5,6.3,-,-
"RO","Teixeirópolis","Municipal",3.2,3.9,4.0,5.2,5.2,-,6.0,5.5
"RO","Teixeirópolis","Pública",3.3,4.0,4.2,5.2,5.7,6.1,6.0,5.5
"RO","Theobroma","Estadual",3.8,4.2,4.5,5.4,5.2,5.9,6.5,5.4
"RO","Theobroma","Pública",3.4,4.1,4.4,5.5,5.0,6.0,6.4,5.6
"RO","Urupá","Estadual",4.1,4.4,4.6,4.7,6.3,6.5,-,-
"RO","Urupá","Municipal",4.0,4.1,4.7,5.2,5.5,5.2,6.0,5.7
"RO","Urupá","Pública",3.9,4.1,4.7,5.0,5.7,5.6,6.0,5.7
"RO","Vale do Anari","Estadual",3.7,3.8,5.0,4.5,6.0,6.6,7.0,5.0
"RO","Vale do Anari","Municipal",-,3.5,3.9,4.3,4.7,4.5,5.6,5.0
"RO","Vale do Anari","Pública",3.2,3.5,4.2,4.3,5.1,5.1,5.8,5.0
"RO","Vale do Paraíso","Estadual",-,-,4.3,5.7,6.4,5.7,-,-
"RO","Vale do Paraíso","Municipal",3.5,3.8,4.1,4.4,5.2,4.8,5.1,4.7
"RO","Vale do Paraíso","Pública",3.5,3.9,4.2,4.6,5.5,4.9,5.1,4.7
"AC","Acrelândia","Estadual",3.0,3.1,-,-,-,-,-,-
"AC","Acrelândia","Municipal",2.8,3.2,3.7,4.4,4.8,5.0,5.4,5.6
"AC","Acrelândia","Pública",2.8,3.1,3.7,4.4,4.8,5.0,5.4,5.6
"AC","Assis Brasil","Estadual",2.5,-,-,-,-,-,-,-
"AC","Assis Brasil","Municipal",2.4,2.7,3.5,4.4,4.5,4.4,4.9,5.0
"AC","Assis Brasil","Pública",2.6,2.7,3.2,4.2,4.2,4.2,4.3,4.9
"AC","Brasiléia","Estadual",3.3,4.1,5.2,5.4,6.3,7.6,7.9,8.1
"AC","Brasiléia","Municipal",3.3,3.6,4.6,5.3,5.2,5.2,5.9,6.3
"AC","Brasiléia","Pública",3.2,3.8,4.8,5.3,5.6,5.8,6.4,6.8
"AC","Bujari","Estadual",-,-,-,-,-,-,-,-
"AC","Bujari","Municipal",2.6,3.2,3.2,4.2,4.4,4.3,4.6,4.6
"AC","Bujari","Pública",2.6,3.1,3.3,4.1,4.4,4.1,4.5,4.5
"AC","Capixaba","Estadual",3.3,3.7,-,-,-,-,-,-
"AC","Capixaba","Municipal",2.7,3.6,4.1,3.9,4.3,4.5,4.2,4.6
"AC","Capixaba","Pública",2.8,3.4,4.1,3.9,4.3,4.5,4.2,4.6
"AC","Cruzeiro do Sul","Estadual",3.4,3.8,4.4,4.6,5.1,5.5,5.9,6.1
"AC","Cruzeiro do Sul","Municipal",3.5,3.7,4.0,4.4,4.3,4.8,4.9,5.2
"AC","Cruzeiro do Sul","Pública",3.5,3.9,4.3,4.6,4.8,5.2,5.5,5.7
"AC","Epitaciolândia","Estadual",3.7,4.4,3.9,-,-,-,-,-
"AC","Epitaciolândia","Municipal",3.2,3.4,4.0,4.8,4.9,5.3,5.8,6.0
"AC","Epitaciolândia","Pública",3.3,3.8,4.2,4.8,4.9,5.3,5.8,6.0
"AC","Feijó","Estadual",3.2,3.1,3.7,4.2,4.6,4.8,5.4,5.0
"AC","Feijó","Municipal",2.3,3.3,3.4,4.0,4.6,4.9,5.5,5.2
"AC","Feijó","Pública",2.7,3.2,3.5,4.1,4.7,4.9,5.5,5.2
"AC","Jordão","Estadual",1.8,3.8,-,4.3,4.9,5.6,5.9,6.2
"AC","Jordão","Municipal",1.9,3.0,2.8,2.8,3.8,4.4,4.2,4.0
"AC","Jordão","Pública",1.9,3.1,2.9,3.8,4.2,4.8,4.8,4.8
"AC","Mâncio Lima","Estadual",2.6,3.1,3.6,4.0,4.8,-,-,-
"AC","Mâncio Lima","Municipal",2.3,2.3,3.6,4.1,4.4,4.5,5.3,5.3
"AC","Mâncio Lima","Pública",2.5,2.8,3.5,4.1,4.5,4.5,5.2,5.3
"AC","Manoel Urbano","Estadual",2.3,3.3,-,-,-,-,-,-
"AC","Manoel Urbano","Municipal",1.7,2.5,4.0,4.8,4.9,5.4,5.0,5.3
"AC","Manoel Urbano","Pública",1.9,2.8,3.7,4.3,4.5,4.9,4.7,5.4
"AC","Marechal Thaumaturgo","Municipal",2.1,2.5,3.1,3.5,-,4.5,4.2,4.5
"AC","Marechal Thaumaturgo","Pública",2.2,2.5,3.1,3.5,-,4.5,4.2,4.5
"AC","Plácido de Castro","Estadual",3.0,3.5,4.0,4.3,5.1,4.5,5.6,5.1
"AC","Plácido de Castro","Municipal",2.6,3.2,3.7,3.7,4.7,4.5,4.9,4.8
"AC","Plácido de Castro","Pública",2.8,3.4,3.8,3.9,4.8,4.5,5.2,4.9
"AC","Porto Walter","Estadual",-,2.2,-,3.3,4.9,-,-,-
"AC","Porto Walter","Municipal",2.2,2.5,3.2,3.1,3.3,4.1,3.7,4.2
"AC","Porto Walter","Pública",2.1,2.4,3.2,3.2,3.7,4.1,3.7,4.2
"AC","Rio Branco","Federal",-,4.9,5.8,-,5.4,6.4,6.2,6.5
"AC","Rio Branco","Estadual",3.8,4.1,4.8,4.9,5.4,5.8,6.3,6.4
"AC","Rio Branco","Municipal",4.1,4.4,5.0,4.8,5.5,5.8,6.5,6.7
"AC","Rio Branco","Pública",3.9,4.2,4.9,4.9,5.5,5.8,6.4,6.5
"AC","Rodrigues Alves","Estadual",2.4,-,-,-,-,-,-,-
"AC","Rodrigues Alves","Municipal",2.6,2.8,3.7,3.7,4.8,5.4,5.8,5.5
"AC","Rodrigues Alves","Pública",2.5,2.8,3.7,3.7,4.8,5.4,5.8,5.5
"AC","Santa Rosa do Purus","Municipal",2.0,2.3,3.2,3.3,3.9,4.2,3.4,3.7
"AC","Santa Rosa do Purus","Pública",2.1,2.2,3.1,3.2,3.8,4.1,3.4,3.7
"AC","Senador Guiomard","Estadual",3.6,4.0,4.7,4.9,5.6,5.7,7.3,6.9
"AC","Senador Guiomard","Municipal",2.7,3.6,4.7,4.7,5.2,5.4,5.8,5.8
"AC","Senador Guiomard","Pública",3.2,3.8,4.7,4.8,5.3,5.5,6.4,6.3
"AC","Sena Madureira","Estadual",2.8,3.3,3.8,3.4,3.8,4.2,4.7,4.8
"AC","Sena Madureira","Municipal",2.5,2.9,4.0,4.6,5.0,5.3,5.9,5.7
"AC","Sena Madureira","Pública",2.7,3.0,3.9,4.4,4.8,5.1,5.7,5.7
"AC","Tarauacá","Estadual",3.3,3.1,3.9,4.4,5.1,4.9,5.8,5.8
"AC","Tarauacá","Municipal",2.3,2.6,3.0,3.7,4.5,5.0,4.8,4.7
"AC","Tarauacá","Pública",2.8,2.8,3.3,4.0,4.8,4.9,5.2,5.0
"AC","Xapuri","Estadual",3.1,3.3,3.9,4.2,4.8,5.5,5.8,6.0
"AC","Xapuri","Municipal",2.8,2.3,3.6,4.5,4.1,4.8,4.7,5.8
"AC","Xapuri","Pública",3.0,3.0,3.8,4.3,4.6,5.2,5.5,5.9
"AC","Porto Acre","Estadual",3.2,3.1,3.5,-,-,-,-,-
"AC","Porto Acre","Municipal",-,2.5,-,3.7,4.0,4.7,4.8,-
"AC","Porto Acre","Pública",3.1,2.8,3.7,3.8,4.1,4.7,5.0,-
"AM","Alvarães","Estadual",2.5,3.2,4.7,4.3,5.1,4.6,5.0,4.5
"AM","Alvarães","Municipal",-,2.0,3.3,3.6,3.8,3.3,3.3,3.5
"AM","Alvarães","Pública",2.9,3.0,3.8,3.7,4.2,3.6,3.7,4.0
"AM","Amaturá","Estadual",3.2,2.8,4.1,4.5,3.9,5.1,4.5,4.3
"AM","Amaturá","Municipal",-,2.5,3.4,3.5,3.2,3.6,3.9,4.2
"AM","Amaturá","Pública",2.6,2.4,3.7,3.9,3.4,4.0,4.0,4.4
"AM","Anamã","Estadual",2.9,3.8,4.6,5.5,5.7,6.9,7.4,6.7
"AM","Anamã","Municipal",2.7,3.4,3.8,3.5,3.5,4.1,4.4,4.9
"AM","Anamã","Pública",2.7,3.6,4.0,4.1,4.2,4.7,5.0,5.5
"AM","Anori","Estadual",2.9,3.9,4.3,4.6,4.1,5.2,5.2,5.3
"AM","Anori","Municipal",2.5,3.4,4.1,4.4,4.3,4.6,5.3,5.2
"AM","Anori","Pública",2.7,3.6,4.1,4.4,4.2,4.8,5.3,5.2
"AM","Apuí","Estadual",-,4.5,4.5,5.4,5.7,-,6.5,5.8
"AM","Apuí","Municipal",-,-,-,-,-,-,4.5,4.5
"AM","Apuí","Pública",-,4.0,4.4,4.9,5.6,-,5.4,5.2
"AM","Atalaia do Norte","Estadual",3.1,2.6,3.3,3.6,3.9,4.1,4.4,3.6
"AM","Atalaia do Norte","Municipal",-,-,3.0,2.6,3.6,4.8,4.4,4.3
"AM","Atalaia do Norte","Pública",2.3,2.3,2.8,2.6,3.8,4.7,4.5,4.2
"AM","Autazes","Estadual",2.9,3.3,3.7,4.2,4.3,4.8,4.9,5.4
"AM","Autazes","Municipal",-,-,-,-,-,-,4.5,4.5
"AM","Autazes","Pública",2.4,2.8,3.4,3.9,4.0,4.5,4.8,4.9
"AM","Barcelos","Estadual",3.5,4.1,4.6,4.6,4.8,4.9,5.7,5.1
"AM","Barcelos","Municipal",2.7,3.6,3.7,3.7,4.7,4.0,4.3,4.9
"AM","Barcelos","Pública",3.1,3.7,4.1,3.9,4.8,4.2,4.7,4.9
"AM","Barreirinha","Estadual",3.1,3.8,4.0,5.1,4.2,5.0,5.2,5.3
"AM","Barreirinha","Municipal",2.8,3.2,3.7,3.5,4.3,3.9,4.0,4.2
"AM","Barreirinha","Pública",3.0,3.7,4.0,4.3,4.2,4.4,4.6,4.7
"AM","Benjamin Constant","Estadual",3.3,3.6,3.8,4.2,4.9,6.5,6.4,6.3
"AM","Benjamin Constant","Municipal",2.3,2.5,3.0,3.7,3.4,4.1,4.0,3.9
"AM","Benjamin Constant","Pública",2.6,2.6,3.1,3.7,3.6,4.5,4.4,4.3
"AM","Beruri","Estadual",2.6,4.3,4.6,6.5,7.6,8.2,5.6,5.5
"AM","Beruri","Municipal",1.9,2.1,2.5,4.5,3.9,4.6,4.4,3.6
"AM","Beruri","Pública",2.0,3.1,3.6,4.8,4.9,5.3,4.6,4.0
"AM","Boa Vista do Ramos","Estadual",2.7,3.0,4.1,4.2,4.4,5.4,4.7,5.2
"AM","Boa Vista do Ramos","Municipal",-,-,-,2.9,-,4.4,-,4.1
"AM","Boa Vista do Ramos","Pública",2.7,3.0,3.3,3.9,4.2,5.1,4.6,4.5
"AM","Boca do Acre","Estadual",2.8,3.6,4.4,4.9,5.9,6.3,6.4,6.4
"AM","Boca do Acre","Municipal",3.0,3.9,4.4,4.8,4.7,6.0,6.0,5.6
"AM","Boca do Acre","Pública",2.9,3.8,4.3,4.8,5.2,6.1,6.1,6.0
"AM","Borba","Estadual",2.8,3.5,4.3,4.3,4.6,4.6,5.5,4.9
"AM","Borba","Municipal",2.6,2.8,3.4,3.7,4.0,4.5,4.8,4.0
"AM","Borba","Pública",2.7,3.0,3.6,3.8,4.2,4.4,5.1,4.4
"AM","Caapiranga","Estadual",2.9,3.1,4.5,3.8,4.9,4.4,5.6,5.2
"AM","Caapiranga","Municipal",-,2.5,3.8,3.4,2.5,3.3,3.9,-
"AM","Caapiranga","Pública",2.5,2.8,3.8,3.5,3.4,3.6,4.7,4.1
"AM","Canutama","Estadual",3.4,4.3,4.1,3.8,2.6,4.2,4.5,4.6
"AM","Canutama","Municipal",-,-,-,-,3.2,3.2,3.6,3.2
"AM","Canutama","Pública",2.4,3.2,3.2,3.1,3.1,3.6,3.8,3.6
"AM","Carauari","Estadual",2.4,3.3,4.5,5.4,6.5,5.9,6.8,5.9
"AM","Carauari","Municipal",3.0,3.3,3.3,4.5,4.2,4.5,4.0,4.5
"AM","Carauari","Pública",2.7,3.3,3.6,5.0,4.8,4.9,4.8,5.0
"AM","Careiro","Estadual",3.0,3.5,3.7,4.9,4.4,5.4,5.8,5.0
"AM","Careiro","Municipal",2.5,3.1,3.3,3.9,3.9,4.0,4.5,4.3
"AM","Careiro","Pública",2.8,3.3,3.5,4.2,4.1,4.3,4.8,4.6
"AM","Careiro da Várzea","Estadual",3.4,3.7,3.9,-,5.0,4.9,4.9,4.7
"AM","Careiro da Várzea","Municipal",-,3.0,2.6,2.8,3.3,3.7,4.1,4.0
"AM","Careiro da Várzea","Pública",3.0,3.2,3.0,-,3.8,4.1,4.3,4.2
"AM","Coari","Estadual",2.9,3.2,4.2,5.2,5.2,5.3,5.7,5.2
"AM","Coari","Municipal",2.4,2.9,2.9,3.1,3.5,3.5,3.8,4.0
"AM","Coari","Pública",2.8,3.0,3.6,4.2,4.3,4.2,4.6,4.6
"AM","Codajás","Estadual",2.7,3.3,4.1,4.0,4.2,4.5,4.8,4.5
"AM","Codajás","Municipal",2.6,3.1,3.7,3.5,4.2,4.5,4.3,4.6
"AM","Codajás","Pública",2.6,3.2,3.9,3.8,4.2,4.4,4.6,4.6
"AM","Eirunepé","Estadual",3.0,3.5,5.3,5.6,6.0,6.2,6.0,5.5
"AM","Eirunepé","Municipal",2.2,3.1,3.3,3.9,4.5,4.3,3.7,3.8
"AM","Eirunepé","Pública",2.4,3.2,4.2,4.5,5.0,4.9,4.5,4.5
"AM","Envira","Estadual",1.9,4.0,4.1,4.7,5.4,7.1,5.7,5.0
"AM","Envira","Municipal",-,2.1,2.4,3.3,3.5,3.7,2.9,2.3
"AM","Envira","Pública",1.5,3.0,3.2,4.2,4.2,4.9,3.7,3.3
"AM","Fonte Boa","Estadual",2.6,4.4,6.0,3.9,3.7,3.9,4.5,4.6
"AM","Fonte Boa","Municipal",2.1,3.6,4.0,2.9,2.3,3.2,2.8,3.2
"AM","Fonte Boa","Pública",2.3,3.7,4.8,3.2,2.8,3.5,3.1,3.6
"AM","Guajará","Municipal",2.8,2.5,2.8,3.4,3.7,4.2,4.1,3.9
"AM","Guajará","Pública",2.8,2.5,2.8,3.4,3.7,4.2,4.1,3.9
"AM","Humaitá","Estadual",2.9,3.7,4.5,4.7,5.1,5.3,5.0,5.0
"AM","Humaitá","Municipal",2.4,3.3,3.5,4.2,4.5,4.4,4.3,4.3
