UF,MUNICIPIO,REDE,2005,2007,2009,2011,2013,2015,2017,2019
"SP","Elisiário","Pública",5.0,4.7,5.6,6.0,-,7.4,7.1,8.3
"SP","Embaúba","Municipal",5.7,5.1,6.2,6.0,5.9,6.4,7.7,7.9
"SP","Embaúba","Pública",5.7,5.1,6.2,6.0,5.9,6.4,7.7,7.9
"SP","Embu das Artes","Estadual",4.5,4.5,5.1,5.2,5.9,6.4,6.4,6.5
"SP","Embu das Artes","Municipal",4.2,4.6,4.7,5.3,5.5,6.0,6.2,6.0
"SP","Embu das Artes","Pública",4.3,4.5,4.9,5.2,5.6,6.2,6.2,6.1
"SP","Embu-Guaçu","Estadual",4.7,4.7,5.4,5.7,5.8,6.2,6.7,6.8
"SP","Embu-Guaçu","Municipal",4.1,4.2,4.9,5.2,5.6,6.1,6.1,5.7
"SP","Embu-Guaçu","Pública",4.5,4.6,5.3,5.5,5.7,6.2,6.5,6.4
"SP","Emilianópolis","Municipal",3.5,4.8,5.6,4.7,5.6,5.7,6.4,7.4
"SP","Emilianópolis","Pública",3.5,4.8,5.6,4.7,5.6,5.7,6.4,7.4
"SP","Engenheiro Coelho","Municipal",4.1,4.4,5.1,4.9,5.5,5.4,5.9,6.3
"SP","Engenheiro Coelho","Pública",4.1,4.4,5.1,4.9,5.5,5.4,5.9,6.3
"SP","Espírito Santo do Pinhal","Estadual",5.3,5.0,5.8,5.3,5.4,6.3,6.6,6.3
"SP","Espírito Santo do Pinhal","Municipal",-,5.6,6.1,6.2,6.6,6.5,6.3,6.8
"SP","Espírito Santo do Pinhal","Pública",5.2,5.2,5.9,5.7,5.9,6.4,6.5,6.6
"SP","Espírito Santo do Turvo","Municipal",4.8,4.5,5.6,5.7,5.2,6.5,6.4,6.5
"SP","Espírito Santo do Turvo","Pública",4.8,4.5,5.6,5.7,5.2,6.5,6.4,6.5
"SP","Estrela d'Oeste","Municipal",5.8,6.8,6.0,6.3,6.9,7.0,7.0,6.9
"SP","Estrela d'Oeste","Pública",5.8,6.8,6.0,6.3,6.9,7.0,7.0,6.9
"SP","Estrela do Norte","Municipal",4.0,4.9,5.3,6.6,6.6,6.2,6.7,6.2
"SP","Estrela do Norte","Pública",4.0,4.9,5.3,6.6,6.6,6.2,6.7,6.2
"SP","Euclides da Cunha Paulista","Municipal",-,4.3,5.5,5.1,5.3,5.6,6.3,6.7
"SP","Euclides da Cunha Paulista","Pública",-,4.3,5.5,5.1,5.3,5.6,6.3,6.7
"SP","Fartura","Municipal",5.8,6.1,6.3,6.6,7.2,7.3,7.5,7.4
"SP","Fartura","Pública",5.8,6.1,6.3,6.6,7.2,7.3,7.5,7.4
"SP","Fernandópolis","Estadual",5.5,5.7,6.2,5.9,5.9,6.8,6.1,6.1
"SP","Fernandópolis","Municipal",5.5,5.7,6.1,6.3,6.1,6.5,6.5,6.6
"SP","Fernandópolis","Pública",5.5,4.8,6.2,6.2,6.1,6.5,6.5,6.5
"SP","Fernando Prestes","Municipal",-,6.3,6.6,6.3,6.3,6.5,6.3,6.8
"SP","Fernando Prestes","Pública",-,6.3,6.6,6.3,6.3,6.5,6.3,6.8
"SP","Fernão","Municipal",-,5.0,8.0,6.3,7.1,6.0,6.7,6.5
"SP","Fernão","Pública",-,5.0,8.0,6.3,7.1,6.0,6.7,6.5
"SP","Ferraz de Vasconcelos","Estadual",4.2,4.1,4.2,4.4,5.4,4.6,-,-
"SP","Ferraz de Vasconcelos","Municipal",4.4,4.6,4.7,5.0,5.2,5.9,6.1,6.1
"SP","Ferraz de Vasconcelos","Pública",4.3,4.5,4.7,4.9,5.2,5.9,6.1,6.1
"SP","Flora Rica","Municipal",4.6,3.0,5.6,5.1,-,-,5.7,6.7
"SP","Flora Rica","Pública",4.6,3.0,5.6,5.1,-,-,5.7,6.7
"SP","Floreal","Municipal",5.6,5.8,6.4,5.8,6.8,6.6,7.7,8.2
"SP","Floreal","Pública",5.6,5.8,6.4,5.8,6.8,6.6,7.7,8.2
"SP","Flórida Paulista","Estadual",4.2,4.7,6.2,-,-,-,-,-
"SP","Flórida Paulista","Municipal",-,-,-,5.9,5.1,6.7,6.2,6.8
"SP","Flórida Paulista","Pública",4.2,4.7,6.1,5.9,5.1,6.7,6.2,6.8
"SP","Florínea","Estadual",4.6,4.4,4.9,6.3,5.6,6.7,7.6,6.5
"SP","Florínea","Pública",4.6,4.4,4.9,6.3,5.6,6.7,7.6,6.5
"SP","Franca","Estadual",5.4,5.5,6.5,6.2,6.5,7.1,7.3,7.3
"SP","Franca","Municipal",-,5.2,6.0,5.7,6.2,6.9,7.1,7.0
"SP","Franca","Pública",5.3,5.4,6.2,6.0,6.4,7.1,7.2,7.1
"SP","Francisco Morato","Estadual",4.1,4.0,4.6,4.7,5.1,5.9,6.1,5.7
"SP","Francisco Morato","Municipal",4.3,4.5,4.7,4.8,4.8,5.5,5.8,6.2
"SP","Francisco Morato","Pública",4.3,4.4,4.7,4.8,4.8,5.5,5.8,6.1
"SP","Franco da Rocha","Estadual",4.3,4.3,5.0,4.9,5.3,5.9,6.2,6.2
"SP","Franco da Rocha","Municipal",-,4.7,5.2,5.1,5.3,5.7,5.8,5.7
"SP","Franco da Rocha","Pública",4.3,4.4,5.1,5.0,5.3,5.7,5.9,5.8
"SP","Gabriel Monteiro","Municipal",-,5.4,5.9,6.8,6.1,-,7.6,7.6
"SP","Gabriel Monteiro","Pública",-,5.4,5.9,6.8,6.1,-,7.6,7.6
"SP","Gália","Estadual",4.8,4.9,-,-,-,-,-,-
"SP","Gália","Municipal",-,-,6.0,5.5,6.3,6.7,6.2,6.4
"SP","Gália","Pública",4.8,4.9,6.0,5.5,6.3,6.7,6.2,6.4
"SP","Garça","Estadual",5.2,5.2,-,-,-,-,-,-
"SP","Garça","Municipal",4.7,4.5,5.7,5.8,5.6,6.0,6.1,6.2
"SP","Garça","Pública",5.2,5.1,5.7,5.8,5.6,6.0,6.1,6.2
"SP","Gastão Vidigal","Estadual",5.1,4.5,5.3,5.3,5.9,6.3,6.8,5.9
"SP","Gastão Vidigal","Pública",5.1,4.5,5.4,5.3,5.9,6.3,6.8,5.9
"SP","Gavião Peixoto","Estadual",5.2,4.8,-,-,-,-,-,-
"SP","Gavião Peixoto","Municipal",-,-,4.9,5.0,5.2,5.9,6.2,6.4
"SP","Gavião Peixoto","Pública",5.2,4.8,4.9,5.0,5.2,5.9,6.2,6.4
"SP","General Salgado","Estadual",-,-,5.2,-,-,-,-,6.0
"SP","General Salgado","Municipal",5.5,5.5,5.8,5.9,5.9,5.9,6.5,6.2
"SP","General Salgado","Pública",5.5,5.5,5.8,5.9,5.9,6.0,6.5,6.1
"SP","Getulina","Estadual",4.0,3.7,-,-,-,-,-,-
"SP","Getulina","Municipal",4.1,5.0,5.0,4.6,4.5,5.4,6.1,6.2
"SP","Getulina","Pública",4.0,4.2,5.0,4.6,4.5,5.4,6.1,6.2
"SP","Glicério","Municipal",4.5,4.7,6.2,6.0,5.6,6.6,7.1,7.2
"SP","Glicério","Pública",4.5,4.7,6.2,6.0,5.6,6.6,7.1,7.2
"SP","Guaiçara","Estadual",4.3,4.5,-,-,-,-,-,-
"SP","Guaiçara","Municipal",4.9,6.7,4.9,5.1,4.4,5.9,6.3,6.3
"SP","Guaiçara","Pública",4.4,5.7,4.9,5.1,4.4,5.9,6.3,6.3
"SP","Guaimbê","Municipal",4.0,4.5,5.0,4.9,4.8,6.1,6.1,6.6
"SP","Guaimbê","Pública",4.0,4.5,5.0,4.9,4.8,6.1,6.1,6.6
"SP","Guaíra","Municipal",4.5,5.0,5.5,6.1,6.1,6.6,6.5,6.9
"SP","Guaíra","Pública",4.5,5.0,5.5,6.1,6.1,6.6,6.5,6.9
"SP","Guapiaçu","Municipal",4.7,4.9,5.3,5.9,6.1,5.8,6.4,6.0
"SP","Guapiaçu","Pública",4.7,4.9,5.3,5.9,6.1,5.8,6.4,6.0
"SP","Guapiara","Estadual",-,-,-,-,-,-,-,-
"SP","Guapiara","Municipal",4.9,4.9,5.4,5.0,5.7,6.0,6.1,6.1
"SP","Guapiara","Pública",4.9,4.9,5.4,5.0,5.7,6.0,6.1,6.1
"SP","Guará","Municipal",4.4,4.8,5.3,5.6,5.5,6.1,6.5,6.5
"SP","Guará","Pública",4.4,4.8,5.3,5.6,5.5,6.1,6.5,6.5
"SP","Guaraçaí","Municipal",4.9,5.1,6.0,5.5,6.2,7.0,6.7,7.1
"SP","Guaraçaí","Pública",4.9,5.1,6.0,5.5,6.2,7.0,6.7,7.1
"SP","Guaraci","Municipal",5.5,6.6,5.5,5.4,5.9,6.5,6.3,6.4
"SP","Guaraci","Pública",5.5,6.6,5.5,5.4,5.9,6.5,6.3,6.4
"SP","Guarani d'Oeste","Estadual",4.9,4.7,-,-,-,-,-,-
"SP","Guarani d'Oeste","Municipal",-,-,5.7,5.6,7.0,6.9,7.1,7.4
"SP","Guarani d'Oeste","Pública",4.9,4.7,5.7,5.6,7.0,6.9,7.1,7.4
"SP","Guarantã","Estadual",4.7,4.3,4.4,4.6,4.6,5.8,5.7,-
"SP","Guarantã","Municipal",-,-,-,-,-,-,-,5.5
"SP","Guarantã","Pública",4.7,4.3,4.4,4.7,4.6,5.8,5.7,5.5
"SP","Guararapes","Estadual",4.7,5.3,5.9,-,-,-,-,-
"SP","Guararapes","Municipal",-,-,-,5.3,5.8,6.6,7.0,6.7
"SP","Guararapes","Pública",4.7,5.3,5.7,5.3,5.8,6.6,7.0,6.7
"SP","Guararema","Estadual",5.2,4.7,5.8,-,-,-,-,-
"SP","Guararema","Municipal",4.4,4.9,5.6,5.1,5.7,6.6,6.6,7.2
"SP","Guararema","Pública",5.0,4.7,5.7,5.1,5.7,6.6,6.6,7.2
"SP","Guaratinguetá","Estadual",5.6,5.3,6.1,6.2,-,-,-,-
"SP","Guaratinguetá","Municipal",4.5,4.9,5.4,5.4,5.2,5.8,6.3,6.6
"SP","Guaratinguetá","Pública",4.7,5.0,5.5,5.4,5.2,5.8,6.3,6.6
"SP","Guareí","Estadual",3.8,4.0,-,-,-,-,-,-
"SP","Guareí","Municipal",4.2,4.2,5.2,5.4,4.9,6.4,6.6,6.3
"SP","Guareí","Pública",3.9,4.1,5.2,5.4,4.9,6.4,6.6,6.3
"SP","Guariba","Municipal",4.3,4.8,5.1,5.5,5.9,6.0,6.3,6.7
"SP","Guariba","Pública",4.3,4.8,5.1,5.5,5.9,6.0,6.3,6.7
"SP","Guarujá","Estadual",4.2,4.4,4.9,4.9,5.2,5.7,5.8,6.0
"SP","Guarujá","Municipal",4.1,4.5,4.6,4.6,5.3,6.1,6.2,6.1
"SP","Guarujá","Pública",4.2,4.5,4.8,4.7,5.3,6.0,6.0,6.1
"SP","Guarulhos","Estadual",4.3,4.4,5.0,5.4,5.7,6.3,6.6,6.7
"SP","Guarulhos","Municipal",4.2,4.5,4.8,5.4,5.6,6.0,6.2,6.3
"SP","Guarulhos","Pública",4.3,4.4,5.0,5.4,5.6,6.2,6.3,6.4
"SP","Guatapará","Municipal",-,4.4,5.1,5.3,4.9,6.1,5.6,5.7
"SP","Guatapará","Pública",-,4.4,5.1,5.3,4.9,6.1,5.6,5.7
"SP","Guzolândia","Estadual",4.7,5.4,-,-,-,-,-,-
"SP","Guzolândia","Municipal",-,-,5.6,6.1,6.1,7.2,7.5,7.2
"SP","Guzolândia","Pública",4.7,5.4,5.6,6.1,6.1,7.2,7.5,7.2
"SP","Herculândia","Estadual",4.6,4.9,5.6,5.7,5.2,5.8,6.2,6.3
"SP","Herculândia","Pública",4.6,4.9,5.6,5.7,5.2,5.8,6.3,6.3
"SP","Holambra","Municipal",3.7,5.2,6.4,7.0,6.1,6.7,7.3,7.2
"SP","Holambra","Pública",3.7,5.2,6.4,7.0,6.1,6.7,7.3,7.2
"SP","Hortolândia","Estadual",4.4,4.6,5.4,5.4,5.2,6.2,6.4,6.9
"SP","Hortolândia","Municipal",4.6,5.0,5.4,5.6,5.9,6.5,6.9,7.0
"SP","Hortolândia","Pública",4.6,4.9,5.4,5.6,5.8,6.5,6.9,7.0
"SP","Iacanga","Municipal",4.7,5.1,5.6,6.0,5.9,5.9,7.0,6.9
"SP","Iacanga","Pública",4.7,5.1,5.6,6.0,5.9,5.9,7.0,6.9
"SP","Iacri","Estadual",4.6,5.0,6.2,5.5,6.1,6.4,6.6,6.9
"SP","Iacri","Pública",4.6,5.0,6.2,5.6,6.2,6.4,6.6,6.9
"SP","Iaras","Municipal",3.8,4.7,4.5,5.3,4.7,5.6,6.1,6.4
"SP","Iaras","Pública",3.8,4.7,4.5,5.3,4.6,5.5,6.1,6.4
"SP","Ibaté","Municipal",4.6,5.1,5.3,6.0,5.8,6.2,6.8,7.0
"SP","Ibaté","Pública",4.6,5.1,5.3,6.0,5.8,6.2,6.8,7.0
"SP","Ibirá","Municipal",4.9,4.8,5.3,6.2,6.4,7.5,7.5,7.3
"SP","Ibirá","Pública",4.9,4.8,5.3,6.2,6.4,7.5,7.5,7.3
"SP","Ibirarema","Municipal",-,4.4,4.7,5.2,5.8,6.3,6.6,6.4
"SP","Ibirarema","Pública",-,4.4,4.7,5.2,5.8,6.3,6.6,6.4
"SP","Ibitinga","Estadual",4.9,4.4,6.2,6.2,6.6,7.3,7.4,7.1
"SP","Ibitinga","Municipal",-,4.8,5.5,5.6,5.8,6.0,6.3,6.5
"SP","Ibitinga","Pública",4.9,4.8,6.0,6.0,6.3,6.7,7.0,6.8
"SP","Ibiúna","Estadual",4.2,4.4,5.7,5.3,6.0,6.3,6.5,6.1
"SP","Ibiúna","Municipal",4.2,4.2,4.9,4.5,5.1,5.6,5.8,6.0
"SP","Ibiúna","Pública",4.2,4.2,4.9,4.6,5.1,5.6,5.9,6.0
"SP","Icém","Municipal",4.4,4.1,5.4,5.5,5.0,5.7,5.9,6.2
"SP","Icém","Pública",4.4,4.1,5.4,5.5,5.0,5.7,5.9,6.2
"SP","Iepê","Municipal",4.9,4.8,5.2,5.6,5.2,6.2,6.2,6.0
"SP","Iepê","Pública",4.9,4.8,5.2,5.6,5.2,6.2,6.2,6.0
"SP","Igaraçu do Tietê","Estadual",5.4,5.3,5.8,-,-,-,-,-
"SP","Igaraçu do Tietê","Municipal",-,-,-,6.3,6.8,5.8,6.0,6.1
"SP","Igaraçu do Tietê","Pública",5.4,5.3,5.8,6.3,6.8,5.8,6.0,6.1
"SP","Igarapava","Municipal",4.4,4.7,5.2,5.4,5.6,5.9,5.8,6.1
"SP","Igarapava","Pública",4.4,4.7,5.2,5.4,5.6,5.9,5.8,6.1
"SP","Igaratá","Municipal",4.6,5.1,5.1,5.5,5.8,5.7,6.4,6.0
"SP","Igaratá","Pública",4.6,5.1,5.1,5.5,5.8,5.7,6.4,6.0
"SP","Iguape","Estadual",4.3,4.1,4.8,-,-,-,-,-
"SP","Iguape","Municipal",4.6,4.6,4.9,4.9,5.0,5.7,6.2,6.0
"SP","Iguape","Pública",4.6,4.5,4.9,4.9,5.0,5.7,6.2,6.0
"SP","Ilhabela","Municipal",5.0,5.4,5.0,5.3,5.3,5.9,6.5,6.3
"SP","Ilhabela","Pública",5.0,5.4,5.0,5.3,5.3,5.9,6.5,6.3
"SP","Ilha Comprida","Municipal",5.0,5.0,4.9,5.2,5.6,6.7,6.8,6.8
"SP","Ilha Comprida","Pública",5.0,5.0,4.9,5.2,5.6,6.7,6.8,6.8
"SP","Ilha Solteira","Municipal",-,5.6,6.0,6.0,6.1,6.8,6.6,6.9
"SP","Ilha Solteira","Pública",-,5.6,6.0,6.0,6.1,6.8,6.6,6.9
"SP","Indaiatuba","Estadual",5.4,5.2,5.7,-,-,-,-,-
"SP","Indaiatuba","Municipal",-,5.6,6.0,6.0,6.3,7.0,7.4,7.4
"SP","Indaiatuba","Pública",5.3,5.5,5.9,6.0,6.3,7.0,7.4,7.4
"SP","Indiana","Estadual",5.1,4.2,-,-,-,-,-,-
"SP","Indiana","Municipal",-,-,5.6,5.3,5.7,6.0,6.7,6.6
"SP","Indiana","Pública",5.1,4.2,5.6,5.3,5.7,6.0,6.7,6.6
"SP","Indiaporã","Estadual",5.5,5.8,6.4,-,-,-,-,-
"SP","Indiaporã","Municipal",-,-,-,5.5,6.8,7.6,7.2,7.0
"SP","Indiaporã","Pública",5.5,5.8,6.5,5.5,6.8,7.6,7.2,7.0
"SP","Inúbia Paulista","Municipal",4.4,4.6,5.7,4.7,6.5,6.0,6.9,6.9
"SP","Inúbia Paulista","Pública",4.4,4.6,5.7,4.7,6.5,6.0,6.9,6.9
"SP","Ipaussu","Municipal",4.6,5.6,5.0,5.6,5.2,6.2,6.7,6.3
"SP","Ipaussu","Pública",4.6,5.6,5.0,5.6,5.2,6.2,6.7,6.3
"SP","Iperó","Municipal",4.0,4.1,4.9,4.7,5.3,5.7,5.9,5.8
"SP","Iperó","Pública",4.0,4.1,4.9,4.7,5.3,5.7,5.9,5.8
"SP","Ipeúna","Municipal",5.3,5.6,5.2,5.6,5.7,6.4,5.9,6.7
"SP","Ipeúna","Pública",5.3,5.6,5.2,5.6,5.7,6.4,5.9,6.7
"SP","Ipiguá","Municipal",3.8,4.8,5.5,5.4,5.4,6.1,6.6,6.7
"SP","Ipiguá","Pública",3.8,4.8,5.5,5.4,5.4,6.1,6.6,6.7
"SP","Iporanga","Municipal",4.0,4.1,4.2,5.3,4.8,6.0,6.3,5.7
"SP","Iporanga","Pública",4.0,4.1,4.2,5.3,4.8,6.0,6.3,5.7
"SP","Ipuã","Municipal",-,4.7,4.9,5.1,5.4,6.6,6.3,6.1
"SP","Ipuã","Pública",-,4.7,4.9,5.1,5.4,6.6,6.3,6.1
"SP","Iracemápolis","Municipal",5.3,5.3,6.2,6.1,6.4,7.1,6.9,7.2
"SP","Iracemápolis","Pública",5.3,5.3,6.2,6.1,6.4,7.1,6.9,7.2
"SP","Irapuã","Municipal",5.1,5.4,5.8,5.6,6.2,6.2,6.2,6.8
"SP","Irapuã","Pública",5.1,5.4,5.8,5.6,6.2,6.2,6.2,6.8
"SP","Irapuru","Estadual",4.3,-,-,-,-,-,-,-
"SP","Irapuru","Municipal",-,-,5.9,4.6,5.3,6.1,7.7,7.2
"SP","Irapuru","Pública",4.3,-,5.9,4.6,5.3,6.0,7.7,7.2
"SP","Itaberá","Estadual",4.4,4.6,5.7,6.0,6.2,7.0,6.8,6.5
"SP","Itaberá","Pública",4.4,4.6,5.7,6.0,6.2,7.0,6.8,6.5
"SP","Itaí","Estadual",3.8,4.0,4.2,-,-,-,-,-
"SP","Itaí","Municipal",5.0,5.0,5.2,5.2,5.3,5.8,6.3,5.9
"SP","Itaí","Pública",4.7,4.8,4.9,5.2,5.3,5.8,6.3,5.9
"SP","Itajobi","Estadual",5.4,-,-,-,-,-,-,-
"SP","Itajobi","Municipal",-,4.8,7.5,6.6,6.8,7.1,7.5,7.3
"SP","Itajobi","Pública",5.4,4.8,7.5,6.6,6.8,7.1,7.5,7.3
"SP","Itaju","Municipal",5.4,5.8,6.0,6.5,6.1,6.9,6.7,7.2
"SP","Itaju","Pública",5.4,5.8,6.0,6.5,6.1,6.9,6.7,7.2
"SP","Itanhaém","Estadual",-,-,-,-,-,-,-,-
"SP","Itanhaém","Municipal",4.3,4.9,5.4,5.4,5.8,6.2,6.5,6.3
"SP","Itanhaém","Pública",4.3,4.9,5.4,5.4,5.8,6.2,6.5,6.3
"SP","Itaoca","Estadual",3.6,4.7,5.3,4.7,6.2,6.0,6.1,6.0
"SP","Itaoca","Pública",3.6,4.7,5.3,4.7,6.2,6.0,6.1,6.0
"SP","Itapecerica da Serra","Estadual",4.3,4.5,5.0,5.2,5.4,5.8,6.4,6.4
"SP","Itapecerica da Serra","Municipal",4.4,4.5,5.1,5.2,5.4,5.8,6.3,6.1
"SP","Itapecerica da Serra","Pública",4.4,4.5,5.1,5.2,5.4,5.8,6.3,6.1
"SP","Itapetininga","Estadual",4.6,4.9,5.4,5.6,5.9,6.9,6.9,7.0
"SP","Itapetininga","Municipal",4.4,4.8,5.4,5.7,6.0,6.2,6.4,6.5
"SP","Itapetininga","Pública",4.4,4.8,5.4,5.7,6.0,6.3,6.5,6.5
"SP","Itapeva","Municipal",4.7,4.6,5.8,5.3,5.7,6.5,6.7,7.0
"SP","Itapeva","Pública",4.7,4.6,5.8,5.3,5.7,6.5,6.7,7.0
"SP","Itapevi","Estadual",3.9,-,-,-,-,-,-,-
"SP","Itapevi","Municipal",-,4.6,4.8,5.0,5.2,5.8,5.9,6.0
"SP","Itapevi","Pública",4.1,4.6,4.8,5.0,5.2,5.8,5.9,6.0
"SP","Itapira","Estadual",5.3,5.2,5.7,6.3,7.0,7.5,7.6,7.6
"SP","Itapira","Municipal",-,4.5,5.2,5.4,5.7,6.1,6.6,6.4
"SP","Itapira","Pública",4.9,4.6,5.3,5.6,5.9,6.2,6.7,6.6
"SP","Itapirapuã Paulista","Municipal",3.7,4.3,5.1,4.7,5.3,5.7,5.5,6.8
"SP","Itapirapuã Paulista","Pública",3.7,4.3,5.1,4.7,5.3,5.7,5.5,6.8
"SP","Itápolis","Estadual",5.3,5.0,5.9,6.4,6.1,6.7,6.6,6.9
"SP","Itápolis","Municipal",6.3,8.1,6.7,7.0,7.3,7.7,8.0,7.8
"SP","Itápolis","Pública",5.4,5.1,6.0,6.5,6.3,6.9,6.8,7.0
"SP","Itaporanga","Estadual",-,-,-,-,-,-,-,-
"SP","Itaporanga","Municipal",4.8,5.1,5.2,5.2,5.1,6.4,6.1,6.4
"SP","Itaporanga","Pública",4.8,5.0,5.2,5.2,5.1,6.4,6.1,6.4
"SP","Itapuí","Estadual",5.8,-,-,-,-,-,-,-
"SP","Itapuí","Municipal",-,4.6,6.3,6.1,5.7,5.9,6.5,6.9
"SP","Itapuí","Pública",5.8,4.6,6.3,6.1,5.7,5.9,6.5,6.9
"SP","Itapura","Municipal",4.9,4.8,4.8,5.3,5.9,5.9,6.5,6.5
"SP","Itapura","Pública",4.9,4.8,4.8,5.3,5.9,5.9,6.5,6.5
"SP","Itaquaquecetuba","Estadual",3.9,3.6,4.6,4.6,4.7,5.6,5.7,5.9
"SP","Itaquaquecetuba","Municipal",3.8,4.1,4.5,4.5,4.6,5.4,5.7,5.6
"SP","Itaquaquecetuba","Pública",3.9,4.0,4.5,4.5,4.6,5.4,5.7,5.6
"SP","Itararé","Municipal",4.8,5.0,5.1,4.9,6.1,6.3,6.5,6.6
"SP","Itararé","Pública",4.8,5.0,5.1,4.9,6.1,6.3,6.5,6.6
"SP","Itariri","Estadual",4.6,4.4,4.5,4.3,4.5,5.9,6.6,6.6
"SP","Itariri","Municipal",4.5,5.2,5.6,5.5,5.4,6.4,6.8,6.4
"SP","Itariri","Pública",4.6,4.2,5.3,5.1,5.1,6.3,6.8,6.5
"SP","Itatiba","Municipal",4.8,5.2,5.1,-,5.6,6.8,7.0,7.5
"SP","Itatiba","Pública",4.8,5.2,5.1,-,5.6,6.8,7.0,7.5
"SP","Itatinga","Municipal",4.4,4.4,4.6,4.9,5.4,6.3,6.6,6.7
"SP","Itatinga","Pública",4.4,4.4,4.6,4.9,5.4,6.3,6.6,6.7
"SP","Itirapina","Municipal",4.9,5.0,5.6,5.5,5.6,6.2,6.8,7.2
"SP","Itirapina","Pública",4.9,5.0,5.6,5.5,5.6,6.2,6.8,7.2
"SP","Itirapuã","Municipal",4.1,4.4,5.5,5.3,5.2,5.7,6.6,6.6
"SP","Itirapuã","Pública",4.1,4.4,5.5,5.3,5.2,5.7,6.6,6.6
"SP","Itobi","Estadual",4.9,4.9,5.3,5.7,5.9,6.2,6.5,6.7
"SP","Itobi","Pública",4.9,4.9,5.3,5.7,5.9,6.2,6.5,6.7
"SP","Itu","Estadual",5.0,4.7,5.3,5.5,-,-,-,-
"SP","Itu","Municipal",4.6,5.0,5.4,5.2,5.6,5.9,6.3,6.1
"SP","Itu","Pública",5.0,4.9,5.3,5.2,5.6,5.9,6.3,6.1
"SP","Itupeva","Municipal",4.7,5.0,5.5,5.6,6.2,6.2,6.7,6.7
"SP","Itupeva","Pública",4.8,5.0,5.5,5.6,6.2,6.2,6.7,6.7
"SP","Ituverava","Municipal",4.5,4.4,5.1,5.0,4.8,5.9,5.2,4.9
"SP","Ituverava","Pública",4.5,4.4,5.1,5.0,4.8,5.9,5.2,4.9
"SP","Jaborandi","Municipal",5.0,5.2,4.7,5.5,6.0,6.4,6.6,6.4
"SP","Jaborandi","Pública",5.0,5.2,4.7,5.5,6.0,6.4,6.6,6.4
"SP","Jaboticabal","Estadual",4.5,4.7,-,-,-,-,-,-
"SP","Jaboticabal","Municipal",5.1,5.5,5.4,6.1,5.9,6.2,6.3,6.5
"SP","Jaboticabal","Pública",4.7,5.0,5.4,6.1,5.9,6.2,6.3,6.5
"SP","Jacareí","Estadual",4.4,4.7,5.3,5.4,5.7,6.5,6.1,7.1
"SP","Jacareí","Municipal",4.6,5.1,5.6,5.7,5.9,6.3,6.4,6.6
"SP","Jacareí","Pública",4.5,4.9,5.5,5.6,5.9,6.3,6.4,6.6
"SP","Jaci","Municipal",5.0,5.1,5.5,5.6,5.6,5.7,6.3,6.0
"SP","Jaci","Pública",5.0,5.1,5.5,5.6,5.6,5.7,6.3,6.0
"SP","Jacupiranga","Estadual",5.0,5.1,6.1,-,-,-,-,-
"SP","Jacupiranga","Municipal",4.3,4.8,4.9,5.6,5.9,6.1,6.7,6.5
"SP","Jacupiranga","Pública",4.5,4.9,5.2,5.6,5.9,6.1,6.7,6.5
"SP","Jaguariúna","Municipal",4.7,5.6,5.9,6.6,6.6,7.1,7.4,7.4
"SP","Jaguariúna","Pública",4.7,5.6,5.9,6.6,6.6,7.1,7.4,7.4
"SP","Jales","Estadual",5.6,5.5,6.1,-,-,-,-,-
"SP","Jales","Municipal",5.7,6.3,7.1,6.7,7.0,7.2,7.8,7.6
"SP","Jales","Pública",5.6,5.9,6.6,6.7,7.0,7.2,7.8,7.6
"SP","Jambeiro","Municipal",4.4,4.4,5.3,5.0,5.2,5.4,6.1,6.2
"SP","Jambeiro","Pública",4.4,4.4,5.3,5.0,5.2,5.4,6.1,6.2
"SP","Jandira","Estadual",3.9,4.3,4.9,-,-,-,-,-
"SP","Jandira","Municipal",4.2,4.7,4.7,4.5,4.8,5.5,6.0,6.2
"SP","Jandira","Pública",4.2,4.6,4.7,4.5,4.8,5.5,6.0,6.2
"SP","Jardinópolis","Municipal",3.7,5.2,5.2,4.6,5.4,6.2,6.0,5.6
"SP","Jardinópolis","Pública",3.7,5.2,5.2,4.6,5.4,6.2,6.0,5.6
"SP","Jarinu","Municipal",-,4.9,5.2,5.0,5.5,6.0,5.9,6.2
"SP","Jarinu","Pública",-,4.9,5.2,5.0,5.5,6.0,5.9,6.2
"SP","Jaú","Estadual",4.4,4.8,5.2,-,-,-,-,-
"SP","Jaú","Municipal",4.9,4.5,5.3,5.7,5.6,6.3,6.4,6.6
"SP","Jaú","Pública",4.8,4.5,5.3,5.7,5.6,6.3,6.4,6.6
"SP","Jeriquara","Municipal",4.2,5.0,6.2,5.5,4.9,5.3,6.6,6.7
"SP","Jeriquara","Pública",4.2,5.0,6.2,5.5,4.9,5.3,6.6,6.7
"SP","Joanópolis","Municipal",5.1,5.5,5.8,6.0,6.6,6.5,7.1,7.2
"SP","Joanópolis","Pública",5.1,5.5,5.8,6.0,6.6,6.5,7.1,7.2
"SP","João Ramalho","Municipal",5.0,5.4,6.8,6.1,6.3,6.6,6.8,7.4
"SP","João Ramalho","Pública",5.0,5.4,6.8,6.1,6.3,6.6,6.8,7.4
"SP","José Bonifácio","Estadual",4.4,5.1,5.6,5.7,6.0,6.1,6.1,6.3
"SP","José Bonifácio","Municipal",4.4,4.8,4.8,5.0,5.0,6.0,6.3,6.4
