epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population,is_last,is_repeated
202037,2020-09-06,173,SP,São José dos Campos,3549904,city,14096,1931.65483,77,363,0,0.0258,729737,False,False
202036,2020-09-05,172,SP,São José dos Campos,3549904,city,14019,1921.10308,237,363,0,0.0259,729737,False,False
202036,2020-09-04,171,SP,São José dos Campos,3549904,city,13782,1888.62563,154,363,1,0.0263,729737,False,False
202036,2020-09-03,170,SP,São José dos Campos,3549904,city,13628,1867.52213,240,362,1,0.0266,729737,False,False
202036,2020-09-02,169,SP,São José dos Campos,3549904,city,13388,1834.63357,217,361,8,0.027,729737,False,False
202036,2020-09-01,168,SP,São José dos Campos,3549904,city,13171,1804.89683,274,353,12,0.0268,729737,False,False
202036,2020-08-31,167,SP,São José dos Campos,3549904,city,12897,1767.34906,12,341,0,0.0264,729737,False,False
202036,2020-08-30,166,SP,São José dos Campos,3549904,city,12885,1765.70463,155,341,5,0.0265,729737,False,False
202035,2020-08-29,165,SP,São José dos Campos,3549904,city,12730,1744.4641,0,336,0,0.0264,729737,False,True
202035,2020-08-28,164,SP,São José dos Campos,3549904,city,12730,1744.4641,372,336,6,0.0264,729737,False,False
202035,2020-08-27,163,SP,São José dos Campos,3549904,city,12358,1693.48683,171,330,6,0.0267,729737,False,False
202035,2020-08-26,162,SP,São José dos Campos,3549904,city,12187,1670.05373,303,324,3,0.0266,729737,False,False
202035,2020-08-25,161,SP,São José dos Campos,3549904,city,11884,1628.53192,189,321,12,0.027,729737,False,False
202035,2020-08-24,160,SP,São José dos Campos,3549904,city,11695,1602.63218,49,309,0,0.0264,729737,False,False
202035,2020-08-23,159,SP,São José dos Campos,3549904,city,11646,1595.91743,222,309,0,0.0265,729737,False,False
202034,2020-08-22,158,SP,São José dos Campos,3549904,city,11424,1565.49551,257,309,4,0.027,729737,False,False
202034,2020-08-21,157,SP,São José dos Campos,3549904,city,11167,1530.27735,223,305,7,0.0273,729737,False,False
202034,2020-08-20,156,SP,São José dos Campos,3549904,city,10944,1499.71839,272,298,3,0.0272,729737,False,False
202034,2020-08-19,155,SP,São José dos Campos,3549904,city,10672,1462.44469,230,295,4,0.0276,729737,False,False
202034,2020-08-18,154,SP,São José dos Campos,3549904,city,10442,1430.92648,179,291,10,0.0279,729737,False,False
202034,2020-08-17,153,SP,São José dos Campos,3549904,city,10263,1406.3971,94,281,0,0.0274,729737,False,False
202034,2020-08-16,152,SP,São José dos Campos,3549904,city,10169,1393.51575,16,281,5,0.0276,729737,False,False
202033,2020-08-15,151,SP,São José dos Campos,3549904,city,10153,1391.32318,331,276,2,0.0272,729737,False,False
202033,2020-08-14,150,SP,São José dos Campos,3549904,city,9822,1345.96437,233,274,3,0.0279,729737,False,False
202033,2020-08-13,149,SP,São José dos Campos,3549904,city,9589,1314.03506,480,271,9,0.0283,729737,False,False
202033,2020-08-12,148,SP,São José dos Campos,3549904,city,9109,1248.25793,218,262,6,0.0288,729737,False,False
202033,2020-08-11,147,SP,São José dos Campos,3549904,city,8891,1218.38416,205,256,24,0.0288,729737,False,False
202033,2020-08-10,146,SP,São José dos Campos,3549904,city,8686,1190.29184,9,232,0,0.0267,729737,False,False
202033,2020-08-09,145,SP,São José dos Campos,3549904,city,8677,1189.05852,171,232,0,0.0267,729737,False,False
202032,2020-08-08,144,SP,São José dos Campos,3549904,city,8506,1165.62542,325,232,2,0.0273,729737,False,False
202032,2020-08-07,143,SP,São José dos Campos,3549904,city,8181,1121.08883,199,230,4,0.0281,729737,False,False
202032,2020-08-06,142,SP,São José dos Campos,3549904,city,7982,1093.81873,379,226,5,0.0283,729737,False,False
202032,2020-08-05,141,SP,São José dos Campos,3549904,city,7603,1041.88221,118,221,6,0.0291,729737,False,False
202032,2020-08-04,140,SP,São José dos Campos,3549904,city,7485,1025.712,263,215,11,0.0287,729737,False,False
202032,2020-08-03,139,SP,São José dos Campos,3549904,city,7222,989.67162,5,204,0,0.0282,729737,False,False
202032,2020-08-02,138,SP,São José dos Campos,3549904,city,7217,988.98644,162,204,0,0.0283,729737,False,False
202031,2020-08-01,137,SP,São José dos Campos,3549904,city,7055,966.78666,123,204,4,0.0289,729737,False,False
202031,2020-07-31,136,SP,São José dos Campos,3549904,city,6932,949.93128,309,200,5,0.0289,729737,False,False
202031,2020-07-30,135,SP,São José dos Campos,3549904,city,6623,907.58725,107,195,3,0.0294,729737,False,False
202031,2020-07-29,134,SP,São José dos Campos,3549904,city,6516,892.92444,320,192,6,0.0295,729737,False,False
202031,2020-07-28,133,SP,São José dos Campos,3549904,city,6196,849.07302,58,186,2,0.03,729737,False,False
202031,2020-07-27,132,SP,São José dos Campos,3549904,city,6138,841.12495,33,184,0,0.03,729737,False,False
202031,2020-07-26,131,SP,São José dos Campos,3549904,city,6105,836.60278,106,184,2,0.0301,729737,False,False
202030,2020-07-25,130,SP,São José dos Campos,3549904,city,5999,822.07699,232,182,10,0.0303,729737,False,False
202030,2020-07-24,129,SP,São José dos Campos,3549904,city,5767,790.28472,241,172,7,0.0298,729737,False,False
202030,2020-07-23,128,SP,São José dos Campos,3549904,city,5526,757.25912,294,165,9,0.0299,729737,False,False
202030,2020-07-22,127,SP,São José dos Campos,3549904,city,5232,716.97063,410,156,3,0.0298,729737,False,False
202030,2020-07-21,126,SP,São José dos Campos,3549904,city,4822,660.78601,86,153,12,0.0317,729737,False,False
202030,2020-07-20,125,SP,São José dos Campos,3549904,city,4736,649.00094,12,141,0,0.0298,729737,False,False
202030,2020-07-19,124,SP,São José dos Campos,3549904,city,4724,647.35651,16,141,0,0.0298,729737,False,False
202029,2020-07-18,123,SP,São José dos Campos,3549904,city,4708,645.16394,92,141,6,0.0299,729737,False,False
202029,2020-07-17,122,SP,São José dos Campos,3549904,city,4616,632.55666,76,135,4,0.0292,729737,False,False
202029,2020-07-16,121,SP,São José dos Campos,3549904,city,4540,622.14195,130,131,5,0.0289,729737,False,False
202029,2020-07-15,120,SP,São José dos Campos,3549904,city,4410,604.32731,92,126,5,0.0286,729737,False,False
202029,2020-07-14,119,SP,São José dos Campos,3549904,city,4318,591.72003,119,121,5,0.028,729737,False,False
202029,2020-07-13,118,SP,São José dos Campos,3549904,city,4199,575.41279,4,116,0,0.0276,729737,False,False
202029,2020-07-12,117,SP,São José dos Campos,3549904,city,4195,574.86464,128,116,0,0.0277,729737,False,False
202028,2020-07-11,116,SP,São José dos Campos,3549904,city,4067,557.32408,125,116,0,0.0285,729737,False,False
202028,2020-07-10,115,SP,São José dos Campos,3549904,city,3942,540.19462,107,116,1,0.0294,729737,False,False
202028,2020-07-09,114,SP,São José dos Campos,3549904,city,3835,525.5318,90,115,2,0.03,729737,False,False
202028,2020-07-08,113,SP,São José dos Campos,3549904,city,3745,513.19859,88,113,2,0.0302,729737,False,False
202028,2020-07-07,112,SP,São José dos Campos,3549904,city,3657,501.13945,110,111,6,0.0304,729737,False,False
202028,2020-07-06,111,SP,São José dos Campos,3549904,city,3547,486.06553,20,105,0,0.0296,729737,False,False
202028,2020-07-05,110,SP,São José dos Campos,3549904,city,3527,483.32481,218,105,0,0.0298,729737,False,False
202027,2020-07-04,109,SP,São José dos Campos,3549904,city,3309,453.45104,32,105,4,0.0317,729737,False,False
202027,2020-07-03,108,SP,São José dos Campos,3549904,city,3277,449.0659,132,101,4,0.0308,729737,False,False
202027,2020-07-02,107,SP,São José dos Campos,3549904,city,3145,430.97719,81,97,3,0.0308,729737,False,False
202027,2020-07-01,106,SP,São José dos Campos,3549904,city,3064,419.8773,121,94,2,0.0307,729737,False,False
202027,2020-06-30,105,SP,São José dos Campos,3549904,city,2943,403.29598,47,92,5,0.0313,729737,False,False
202027,2020-06-29,104,SP,São José dos Campos,3549904,city,2896,396.85531,84,87,0,0.03,729737,False,False
202027,2020-06-28,103,SP,São José dos Campos,3549904,city,2812,385.34431,139,87,0,0.0309,729737,False,False
202026,2020-06-27,102,SP,São José dos Campos,3549904,city,2673,366.29635,112,87,1,0.0325,729737,False,False
202026,2020-06-26,101,SP,São José dos Campos,3549904,city,2561,350.94836,106,86,0,0.0336,729737,False,False
202026,2020-06-25,100,SP,São José dos Campos,3549904,city,2455,336.42257,100,86,4,0.035,729737,False,False
202026,2020-06-24,99,SP,São José dos Campos,3549904,city,2355,322.71901,99,82,1,0.0348,729737,False,False
202026,2020-06-23,98,SP,São José dos Campos,3549904,city,2256,309.15248,126,81,9,0.0359,729737,False,False
202026,2020-06-22,97,SP,São José dos Campos,3549904,city,2130,291.88598,41,72,0,0.0338,729737,False,False
202026,2020-06-21,96,SP,São José dos Campos,3549904,city,2089,286.26752,44,72,0,0.0345,729737,False,False
202025,2020-06-20,95,SP,São José dos Campos,3549904,city,2045,280.23795,22,72,3,0.0352,729737,False,False
202025,2020-06-19,94,SP,São José dos Campos,3549904,city,2023,277.22316,312,69,2,0.0341,729737,False,False
202025,2020-06-18,93,SP,São José dos Campos,3549904,city,1711,234.46803,11,67,3,0.0392,729737,False,False
202025,2020-06-17,92,SP,São José dos Campos,3549904,city,1700,232.96064,13,64,3,0.0376,729737,False,False
202025,2020-06-16,91,SP,São José dos Campos,3549904,city,1687,231.17918,154,61,5,0.0362,729737,False,False
202025,2020-06-15,90,SP,São José dos Campos,3549904,city,1533,210.07568,9,56,0,0.0365,729737,False,False
202025,2020-06-14,89,SP,São José dos Campos,3549904,city,1524,208.84236,22,56,0,0.0367,729737,False,False
202024,2020-06-13,88,SP,São José dos Campos,3549904,city,1502,205.82758,33,56,0,0.0373,729737,False,False
202024,2020-06-12,87,SP,São José dos Campos,3549904,city,1469,201.3054,24,56,1,0.0381,729737,False,False
202024,2020-06-11,86,SP,São José dos Campos,3549904,city,1445,198.01655,108,55,1,0.0381,729737,False,False
202024,2020-06-10,85,SP,São José dos Campos,3549904,city,1337,183.21669,69,54,4,0.0404,729737,False,False
202024,2020-06-09,84,SP,São José dos Campos,3549904,city,1268,173.76123,54,50,5,0.0394,729737,False,False
202024,2020-06-08,83,SP,São José dos Campos,3549904,city,1214,166.36131,28,45,0,0.0371,729737,False,False
202024,2020-06-07,82,SP,São José dos Campos,3549904,city,1186,162.52431,41,45,0,0.0379,729737,False,False
202023,2020-06-06,81,SP,São José dos Campos,3549904,city,1145,156.90584,35,45,0,0.0393,729737,False,False
202023,2020-06-05,80,SP,São José dos Campos,3549904,city,1110,152.1096,28,45,3,0.0405,729737,False,False
202023,2020-06-04,79,SP,São José dos Campos,3549904,city,1082,148.2726,64,42,3,0.0388,729737,False,False
202023,2020-06-03,78,SP,São José dos Campos,3549904,city,1018,139.50231,49,39,3,0.0383,729737,False,False
202023,2020-06-02,77,SP,São José dos Campos,3549904,city,969,132.78757,68,36,1,0.0372,729737,False,False
202023,2020-06-01,76,SP,São José dos Campos,3549904,city,901,123.46914,2,35,0,0.0388,729737,False,False
202023,2020-05-31,75,SP,São José dos Campos,3549904,city,899,123.19507,9,35,0,0.0389,729737,False,False
202022,2020-05-30,74,SP,São José dos Campos,3549904,city,890,121.96175,55,35,2,0.0393,729737,False,False
202022,2020-05-29,73,SP,São José dos Campos,3549904,city,835,114.42479,28,33,1,0.0395,729737,False,False
202022,2020-05-28,72,SP,São José dos Campos,3549904,city,807,110.58779,78,32,2,0.0397,729737,False,False
202022,2020-05-27,71,SP,São José dos Campos,3549904,city,729,99.899,35,30,0,0.0412,729737,False,False
202022,2020-05-26,70,SP,São José dos Campos,3549904,city,694,95.10276,2,30,0,0.0432,729737,False,False
202022,2020-05-25,69,SP,São José dos Campos,3549904,city,692,94.82868,27,30,0,0.0434,729737,False,False
202022,2020-05-24,68,SP,São José dos Campos,3549904,city,665,91.12872,12,30,0,0.0451,729737,False,False
202021,2020-05-23,67,SP,São José dos Campos,3549904,city,653,89.48429,35,30,0,0.0459,729737,False,False
202021,2020-05-22,66,SP,São José dos Campos,3549904,city,618,84.68805,32,30,1,0.0485,729737,False,False
202021,2020-05-21,65,SP,São José dos Campos,3549904,city,586,80.3029,40,29,1,0.0495,729737,False,False
202021,2020-05-20,64,SP,São José dos Campos,3549904,city,546,74.82148,66,28,1,0.0513,729737,False,False
202021,2020-05-19,63,SP,São José dos Campos,3549904,city,480,65.77712,13,27,7,0.0563,729737,False,False
202021,2020-05-18,62,SP,São José dos Campos,3549904,city,467,63.99566,17,20,0,0.0428,729737,False,False
202021,2020-05-17,61,SP,São José dos Campos,3549904,city,450,61.66605,21,20,0,0.0444,729737,False,False
202020,2020-05-16,60,SP,São José dos Campos,3549904,city,429,58.7883,17,20,1,0.0466,729737,False,False
202020,2020-05-15,59,SP,São José dos Campos,3549904,city,412,56.4587,19,19,1,0.0461,729737,False,False
202020,2020-05-14,58,SP,São José dos Campos,3549904,city,393,53.85502,-14,18,0,0.0458,729737,False,False
202020,2020-05-13,57,SP,São José dos Campos,3549904,city,407,55.77352,42,18,1,0.0442,729737,False,False
202020,2020-05-12,56,SP,São José dos Campos,3549904,city,365,50.01802,9,17,1,0.0466,729737,False,False
202020,2020-05-11,55,SP,São José dos Campos,3549904,city,356,48.7847,1,16,0,0.0449,729737,False,False
202020,2020-05-10,54,SP,São José dos Campos,3549904,city,355,48.64766,1,16,0,0.0451,729737,False,False
202019,2020-05-09,53,SP,São José dos Campos,3549904,city,354,48.51063,14,16,1,0.0452,729737,False,False
202019,2020-05-08,52,SP,São José dos Campos,3549904,city,340,46.59213,18,15,1,0.0441,729737,False,False
202019,2020-05-07,51,SP,São José dos Campos,3549904,city,322,44.12549,26,14,0,0.0435,729737,False,False
202019,2020-05-06,50,SP,São José dos Campos,3549904,city,296,40.56256,39,14,0,0.0473,729737,False,False
202019,2020-05-05,49,SP,São José dos Campos,3549904,city,257,35.21817,21,14,3,0.0545,729737,False,False
202019,2020-05-04,48,SP,São José dos Campos,3549904,city,236,32.34042,2,11,0,0.0466,729737,False,False
202019,2020-05-03,47,SP,São José dos Campos,3549904,city,234,32.06635,8,11,0,0.047,729737,False,False
202018,2020-05-02,46,SP,São José dos Campos,3549904,city,226,30.97006,2,11,0,0.0487,729737,False,False
202018,2020-05-01,45,SP,São José dos Campos,3549904,city,224,30.69599,5,11,1,0.0491,729737,False,False
202018,2020-04-30,44,SP,São José dos Campos,3549904,city,219,30.01081,17,10,0,0.0457,729737,False,False
202018,2020-04-29,43,SP,São José dos Campos,3549904,city,202,27.68121,8,10,0,0.0495,729737,False,False
202018,2020-04-28,42,SP,São José dos Campos,3549904,city,194,26.58492,9,10,5,0.0515,729737,False,False
202018,2020-04-27,41,SP,São José dos Campos,3549904,city,185,25.3516,11,5,0,0.027,729737,False,False
202018,2020-04-26,40,SP,São José dos Campos,3549904,city,174,23.84421,0,5,0,0.0287,729737,False,False
202017,2020-04-25,39,SP,São José dos Campos,3549904,city,174,23.84421,16,5,0,0.0287,729737,False,False
202017,2020-04-24,38,SP,São José dos Campos,3549904,city,158,21.65164,17,5,0,0.0316,729737,False,False
202017,2020-04-23,37,SP,São José dos Campos,3549904,city,141,19.32203,2,5,2,0.0355,729737,False,False
202017,2020-04-22,36,SP,São José dos Campos,3549904,city,139,19.04796,1,3,0,0.0216,729737,False,False
202017,2020-04-21,35,SP,São José dos Campos,3549904,city,138,18.91092,2,3,0,0.0217,729737,False,False
202017,2020-04-20,34,SP,São José dos Campos,3549904,city,136,18.63685,0,3,0,0.0221,729737,False,False
202017,2020-04-19,33,SP,São José dos Campos,3549904,city,136,18.63685,-2,3,0,0.0221,729737,False,False
202016,2020-04-18,32,SP,São José dos Campos,3549904,city,138,18.91092,3,3,0,0.0217,729737,False,False
202016,2020-04-17,31,SP,São José dos Campos,3549904,city,135,18.49982,19,3,0,0.0222,729737,False,False
202016,2020-04-16,30,SP,São José dos Campos,3549904,city,116,15.89614,3,3,0,0.0259,729737,False,False
202016,2020-04-15,29,SP,São José dos Campos,3549904,city,113,15.48503,23,3,1,0.0265,729737,False,False
202016,2020-04-14,28,SP,São José dos Campos,3549904,city,90,12.33321,5,2,1,0.0222,729737,False,False
202016,2020-04-13,27,SP,São José dos Campos,3549904,city,85,11.64803,0,1,0,0.0118,729737,False,False
202016,2020-04-12,26,SP,São José dos Campos,3549904,city,85,11.64803,0,1,0,0.0118,729737,False,False
202015,2020-04-11,25,SP,São José dos Campos,3549904,city,85,11.64803,0,1,0,0.0118,729737,False,False
202015,2020-04-10,24,SP,São José dos Campos,3549904,city,85,11.64803,4,1,0,0.0118,729737,False,False
202015,2020-04-09,23,SP,São José dos Campos,3549904,city,81,11.09989,4,1,1,0.0123,729737,False,False
202015,2020-04-08,22,SP,São José dos Campos,3549904,city,77,10.55175,16,0,0,0.0,729737,False,False
202015,2020-04-07,21,SP,São José dos Campos,3549904,city,61,8.35918,13,0,0,0.0,729737,False,False
202015,2020-04-06,20,SP,São José dos Campos,3549904,city,48,6.57771,18,0,0,0.0,729737,False,False
202015,2020-04-05,19,SP,São José dos Campos,3549904,city,30,4.11107,6,0,0,0.0,729737,False,False
202014,2020-04-04,18,SP,São José dos Campos,3549904,city,24,3.28886,4,0,0,0.0,729737,False,False
202014,2020-04-03,17,SP,São José dos Campos,3549904,city,20,2.74071,6,0,0,0.0,729737,False,False
202014,2020-04-02,16,SP,São José dos Campos,3549904,city,14,1.9185,2,0,0,0.0,729737,False,False
202014,2020-04-01,15,SP,São José dos Campos,3549904,city,12,1.64443,3,0,0,0.0,729737,False,False
202014,2020-03-31,14,SP,São José dos Campos,3549904,city,9,1.23332,4,0,0,0.0,729737,False,False
202014,2020-03-30,13,SP,São José dos Campos,3549904,city,5,0.68518,1,0,0,0.0,729737,False,False
202014,2020-03-29,12,SP,São José dos Campos,3549904,city,4,0.54814,0,0,0,0.0,729737,False,True
202013,2020-03-28,11,SP,São José dos Campos,3549904,city,4,0.54814,0,0,0,0.0,729737,False,True
202013,2020-03-27,10,SP,São José dos Campos,3549904,city,4,0.54814,2,0,0,0.0,729737,False,False
202013,2020-03-26,9,SP,São José dos Campos,3549904,city,2,0.27407,0,0,0,0.0,729737,False,False
202013,2020-03-25,8,SP,São José dos Campos,3549904,city,2,0.27407,1,0,0,0.0,729737,False,False
202013,2020-03-24,7,SP,São José dos Campos,3549904,city,1,0.13704,0,0,0,0.0,729737,False,True
202013,2020-03-23,6,SP,São José dos Campos,3549904,city,1,0.13704,0,0,0,0.0,729737,False,True
202013,2020-03-22,5,SP,São José dos Campos,3549904,city,1,0.13704,0,0,0,0.0,729737,False,True
202012,2020-03-21,4,SP,São José dos Campos,3549904,city,1,0.13704,0,0,0,0.0,729737,False,True
202012,2020-03-20,3,SP,São José dos Campos,3549904,city,1,0.13704,0,0,0,0.0,729737,False,False
202012,2020-03-19,2,SP,São José dos Campos,3549904,city,1,0.13704,0,0,0,0.0,729737,False,True
202012,2020-03-18,1,SP,São José dos Campos,3549904,city,1,0.13704,1,0,0,0.0,729737,False,False
