"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"18-07-2019","Não","130","08:00","08:10","10","""Café da manhã com Deputado Fábio Faria (PSD/RN); Luis Cláudio Costa, Presidente da Rede Record; e Marcos Vinicius, CEO da Rede Record""","""Palácio da Alvorada"""
"18-07-2019","Não","130","10:00","10:10","10","""Pedro Guimarães, Presidente da CAIXA""","""Palácio do Planalto"""
"18-07-2019","Não","130","10:20","10:30","10","""Deputada Bia Kicis (PSL/DF), Vice-Líder do Governo no Congresso Nacional; Deputado Herculano Passos (MDB/SP), Vice-Líder do Câmara dos Deputados; e Luiz Antônio Fleury Filho, ex-governador de São Paulo""","""Palácio do Planalto"""
"18-07-2019","Não","130","11:00","11:10","10","""Rogério Marinho, Secretário Especial da Previdência e Trabalho do Ministério da Economia""","""Palácio do Planalto"""
"18-07-2019","Não","130","11:30","11:40","10","""Tarcísio Gomes de Freitas, Ministro de Estado da Infraestrutura; e Senador Roberto Rocha (PSDB/MA), Líder do PSDB no Senado Federal""","""Palácio do Planalto"""
"18-07-2019","Não","130","12:15","12:25","10","""Michelle Bolsonaro, Primeira-Dama; Luiz Henrique Mandetta, Ministro de Estado da Saúde; Susana Cordeiro Guerra, Presidente do Instituto Brasileiro de Geografia e Estatística - IBGE; e Marcos Mion, Apresentador""","""Palácio do Planalto"""
"18-07-2019","Não","130","14:30","14:40","10","""Marcelo Álvaro Antônio, Ministro de Estado do Turismo""","""Palácio do Planalto"""
"18-07-2019","Não","130","15:00","15:10","10","""Davi Alcolumbre, Presidente do Senado Federal; Rubens Menin, Empresário; e Ricardo Valadares Gontijo, Empresário""","""Palácio do Planalto"""
"18-07-2019","Não","130","15:30","15:40","10","""Osmar Terra, Ministro de Estado da Cidadania""","""Palácio do Planalto"""
"18-07-2019","Não","130","16:10","16:20","10","""Solenidade Alusiva aos 200 Dias de Governo""","""Palácio do Planalto"""
"18-07-2019","Não","130","17:50","18:00","10","""Bento Albuquerque, Ministro de Estado de Minas e Energia""","""Palácio do Planalto"""
"18-07-2019","Não","130","18:10","18:20","10","""General Floriano Peixoto, Presidente dos Correios""","""Palácio do Planalto"""
"18-07-2019","Não","130","19:00","19:10","10","""Transmissão ao Vivo (Live) com Tarcísio Gomes de Freitas, Ministro de Estado da Infraestrutura; e Deputado Hélio Lopes (PSL/RJ)""","""Palácio do Planalto"""
