sigla_partido,sigla_uf,ano
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
PSOL,BA,2021
