sigla_partido,sigla_uf,ano,motivo
AVANTE,AC,2021,CANCELAMENTO AUTOMÁTICO
AVANTE,AC,2021,CANCELAMENTO AUTOMÁTICO
AVANTE,AC,2021,CANCELAMENTO AUTOMÁTICO
CIDADANIA,AC,2021,CANCELAMENTO AUTOMÁTICO
CIDADANIA,AC,2021,CANCELAMENTO AUTOMÁTICO
PATRIOTA,AC,2021,CANCELAMENTO AUTOMÁTICO
PATRIOTA,AC,2021,CANCELAMENTO AUTOMÁTICO
PATRIOTA,AC,2021,CANCELAMENTO AUTOMÁTICO
PATRIOTA,AC,2021,CANCELAMENTO AUTOMÁTICO
PATRIOTA,AC,2021,CANCELAMENTO AUTOMÁTICO
DC,AC,2021,A PEDIDO DO ELEITOR
DEM,AC,2021,CANCELAMENTO AUTOMÁTICO
DEM,AC,2021,CANCELAMENTO AUTOMÁTICO
DEM,AC,2021,CANCELAMENTO AUTOMÁTICO
PCO,AC,2021,CANCELAMENTO AUTOMÁTICO
PCO,AC,2021,CANCELAMENTO AUTOMÁTICO
PL,AC,2021,A PEDIDO DO ELEITOR
PL,AC,2021,A PEDIDO DO ELEITOR
PL,AC,2021,A PEDIDO DO ELEITOR
PL,AC,2021,A PEDIDO DO ELEITOR
PL,AC,2021,CANCELAMENTO AUTOMÁTICO
PL,AC,2021,CANCELAMENTO AUTOMÁTICO
PL,AC,2021,CANCELAMENTO AUTOMÁTICO
PL,AC,2021,CANCELAMENTO AUTOMÁTICO
PL,AC,2021,CANCELAMENTO AUTOMÁTICO
PMB,AC,2021,JUDICIAL
PCDOB,AC,2021,CANCELAMENTO AUTOMÁTICO
PCDOB,AC,2021,A PEDIDO DO ELEITOR
PCDOB,AC,2021,A PEDIDO DO ELEITOR
PCDOB,AC,2021,CANCELAMENTO AUTOMÁTICO
PCDOB,AC,2021,A PEDIDO DO ELEITOR
PCDOB,AC,2021,A PEDIDO DO ELEITOR
PCDOB,AC,2021,CANCELAMENTO AUTOMÁTICO
PCDOB,AC,2021,A PEDIDO DO ELEITOR
PCDOB,AC,2021,CANCELAMENTO AUTOMÁTICO
PCDOB,AC,2021,CANCELAMENTO AUTOMÁTICO
PCDOB,AC,2021,A PEDIDO DO ELEITOR
PCDOB,AC,2021,CANCELAMENTO AUTOMÁTICO
PCDOB,AC,2021,CANCELAMENTO AUTOMÁTICO
PCDOB,AC,2021,CANCELAMENTO AUTOMÁTICO
PDT,AC,2021,CANCELAMENTO AUTOMÁTICO
MDB,AC,2021,CANCELAMENTO AUTOMÁTICO
MDB,AC,2021,CANCELAMENTO AUTOMÁTICO
MDB,AC,2200,JUDICIAL
MDB,AC,2021,CANCELAMENTO AUTOMÁTICO
MDB,AC,2021,CANCELAMENTO AUTOMÁTICO
MDB,AC,2021,CANCELAMENTO AUTOMÁTICO
MDB,AC,2021,CANCELAMENTO AUTOMÁTICO
MDB,AC,2021,CANCELAMENTO AUTOMÁTICO
MDB,AC,2021,CANCELAMENTO AUTOMÁTICO
MDB,AC,2021,CANCELAMENTO AUTOMÁTICO
PROS,AC,2021,CANCELAMENTO AUTOMÁTICO
PROS,AC,2021,CANCELAMENTO AUTOMÁTICO
PSD,AC,2021,CANCELAMENTO AUTOMÁTICO
PSD,AC,2021,A PEDIDO DO ELEITOR
PSD,AC,2021,CANCELAMENTO AUTOMÁTICO
PODE,AC,2021,CANCELAMENTO AUTOMÁTICO
PODE,AC,2021,CANCELAMENTO AUTOMÁTICO
PODE,AC,2021,A PEDIDO DO ELEITOR
PODE,AC,2021,CANCELAMENTO AUTOMÁTICO
PODE,AC,2021,CANCELAMENTO AUTOMÁTICO
PODE,AC,2021,CANCELAMENTO AUTOMÁTICO
PSB,AC,2021,CANCELAMENTO AUTOMÁTICO
PSB,AC,2021,CANCELAMENTO AUTOMÁTICO
PSB,AC,2021,A PEDIDO DO ELEITOR
PSB,AC,2021,A PEDIDO DO ELEITOR
PSB,AC,2021,CANCELAMENTO AUTOMÁTICO
PSB,AC,2021,CANCELAMENTO AUTOMÁTICO
PSB,AC,2021,CANCELAMENTO AUTOMÁTICO
PP,AC,2021,A PEDIDO DO ELEITOR
PP,AC,2021,CANCELAMENTO AUTOMÁTICO
PP,AC,2021,CANCELAMENTO AUTOMÁTICO
PP,AC,2021,CANCELAMENTO AUTOMÁTICO
PP,AC,2021,CANCELAMENTO AUTOMÁTICO
PMN,AC,2021,A PEDIDO DO ELEITOR
PSC,AC,2021,CANCELAMENTO AUTOMÁTICO
PSC,AC,2021,CANCELAMENTO AUTOMÁTICO
PSC,AC,2021,A PEDIDO DO ELEITOR
PSC,AC,2021,A PEDIDO DO ELEITOR
PSC,AC,2021,A PEDIDO DO ELEITOR
PSC,AC,2021,CANCELAMENTO AUTOMÁTICO
PSC,AC,2021,CANCELAMENTO AUTOMÁTICO
PSL,AC,2021,CANCELAMENTO AUTOMÁTICO
PSL,AC,2021,CANCELAMENTO AUTOMÁTICO
PSL,AC,2021,A PEDIDO DO ELEITOR
PSL,AC,2021,CANCELAMENTO AUTOMÁTICO
PSOL,AC,2021,CANCELAMENTO AUTOMÁTICO
PSOL,AC,2021,CANCELAMENTO AUTOMÁTICO
PSDB,AC,2021,A PEDIDO DO ELEITOR
PSDB,AC,2021,CANCELAMENTO AUTOMÁTICO
PSDB,AC,2021,A PEDIDO DO ELEITOR
PSDB,AC,2021,CANCELAMENTO AUTOMÁTICO
PSDB,AC,2021,CANCELAMENTO AUTOMÁTICO
PSDB,AC,2021,CANCELAMENTO AUTOMÁTICO
PSDB,AC,2021,CANCELAMENTO AUTOMÁTICO
PSDB,AC,2021,A PEDIDO DO ELEITOR
PSDB,AC,2021,A PEDIDO DO ELEITOR
PSDB,AC,2021,CANCELAMENTO AUTOMÁTICO
PSDB,AC,2021,CANCELAMENTO AUTOMÁTICO
REDE,AC,2021,CANCELAMENTO AUTOMÁTICO
PV,AC,2021,A PEDIDO DO ELEITOR
PV,AC,2021,A PEDIDO DO ELEITOR
PTB,AC,2021,CANCELAMENTO AUTOMÁTICO
REPUBLICANOS,AC,2021,A PEDIDO DO ELEITOR
REPUBLICANOS,AC,2021,JUDICIAL
REPUBLICANOS,AC,2021,CANCELAMENTO AUTOMÁTICO
REPUBLICANOS,AC,2021,A PEDIDO DO ELEITOR
REPUBLICANOS,AC,2021,CANCELAMENTO AUTOMÁTICO
SOLIDARIEDADE,AC,2021,CANCELAMENTO AUTOMÁTICO
SOLIDARIEDADE,AC,2021,CANCELAMENTO AUTOMÁTICO
SOLIDARIEDADE,AC,2021,CANCELAMENTO AUTOMÁTICO
SOLIDARIEDADE,AC,2021,CANCELAMENTO AUTOMÁTICO
SOLIDARIEDADE,AC,2021,A PEDIDO DO ELEITOR
SOLIDARIEDADE,AC,2021,A PEDIDO DO ELEITOR
SOLIDARIEDADE,AC,2021,A PEDIDO DO ELEITOR
PTC,AC,2021,CANCELAMENTO AUTOMÁTICO
PT,AC,2021,A PEDIDO DO ELEITOR
PT,AC,2021,A PEDIDO DO ELEITOR
PT,AC,2021,CANCELAMENTO AUTOMÁTICO
PT,AC,2021,A PEDIDO DO ELEITOR
PT,AC,2021,A PEDIDO DO ELEITOR
PT,AC,2021,A PEDIDO DO ELEITOR
PT,AC,2021,A PEDIDO DO ELEITOR
PT,AC,2021,CANCELAMENTO AUTOMÁTICO
PT,AC,2021,A PEDIDO DO ELEITOR
PT,AC,2021,A PEDIDO DO ELEITOR
PT,AC,2021,A PEDIDO DO ELEITOR
PT,AC,2021,A PEDIDO DO ELEITOR
PT,AC,2021,A PEDIDO DO ELEITOR
PT,AC,2021,A PEDIDO DO ELEITOR
PT,AC,2021,A PEDIDO DO ELEITOR
PT,AC,2021,A PEDIDO DO ELEITOR
PT,AC,2021,A PEDIDO DO ELEITOR
PT,AC,2021,A PEDIDO DO ELEITOR
PT,AC,2021,A PEDIDO DO ELEITOR
PT,AC,2021,A PEDIDO DO ELEITOR
PT,AC,2021,CANCELAMENTO AUTOMÁTICO
PT,AC,2021,A PEDIDO DO ELEITOR
PT,AC,2021,CANCELAMENTO AUTOMÁTICO
PT,AC,2021,A PEDIDO DO ELEITOR
PT,AC,2021,A PEDIDO DO ELEITOR
PT,AC,2021,A PEDIDO DO ELEITOR
PT,AC,2021,A PEDIDO DO ELEITOR
PT,AC,2021,A PEDIDO DO ELEITOR
PT,AC,2021,A PEDIDO DO ELEITOR
PT,AC,2021,A PEDIDO DO ELEITOR
PT,AC,2021,A PEDIDO DO ELEITOR
PT,AC,2021,A PEDIDO DO ELEITOR
PT,AC,2021,A PEDIDO DO ELEITOR
PT,AC,2021,A PEDIDO DO ELEITOR
PT,AC,2021,CANCELAMENTO AUTOMÁTICO
PT,AC,2021,CANCELAMENTO AUTOMÁTICO
PT,AC,2021,A PEDIDO DO ELEITOR
PT,AC,2021,A PEDIDO DO ELEITOR
PT,AC,2021,A PEDIDO DO ELEITOR
PT,AC,2021,CANCELAMENTO AUTOMÁTICO
PT,AC,2021,A PEDIDO DO ELEITOR
PT,AC,2219,A PEDIDO DO ELEITOR
PT,AC,2021,A PEDIDO DO ELEITOR
PT,AC,2021,CANCELAMENTO AUTOMÁTICO
PT,AC,2021,CANCELAMENTO AUTOMÁTICO
PT,AC,2021,CANCELAMENTO AUTOMÁTICO
PT,AC,2021,CANCELAMENTO AUTOMÁTICO
AVANTE,AL,2021,JUDICIAL
AVANTE,AL,2021,CANCELAMENTO AUTOMÁTICO
NOVO,AL,2021,A PEDIDO DO ELEITOR
DC,AL,2021,CANCELAMENTO AUTOMÁTICO
PCDOB,AL,2021,JUDICIAL
PCDOB,AL,2021,JUDICIAL
PCDOB,AL,2021,CANCELAMENTO AUTOMÁTICO
CIDADANIA,AL,2021,JUDICIAL
CIDADANIA,AL,2021,CANCELAMENTO AUTOMÁTICO
CIDADANIA,AL,2021,JUDICIAL
PATRIOTA,AL,2021,CANCELAMENTO AUTOMÁTICO
PATRIOTA,AL,2021,JUDICIAL
PATRIOTA,AL,2021,CANCELAMENTO AUTOMÁTICO
PATRIOTA,AL,2021,CANCELAMENTO AUTOMÁTICO
PATRIOTA,AL,2021,A PEDIDO DO ELEITOR
PATRIOTA,AL,2021,A PEDIDO DO ELEITOR
PATRIOTA,AL,2021,A PEDIDO DO ELEITOR
PATRIOTA,AL,2021,A PEDIDO DO ELEITOR
PATRIOTA,AL,2021,A PEDIDO DO ELEITOR
PATRIOTA,AL,2021,A PEDIDO DO ELEITOR
PATRIOTA,AL,2021,CANCELAMENTO AUTOMÁTICO
PATRIOTA,AL,2049,A PEDIDO DO ELEITOR
DEM,AL,2021,CANCELAMENTO AUTOMÁTICO
DEM,AL,2021,CANCELAMENTO AUTOMÁTICO
DEM,AL,2021,JUDICIAL
DEM,AL,2021,CANCELAMENTO AUTOMÁTICO
DEM,AL,2021,A PEDIDO DO ELEITOR
DEM,AL,2021,CANCELAMENTO AUTOMÁTICO
DEM,AL,2021,JUDICIAL
DEM,AL,2021,A PEDIDO DO ELEITOR
DEM,AL,2021,A PEDIDO DO ELEITOR
DEM,AL,2021,A PEDIDO DO ELEITOR
PDT,AL,2209,JUDICIAL
PDT,AL,2021,JUDICIAL
PDT,AL,2021,CANCELAMENTO AUTOMÁTICO
PDT,AL,2021,CANCELAMENTO AUTOMÁTICO
PDT,AL,2021,CANCELAMENTO AUTOMÁTICO
PDT,AL,2021,CANCELAMENTO AUTOMÁTICO
PODE,AL,2021,CANCELAMENTO AUTOMÁTICO
PODE,AL,2021,CANCELAMENTO AUTOMÁTICO
PODE,AL,2021,CANCELAMENTO AUTOMÁTICO
PODE,AL,2021,CANCELAMENTO AUTOMÁTICO
PROS,AL,2021,CANCELAMENTO AUTOMÁTICO
PROS,AL,2021,CANCELAMENTO AUTOMÁTICO
PROS,AL,2021,A PEDIDO DO ELEITOR
PROS,AL,2021,CANCELAMENTO AUTOMÁTICO
PROS,AL,2021,A PEDIDO DO ELEITOR
PROS,AL,2021,A PEDIDO DO ELEITOR
PROS,AL,2021,CANCELAMENTO AUTOMÁTICO
PROS,AL,2021,CANCELAMENTO AUTOMÁTICO
PROS,AL,2021,CANCELAMENTO AUTOMÁTICO
PROS,AL,2021,CANCELAMENTO AUTOMÁTICO
PROS,AL,2021,CANCELAMENTO AUTOMÁTICO
PROS,AL,2021,CANCELAMENTO AUTOMÁTICO
PROS,AL,2021,CANCELAMENTO AUTOMÁTICO
PL,AL,2021,CANCELAMENTO AUTOMÁTICO
PL,AL,2021,JUDICIAL
PL,AL,2021,A PEDIDO DO ELEITOR
MDB,AL,2021,CANCELAMENTO AUTOMÁTICO
MDB,AL,2021,CANCELAMENTO AUTOMÁTICO
MDB,AL,2021,A PEDIDO DO ELEITOR
MDB,AL,2021,CANCELAMENTO AUTOMÁTICO
MDB,AL,2021,JUDICIAL
MDB,AL,2021,CANCELAMENTO AUTOMÁTICO
MDB,AL,2021,CANCELAMENTO AUTOMÁTICO
MDB,AL,2021,CANCELAMENTO AUTOMÁTICO
MDB,AL,2021,A PEDIDO DO ELEITOR
MDB,AL,2021,CANCELAMENTO AUTOMÁTICO
MDB,AL,2021,A PEDIDO DO ELEITOR
MDB,AL,2021,A PEDIDO DO ELEITOR
MDB,AL,2021,CANCELAMENTO AUTOMÁTICO
MDB,AL,2021,A PEDIDO DO ELEITOR
MDB,AL,2021,A PEDIDO DO ELEITOR
PRTB,AL,2021,JUDICIAL
PRTB,AL,2021,A PEDIDO DO ELEITOR
PRTB,AL,2021,CANCELAMENTO AUTOMÁTICO
PMN,AL,2021,CANCELAMENTO AUTOMÁTICO
PMN,AL,2021,A PEDIDO DO ELEITOR
PMN,AL,2021,A PEDIDO DO ELEITOR
PMN,AL,2021,CANCELAMENTO AUTOMÁTICO
PSD,AL,2021,CANCELAMENTO AUTOMÁTICO
PSD,AL,2021,A PEDIDO DO ELEITOR
PSD,AL,2021,CANCELAMENTO AUTOMÁTICO
PSD,AL,2021,CANCELAMENTO AUTOMÁTICO
PSD,AL,2021,CANCELAMENTO AUTOMÁTICO
PSD,AL,2021,CANCELAMENTO AUTOMÁTICO
PSC,AL,2021,CANCELAMENTO AUTOMÁTICO
PSC,AL,2021,CANCELAMENTO AUTOMÁTICO
PSC,AL,2021,JUDICIAL
PSC,AL,2021,CANCELAMENTO AUTOMÁTICO
PSC,AL,2021,CANCELAMENTO AUTOMÁTICO
PSC,AL,2021,CANCELAMENTO AUTOMÁTICO
PSC,AL,2021,A PEDIDO DO ELEITOR
PSC,AL,2021,A PEDIDO DO ELEITOR
PP,AL,2021,A PEDIDO DO ELEITOR
PP,AL,2021,A PEDIDO DO ELEITOR
PP,AL,2021,A PEDIDO DO ELEITOR
PP,AL,2021,CANCELAMENTO AUTOMÁTICO
PP,AL,2021,JUDICIAL
PP,AL,2021,CANCELAMENTO AUTOMÁTICO
PP,AL,2021,JUDICIAL
PP,AL,2021,A PEDIDO DO ELEITOR
PSOL,AL,2021,CANCELAMENTO AUTOMÁTICO
PSOL,AL,2021,A PEDIDO DO ELEITOR
PSOL,AL,2021,CANCELAMENTO AUTOMÁTICO
PSL,AL,2021,JUDICIAL
PSL,AL,2021,CANCELAMENTO AUTOMÁTICO
PSL,AL,2021,CANCELAMENTO AUTOMÁTICO
PSL,AL,2021,A PEDIDO DO ELEITOR
PSL,AL,2209,JUDICIAL
PSL,AL,2021,A PEDIDO DO ELEITOR
PV,AL,2021,JUDICIAL
PV,AL,2021,CANCELAMENTO AUTOMÁTICO
PV,AL,2021,CANCELAMENTO AUTOMÁTICO
PV,AL,2021,CANCELAMENTO AUTOMÁTICO
REDE,AL,2021,A PEDIDO DO ELEITOR
REPUBLICANOS,AL,2021,JUDICIAL
REPUBLICANOS,AL,2021,JUDICIAL
REPUBLICANOS,AL,2021,CANCELAMENTO AUTOMÁTICO
REPUBLICANOS,AL,2021,JUDICIAL
REPUBLICANOS,AL,2021,CANCELAMENTO AUTOMÁTICO
REPUBLICANOS,AL,2021,CANCELAMENTO AUTOMÁTICO
REPUBLICANOS,AL,2021,CANCELAMENTO AUTOMÁTICO
REPUBLICANOS,AL,2021,CANCELAMENTO AUTOMÁTICO
PT,AL,2021,A PEDIDO DO ELEITOR
PT,AL,2021,CANCELAMENTO AUTOMÁTICO
PT,AL,2021,JUDICIAL
PT,AL,2021,CANCELAMENTO AUTOMÁTICO
PT,AL,2021,CANCELAMENTO AUTOMÁTICO
PT,AL,2021,CANCELAMENTO AUTOMÁTICO
PT,AL,2021,CANCELAMENTO AUTOMÁTICO
PT,AL,2021,A PEDIDO DO ELEITOR
PT,AL,2021,CANCELAMENTO AUTOMÁTICO
PT,AL,2021,A PEDIDO DO ELEITOR
PT,AL,2021,A PEDIDO DO ELEITOR
PT,AL,2021,CANCELAMENTO AUTOMÁTICO
PT,AL,2021,CANCELAMENTO AUTOMÁTICO
PT,AL,2021,CANCELAMENTO AUTOMÁTICO
PT,AL,2021,CANCELAMENTO AUTOMÁTICO
PT,AL,2021,CANCELAMENTO AUTOMÁTICO
PT,AL,2021,CANCELAMENTO AUTOMÁTICO
PT,AL,2021,CANCELAMENTO AUTOMÁTICO
PT,AL,2021,CANCELAMENTO AUTOMÁTICO
PT,AL,2021,CANCELAMENTO AUTOMÁTICO
PT,AL,2021,CANCELAMENTO AUTOMÁTICO
PT,AL,2021,CANCELAMENTO AUTOMÁTICO
PT,AL,2021,CANCELAMENTO AUTOMÁTICO
PT,AL,2021,CANCELAMENTO AUTOMÁTICO
PT,AL,2021,CANCELAMENTO AUTOMÁTICO
PT,AL,2021,CANCELAMENTO AUTOMÁTICO
PT,AL,2021,CANCELAMENTO AUTOMÁTICO
PT,AL,2021,A PEDIDO DO ELEITOR
PTC,AL,2021,CANCELAMENTO AUTOMÁTICO
PTC,AL,2021,CANCELAMENTO AUTOMÁTICO
AVANTE,AM,2021,CANCELAMENTO AUTOMÁTICO
AVANTE,AM,2021,A PEDIDO DO ELEITOR
AVANTE,AM,2021,CANCELAMENTO AUTOMÁTICO
AVANTE,AM,2021,CANCELAMENTO AUTOMÁTICO
AVANTE,AM,2021,CANCELAMENTO AUTOMÁTICO
AVANTE,AM,2021,CANCELAMENTO AUTOMÁTICO
AVANTE,AM,2021,A PEDIDO DO ELEITOR
AVANTE,AM,2021,CANCELAMENTO AUTOMÁTICO
AVANTE,AM,2021,CANCELAMENTO AUTOMÁTICO
NOVO,AM,2021,CANCELAMENTO AUTOMÁTICO
NOVO,AM,2021,JUDICIAL
PTB,AL,2021,CANCELAMENTO AUTOMÁTICO
PTB,AL,2021,JUDICIAL
PTB,AL,2021,JUDICIAL
PTB,AL,2021,JUDICIAL
PTB,AL,2021,CANCELAMENTO AUTOMÁTICO
PTB,AL,2021,CANCELAMENTO AUTOMÁTICO
PTB,AL,2021,CANCELAMENTO AUTOMÁTICO
PTB,AL,2021,A PEDIDO DO ELEITOR
PTB,AL,2021,A PEDIDO DO ELEITOR
PTB,AL,2021,A PEDIDO DO ELEITOR
PTB,AL,2021,A PEDIDO DO ELEITOR
PTB,AL,2021,A PEDIDO DO ELEITOR
PTB,AL,2021,A PEDIDO DO ELEITOR
PTB,AL,2021,CANCELAMENTO AUTOMÁTICO
PTB,AL,2021,CANCELAMENTO AUTOMÁTICO
PTB,AL,2021,A PEDIDO DO ELEITOR
PTB,AL,2021,CANCELAMENTO AUTOMÁTICO
CIDADANIA,AM,2021,CANCELAMENTO AUTOMÁTICO
CIDADANIA,AM,2021,CANCELAMENTO AUTOMÁTICO
CIDADANIA,AM,2021,A PEDIDO DO ELEITOR
CIDADANIA,AM,2021,CANCELAMENTO AUTOMÁTICO
CIDADANIA,AM,2021,CANCELAMENTO AUTOMÁTICO
CIDADANIA,AM,2021,CANCELAMENTO AUTOMÁTICO
CIDADANIA,AM,2021,CANCELAMENTO AUTOMÁTICO
PSDB,AL,2021,CANCELAMENTO AUTOMÁTICO
PSDB,AL,2023,-
PSDB,AL,2021,JUDICIAL
PSDB,AL,2021,A PEDIDO DO ELEITOR
PSDB,AL,2021,CANCELAMENTO AUTOMÁTICO
PSDB,AL,2021,CANCELAMENTO AUTOMÁTICO
PSDB,AL,2021,CANCELAMENTO AUTOMÁTICO
PSDB,AL,2021,A PEDIDO DO ELEITOR
PSDB,AL,2021,CANCELAMENTO AUTOMÁTICO
PSDB,AL,2021,CANCELAMENTO AUTOMÁTICO
DC,AM,2021,A PEDIDO DO ELEITOR
DC,AM,2021,CANCELAMENTO AUTOMÁTICO
DC,AM,2021,CANCELAMENTO AUTOMÁTICO
DC,AM,2021,CANCELAMENTO AUTOMÁTICO
PCB,AM,2021,CANCELAMENTO AUTOMÁTICO
PCB,AM,2021,CANCELAMENTO AUTOMÁTICO
PSB,AL,8511,JUDICIAL
PSB,AL,2021,CANCELAMENTO AUTOMÁTICO
PSB,AL,2021,CANCELAMENTO AUTOMÁTICO
PSB,AL,2021,A PEDIDO DO ELEITOR
PSB,AL,2021,CANCELAMENTO AUTOMÁTICO
PSB,AL,2021,CANCELAMENTO AUTOMÁTICO
PSB,AL,2021,CANCELAMENTO AUTOMÁTICO
PSB,AL,2021,CANCELAMENTO AUTOMÁTICO
PSB,AL,2021,JUDICIAL
PSB,AL,2021,CANCELAMENTO AUTOMÁTICO
PSB,AL,2021,CANCELAMENTO AUTOMÁTICO
PCO,BA,2021,CANCELAMENTO AUTOMÁTICO
PCO,BA,2021,CANCELAMENTO AUTOMÁTICO
PCO,BA,2021,CANCELAMENTO AUTOMÁTICO
PCO,DF,2021,CANCELAMENTO AUTOMÁTICO
PCO,DF,2021,A PEDIDO DO ELEITOR
PMN,AP,2021,CANCELAMENTO AUTOMÁTICO
PMN,AP,2021,CANCELAMENTO AUTOMÁTICO
PATRIOTA,AP,2021,CANCELAMENTO AUTOMÁTICO
PATRIOTA,AP,2021,A PEDIDO DO ELEITOR
PATRIOTA,AP,2021,CANCELAMENTO AUTOMÁTICO
PATRIOTA,AP,2021,CANCELAMENTO AUTOMÁTICO
PCO,AM,2021,CANCELAMENTO AUTOMÁTICO
PCO,AM,2021,CANCELAMENTO AUTOMÁTICO
PCO,AM,2021,CANCELAMENTO AUTOMÁTICO
PCO,AM,2021,CANCELAMENTO AUTOMÁTICO
SOLIDARIEDADE,AL,2021,CANCELAMENTO AUTOMÁTICO
SOLIDARIEDADE,AL,2021,CANCELAMENTO AUTOMÁTICO
PROS,AP,2021,CANCELAMENTO AUTOMÁTICO
PROS,AP,2021,CANCELAMENTO AUTOMÁTICO
PROS,AP,2021,A PEDIDO DO ELEITOR
PROS,AP,2021,CANCELAMENTO AUTOMÁTICO
PROS,AP,2021,CANCELAMENTO AUTOMÁTICO
PROS,AP,2021,CANCELAMENTO AUTOMÁTICO
PROS,AP,2021,CANCELAMENTO AUTOMÁTICO
PROS,AP,2021,CANCELAMENTO AUTOMÁTICO
PROS,AP,2021,CANCELAMENTO AUTOMÁTICO
PROS,AP,2021,CANCELAMENTO AUTOMÁTICO
PROS,AP,2021,CANCELAMENTO AUTOMÁTICO
PROS,AP,2021,CANCELAMENTO AUTOMÁTICO
PROS,AP,2021,CANCELAMENTO AUTOMÁTICO
NOVO,CE,2021,CANCELAMENTO AUTOMÁTICO
NOVO,CE,2021,CANCELAMENTO AUTOMÁTICO
CIDADANIA,AP,2021,CANCELAMENTO AUTOMÁTICO
CIDADANIA,AP,2021,CANCELAMENTO AUTOMÁTICO
CIDADANIA,AP,2021,CANCELAMENTO AUTOMÁTICO
CIDADANIA,AP,2021,CANCELAMENTO AUTOMÁTICO
CIDADANIA,AP,2021,CANCELAMENTO AUTOMÁTICO
CIDADANIA,AP,2021,CANCELAMENTO AUTOMÁTICO
CIDADANIA,AP,2021,CANCELAMENTO AUTOMÁTICO
CIDADANIA,AP,2021,CANCELAMENTO AUTOMÁTICO
CIDADANIA,AP,2021,CANCELAMENTO AUTOMÁTICO
CIDADANIA,AP,2021,CANCELAMENTO AUTOMÁTICO
CIDADANIA,AP,2021,CANCELAMENTO AUTOMÁTICO
CIDADANIA,AP,2021,CANCELAMENTO AUTOMÁTICO
CIDADANIA,AP,2021,CANCELAMENTO AUTOMÁTICO
CIDADANIA,AP,2021,CANCELAMENTO AUTOMÁTICO
CIDADANIA,AP,2021,CANCELAMENTO AUTOMÁTICO
PCB,BA,2021,CANCELAMENTO AUTOMÁTICO
NOVO,BA,2021,CANCELAMENTO AUTOMÁTICO
NOVO,BA,2021,A PEDIDO DO ELEITOR
NOVO,BA,2021,A PEDIDO DO ELEITOR
NOVO,BA,2021,CANCELAMENTO AUTOMÁTICO
DC,AP,2021,CANCELAMENTO AUTOMÁTICO
DC,AP,2021,CANCELAMENTO AUTOMÁTICO
PSOL,AM,2021,CANCELAMENTO AUTOMÁTICO
PSOL,AM,2021,CANCELAMENTO AUTOMÁTICO
PSOL,AM,2021,CANCELAMENTO AUTOMÁTICO
PSOL,AM,2021,CANCELAMENTO AUTOMÁTICO
PSOL,AM,2021,CANCELAMENTO AUTOMÁTICO
PSTU,BA,2021,CANCELAMENTO AUTOMÁTICO
PSTU,BA,2021,CANCELAMENTO AUTOMÁTICO
PSTU,BA,2021,A PEDIDO DO ELEITOR
PSTU,BA,2021,CANCELAMENTO AUTOMÁTICO
PL,AP,2021,CANCELAMENTO AUTOMÁTICO
PL,AP,2021,CANCELAMENTO AUTOMÁTICO
PL,AP,2021,CANCELAMENTO AUTOMÁTICO
PL,AP,2021,CANCELAMENTO AUTOMÁTICO
PL,AP,2021,CANCELAMENTO AUTOMÁTICO
PL,AP,2021,CANCELAMENTO AUTOMÁTICO
PL,AP,2021,CANCELAMENTO AUTOMÁTICO
PL,AP,2021,A PEDIDO DO ELEITOR
PL,AP,2021,CANCELAMENTO AUTOMÁTICO
PL,AP,2021,CANCELAMENTO AUTOMÁTICO
PL,AP,2021,CANCELAMENTO AUTOMÁTICO
PL,AP,2021,CANCELAMENTO AUTOMÁTICO
PL,AP,2021,CANCELAMENTO AUTOMÁTICO
PL,AP,2021,CANCELAMENTO AUTOMÁTICO
PSTU,CE,2021,CANCELAMENTO AUTOMÁTICO
PSTU,CE,2021,CANCELAMENTO AUTOMÁTICO
PSTU,CE,2021,CANCELAMENTO AUTOMÁTICO
DC,DF,2021,A PEDIDO DO ELEITOR
DC,DF,2021,A PEDIDO DO ELEITOR
REPUBLICANOS,AP,2021,A PEDIDO DO ELEITOR
REPUBLICANOS,AP,2021,CANCELAMENTO AUTOMÁTICO
REPUBLICANOS,AP,2021,CANCELAMENTO AUTOMÁTICO
REPUBLICANOS,AP,2021,CANCELAMENTO AUTOMÁTICO
REPUBLICANOS,AP,2021,CANCELAMENTO AUTOMÁTICO
REPUBLICANOS,AP,2021,CANCELAMENTO AUTOMÁTICO
REPUBLICANOS,AP,2021,CANCELAMENTO AUTOMÁTICO
REPUBLICANOS,AP,2021,CANCELAMENTO AUTOMÁTICO
REPUBLICANOS,AP,2021,CANCELAMENTO AUTOMÁTICO
REPUBLICANOS,AP,2021,CANCELAMENTO AUTOMÁTICO
REPUBLICANOS,AP,2021,CANCELAMENTO AUTOMÁTICO
REPUBLICANOS,AP,2021,CANCELAMENTO AUTOMÁTICO
REPUBLICANOS,AP,2021,CANCELAMENTO AUTOMÁTICO
REPUBLICANOS,AP,2021,CANCELAMENTO AUTOMÁTICO
REPUBLICANOS,AP,2021,CANCELAMENTO AUTOMÁTICO
REPUBLICANOS,AP,2021,CANCELAMENTO AUTOMÁTICO
REPUBLICANOS,AP,2021,CANCELAMENTO AUTOMÁTICO
REPUBLICANOS,AP,2021,CANCELAMENTO AUTOMÁTICO
PMB,AP,2021,CANCELAMENTO AUTOMÁTICO
PMB,AP,2021,CANCELAMENTO AUTOMÁTICO
PMB,AP,2021,CANCELAMENTO AUTOMÁTICO
PMB,AP,2021,CANCELAMENTO AUTOMÁTICO
