sigla_partido,sigla_uf,ano,motivo
PCDOB,MA,2021,CANCELAMENTO AUTOMÁTICO
PCDOB,MA,2021,CANCELAMENTO AUTOMÁTICO
PCDOB,MA,2021,CANCELAMENTO AUTOMÁTICO
PCDOB,MA,2021,CANCELAMENTO AUTOMÁTICO
PCDOB,MA,2021,CANCELAMENTO AUTOMÁTICO
PCDOB,MA,2021,CANCELAMENTO AUTOMÁTICO
PCDOB,MA,2021,CANCELAMENTO AUTOMÁTICO
PCDOB,MA,2021,CANCELAMENTO AUTOMÁTICO
PCDOB,MA,2021,CANCELAMENTO AUTOMÁTICO
PCDOB,MA,2021,CANCELAMENTO AUTOMÁTICO
PCDOB,MA,2021,CANCELAMENTO AUTOMÁTICO
PCDOB,MA,2021,CANCELAMENTO AUTOMÁTICO
PCDOB,MA,2021,CANCELAMENTO AUTOMÁTICO
PCDOB,MA,2021,A PEDIDO DO ELEITOR
PCDOB,MA,2021,CANCELAMENTO AUTOMÁTICO
PCDOB,MA,2021,A PEDIDO DO ELEITOR
PCDOB,MA,2021,CANCELAMENTO AUTOMÁTICO
PODE,SE,2021,CANCELAMENTO AUTOMÁTICO
PODE,SE,2021,CANCELAMENTO AUTOMÁTICO
PODE,SE,2021,CANCELAMENTO AUTOMÁTICO
PODE,SE,2021,CANCELAMENTO AUTOMÁTICO
PODE,SE,2021,CANCELAMENTO AUTOMÁTICO
PODE,SE,2021,CANCELAMENTO AUTOMÁTICO
PODE,SE,2021,A PEDIDO DO ELEITOR
PODE,SE,2021,CANCELAMENTO AUTOMÁTICO
PODE,SE,2021,A PEDIDO DO ELEITOR
PODE,SE,2021,CANCELAMENTO AUTOMÁTICO
PSL,PE,2021,CANCELAMENTO AUTOMÁTICO
PSL,PE,2021,CANCELAMENTO AUTOMÁTICO
PSL,PE,2021,CANCELAMENTO AUTOMÁTICO
PSL,PE,2021,CANCELAMENTO AUTOMÁTICO
PSL,PE,2021,A PEDIDO DO ELEITOR
PSL,PE,2021,CANCELAMENTO AUTOMÁTICO
PSL,PE,2021,CANCELAMENTO AUTOMÁTICO
PSL,PE,2021,A PEDIDO DO ELEITOR
PSL,PE,2021,A PEDIDO DO ELEITOR
PSL,PE,2021,A PEDIDO DO ELEITOR
PSL,PE,2021,A PEDIDO DO ELEITOR
PSL,PE,2021,A PEDIDO DO ELEITOR
PSL,PE,2021,A PEDIDO DO ELEITOR
PSL,PE,2021,CANCELAMENTO AUTOMÁTICO
PSL,PE,2021,A PEDIDO DO ELEITOR
PSL,PE,2021,A PEDIDO DO ELEITOR
PSL,PE,2021,A PEDIDO DO ELEITOR
PSL,PE,2021,CANCELAMENTO AUTOMÁTICO
PSL,PE,2021,CANCELAMENTO AUTOMÁTICO
PSL,PE,2021,A PEDIDO DO ELEITOR
PSL,PE,2021,CANCELAMENTO AUTOMÁTICO
PSL,PE,2021,A PEDIDO DO ELEITOR
PSL,PE,2021,A PEDIDO DO ELEITOR
PSL,PE,2021,A PEDIDO DO ELEITOR
PSL,PE,2021,A PEDIDO DO ELEITOR
PSL,PE,2021,A PEDIDO DO ELEITOR
PSL,PE,2021,A PEDIDO DO ELEITOR
PSL,PE,2021,CANCELAMENTO AUTOMÁTICO
PSL,PE,2021,CANCELAMENTO AUTOMÁTICO
PSL,PE,2021,CANCELAMENTO AUTOMÁTICO
PSL,PE,2021,A PEDIDO DO ELEITOR
PSL,PE,2021,A PEDIDO DO ELEITOR
PSL,PE,2021,CANCELAMENTO AUTOMÁTICO
SOLIDARIEDADE,RS,2021,CANCELAMENTO AUTOMÁTICO
SOLIDARIEDADE,RS,2021,CANCELAMENTO AUTOMÁTICO
SOLIDARIEDADE,RS,2021,CANCELAMENTO AUTOMÁTICO
SOLIDARIEDADE,RS,2021,CANCELAMENTO AUTOMÁTICO
SOLIDARIEDADE,RS,2021,CANCELAMENTO AUTOMÁTICO
SOLIDARIEDADE,RS,2021,CANCELAMENTO AUTOMÁTICO
SOLIDARIEDADE,RS,2021,CANCELAMENTO AUTOMÁTICO
SOLIDARIEDADE,RS,2021,CANCELAMENTO AUTOMÁTICO
SOLIDARIEDADE,RS,2021,CANCELAMENTO AUTOMÁTICO
SOLIDARIEDADE,RS,2021,A PEDIDO DO ELEITOR
SOLIDARIEDADE,RS,2021,CANCELAMENTO AUTOMÁTICO
SOLIDARIEDADE,RS,2021,A PEDIDO DO ELEITOR
SOLIDARIEDADE,RS,2021,A PEDIDO DO ELEITOR
SOLIDARIEDADE,RS,2021,CANCELAMENTO AUTOMÁTICO
SOLIDARIEDADE,RS,2021,CANCELAMENTO AUTOMÁTICO
SOLIDARIEDADE,RS,2021,CANCELAMENTO AUTOMÁTICO
SOLIDARIEDADE,RS,2021,CANCELAMENTO AUTOMÁTICO
SOLIDARIEDADE,RS,2021,A PEDIDO DO ELEITOR
SOLIDARIEDADE,RS,2021,CANCELAMENTO AUTOMÁTICO
SOLIDARIEDADE,RS,2021,CANCELAMENTO AUTOMÁTICO
SOLIDARIEDADE,RS,2021,CANCELAMENTO AUTOMÁTICO
SOLIDARIEDADE,RS,2021,CANCELAMENTO AUTOMÁTICO
SOLIDARIEDADE,RS,2021,CANCELAMENTO AUTOMÁTICO
SOLIDARIEDADE,RS,2021,CANCELAMENTO AUTOMÁTICO
SOLIDARIEDADE,RS,2021,CANCELAMENTO AUTOMÁTICO
SOLIDARIEDADE,RS,2021,CANCELAMENTO AUTOMÁTICO
SOLIDARIEDADE,RS,2021,CANCELAMENTO AUTOMÁTICO
SOLIDARIEDADE,RS,2021,CANCELAMENTO AUTOMÁTICO
SOLIDARIEDADE,RS,2021,CANCELAMENTO AUTOMÁTICO
SOLIDARIEDADE,RS,2021,CANCELAMENTO AUTOMÁTICO
SOLIDARIEDADE,RS,2021,CANCELAMENTO AUTOMÁTICO
SOLIDARIEDADE,RS,2021,A PEDIDO DO ELEITOR
SOLIDARIEDADE,RS,2021,CANCELAMENTO AUTOMÁTICO
SOLIDARIEDADE,RS,2021,CANCELAMENTO AUTOMÁTICO
SOLIDARIEDADE,RS,2021,CANCELAMENTO AUTOMÁTICO
SOLIDARIEDADE,RS,2021,CANCELAMENTO AUTOMÁTICO
SOLIDARIEDADE,RS,2021,CANCELAMENTO AUTOMÁTICO
SOLIDARIEDADE,RS,2021,A PEDIDO DO ELEITOR
SOLIDARIEDADE,RS,2021,CANCELAMENTO AUTOMÁTICO
DEM,RN,2021,A PEDIDO DO ELEITOR
DEM,RN,2021,A PEDIDO DO ELEITOR
DEM,RN,2021,A PEDIDO DO ELEITOR
DEM,RN,2021,CANCELAMENTO AUTOMÁTICO
DEM,RN,2021,CANCELAMENTO AUTOMÁTICO
DEM,RN,2021,CANCELAMENTO AUTOMÁTICO
DEM,RN,2021,A PEDIDO DO ELEITOR
DEM,RN,2021,A PEDIDO DO ELEITOR
DEM,RN,2021,CANCELAMENTO AUTOMÁTICO
DEM,RN,2021,A PEDIDO DO ELEITOR
DEM,RN,2021,CANCELAMENTO AUTOMÁTICO
PTB,RO,2021,CANCELAMENTO AUTOMÁTICO
PTB,RO,2021,CANCELAMENTO AUTOMÁTICO
PTB,RO,2021,CANCELAMENTO AUTOMÁTICO
PTB,RO,2021,CANCELAMENTO AUTOMÁTICO
PTB,RO,2021,CANCELAMENTO AUTOMÁTICO
PTB,RO,2021,CANCELAMENTO AUTOMÁTICO
PTB,RO,2021,CANCELAMENTO AUTOMÁTICO
PTB,RO,2021,CANCELAMENTO AUTOMÁTICO
PTB,RO,2021,CANCELAMENTO AUTOMÁTICO
PTB,RO,2021,CANCELAMENTO AUTOMÁTICO
PTB,RO,2021,CANCELAMENTO AUTOMÁTICO
PTB,RO,2021,CANCELAMENTO AUTOMÁTICO
PDT,MT,2021,A PEDIDO DO ELEITOR
PDT,MT,2021,A PEDIDO DO ELEITOR
PDT,MT,2021,A PEDIDO DO ELEITOR
PDT,MT,2021,CANCELAMENTO AUTOMÁTICO
PDT,MT,2021,CANCELAMENTO AUTOMÁTICO
PDT,MT,2021,A PEDIDO DO ELEITOR
PDT,MT,2021,A PEDIDO DO ELEITOR
PDT,MT,2021,CANCELAMENTO AUTOMÁTICO
PDT,MT,2021,CANCELAMENTO AUTOMÁTICO
PDT,MT,2200,JUDICIAL
PDT,MT,2021,CANCELAMENTO AUTOMÁTICO
PDT,MT,2021,CANCELAMENTO AUTOMÁTICO
PDT,MT,2021,CANCELAMENTO AUTOMÁTICO
PDT,MT,2021,CANCELAMENTO AUTOMÁTICO
PDT,MT,2021,CANCELAMENTO AUTOMÁTICO
PDT,PI,2021,JUDICIAL
PDT,PI,2021,JUDICIAL
PDT,PI,2021,JUDICIAL
PDT,PI,2021,JUDICIAL
PDT,PI,2021,JUDICIAL
PDT,PI,2021,JUDICIAL
PDT,PI,2021,A PEDIDO DO PARTIDO
PDT,PI,2021,JUDICIAL
PDT,PI,2021,JUDICIAL
PDT,PI,2021,JUDICIAL
PDT,PI,2021,JUDICIAL
PDT,PI,2021,JUDICIAL
PDT,PI,2021,A PEDIDO DO PARTIDO
PDT,PI,2021,JUDICIAL
PDT,PI,2021,-
PDT,PI,2021,CANCELAMENTO AUTOMÁTICO
PDT,PI,2099,JUDICIAL
PDT,PI,2021,CANCELAMENTO AUTOMÁTICO
PDT,PI,2021,JUDICIAL
PDT,PI,2209,JUDICIAL
PDT,PI,2209,JUDICIAL
PDT,PI,2021,A PEDIDO DO ELEITOR
PDT,PI,2021,A PEDIDO DO ELEITOR
PDT,PI,2021,JUDICIAL
PDT,PI,2021,A PEDIDO DO ELEITOR
PDT,PI,2021,A PEDIDO DO ELEITOR
PDT,PI,2021,CANCELAMENTO AUTOMÁTICO
PDT,PI,2021,CANCELAMENTO AUTOMÁTICO
PDT,PI,2021,CANCELAMENTO AUTOMÁTICO
PROS,SP,2021,CANCELAMENTO AUTOMÁTICO
PROS,SP,2021,CANCELAMENTO AUTOMÁTICO
PROS,SP,2021,CANCELAMENTO AUTOMÁTICO
PROS,SP,2021,CANCELAMENTO AUTOMÁTICO
PROS,SP,2021,CANCELAMENTO AUTOMÁTICO
PROS,SP,2021,A PEDIDO DO ELEITOR
PROS,SP,2021,CANCELAMENTO AUTOMÁTICO
PROS,SP,2021,CANCELAMENTO AUTOMÁTICO
PROS,SP,2021,CANCELAMENTO AUTOMÁTICO
PROS,SP,2021,CANCELAMENTO AUTOMÁTICO
PROS,SP,2021,CANCELAMENTO AUTOMÁTICO
PROS,SP,2021,CANCELAMENTO AUTOMÁTICO
PROS,SP,2021,CANCELAMENTO AUTOMÁTICO
PROS,SP,2021,CANCELAMENTO AUTOMÁTICO
PROS,SP,2021,CANCELAMENTO AUTOMÁTICO
PROS,SP,2021,A PEDIDO DO ELEITOR
PROS,SP,2021,CANCELAMENTO AUTOMÁTICO
PROS,SP,2021,A PEDIDO DO ELEITOR
PROS,SP,2021,A PEDIDO DO ELEITOR
PROS,SP,2021,CANCELAMENTO AUTOMÁTICO
PROS,SP,2021,CANCELAMENTO AUTOMÁTICO
PROS,SP,2021,CANCELAMENTO AUTOMÁTICO
PROS,SP,2021,A PEDIDO DO ELEITOR
PROS,SP,2021,A PEDIDO DO ELEITOR
PROS,SP,2021,CANCELAMENTO AUTOMÁTICO
PROS,SP,2021,JUDICIAL
PROS,SP,2021,CANCELAMENTO AUTOMÁTICO
PROS,SP,2021,CANCELAMENTO AUTOMÁTICO
PROS,SP,2021,CANCELAMENTO AUTOMÁTICO
PROS,SP,2021,CANCELAMENTO AUTOMÁTICO
PROS,SP,2021,A PEDIDO DO ELEITOR
PROS,SP,2021,CANCELAMENTO AUTOMÁTICO
PROS,SP,2021,CANCELAMENTO AUTOMÁTICO
PROS,SP,2021,CANCELAMENTO AUTOMÁTICO
PROS,SP,2021,A PEDIDO DO ELEITOR
PROS,SP,2021,CANCELAMENTO AUTOMÁTICO
PROS,SP,2021,CANCELAMENTO AUTOMÁTICO
PROS,SP,2021,CANCELAMENTO AUTOMÁTICO
PROS,SP,2021,CANCELAMENTO AUTOMÁTICO
PROS,SP,2021,CANCELAMENTO AUTOMÁTICO
PROS,SP,2021,CANCELAMENTO AUTOMÁTICO
PROS,SP,2021,CANCELAMENTO AUTOMÁTICO
PROS,SP,2021,CANCELAMENTO AUTOMÁTICO
PROS,SP,2021,CANCELAMENTO AUTOMÁTICO
PROS,SP,2021,CANCELAMENTO AUTOMÁTICO
PROS,SP,2021,CANCELAMENTO AUTOMÁTICO
PROS,SP,2021,A PEDIDO DO ELEITOR
PROS,SP,2021,CANCELAMENTO AUTOMÁTICO
PCDOB,RN,2021,CANCELAMENTO AUTOMÁTICO
PCDOB,RN,2021,CANCELAMENTO AUTOMÁTICO
PCDOB,RN,2021,A PEDIDO DO ELEITOR
PCDOB,RN,2021,CANCELAMENTO AUTOMÁTICO
PCDOB,RN,2021,A PEDIDO DO ELEITOR
PCDOB,RN,2021,CANCELAMENTO AUTOMÁTICO
PCDOB,RN,2021,A PEDIDO DO ELEITOR
PCDOB,RN,2021,CANCELAMENTO AUTOMÁTICO
PCDOB,RN,2021,CANCELAMENTO AUTOMÁTICO
PCDOB,RN,2021,A PEDIDO DO ELEITOR
PCDOB,RN,2021,A PEDIDO DO ELEITOR
PT,MT,2021,CANCELAMENTO AUTOMÁTICO
PT,MT,2021,CANCELAMENTO AUTOMÁTICO
PT,MT,2021,A PEDIDO DO ELEITOR
PT,MT,2021,CANCELAMENTO AUTOMÁTICO
PT,MT,2021,CANCELAMENTO AUTOMÁTICO
PT,MT,2021,CANCELAMENTO AUTOMÁTICO
PT,MT,2021,CANCELAMENTO AUTOMÁTICO
PT,MT,2021,CANCELAMENTO AUTOMÁTICO
PT,MT,2021,A PEDIDO DO ELEITOR
PT,MT,2021,A PEDIDO DO ELEITOR
PT,MT,2021,A PEDIDO DO ELEITOR
PT,MT,2021,CANCELAMENTO AUTOMÁTICO
PT,MT,2021,A PEDIDO DO ELEITOR
PT,MT,2021,CANCELAMENTO AUTOMÁTICO
PT,MT,2021,CANCELAMENTO AUTOMÁTICO
PT,MT,2021,CANCELAMENTO AUTOMÁTICO
PT,MT,2021,A PEDIDO DO ELEITOR
PT,MT,2021,A PEDIDO DO ELEITOR
PT,MT,2021,CANCELAMENTO AUTOMÁTICO
PT,MT,2021,CANCELAMENTO AUTOMÁTICO
PT,MT,2021,A PEDIDO DO ELEITOR
PT,MT,2021,A PEDIDO DO ELEITOR
PT,MT,2021,CANCELAMENTO AUTOMÁTICO
PT,MT,2021,CANCELAMENTO AUTOMÁTICO
PT,MT,2021,CANCELAMENTO AUTOMÁTICO
PT,MT,2021,CANCELAMENTO AUTOMÁTICO
PCDOB,SE,2021,CANCELAMENTO AUTOMÁTICO
PCDOB,SE,2021,CANCELAMENTO AUTOMÁTICO
PCDOB,SE,2021,CANCELAMENTO AUTOMÁTICO
PCDOB,SE,2021,CANCELAMENTO AUTOMÁTICO
PCDOB,SE,2021,CANCELAMENTO AUTOMÁTICO
PCDOB,SE,2021,CANCELAMENTO AUTOMÁTICO
PCDOB,SE,2021,CANCELAMENTO AUTOMÁTICO
PCDOB,SE,2021,CANCELAMENTO AUTOMÁTICO
PCDOB,SE,2200,JUDICIAL
PL,PB,2021,CANCELAMENTO AUTOMÁTICO
PL,PB,8012,JUDICIAL
PL,PB,2103,JUDICIAL
PL,PB,2021,A PEDIDO DO ELEITOR
PL,PB,2021,A PEDIDO DO ELEITOR
PL,PB,2021,CANCELAMENTO AUTOMÁTICO
PRTB,MG,2021,CANCELAMENTO AUTOMÁTICO
PRTB,MG,2021,CANCELAMENTO AUTOMÁTICO
PRTB,MG,2021,CANCELAMENTO AUTOMÁTICO
PRTB,MG,2021,CANCELAMENTO AUTOMÁTICO
PRTB,MG,2021,CANCELAMENTO AUTOMÁTICO
PRTB,MG,2021,CANCELAMENTO AUTOMÁTICO
PRTB,MG,2021,CANCELAMENTO AUTOMÁTICO
PRTB,MG,2021,A PEDIDO DO ELEITOR
PRTB,MG,2021,A PEDIDO DO ELEITOR
PRTB,MG,2021,A PEDIDO DO ELEITOR
PRTB,MG,2021,CANCELAMENTO AUTOMÁTICO
PRTB,MG,2021,CANCELAMENTO AUTOMÁTICO
PRTB,MG,2021,A PEDIDO DO ELEITOR
PRTB,MG,2021,CANCELAMENTO AUTOMÁTICO
PRTB,MG,2021,A PEDIDO DO ELEITOR
PRTB,MG,2021,CANCELAMENTO AUTOMÁTICO
PRTB,MG,2021,CANCELAMENTO AUTOMÁTICO
PRTB,MG,2021,CANCELAMENTO AUTOMÁTICO
PRTB,MG,2021,CANCELAMENTO AUTOMÁTICO
PRTB,MG,2021,CANCELAMENTO AUTOMÁTICO
PRTB,MG,2021,CANCELAMENTO AUTOMÁTICO
PRTB,MG,2021,CANCELAMENTO AUTOMÁTICO
PRTB,MG,2021,CANCELAMENTO AUTOMÁTICO
PRTB,MG,2021,JUDICIAL
PRTB,MG,2021,CANCELAMENTO AUTOMÁTICO
PRTB,MG,2021,A PEDIDO DO ELEITOR
PRTB,MG,2021,CANCELAMENTO AUTOMÁTICO
PRTB,MG,2021,CANCELAMENTO AUTOMÁTICO
PRTB,MG,2021,A PEDIDO DO ELEITOR
PRTB,MG,2021,-
PRTB,MG,2021,CANCELAMENTO AUTOMÁTICO
PRTB,MG,2021,CANCELAMENTO AUTOMÁTICO
PRTB,MG,2021,CANCELAMENTO AUTOMÁTICO
PRTB,MG,2021,CANCELAMENTO AUTOMÁTICO
PSD,RS,2021,CANCELAMENTO AUTOMÁTICO
PSD,RS,2021,A PEDIDO DO ELEITOR
PSD,RS,2021,A PEDIDO DO ELEITOR
PSD,RS,2021,CANCELAMENTO AUTOMÁTICO
PSD,RS,2021,CANCELAMENTO AUTOMÁTICO
PSD,RS,2021,CANCELAMENTO AUTOMÁTICO
PSD,RS,2021,CANCELAMENTO AUTOMÁTICO
PSD,RS,2021,A PEDIDO DO ELEITOR
PSD,RS,2021,CANCELAMENTO AUTOMÁTICO
PSD,RS,2021,CANCELAMENTO AUTOMÁTICO
PSD,RS,2021,CANCELAMENTO AUTOMÁTICO
PSD,RS,2021,CANCELAMENTO AUTOMÁTICO
PSD,RS,2021,CANCELAMENTO AUTOMÁTICO
PSD,RS,2021,CANCELAMENTO AUTOMÁTICO
PSD,RS,2021,A PEDIDO DO ELEITOR
PSD,RS,2021,CANCELAMENTO AUTOMÁTICO
PSD,RS,2021,CANCELAMENTO AUTOMÁTICO
PSD,RS,2021,CANCELAMENTO AUTOMÁTICO
PSD,RS,2021,CANCELAMENTO AUTOMÁTICO
PSD,RS,2021,CANCELAMENTO AUTOMÁTICO
PSD,RS,2021,CANCELAMENTO AUTOMÁTICO
PSD,RS,2021,CANCELAMENTO AUTOMÁTICO
PSD,RS,2021,CANCELAMENTO AUTOMÁTICO
PSD,RS,2021,CANCELAMENTO AUTOMÁTICO
PSD,RS,2021,CANCELAMENTO AUTOMÁTICO
PSD,RS,2021,CANCELAMENTO AUTOMÁTICO
PSD,RS,2021,CANCELAMENTO AUTOMÁTICO
PSD,RS,2021,CANCELAMENTO AUTOMÁTICO
PSD,RS,2021,CANCELAMENTO AUTOMÁTICO
PSD,RS,2021,A PEDIDO DO ELEITOR
PSD,RS,2021,CANCELAMENTO AUTOMÁTICO
PSD,RS,2021,A PEDIDO DO ELEITOR
PSD,RS,2021,CANCELAMENTO AUTOMÁTICO
PSD,RS,2021,CANCELAMENTO AUTOMÁTICO
PSD,RS,2021,CANCELAMENTO AUTOMÁTICO
PSD,RS,2021,A PEDIDO DO ELEITOR
PSD,RS,2021,CANCELAMENTO AUTOMÁTICO
PSD,RS,2021,CANCELAMENTO AUTOMÁTICO
PSD,RS,2021,CANCELAMENTO AUTOMÁTICO
PSD,RS,2021,CANCELAMENTO AUTOMÁTICO
PSD,RS,2021,A PEDIDO DO ELEITOR
PSD,RS,2021,CANCELAMENTO AUTOMÁTICO
PSD,RS,2021,A PEDIDO DO ELEITOR
PSD,RS,2021,A PEDIDO DO ELEITOR
PSD,RS,2021,CANCELAMENTO AUTOMÁTICO
PSD,RS,2021,CANCELAMENTO AUTOMÁTICO
PSD,RS,2021,CANCELAMENTO AUTOMÁTICO
PSD,RS,2021,CANCELAMENTO AUTOMÁTICO
PSD,RS,2021,CANCELAMENTO AUTOMÁTICO
PSD,RS,2021,CANCELAMENTO AUTOMÁTICO
PSD,RS,2021,A PEDIDO DO ELEITOR
PRTB,PR,2021,A PEDIDO DO ELEITOR
PRTB,PR,2021,CANCELAMENTO AUTOMÁTICO
PRTB,PR,2021,A PEDIDO DO ELEITOR
PRTB,PR,2021,A PEDIDO DO ELEITOR
PRTB,PR,2021,CANCELAMENTO AUTOMÁTICO
PRTB,PR,2021,CANCELAMENTO AUTOMÁTICO
PRTB,PR,2021,A PEDIDO DO ELEITOR
PRTB,PR,2021,CANCELAMENTO AUTOMÁTICO
PRTB,PR,2021,A PEDIDO DO ELEITOR
PRTB,PR,2021,A PEDIDO DO ELEITOR
PRTB,PR,2021,A PEDIDO DO ELEITOR
PRTB,PR,2021,A PEDIDO DO ELEITOR
PRTB,PR,2021,A PEDIDO DO ELEITOR
PRTB,PR,2021,A PEDIDO DO ELEITOR
PP,SE,2021,CANCELAMENTO AUTOMÁTICO
PP,SE,2021,CANCELAMENTO AUTOMÁTICO
PP,SE,2021,CANCELAMENTO AUTOMÁTICO
PP,SE,2021,CANCELAMENTO AUTOMÁTICO
PP,SE,2021,CANCELAMENTO AUTOMÁTICO
PP,SE,2021,CANCELAMENTO AUTOMÁTICO
PP,SE,2021,CANCELAMENTO AUTOMÁTICO
PP,SE,2021,A PEDIDO DO ELEITOR
PODE,PA,2021,CANCELAMENTO AUTOMÁTICO
PODE,PA,2021,CANCELAMENTO AUTOMÁTICO
PODE,PA,2021,CANCELAMENTO AUTOMÁTICO
PODE,PA,2021,CANCELAMENTO AUTOMÁTICO
PODE,PA,2021,CANCELAMENTO AUTOMÁTICO
PODE,PA,2021,CANCELAMENTO AUTOMÁTICO
PODE,PA,2021,CANCELAMENTO AUTOMÁTICO
PODE,PA,2021,CANCELAMENTO AUTOMÁTICO
PODE,PA,2021,CANCELAMENTO AUTOMÁTICO
PODE,PA,2021,CANCELAMENTO AUTOMÁTICO
PODE,PA,2021,CANCELAMENTO AUTOMÁTICO
PODE,PA,2021,A PEDIDO DO ELEITOR
PODE,PA,2021,JUDICIAL
PODE,PA,2021,A PEDIDO DO ELEITOR
PODE,PA,2021,A PEDIDO DO ELEITOR
PODE,PA,2021,A PEDIDO DO ELEITOR
PODE,PA,2021,CANCELAMENTO AUTOMÁTICO
PODE,PA,2021,A PEDIDO DO ELEITOR
PODE,PA,2021,CANCELAMENTO AUTOMÁTICO
PODE,PA,2021,CANCELAMENTO AUTOMÁTICO
PODE,PA,2021,CANCELAMENTO AUTOMÁTICO
PODE,PA,2021,CANCELAMENTO AUTOMÁTICO
PODE,PA,2021,CANCELAMENTO AUTOMÁTICO
PODE,PA,2021,CANCELAMENTO AUTOMÁTICO
PODE,PA,2021,CANCELAMENTO AUTOMÁTICO
PODE,PA,2021,CANCELAMENTO AUTOMÁTICO
PODE,PA,2021,CANCELAMENTO AUTOMÁTICO
PODE,PA,2021,CANCELAMENTO AUTOMÁTICO
PODE,PA,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,A PEDIDO DO ELEITOR
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,A PEDIDO DO ELEITOR
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,CANCELAMENTO AUTOMÁTICO
PL,TO,2021,A PEDIDO DO ELEITOR
PL,RN,2021,A PEDIDO DO ELEITOR
PL,RN,2021,A PEDIDO DO ELEITOR
PL,RN,2021,A PEDIDO DO ELEITOR
PL,RN,2021,CANCELAMENTO AUTOMÁTICO
PL,RN,2021,A PEDIDO DO ELEITOR
PL,RN,2021,JUDICIAL
PL,RN,2021,CANCELAMENTO AUTOMÁTICO
PL,RN,2021,CANCELAMENTO AUTOMÁTICO
PL,RN,2021,CANCELAMENTO AUTOMÁTICO
PL,RN,2021,A PEDIDO DO ELEITOR
PL,RN,2021,JUDICIAL
PL,RN,2021,CANCELAMENTO AUTOMÁTICO
PL,RN,2021,CANCELAMENTO AUTOMÁTICO
PL,RN,2021,A PEDIDO DO ELEITOR
PSOL,RS,2021,CANCELAMENTO AUTOMÁTICO
PSOL,RS,2021,A PEDIDO DO ELEITOR
PSOL,RS,2021,A PEDIDO DO ELEITOR
