"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"03-02-2023","Não","120","09:00","09:10","10","""Ministro da Secretaria de Comunicação Social, Paulo Pimenta""","""Palácio do Planalto"""
"03-02-2023","Não","120","09:30","09:40","10","""Advogado-Geral da União, Jorge Messias""","""Palácio do Planalto"""
"03-02-2023","Não","120","10:00","10:10","10","""Apresentação de cartas credenciais da Embaixadora do Reino Unido no Brasil, Stephanie Al-Qaq""","""Sala de Audiências, Palácio do Planalto"""
"03-02-2023","Não","120","10:30","10:40","10","""Apresentação de cartas credenciais do Embaixador da China no Brasil, Zhu Qingqiao""","""Sala de Audiências, Palácio do Planalto"""
"03-02-2023","Não","120","11:00","11:10","10","""Apresentação de cartas credenciais da Embaixadora da Síria, Rania Al Haj Ali""","""Sala de Audiências, Palácio do Planalto"""
"03-02-2023","Não","120","11:30","11:40","10","""Apresentação de cartas credenciais do Embaixador do Zimbábue no Brasil, Meshack Kitchen""","""Sala de Audiências, Palácio do Planalto"""
"03-02-2023","Não","120","12:00","12:10","10","""Apresentação de cartas credenciais do Embaixador de El Salvador no Brasil, Luis Oswaldo López Álvarez""","""Sala de Audiências, Palácio do Planalto"""
"03-02-2023","Não","120","14:30","14:40","10","""Apresentação de cartas credenciais da Embaixadora da República Tcheca no Brasil, Pavla Hvrlíková""","""Sala de Audiências, Palácio do Planalto"""
"03-02-2023","Não","120","15:00","15:10","10","""Apresentação de cartas credenciais do Embaixador das Filipinas no Brasil, Joseph Angeles""","""Sala de Audiências, Palácio do Planalto"""
"03-02-2023","Não","120","15:30","15:40","10","""Apresentação de cartas credenciais do Embaixador da Turquia no Brasil, Halil Ibrahim Akça""","""Sala de Audiências, Palácio do Planalto"""
"03-02-2023","Não","120","16:00","16:10","10","""Apresentação de cartas credenciais da Embaixadora dos Estados Unidos da América no Brasil, Elizabeth Bagley""","""Sala de Audiências, Palácio do Planalto"""
"03-02-2023","Não","120","18:00","18:10","10","""Partida para São Paulo""","""Base Aérea de Brasília"""
