ano,id_municipio,PT,OUTRO
2006,4113254,1898,1037
2006,4115903,813,489
2006,4117297,524,1235
2006,4117602,7071,11198
2006,4120408,1801,952
2006,4121604,1661,1903
2006,4122651,1138,1931
2006,4126256,16792,20323
2006,4127304,3297,4465
2006,4127601,2551,4051
2006,4300109,3510,5996
2006,4300901,1974,2436
2006,4301107,2165,4770
2006,4303400,1321,1710
2006,4303673,424,1479
2006,4304655,803,1060
2006,4305934,299,817
2006,4307815,934,1382
2006,4308003,1472,2677
2006,4308433,557,1295
2006,4311718,950,1576
2006,4311775,2200,1818
2006,4313086,228,1458
2006,4313391,1119,1581
2006,4313904,6166,13806
2006,4314209,1986,2217
2006,4314704,2515,3089
2006,4315057,589,1051
2006,4315354,726,1561
2006,4316402,8457,12868
2006,4317558,570,707
2006,4318903,8369,9235
2006,4320008,36493,32735
2006,4320800,5123,10616
2006,4321709,4762,7424
2006,4321857,1118,1180
2006,4322251,462,1772
2006,4322301,1701,3873
2006,4323101,1090,1806
2006,3101300,601,1067
2006,3101706,12024,4571
2006,3102209,1668,1215
2006,3103306,737,564
2006,3103702,2441,1168
2006,3107000,711,889
2006,3107802,4942,3469
2006,3107901,2508,3132
2006,3111507,2666,4209
2006,3112208,1202,1501
2006,3115300,25896,9974
2006,3115409,1122,882
2006,3120102,1695,518
2006,3120409,1469,1386
2006,3122009,5689,3723
2006,3125200,694,911
2006,3128204,2771,2612
2006,3128907,1312,2480
2006,3129608,2962,774
2006,3130903,7524,5577
2006,3131604,1653,1888
2006,3132701,7467,3002
2006,3133402,2728,4077
2006,3135902,1454,1370
2006,3138302,876,1071
2006,3139805,2486,3462
2006,3141306,484,1338
2006,3142254,1625,635
2006,3142700,4612,2821
2006,3143104,13281,10930
2006,3147402,6681,4748
2006,3148905,825,1589
2006,3149200,736,1330
2006,3149903,5319,5117
2006,3150307,1203,1258
2006,3150505,1644,2575
2006,3151305,3686,2542
2006,3152808,7172,6338
2006,3155504,2220,3356
2006,3155801,4998,3584
2006,3156007,4088,2103
2006,3159001,1456,817
2006,3162906,7045,5739
2006,3164472,1500,1369
2006,3165560,1141,857
2006,3168903,834,2690
2006,3501152,4369,4067
2006,3501400,909,1091
2006,3502705,4651,8089
2006,3504008,16015,28675
2006,3510005,6190,10888
2006,3511201,1999,1784
2006,3513603,4644,7532
2006,3513801,142428,73479
2006,3515400,2389,5960
2006,3516507,293,1403
2006,3516705,5156,17373
2006,3518602,9009,9240
2006,3519055,2174,4359
2006,3519600,8957,17699
2006,3520202,1342,3308
2006,3523800,1106,3033
2006,3525409,842,1206
2006,3525706,4706,10875
2006,3526407,2854,10640
2006,3526704,17949,26167
2006,3529708,4763,5816
2006,3531100,8285,11443
2006,3533254,935,1100
2006,3534757,1762,2112
2006,3536802,824,1993
2006,3537800,6530,18294
2006,3538501,2581,5585
2006,3538600,2967,10267
2006,3539608,772,1440
2006,3540309,626,927
2006,3540804,2060,5664
2006,3541604,9141,8319
2006,3541901,2472,2646
2006,3545308,6207,10909
2006,3546009,2354,5531
2006,3547502,3690,10633
2006,3547650,377,622
2006,3547908,1201,2233
2006,3549201,645,855
2006,3549508,1734,2449
2006,3550704,14103,17579
2006,3553807,4430,8078
2006,3554102,48572,83556
2006,1200500,6124,7915
2006,1600808,4100,1562
2006,1300300,9689,1110
2006,1300607,8774,779
2006,1301308,6161,1151
2006,1301407,8374,977
2006,1301951,2182,473
2006,1302504,30295,3555
2006,1303304,5268,715
2006,1303908,6550,1117
2006,2701803,2336,990
2006,2703106,7690,3051
2006,2705002,7827,1608
2006,2706505,4534,1747
2006,2707008,1221,417
2006,2708204,1283,1645
2006,2708402,5501,4660
2006,5000708,6076,6016
2006,5001243,1783,2279
2006,5003801,3242,7939
2006,5003900,289,1018
2006,5006309,5771,14336
2006,5100300,2862,4327
2006,5101407,2414,5350
2006,5104104,3435,9410
2006,5105234,987,1622
2006,5106273,651,1525
2006,5106307,2427,6372
2006,5106422,6005,7400
2006,5107263,632,910
2006,5107602,40764,41478
2006,5107768,211,766
2006,5107800,5245,3986
2006,5108402,59572,51538
2006,3201001,4718,2703
2006,3201159,2855,2533
2006,3201308,105926,51609
2006,3203304,3145,3294
2006,3205010,7065,3582
2006,3205069,3149,5984
2006,1400175,1324,3754
2006,1400704,1254,1214
2006,1501907,6307,4019
2006,1504059,7538,6908
2006,1504307,7455,4871
2006,1504505,2403,3193
2006,1505908,2915,5948
2006,1506401,2339,1106
2006,1507607,11778,8360
2006,1508050,1440,3483
2006,2300150,5819,1109
2006,2301406,4423,1366
2006,2302057,5383,2656
2006,2303501,22358,8526
2006,2304236,6222,1301
2006,2304285,17613,3201
2006,2304350,7807,2440
2006,2304400,769155,240652
2006,2304806,1619,1384
2006,2305506,36511,7935
2006,2307254,4441,2457
2006,2307304,66014,30295
2006,2308906,5826,3470
2006,2309805,5379,908
2006,2313401,20085,8124
2006,2801009,4649,4146
2006,2801207,8004,3617
2006,2804300,1535,2392
2006,2805208,1977,1358
2006,2806206,5681,3468
2006,2100303,7523,752
2006,2101806,1124,1568
2006,2102309,8912,995
2006,2102408,4553,458
2006,2105302,63970,38303
2006,2105351,3761,1363
2006,2105906,6170,480
2006,2107902,6308,1771
2006,2109106,15409,2909
2006,2110005,23391,5076
2006,2110401,7086,515
2006,2110856,2189,1683
2006,1100262,752,912
2006,2200459,2174,221
2006,2201507,8048,4879
2006,2201960,2037,1920
2006,2202174,2318,595
2006,2202703,5628,5620
2006,2204105,2028,701
2006,2205003,4294,1778
2006,2206407,5091,1078
2006,2207504,5547,1565
2006,2207793,1931,404
2006,2207959,2001,404
2006,2209872,1896,773
2006,2210201,3089,734
2006,2500700,7835,1584
2006,2502409,3341,1158
2006,2504108,1264,100
2006,2505204,2404,936
2006,2505352,1796,707
2006,2505600,2802,447
2006,2506251,2429,1800
2006,2506509,1271,655
2006,2508208,2638,1006
2006,2508307,7027,5180
2006,2508505,2537,1063
2006,2509370,1341,201
2006,2510105,2578,2172
2006,2512606,659,444
2006,2515104,3271,2259
2006,2516300,6691,1422
2006,2516805,3688,773
2006,5203302,3691,7539
2006,5203939,1051,872
2006,5205059,1110,1196
2006,5206503,1005,1370
2006,5210307,729,1033
2006,5212956,1047,1548
2006,5213707,2056,2148
2006,5214838,2009,3215
2006,5215207,1065,1302
2006,5215256,1105,1159
2006,5218102,911,1106
2006,5219258,1561,976
2006,5220207,4225,7172
2006,5220686,1582,1938
2006,5221700,3747,3844
2006,2401800,2870,2531
2006,2404606,4402,2052
2006,2406155,1302,755
2006,2407203,11549,4075
2006,2407302,3931,403
2006,2407708,4285,974
2006,2408805,1605,1077
2006,2411601,1600,525
2006,2414100,3789,1188
2006,1702901,3690,1918
2006,1703073,1376,689
2006,1703602,786,447
2006,1705102,1250,758
2006,1708254,676,592
2006,1718840,655,1124
2006,1720150,478,351
2006,1722107,3825,2320
2006,2601904,20247,7194
2006,2604403,5273,1031
2006,2605608,8936,1116
2006,2607604,7468,2227
2006,2609907,18617,5372
2006,2614105,11535,3929
2006,2614303,4868,650
2006,2615003,6720,4225
2006,2615508,4791,1910
2006,4201901,1301,1883
2006,4202081,878,985
2006,4202875,1007,918
2006,4204459,700,762
2006,4204707,1601,4210
2006,4204806,5170,15310
2006,4205902,9406,16075
2006,4207502,6861,17958
2006,4207650,1871,2705
2006,4210050,604,694
2006,4210209,724,1130
2006,4211058,1838,2856
2006,4211876,531,548
2006,4212700,1134,2597
2006,4213351,410,1259
2006,4213500,1914,3728
2006,4215000,4193,18150
2006,4215109,1770,4529
2006,4215455,2074,2343
2006,4215653,2163,2210
2006,4216354,450,1309
2006,4216602,30448,54367
2006,4217253,814,1692
2006,4218509,742,2051
2006,4218855,850,907
2006,2902252,2595,1321
2006,2904605,21739,8190
2006,2905701,63346,17009
2006,2906105,3737,922
2006,2909802,19497,8768
2006,2913002,3832,3116
2006,2914000,18188,8677
2006,2915106,4530,2191
2006,2915601,17693,10903
2006,2919801,11973,6082
2006,2920700,5076,1493
2006,2921005,12682,3361
2006,2923803,7721,5689
2006,2925204,11181,3501
2006,2926004,14172,3614
2006,2930204,9279,8116
2006,2930600,3062,2377
2006,2932101,5693,3531
2006,3300407,56897,27921
2006,3301504,4574,4410
2006,3304805,7177,10012
2006,4100608,2955,3635
2006,4101101,6250,5740
2006,4101606,4870,8699
2006,4103206,1862,1517
2006,4105508,10370,23788
2006,4105805,48922,37675
2006,4107751,2550,1896
2006,4108007,4070,2867
2006,4108304,60054,58645
2006,4112900,1130,654
2006,4113007,1611,2031
2006,4113809,1268,1224
2006,4114708,1530,1960
2006,4115606,2650,5424
2006,4118808,3266,3824
2006,4119400,4276,8495
2006,4122172,819,1136
2006,4122305,3842,11782
2006,4124400,5164,3712
2006,4128104,16486,30689
2006,4300307,2210,2344
2006,4301206,2930,4422
2006,4301701,1366,2481
2006,4305504,999,1695
2006,4305900,1999,2211
2006,4306106,14239,20672
2006,4306452,497,1489
2006,4306502,2400,5189
2006,4307450,1167,1120
2006,4309209,40859,71556
2006,4309605,3890,7242
2006,4309704,1257,1975
2006,4310876,816,843
2006,4310900,589,1602
2006,4311734,937,1024
2006,4311809,4772,13113
2006,4312302,1304,1468
2006,4312955,422,978
2006,4313805,2109,2018
2006,4313953,2256,3525
2006,4314803,5601,8759
2006,4315107,2935,3097
2006,4316428,828,416
2006,4316451,2895,3424
2006,4318457,1045,636
2006,4320206,2579,3807
2006,4320578,640,782
2006,4321477,2289,1858
2006,4321493,607,1431
2006,4322103,1015,2809
2006,4323002,39549,60799
2006,3100302,3842,3432
2006,3100609,4404,2137
2006,3100906,5735,2699
2006,3102902,4304,2131
2006,3104700,5175,1674
2006,3105202,1671,787
2006,3106655,1638,796
2006,3107703,1669,1271
2006,3110103,1719,953
2006,3110400,1041,1182
2006,3112307,6624,6471
2006,3114006,2437,3430
2006,3116407,707,2313
2006,3116605,5174,7440
2006,3118007,14844,9022
2006,3118106,1840,358
2006,3123809,3087,860
2006,3124005,5609,4327
2006,3124203,7253,4080
2006,3126604,1228,1039
2006,3128006,6046,6053
2006,3129509,4470,6876
2006,3131307,72024,42739
2006,3131406,1220,1207
2006,3131901,10324,11302
2006,3134400,11126,6841
2006,3136520,1007,1028
2006,3139102,1168,1711
2006,3141603,3360,2029
2006,3143302,99155,50109
2006,3145208,7363,15871
2006,3146107,23467,12812
2006,3146255,1553,854
2006,3147600,4295,4201
2006,3147808,582,728
2006,3148509,2521,1579
2006,3150570,2584,930
2006,3150703,993,1116
2006,3152170,2143,2339
2006,3152600,1275,2410
2006,3153707,813,1094
2006,3153806,860,563
2006,3154150,1852,1393
2006,3155900,1821,1524
2006,3156205,805,560
2006,3156403,1135,1032
2006,3156700,33643,17712
2006,3159100,898,1450
2006,3160207,1327,523
2006,3162807,4761,2582
2006,3164407,1302,1367
2006,3164704,12935,17529
2006,3165800,476,818
2006,3169000,4717,4209
2006,3170529,2551,1518
2006,3170750,975,2260
2006,3500402,1117,3010
2006,3500550,817,2113
2006,3501103,931,1683
2006,3501509,913,792
2006,3501608,50248,59965
2006,3502002,454,2209
2006,3507209,231,382
2006,3510609,95738,82453
2006,3511300,1185,2936
2006,3512100,1547,1680
2006,3514957,604,761
2006,3515707,40772,30149
2006,3516309,36419,25653
2006,3516804,878,1241
2006,3519006,1850,2754
2006,3519501,925,2509
2006,3520400,3255,9023
2006,3520426,1757,3000
2006,3520442,5474,6157
2006,3523602,1844,3930
2006,3524600,2527,6079
2006,3528601,1363,3453
2006,3529401,108601,80697
2006,3530201,4144,4602
2006,3531407,3955,6961
2006,3531605,1367,918
2006,3535903,674,1459
2006,3536257,366,979
2006,3541653,409,1416
2006,3544103,11285,10802
2006,3545407,1609,2717
2006,3546405,4661,18344
2006,3551504,8168,10366
2006,3551603,2542,11749
2006,3553104,1234,1730
2006,3553500,1079,2819
2006,3553955,3548,3388
2006,3555604,1586,3701
2006,3555901,197,705
2006,3556008,1725,5160
2006,1600055,1321,542
2006,1300060,2052,322
2006,1300409,3657,809
2006,1303601,2058,979
2006,1304104,4807,970
2006,1304302,5710,596
2006,2700508,3256,1606
2006,2700706,5408,1460
2006,2701902,2705,881
2006,2702603,6429,2301
2006,2703205,5452,3617
2006,2709400,8172,3671
2006,5001003,3966,6442
2006,5002407,4956,5988
2006,5003108,732,1385
2006,5003751,2074,3843
2006,5005608,6388,6144
2006,5101258,3453,4280
2006,5103205,2618,12075
2006,5105150,6599,12766
2006,5105176,1421,2378
2006,5106158,1813,3455
2006,5106174,377,590
2006,5106299,1592,3991
2006,5106752,6802,11634
2006,5107305,1969,4487
2006,5107404,1071,1299
2006,3203056,8763,3086
2006,3204658,2798,1820
2006,3205002,107574,44356
2006,1501600,3668,2851
2006,1502301,9309,11598
2006,1503044,3550,3304
2006,1503408,2278,2541
2006,1503457,5376,3597
2006,1504604,8755,3429
2006,1504802,11107,16091
2006,1506005,6251,5570
2006,1506203,9595,6352
2006,1506302,5711,2820
2006,1506906,1957,1301
2006,2301901,18143,6999
2006,2301950,7529,2895
2006,2302305,10451,3183
2006,2304301,6671,3848
2006,2305233,17034,4677
2006,2305407,24746,5597
2006,2308005,9783,6572
2006,2309458,10861,3009
2006,2310902,5335,1620
2006,2310951,3790,669
2006,2312106,5901,2228
2006,2313906,4895,1383
2006,2800605,3986,6490
2006,2802106,16192,11225
2006,2806107,1937,2844
2006,2807501,4154,2356
2006,2100204,9309,928
2006,2100550,1852,875
2006,2102606,5609,1742
2006,2102754,3901,714
2006,2103125,3445,156
2006,2103158,2633,280
2006,2103554,4527,725
2006,2103752,4651,1053
2006,2104057,8311,4057
2006,2104081,3394,559
2006,2104099,2379,4234
2006,2105203,4537,780
2006,2105658,1904,649
2006,2107001,3475,1242
2006,2107308,1498,745
2006,2111573,870,1555
2006,2111631,2581,545
2006,2111805,4631,3386
2006,2112506,12038,5656
2006,2112704,13896,2588
2006,1100114,8690,16823
2006,1100122,22950,27804
2006,1100601,1187,1837
2006,1101005,1564,3398
2006,1101609,1925,3272
2006,2201572,1071,619
2006,2201804,2346,1524
2006,2202109,1806,1303
2006,2202406,3414,1861
2006,2203750,2590,363
2006,2204204,2946,1287
2006,2204402,3516,1163
2006,2205300,1517,1028
2006,2206704,3350,842
2006,2206720,4074,1237
2006,2206753,2371,644
2006,2208304,8642,4614
2006,2209906,2345,1559
2006,2210706,5262,980
2006,2210953,659,1059
2006,2211357,2088,352
2006,2500601,7101,2783
2006,2503803,2322,646
2006,2505907,1290,808
2006,2508901,12457,6283
2006,2512077,2233,429
2006,2512309,6345,2650
2006,2513505,2630,361
2006,2514107,1600,532
2006,2514651,829,259
2006,2517209,2325,716
2006,5204409,3273,4613
2006,5205307,2344,1122
2006,5208301,1286,1520
2006,5209606,1158,1260
2006,5210562,1667,1056
2006,5213004,2998,2435
2006,5214101,1109,1207
2006,5218300,5107,8837
2006,5218607,2493,2927
2006,5218706,820,1550
2006,5219605,922,1318
2006,5219803,1881,2156
2006,5221007,919,1177
2006,5221452,905,1065
2006,2401651,1428,371
2006,2406304,2242,1619
2006,2410207,1751,2079
2006,2411056,1528,514
2006,2412807,3627,1157
2006,2414803,3232,2404
2006,1700301,1598,517
2006,1700707,1885,2386
2006,1701309,1547,1468
2006,1702109,39645,23019
2006,1702158,1840,765
2006,1702703,1237,652
2006,1703206,1004,1293
2006,1710706,2091,1138
2006,1715754,1562,2128
2006,1717008,1363,961
2006,2601409,14821,3449
2006,2603926,5194,382
2006,2605202,24009,6730
2006,2605301,11826,3068
2006,2606903,4155,1288
2006,2607505,7872,2807
2006,2607703,6480,727
2006,2608404,4979,1238
2006,2611533,3068,178
2006,2613800,6241,1597
2006,2615300,21955,5935
2006,4200804,1645,1965
2006,4202099,659,676
2006,4202131,594,2748
2006,4202206,1299,4608
2006,4203709,1725,3362
2006,4204251,3532,4098
2006,4205308,3084,2405
2006,4209607,2672,5506
2006,4210308,1062,3060
2006,4211009,2898,2308
2006,4214607,1507,2601
2006,4216255,1317,2240
2006,4216305,3126,6789
2006,4216800,2468,2882
2006,2901106,8423,2823
2006,2902807,6480,3135
2006,2903003,5406,1654
2006,2905305,2926,4048
2006,2908507,10268,4189
2006,2910909,1638,706
2006,2911857,4592,1544
2006,2913408,4208,2658
2006,2914307,3632,2045
2006,2914802,49430,46766
2006,2915353,4293,765
2006,2915700,2737,1134
2006,2917102,5587,3386
2006,2917904,3107,776
2006,2918001,51825,14796
2006,2918357,6459,3924
2006,2919058,3179,738
2006,2919504,13141,6149
2006,2919900,2465,1467
2006,2921104,8162,2174
2006,2922003,10503,3602
2006,2922607,3169,1562
2006,2922730,2593,1246
2006,2923902,3419,991
2006,2924058,3595,2995
2006,2925808,8485,3438
2006,2927101,2572,951
2006,2930402,6782,1863
2006,2930766,3939,1359
2006,2930808,4250,2782
2006,2933307,58758,62463
2006,3300225,2178,3548
2006,3300803,13630,9179
2006,4101051,787,982
2006,4106456,1485,1384
2006,4110102,2196,12519
2006,4111100,1493,1779
2006,4111209,3195,2496
2006,4112306,1488,1252
2006,4112959,1860,2553
2006,4113429,893,1509
2006,4113700,46453,178589
2006,4114104,4987,5044
2006,4114302,5586,5299
2006,4115457,1210,1323
2006,4118600,925,2092
2006,4118857,1169,1880
2006,4119707,1184,975
2006,4120606,5574,20638
2006,4123303,1978,2316
2006,4123402,2150,2965
2006,4126009,2555,2202
2006,4127882,1264,1495
2006,4128559,2003,2948
2006,4128633,1779,1486
2006,4300455,1228,1565
2006,4300505,2832,1869
2006,4300570,410,1253
2006,4304622,391,833
2006,4304705,10949,21091
2006,4305173,1239,3435
2006,4305871,423,1209
2006,4307104,1788,1948
2006,4307203,1418,1483
2006,4308102,1980,4817
2006,4308458,1084,1749
2006,4308904,2359,7004
2006,4309126,786,510
2006,4309803,730,1942
2006,4310439,856,2564
2006,4312005,760,682
2006,4312203,848,1891
2006,4313441,663,670
2006,4314100,37191,55126
2006,4314423,962,2024
2006,4314506,3347,4117
2006,4315404,1931,2067
2006,4316105,2789,2699
2006,4317954,607,1033
2006,4319125,688,1443
2006,4319604,5543,7840
2006,4319752,329,1036
2006,4321907,6238,7521
2006,4322806,2154,10187
2006,4323358,561,1093
2006,3101607,13836,21585
2006,3103801,414,1412
2006,3104601,4190,3097
2006,3105707,2042,1512
2006,3106309,8430,2855
2006,3108255,2965,673
2006,3108503,2243,785
2006,3108602,11852,3311
2006,3109105,1695,4050
2006,3111606,6711,6918
2006,3111804,4077,2108
2006,3112059,970,999
2006,3112406,1844,2098
2006,3114808,963,1612
2006,3116001,1599,1520
2006,3117876,1945,1114
2006,3119609,1164,456
2006,3119708,901,867
2006,3121506,746,1419
2006,3123528,2061,1526
2006,3124807,1946,1767
2006,3127073,2119,419
2006,3128600,1286,1976
2006,3128808,3010,1507
2006,3131158,5810,1911
2006,3131505,2015,3440
2006,3133105,2724,4865
2006,3144300,11943,8086
2006,3144672,1249,750
2006,3145356,3120,1458
2006,3145505,737,895
2006,3152402,4242,2677
2006,3152501,27484,32626
2006,3155207,1239,2465
2006,3156304,2325,1124
2006,3157336,2061,2049
2006,3160504,668,442
2006,3161205,1623,2209
2006,3161908,3588,1526
2006,3162609,2773,1677
2006,3162922,6756,2706
2006,3164001,2890,1688
2006,3165909,1821,1095
2006,3166105,874,1088
2006,3166907,2002,2019
2006,3167905,1205,1333
2006,3168200,560,891
2006,3170602,757,766
2006,3171006,5976,4486
2006,3171154,1626,1188
2006,3503158,662,920
2006,3505807,3014,8859
2006,3506359,7873,11914
2006,3508009,2792,6670
2006,3509403,4599,6870
2006,3510401,5753,16342
2006,3512506,867,1752
2006,3512902,1128,2948
2006,3513405,17470,22364
2006,3514007,2023,2132
2006,3514700,1216,2438
2006,3515129,1025,847
2006,3517109,1119,1569
2006,3521101,808,1752
2006,3524402,36026,69080
2006,3525805,1403,1305
2006,3526001,3751,5710
2006,3526506,1352,1310
2006,3527256,381,898
2006,3527405,3581,6079
2006,3527603,2443,2240
2006,3528908,917,1265
2006,3531506,3506,7458
2006,3533601,1016,2841
2006,3534609,4434,11857
2006,3535804,3822,5633
2006,3536208,3465,6185
2006,3537206,1808,2583
2006,3539707,736,1054
2006,3539806,27827,26015
2006,3540507,1483,2742
2006,3540606,8668,16297
2006,3542404,3070,6808
2006,3542602,9110,19043
2006,3544301,1444,3629
2006,3550100,4908,14424
2006,3555208,389,905
2006,1600535,4369,1536
2006,1600600,26088,15472
2006,1301001,6730,1412
2006,1302405,9289,1052
2006,1302553,5982,280
2006,2700607,1672,1357
2006,2702504,3452,1579
2006,2705101,4913,4665
2006,2705705,5258,3155
2006,2706208,2036,332
2006,2706422,3530,858
2006,2707909,1722,1494
2006,2708600,7035,13910
2006,5001904,4022,5317
2006,5007901,6902,7932
2006,5102686,622,1514
2006,5103106,1467,992
2006,5103700,1500,2825
2006,5105259,5451,8150
2006,5106315,223,714
2006,5107925,9516,16188
2006,5108055,3115,3058
2006,3200201,8753,7207
2006,3200508,2549,1427
2006,3200805,9358,6322
2006,3202009,2176,1531
2006,3202405,24555,23738
2006,3204351,6066,3286
2006,3205101,19141,8701
2006,1501105,3341,2114
2006,1502707,9270,10183
2006,1504208,46535,31918
2006,1505304,14570,10537
2006,1505403,4927,3104
2006,1507300,7917,9167
2006,1507466,1737,899
2006,1507706,6588,2824
2006,2304103,23842,10617
2006,2305704,4540,1187
2006,2308302,11998,2613
2006,2310506,15602,2786
2006,2311959,4984,1937
2006,2312809,2665,844
2006,2313559,6753,1186
2006,2802601,1679,1626
2006,2803500,23377,19580
2006,2100501,2488,1577
2006,2101301,5604,1503
2006,2101939,2446,379
2006,2102002,11861,3427
2006,2103307,35129,6740
2006,2104628,3424,822
2006,2104800,15400,5448
2006,2108009,6382,1508
2006,2108702,8325,2112
2006,2109205,4832,347
2006,2110500,13101,2128
2006,2110807,2147,335
2006,2111102,7329,3032
2006,2111722,2524,418
2006,2111789,4305,316
2006,2112209,53700,8083
2006,2113009,11100,2549
2006,1100080,2698,2734
2006,1101435,1911,1898
2006,1101468,586,644
2006,2200103,2585,707
2006,2200277,2234,319
2006,2202083,2637,953
2006,2202117,1742,775
2006,2203107,3756,626
2006,2205102,3123,2668
2006,2205151,2884,275
2006,2205508,14543,3907
2006,2205516,3081,969
2006,2205607,2073,654
2006,2206100,2723,2370
2006,2207702,39614,21443
2006,2209302,2114,798
2006,2209658,1738,896
2006,2211209,3369,5420
2006,2501203,2344,1229
2006,2502300,2492,593
2006,2502706,1518,968
2006,2502805,4441,1813
2006,2503407,1565,336
2006,2504207,1733,797
2006,2504801,6083,1330
2006,2505303,750,526
2006,2506004,10727,4544
2006,2506707,3531,1574
2006,2511103,2166,1970
2006,2511301,5955,2456
2006,2511707,1930,989
2006,2512754,1711,637
2006,2512762,1851,693
2006,5201801,1766,2502
2006,5205000,2100,2744
2006,5206206,5201,12491
2006,5208707,222146,339556
2006,5209903,2228,2736
2006,5211305,889,2021
2006,5212709,777,2102
2006,5214051,1627,1571
2006,5215504,1499,1776
2006,5216452,985,731
2006,5219704,3215,3076
2006,5220157,1088,1141
2006,5221577,996,810
2006,2400703,4960,1358
2006,2401503,1504,1191
2006,2403806,3649,1610
2006,2405405,2104,1284
2006,2406601,2826,2082
2006,2407104,16416,11640
2006,2408607,2014,203
2006,2409209,1215,788
2006,2410504,2260,407
2006,2410900,2586,1237
2006,2411403,4503,3019
2006,2412609,4577,3672
2006,2414209,2760,1977
2006,2414407,8298,5110
2006,1702208,7761,4964
2006,1703107,2154,1345
2006,1703701,2116,761
2006,1703842,1551,1548
2006,1707652,1900,1281
2006,1713700,794,720
2006,1715259,640,593
2006,1716208,2665,1719
2006,1718907,1294,1121
2006,2600203,8301,964
2006,2600807,7282,2903
2006,2600906,7509,2352
2006,2601003,3322,1960
2006,2602902,74516,16447
2006,2605004,9112,1345
2006,2606002,48252,6253
2006,2607653,10839,3926
2006,2608453,5193,2620
2006,2608909,19679,8463
2006,2611002,12508,2074
2006,2611705,7664,1868
2006,2616209,5265,2840
2006,4200101,4254,3863
2006,4201000,2092,2756
2006,4202057,1383,2806
2006,4207007,14886,12816
2006,4208807,4290,4171
2006,4209177,496,763
2006,4209805,519,1694
2006,4211504,2054,4344
2006,4211652,640,1027
2006,4212205,4204,5265
2006,4214904,826,2153
2006,4215703,3244,6636
2006,4216107,2691,2559
2006,4217600,2830,4116
2006,4219150,652,1049
2006,4219200,1116,2524
2006,2900702,38938,20147
2006,2900900,1882,934
2006,2902104,15803,4302
2006,2904852,5565,2192
2006,2907103,7185,4980
2006,2907608,6535,2170
2006,2908606,6569,1977
2006,2911659,2162,1679
2006,2912707,6412,2069
2006,2913804,5318,2977
2006,2916807,5772,2456
2006,2917003,11386,5363
2006,2918704,1807,381
2006,2919306,3152,682
2006,2920452,2614,2830
2006,2921203,9376,3494
2006,2921906,2168,2565
2006,2925253,4439,2224
2006,2926202,7849,3121
2006,2926301,11689,5612
2006,2927903,4298,810
2006,2928208,8790,3443
2006,2929909,15702,2749
2006,2931202,4025,2298
2006,2931806,4128,4225
2006,2932804,5853,1694
2006,2933059,4010,1822
2006,3300209,21480,21092
2006,3304524,15024,8769
2006,3305802,25358,46245
2006,3305901,3143,2318
2006,4101002,5476,3100
2006,4102109,5136,9043
2006,4102604,2264,2086
2006,4103305,1836,3073
2006,4103909,3682,4161
2006,4103958,1157,1019
2006,4104659,1930,6978
2006,4106407,9836,14833
2006,4106704,1501,1220
2006,4108320,1618,2028
2006,4108551,930,1054
2006,4109203,947,1978
2006,4110508,1913,5583
2006,4111407,1338,5386
2006,4113601,1400,1012
2006,4114401,4852,4407
2006,4114807,6158,10590
2006,4121901,4093,3227
2006,4122503,3392,3259
2006,4122602,2369,2801
2006,4124053,3945,6374
2006,4127858,2559,3634
2006,4128500,3178,6549
2006,4128534,1870,3343
2006,4304101,788,1106
2006,4308201,2624,11865
2006,4309050,909,3021
2006,4309308,16572,30284
2006,4310462,206,1209
2006,4310538,671,2069
2006,4311254,1501,1728
2006,4312054,951,1744
2006,4312708,2629,3192
2006,4314175,710,727
2006,4314456,529,752
2006,4315313,438,610
2006,4315958,895,897
2006,4316477,668,1138
2006,4317756,319,1009
2006,4318424,1317,1697
2006,4319208,1606,1439
2006,4319737,682,624
2006,4320552,557,2669
2006,4321105,2838,6053
2006,4321352,1442,1864
2006,3108404,4198,4305
2006,3110905,2042,5495
2006,3113305,10342,5905
2006,3113800,901,394
2006,3116100,3114,1673
2006,3118304,36575,20740
2006,3120201,3118,2108
2006,3125101,5441,7368
2006,3125804,916,760
2006,3126208,1671,1564
2006,3128303,6127,3599
2006,3131703,31955,25043
2006,3135001,1105,563
2006,3136900,1560,2980
2006,3139300,6640,2811
2006,3140530,2153,1414
2006,3140803,4404,2696
2006,3140902,4483,4144
2006,3145059,2957,1116
2006,3146602,755,258
2006,3148756,1883,1594
2006,3150109,1140,815
2006,3151206,14378,8516
2006,3154408,1719,1231
2006,3154903,4966,2769
2006,3155405,2538,2267
2006,3156106,1148,1736
2006,3157401,2182,723
2006,3162575,1906,1067
2006,3162708,3908,5525
2006,3164803,435,503
2006,3166501,1013,941
2006,3167103,6586,2291
2006,3168606,40000,24328
2006,3169604,7682,6149
2006,3169802,724,1655
2006,3169901,32761,12353
2006,3171071,1929,778
2006,3500600,339,1770
2006,3502309,917,1875
2006,3503802,8558,10620
2006,3503901,15294,21211
2006,3506409,794,3148
2006,3507753,821,612
2006,3509957,594,1574
2006,3510302,1642,6324
2006,3510807,3100,9529
2006,3512001,4198,5284
2006,3512308,2482,6068
2006,3514106,2987,9103
2006,3514908,3386,4756
2006,3515004,53795,58390
2006,3515103,11987,18919
2006,3515186,5553,17108
2006,3515202,1692,3181
2006,3516853,1081,1320
2006,3519303,6123,8460
2006,3520707,853,1441
