"Produto/Unidade","Mês/Ano","Preço Médio"
"CARNE DE FRANGO CONGELADO (kg)","04/2021",8.06
"CARNE DE FRANGO CONGELADO (kg)","05/2021",8.29
"CARNE DE FRANGO CONGELADO (kg)","06/2021",8.8
"CARNE DE FRANGO CONGELADO (kg)","07/2021",9.44
"CARNE DE FRANGO CONGELADO (kg)","08/2021",10.25
"CARNE DE FRANGO CONGELADO (kg)","09/2021",11.53
"CARNE DE FRANGO CONGELADO (kg)","10/2021",11.75
"CARNE DE FRANGO CONGELADO (kg)","11/2021",11.86
"CARNE DE FRANGO CONGELADO (kg)","12/2021",11.27
"CARNE DE FRANGO CONGELADO (kg)","01/2022",10.82
"CARNE DE FRANGO CONGELADO (kg)","02/2022",7.96
"CARNE DE FRANGO CONGELADO (kg)","03/2022",8.82
"CARNE DE FRANGO CONGELADO (kg)","04/2022",9.67
"CARNE DE FRANGO CONGELADO (kg)","05/2022",10.22
"CARNE DE FRANGO CONGELADO (kg)","06/2022",10.01
"CARNE DE FRANGO CONGELADO (kg)","07/2022",10.4
"CARNE DE FRANGO RESFRIADO (kg)","01/2018",14.6
"CARNE DE FRANGO RESFRIADO (kg)","02/2018",5.67
"CARNE DE FRANGO RESFRIADO (kg)","03/2018",5.45
"CARNE DE FRANGO RESFRIADO (kg)","04/2018",3.99
"CARNE DE FRANGO RESFRIADO (kg)","05/2018",7.14
"CARNE DE FRANGO RESFRIADO (kg)","06/2018",6.59
"CARNE DE FRANGO RESFRIADO (kg)","07/2018",5.69
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","01/2018",10.07
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","02/2018",13.61
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","03/2018",12.99
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","04/2018",12.86
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","05/2018",15.96
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","06/2018",10.24
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","07/2018",10.21
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","08/2018",9.15
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","09/2018",9.95
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","10/2018",8.99
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","11/2018",9.92
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","12/2018",10.28
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","01/2019",12.18
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","02/2019",11.77
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","03/2019",10.99
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","04/2019",12.9
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","05/2019",13.1
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","08/2019",11.59
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","09/2019",11.85
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","10/2019",11.59
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","11/2019",12.71
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","12/2019",14.39
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","01/2020",14.49
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","02/2020",14.67
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","03/2020",14.49
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","04/2020",14.49
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","05/2020",10.49
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","06/2020",10.99
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","07/2020",12.99
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","08/2020",14.22
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","09/2020",15.75
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","10/2020",17.29
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","11/2020",20.16
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","12/2020",20.07
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","01/2021",19.22
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","02/2021",17.02
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","03/2021",19.19
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","04/2021",18.79
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","05/2021",17.98
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","06/2021",17.27
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","07/2021",17.2
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","08/2021",16.7
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","09/2021",17.32
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","10/2021",18.11
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","11/2021",17.38
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","12/2021",16.88
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","01/2022",15.83
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","02/2022",14.87
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","03/2022",14.66
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","04/2022",15.13
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","05/2022",15.41
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","06/2022",16.02
"CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg)","07/2022",17
"EXTRATO DE TOMATE (340 g)","01/2018",3.52
"EXTRATO DE TOMATE (340 g)","02/2018",5.28
"EXTRATO DE TOMATE (340 g)","03/2018",5.17
"EXTRATO DE TOMATE (340 g)","04/2018",4.16
"EXTRATO DE TOMATE (340 g)","05/2018",3.91
"EXTRATO DE TOMATE (340 g)","06/2018",4.31
"EXTRATO DE TOMATE (340 g)","07/2018",3.96
"EXTRATO DE TOMATE (340 g)","08/2018",3.69
"EXTRATO DE TOMATE (340 g)","09/2018",3.39
"EXTRATO DE TOMATE (340 g)","10/2018",3.16
"EXTRATO DE TOMATE (340 g)","11/2018",3.09
"EXTRATO DE TOMATE (340 g)","12/2018",3.29
"EXTRATO DE TOMATE (340 g)","01/2019",3.29
"EXTRATO DE TOMATE (340 g)","02/2019",3.64
"EXTRATO DE TOMATE (340 g)","03/2019",3.73
"EXTRATO DE TOMATE (340 g)","04/2019",3.96
"EXTRATO DE TOMATE (340 g)","05/2019",3.49
"EXTRATO DE TOMATE (340 g)","06/2019",3.93
"EXTRATO DE TOMATE (340 g)","07/2019",3.96
"EXTRATO DE TOMATE (340 g)","08/2019",4.02
"EXTRATO DE TOMATE (340 g)","09/2019",3.73
"EXTRATO DE TOMATE (340 g)","10/2019",4.04
"EXTRATO DE TOMATE (340 g)","11/2019",4.34
"EXTRATO DE TOMATE (340 g)","12/2019",4.44
"EXTRATO DE TOMATE (340 g)","01/2020",4.46
"EXTRATO DE TOMATE (340 g)","02/2020",4.31
"EXTRATO DE TOMATE (340 g)","03/2020",4.54
"EXTRATO DE TOMATE (340 g)","04/2020",4.21
"EXTRATO DE TOMATE (340 g)","05/2020",3.95
"EXTRATO DE TOMATE (340 g)","06/2020",4.19
"EXTRATO DE TOMATE (340 g)","07/2020",4.06
"EXTRATO DE TOMATE (340 g)","08/2020",4.24
"EXTRATO DE TOMATE (340 g)","09/2020",4.42
"EXTRATO DE TOMATE (340 g)","10/2020",4.06
"EXTRATO DE TOMATE (340 g)","11/2020",4.71
"EXTRATO DE TOMATE (340 g)","12/2020",4.12
"EXTRATO DE TOMATE (340 g)","01/2021",4.3
"EXTRATO DE TOMATE (340 g)","02/2021",4.4
"EXTRATO DE TOMATE (340 g)","03/2021",4.73
"EXTRATO DE TOMATE (340 g)","04/2021",5.25
"EXTRATO DE TOMATE (340 g)","05/2021",4.24
"EXTRATO DE TOMATE (340 g)","06/2021",4.19
"EXTRATO DE TOMATE (340 g)","07/2021",4.67
"EXTRATO DE TOMATE (340 g)","08/2021",4.72
"EXTRATO DE TOMATE (340 g)","09/2021",4.72
"EXTRATO DE TOMATE (340 g)","10/2021",4.77
"EXTRATO DE TOMATE (340 g)","11/2021",4.63
"EXTRATO DE TOMATE (340 g)","12/2021",4.58
"EXTRATO DE TOMATE (340 g)","01/2022",4.82
"EXTRATO DE TOMATE (340 g)","02/2022",5.4
"EXTRATO DE TOMATE (340 g)","03/2022",4.81
"EXTRATO DE TOMATE (340 g)","04/2022",4.9
"EXTRATO DE TOMATE (340 g)","05/2022",4.8
"EXTRATO DE TOMATE (340 g)","06/2022",4.93
"EXTRATO DE TOMATE (340 g)","07/2022",5.1
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","01/2018",6.84
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","02/2018",7.56
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","03/2018",7.77
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","04/2018",7.84
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","05/2018",7.88
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","06/2018",7.57
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","07/2018",7.43
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","08/2018",7.87
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","09/2018",7.45
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","10/2018",8.19
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","11/2018",7.59
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","12/2018",8.33
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","01/2019",8.03
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","02/2019",8.2
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","03/2019",8.29
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","04/2019",8.99
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","05/2019",7.11
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","06/2019",7.53
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","07/2019",8.09
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","08/2019",7.48
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","09/2019",7.67
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","10/2019",7.24
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","11/2019",6.55
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","12/2019",7.19
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","01/2020",6.54
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","02/2020",6.44
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","03/2020",6.46
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","04/2020",6.32
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","05/2020",6.22
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","06/2020",6.03
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","07/2020",6.98
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","08/2020",6.69
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","09/2020",6.89
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","10/2020",6.71
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","11/2020",6.21
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","12/2020",5.49
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","01/2021",5.98
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","02/2021",6.46
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","03/2021",6.67
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","04/2021",6.39
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","05/2021",6.36
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","06/2021",5.65
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","07/2021",5.81
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","08/2021",6.04
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","09/2021",6.34
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","10/2021",6.77
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","11/2021",6.99
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","12/2021",7.47
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","01/2022",7.14
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","02/2022",6.8
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","03/2022",7.21
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","04/2022",7.58
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","05/2022",7.8
"FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg)","06/2022",8.79
"FARINHA DE TRIGO ESPECIAL (kg)","01/2018",3.28
"FARINHA DE TRIGO ESPECIAL (kg)","02/2018",2.59
"FARINHA DE TRIGO ESPECIAL (kg)","03/2018",2.69
"FARINHA DE TRIGO ESPECIAL (kg)","04/2018",3.24
"FARINHA DE TRIGO ESPECIAL (kg)","05/2018",3.36
"FARINHA DE TRIGO ESPECIAL (kg)","06/2018",3.94
"FARINHA DE TRIGO ESPECIAL (kg)","07/2018",3.96
"FARINHA DE TRIGO ESPECIAL (kg)","08/2018",3.78
"FARINHA DE TRIGO ESPECIAL (kg)","09/2018",3.55
"FARINHA DE TRIGO ESPECIAL (kg)","10/2018",3.87
"FARINHA DE TRIGO ESPECIAL (kg)","11/2018",3.91
"FARINHA DE TRIGO ESPECIAL (kg)","12/2018",3.89
"FARINHA DE TRIGO ESPECIAL (kg)","01/2019",4.21
"FARINHA DE TRIGO ESPECIAL (kg)","02/2019",4.47
"FARINHA DE TRIGO ESPECIAL (kg)","03/2019",4.17
"FARINHA DE TRIGO ESPECIAL (kg)","04/2019",3.74
"FARINHA DE TRIGO ESPECIAL (kg)","05/2019",4.04
"FARINHA DE TRIGO ESPECIAL (kg)","06/2019",3.86
"FARINHA DE TRIGO ESPECIAL (kg)","07/2019",4.17
"FARINHA DE TRIGO ESPECIAL (kg)","08/2019",3.89
"FARINHA DE TRIGO ESPECIAL (kg)","09/2019",3.69
"FARINHA DE TRIGO ESPECIAL (kg)","10/2019",4.37
"FARINHA DE TRIGO ESPECIAL (kg)","11/2019",4.1
"FARINHA DE TRIGO ESPECIAL (kg)","12/2019",4.42
"FARINHA DE TRIGO ESPECIAL (kg)","01/2020",4.23
"FARINHA DE TRIGO ESPECIAL (kg)","02/2020",4.32
"FARINHA DE TRIGO ESPECIAL (kg)","03/2020",4.41
"FARINHA DE TRIGO ESPECIAL (kg)","04/2020",4.97
"FARINHA DE TRIGO ESPECIAL (kg)","05/2020",4.93
"FARINHA DE TRIGO ESPECIAL (kg)","06/2020",4.92
"FARINHA DE TRIGO ESPECIAL (kg)","07/2020",4.99
"FARINHA DE TRIGO ESPECIAL (kg)","08/2020",4.56
"FARINHA DE TRIGO ESPECIAL (kg)","09/2020",4.74
"FARINHA DE TRIGO ESPECIAL (kg)","10/2020",5.07
"FARINHA DE TRIGO ESPECIAL (kg)","11/2020",4.66
"FARINHA DE TRIGO ESPECIAL (kg)","12/2020",3.69
"FARINHA DE TRIGO ESPECIAL (kg)","01/2021",3.31
"FARINHA DE TRIGO ESPECIAL (kg)","02/2021",3.3
"FARINHA DE TRIGO ESPECIAL (kg)","03/2021",3.28
"FARINHA DE TRIGO ESPECIAL (kg)","04/2021",3.86
"FARINHA DE TRIGO ESPECIAL (kg)","05/2021",3.48
"FARINHA DE TRIGO ESPECIAL (kg)","06/2021",3.46
"FARINHA DE TRIGO ESPECIAL (kg)","07/2021",3.83
"FARINHA DE TRIGO ESPECIAL (kg)","08/2021",4.02
"FARINHA DE TRIGO ESPECIAL (kg)","09/2021",4.07
"FARINHA DE TRIGO ESPECIAL (kg)","10/2021",4.19
"FARINHA DE TRIGO ESPECIAL (kg)","11/2021",4.2
"FARINHA DE TRIGO ESPECIAL (kg)","12/2021",4.34
"FARINHA DE TRIGO ESPECIAL (kg)","01/2022",4.31
"FARINHA DE TRIGO ESPECIAL (kg)","02/2022",4.36
"FARINHA DE TRIGO ESPECIAL (kg)","03/2022",4.69
"FARINHA DE TRIGO ESPECIAL (kg)","04/2022",4.95
"FARINHA DE TRIGO ESPECIAL (kg)","05/2022",5.27
"FARINHA DE TRIGO ESPECIAL (kg)","06/2022",5.36
"FARINHA DE TRIGO ESPECIAL (kg)","07/2022",5.39
"FEIJÃO COMUM CORES TIPO 1 (kg)","01/2018",3.52
"FEIJÃO COMUM CORES TIPO 1 (kg)","02/2018",4.29
"FEIJÃO COMUM CORES TIPO 1 (kg)","03/2018",4.1
"FEIJÃO COMUM CORES TIPO 1 (kg)","04/2018",4.12
"FEIJÃO COMUM CORES TIPO 1 (kg)","05/2018",4.22
"FEIJÃO COMUM CORES TIPO 1 (kg)","06/2018",4.08
"FEIJÃO COMUM CORES TIPO 1 (kg)","07/2018",4.19
"FEIJÃO COMUM CORES TIPO 1 (kg)","08/2018",4.24
"FEIJÃO COMUM CORES TIPO 1 (kg)","09/2018",4.49
"FEIJÃO COMUM CORES TIPO 1 (kg)","10/2018",3.51
"FEIJÃO COMUM CORES TIPO 1 (kg)","11/2018",3.99
"FEIJÃO COMUM CORES TIPO 1 (kg)","12/2018",4.39
"FEIJÃO COMUM CORES TIPO 1 (kg)","01/2019",5.46
"FEIJÃO COMUM CORES TIPO 1 (kg)","02/2019",8.49
"FEIJÃO COMUM CORES TIPO 1 (kg)","03/2019",7.95
"FEIJÃO COMUM CORES TIPO 1 (kg)","04/2019",8.66
"FEIJÃO COMUM CORES TIPO 1 (kg)","05/2019",7.83
"FEIJÃO COMUM CORES TIPO 1 (kg)","06/2019",5.56
"FEIJÃO COMUM CORES TIPO 1 (kg)","07/2019",5.23
"FEIJÃO COMUM CORES TIPO 1 (kg)","08/2019",4.99
"FEIJÃO COMUM CORES TIPO 1 (kg)","09/2019",4.67
"FEIJÃO COMUM CORES TIPO 1 (kg)","10/2019",4.87
"FEIJÃO COMUM CORES TIPO 1 (kg)","11/2019",4.49
"FEIJÃO COMUM CORES TIPO 1 (kg)","12/2019",7.26
"FEIJÃO COMUM CORES TIPO 1 (kg)","01/2020",6.22
"FEIJÃO COMUM CORES TIPO 1 (kg)","02/2020",6.08
"FEIJÃO COMUM CORES TIPO 1 (kg)","03/2020",6.81
"FEIJÃO COMUM CORES TIPO 1 (kg)","04/2020",8.26
"FEIJÃO COMUM CORES TIPO 1 (kg)","05/2020",9.16
"FEIJÃO COMUM CORES TIPO 1 (kg)","06/2020",7.48
"FEIJÃO COMUM CORES TIPO 1 (kg)","07/2020",8.48
"FEIJÃO COMUM CORES TIPO 1 (kg)","08/2020",8.44
"FEIJÃO COMUM CORES TIPO 1 (kg)","09/2020",8.35
"FEIJÃO COMUM CORES TIPO 1 (kg)","10/2020",8.42
"FEIJÃO COMUM CORES TIPO 1 (kg)","11/2020",8.27
"FEIJÃO COMUM CORES TIPO 1 (kg)","12/2020",7.49
"FEIJÃO COMUM CORES TIPO 1 (kg)","01/2021",6.81
"FEIJÃO COMUM CORES TIPO 1 (kg)","02/2021",6.92
"FEIJÃO COMUM CORES TIPO 1 (kg)","03/2021",7.15
"FEIJÃO COMUM CORES TIPO 1 (kg)","04/2021",7.36
"FEIJÃO COMUM CORES TIPO 1 (kg)","05/2021",7.33
"FEIJÃO COMUM CORES TIPO 1 (kg)","06/2021",7.01
"FEIJÃO COMUM CORES TIPO 1 (kg)","07/2021",7.46
"FEIJÃO COMUM CORES TIPO 1 (kg)","08/2021",7.92
"FEIJÃO COMUM CORES TIPO 1 (kg)","09/2021",7.86
"FEIJÃO COMUM CORES TIPO 1 (kg)","10/2021",7.54
"FEIJÃO COMUM CORES TIPO 1 (kg)","11/2021",7.23
"FEIJÃO COMUM CORES TIPO 1 (kg)","12/2021",7.19
"FEIJÃO COMUM CORES TIPO 1 (kg)","01/2022",7.2
"FEIJÃO COMUM CORES TIPO 1 (kg)","02/2022",7.8
"FEIJÃO COMUM CORES TIPO 1 (kg)","03/2022",8.14
"FEIJÃO COMUM CORES TIPO 1 (kg)","04/2022",8.54
"FEIJÃO COMUM CORES TIPO 1 (kg)","05/2022",9.29
"FEIJÃO COMUM CORES TIPO 1 (kg)","06/2022",9.46
"FEIJÃO COMUM CORES TIPO 1 (kg)","07/2022",9.5
"FEIJÃO COMUM PRETO TIPO 1 (kg)","01/2018",4.53
"FEIJÃO COMUM PRETO TIPO 1 (kg)","02/2018",4.92
"FEIJÃO COMUM PRETO TIPO 1 (kg)","03/2018",4.77
"FEIJÃO COMUM PRETO TIPO 1 (kg)","04/2018",5.09
"FEIJÃO COMUM PRETO TIPO 1 (kg)","05/2018",4.88
"FEIJÃO COMUM PRETO TIPO 1 (kg)","06/2018",4.43
"FEIJÃO COMUM PRETO TIPO 1 (kg)","07/2018",4.99
"FEIJÃO COMUM PRETO TIPO 1 (kg)","08/2018",5.09
"FEIJÃO COMUM PRETO TIPO 1 (kg)","09/2018",5.24
"FEIJÃO COMUM PRETO TIPO 1 (kg)","10/2018",5.08
"FEIJÃO COMUM PRETO TIPO 1 (kg)","11/2018",4.84
"FEIJÃO COMUM PRETO TIPO 1 (kg)","12/2018",4.99
"FEIJÃO COMUM PRETO TIPO 1 (kg)","01/2019",5.16
"FEIJÃO COMUM PRETO TIPO 1 (kg)","02/2019",6.02
"FEIJÃO COMUM PRETO TIPO 1 (kg)","03/2019",6.37
"FEIJÃO COMUM PRETO TIPO 1 (kg)","04/2019",6.97
"FEIJÃO COMUM PRETO TIPO 1 (kg)","05/2019",6.74
"FEIJÃO COMUM PRETO TIPO 1 (kg)","06/2019",5.74
"FEIJÃO COMUM PRETO TIPO 1 (kg)","07/2019",5.51
"FEIJÃO COMUM PRETO TIPO 1 (kg)","08/2019",4.66
"FEIJÃO COMUM PRETO TIPO 1 (kg)","09/2019",4.64
"FEIJÃO COMUM PRETO TIPO 1 (kg)","10/2019",5.05
"FEIJÃO COMUM PRETO TIPO 1 (kg)","11/2019",5.45
"FEIJÃO COMUM PRETO TIPO 1 (kg)","12/2019",6.33
"FEIJÃO COMUM PRETO TIPO 1 (kg)","01/2020",6.16
"FEIJÃO COMUM PRETO TIPO 1 (kg)","02/2020",5.93
"FEIJÃO COMUM PRETO TIPO 1 (kg)","03/2020",6.5
"FEIJÃO COMUM PRETO TIPO 1 (kg)","04/2020",7.29
"FEIJÃO COMUM PRETO TIPO 1 (kg)","05/2020",7.63
"FEIJÃO COMUM PRETO TIPO 1 (kg)","06/2020",8.3
"FEIJÃO COMUM PRETO TIPO 1 (kg)","07/2020",7.16
"FEIJÃO COMUM PRETO TIPO 1 (kg)","08/2020",7.88
"FEIJÃO COMUM PRETO TIPO 1 (kg)","09/2020",7.5
"FEIJÃO COMUM PRETO TIPO 1 (kg)","10/2020",9.03
"FEIJÃO COMUM PRETO TIPO 1 (kg)","11/2020",8.78
"FEIJÃO COMUM PRETO TIPO 1 (kg)","12/2020",8.23
"FEIJÃO COMUM PRETO TIPO 1 (kg)","01/2021",7.77
"FEIJÃO COMUM PRETO TIPO 1 (kg)","02/2021",8.38
"FEIJÃO COMUM PRETO TIPO 1 (kg)","03/2021",8.42
"FEIJÃO COMUM PRETO TIPO 1 (kg)","04/2021",8.99
"FEIJÃO COMUM PRETO TIPO 1 (kg)","05/2021",8.42
"FEIJÃO COMUM PRETO TIPO 1 (kg)","06/2021",8.04
"FEIJÃO COMUM PRETO TIPO 1 (kg)","07/2021",8.2
"FEIJÃO COMUM PRETO TIPO 1 (kg)","08/2021",8.28
"FEIJÃO COMUM PRETO TIPO 1 (kg)","09/2021",8.16
"FEIJÃO COMUM PRETO TIPO 1 (kg)","10/2021",8.02
"FEIJÃO COMUM PRETO TIPO 1 (kg)","11/2021",7.87
"FEIJÃO COMUM PRETO TIPO 1 (kg)","12/2021",8.1
"FEIJÃO COMUM PRETO TIPO 1 (kg)","01/2022",7.88
"FEIJÃO COMUM PRETO TIPO 1 (kg)","02/2022",8.2
"FEIJÃO COMUM PRETO TIPO 1 (kg)","03/2022",8.92
"FEIJÃO COMUM PRETO TIPO 1 (kg)","04/2022",9.32
"FEIJÃO COMUM PRETO TIPO 1 (kg)","05/2022",9.15
"FEIJÃO COMUM PRETO TIPO 1 (kg)","06/2022",8.43
"FEIJÃO COMUM PRETO TIPO 1 (kg)","07/2022",7.72
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","01/2018",2.98
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","02/2018",2.7
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","03/2018",2.77
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","04/2018",3.32
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","05/2018",3.13
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","06/2018",2.31
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","07/2018",2.79
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","08/2018",3.22
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","09/2018",3.39
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","10/2018",3.58
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","11/2018",3.05
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","12/2018",3.29
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","01/2019",3.45
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","02/2019",3.23
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","03/2019",3.41
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","04/2019",3.17
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","05/2019",3.47
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","06/2019",3.14
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","07/2019",3.21
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","08/2019",3.27
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","09/2019",3.29
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","10/2019",2.76
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","11/2019",2.59
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","12/2019",3.17
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","01/2020",3.12
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","02/2020",2.89
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","03/2020",3.29
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","04/2020",3.19
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","05/2020",3.16
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","06/2020",3.19
