"Produto/Unidade","Mês/Ano","Preço Médio"
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","07/2020",3.12
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","08/2020",3.16
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","09/2020",2.86
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","10/2020",3.34
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","11/2020",2.96
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","12/2020",3.1
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","01/2021",2.54
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","02/2021",2.58
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","03/2021",2.64
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","04/2021",3.1
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","05/2021",3.3
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","06/2021",3.24
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","07/2021",3.03
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","08/2021",3.11
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","09/2021",3.26
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","10/2021",3.51
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","11/2021",3.48
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","12/2021",3.43
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","01/2022",3.63
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","02/2022",3.65
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","03/2022",3.7
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","04/2022",3.88
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","05/2022",3.87
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","06/2022",4.21
"FLOCOS DE MILHO ENRIQUECIDO (500 g)","07/2022",4.36
"FUBÁ DE MILHO COMUM MIMOSO (kg)","01/2018",3.7
"FUBÁ DE MILHO COMUM MIMOSO (kg)","02/2018",3.71
"FUBÁ DE MILHO COMUM MIMOSO (kg)","03/2018",3.89
"FUBÁ DE MILHO COMUM MIMOSO (kg)","04/2018",3.9
"FUBÁ DE MILHO COMUM MIMOSO (kg)","05/2018",4.14
"FUBÁ DE MILHO COMUM MIMOSO (kg)","06/2018",3.95
"FUBÁ DE MILHO COMUM MIMOSO (kg)","07/2018",3.5
"FUBÁ DE MILHO COMUM MIMOSO (kg)","08/2018",3.95
"FUBÁ DE MILHO COMUM MIMOSO (kg)","09/2018",4.24
"FUBÁ DE MILHO COMUM MIMOSO (kg)","10/2018",4.22
"FUBÁ DE MILHO COMUM MIMOSO (kg)","11/2018",3.78
"FUBÁ DE MILHO COMUM MIMOSO (kg)","12/2018",4.05
"FUBÁ DE MILHO COMUM MIMOSO (kg)","01/2019",3.89
"FUBÁ DE MILHO COMUM MIMOSO (kg)","02/2019",4.07
"FUBÁ DE MILHO COMUM MIMOSO (kg)","03/2019",4.03
"FUBÁ DE MILHO COMUM MIMOSO (kg)","04/2019",4.32
"FUBÁ DE MILHO COMUM MIMOSO (kg)","05/2019",4.09
"FUBÁ DE MILHO COMUM MIMOSO (kg)","06/2019",4.07
"FUBÁ DE MILHO COMUM MIMOSO (kg)","07/2019",4.48
"FUBÁ DE MILHO COMUM MIMOSO (kg)","08/2019",4.47
"FUBÁ DE MILHO COMUM MIMOSO (kg)","09/2019",4.45
"FUBÁ DE MILHO COMUM MIMOSO (kg)","10/2019",4.39
"FUBÁ DE MILHO COMUM MIMOSO (kg)","11/2019",4.49
"FUBÁ DE MILHO COMUM MIMOSO (kg)","12/2019",4.47
"FUBÁ DE MILHO COMUM MIMOSO (kg)","01/2020",4.29
"FUBÁ DE MILHO COMUM MIMOSO (kg)","02/2020",4.1
"FUBÁ DE MILHO COMUM MIMOSO (kg)","03/2020",4.45
"FUBÁ DE MILHO COMUM MIMOSO (kg)","04/2020",4.49
"FUBÁ DE MILHO COMUM MIMOSO (kg)","05/2020",4.41
"FUBÁ DE MILHO COMUM MIMOSO (kg)","06/2020",4.84
"FUBÁ DE MILHO COMUM MIMOSO (kg)","07/2020",4.09
"FUBÁ DE MILHO COMUM MIMOSO (kg)","08/2020",4.29
"FUBÁ DE MILHO COMUM MIMOSO (kg)","09/2020",4.09
"FUBÁ DE MILHO COMUM MIMOSO (kg)","10/2020",4.49
"FUBÁ DE MILHO COMUM MIMOSO (kg)","11/2020",4.61
"FUBÁ DE MILHO COMUM MIMOSO (kg)","12/2020",4.17
"FUBÁ DE MILHO COMUM MIMOSO (kg)","01/2021",4.07
"FUBÁ DE MILHO COMUM MIMOSO (kg)","02/2021",4.85
"FUBÁ DE MILHO COMUM MIMOSO (kg)","03/2021",5.51
"FUBÁ DE MILHO COMUM MIMOSO (kg)","04/2021",5.51
"FUBÁ DE MILHO COMUM MIMOSO (kg)","05/2021",5.26
"FUBÁ DE MILHO COMUM MIMOSO (kg)","06/2021",4.3
"FUBÁ DE MILHO COMUM MIMOSO (kg)","07/2021",4.56
"FUBÁ DE MILHO COMUM MIMOSO (kg)","08/2021",4.98
"FUBÁ DE MILHO COMUM MIMOSO (kg)","09/2021",5.12
"FUBÁ DE MILHO COMUM MIMOSO (kg)","10/2021",5.11
"FUBÁ DE MILHO COMUM MIMOSO (kg)","11/2021",5.35
"FUBÁ DE MILHO COMUM MIMOSO (kg)","12/2021",5.47
"FUBÁ DE MILHO COMUM MIMOSO (kg)","01/2022",5.77
"FUBÁ DE MILHO COMUM MIMOSO (kg)","02/2022",6.35
"FUBÁ DE MILHO COMUM MIMOSO (kg)","03/2022",6.52
"FUBÁ DE MILHO COMUM MIMOSO (kg)","04/2022",6.57
"FUBÁ DE MILHO COMUM MIMOSO (kg)","05/2022",6.92
"FUBÁ DE MILHO COMUM MIMOSO (kg)","06/2022",6.91
"FUBÁ DE MILHO COMUM MIMOSO (kg)","07/2022",6.88
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","01/2018",10.07
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","02/2018",10.54
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","03/2018",10.25
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","04/2018",10.98
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","05/2018",11.34
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","06/2018",11.96
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","07/2018",11.44
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","08/2018",11.82
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","09/2018",12.29
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","10/2018",12.03
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","11/2018",11.01
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","12/2018",11.99
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","01/2019",12.5
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","02/2019",12.36
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","03/2019",11.93
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","04/2019",13.48
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","05/2019",12.17
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","06/2019",12.34
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","07/2019",12.14
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","08/2019",12.66
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","09/2019",13.53
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","10/2019",11.45
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","11/2019",10.95
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","12/2019",11.02
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","01/2020",11.3
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","02/2020",10.95
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","03/2020",12.02
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","04/2020",11.86
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","05/2020",12.82
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","06/2020",12.23
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","07/2020",10.99
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","08/2020",11.74
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","09/2020",12.69
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","10/2020",12.44
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","11/2020",12.25
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","12/2020",11.95
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","01/2021",10.37
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","02/2021",11.48
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","03/2021",11.66
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","04/2021",12.56
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","05/2021",10.86
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","06/2021",10.95
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","07/2021",12.41
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","08/2021",13.16
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","09/2021",13.34
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","10/2021",13.68
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","11/2021",13.56
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","12/2021",13.57
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","01/2022",13.09
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","02/2022",13
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","03/2022",13.68
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","04/2022",14.27
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","05/2022",14.54
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","06/2022",15.4
"LEITE DE VACA EM PÓ INTEGRAL (400 g)","07/2022",16.1
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","01/2018",2.32
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","02/2018",2.71
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","03/2018",2.59
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","04/2018",2.93
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","05/2018",3.09
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","06/2018",3.72
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","07/2018",3.92
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","08/2018",3.89
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","09/2018",3.69
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","10/2018",3.24
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","11/2018",2.76
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","12/2018",2.74
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","01/2019",3.06
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","02/2019",2.99
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","03/2019",2.79
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","04/2019",3.06
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","05/2019",2.89
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","06/2019",3.38
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","07/2019",3.32
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","08/2019",2.89
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","09/2019",2.98
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","10/2019",3.2
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","11/2019",3.44
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","12/2019",3.19
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","01/2020",3.28
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","02/2020",3.03
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","03/2020",3.32
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","04/2020",3.72
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","05/2020",3.75
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","06/2020",3.49
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","07/2020",3.76
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","08/2020",4.11
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","09/2020",4.19
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","10/2020",4.14
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","11/2020",4.12
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","12/2020",3.76
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","01/2021",3.42
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","02/2021",3.4
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","03/2021",3.48
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","04/2021",3.77
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","05/2021",3.5
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","06/2021",3.87
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","07/2021",3.99
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","08/2021",4.15
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","09/2021",4.22
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","10/2021",4.1
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","11/2021",3.82
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","12/2021",3.71
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","01/2022",3.83
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","02/2022",3.94
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","03/2022",4.4
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","04/2022",4.92
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","05/2022",4.99
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","06/2022",5.43
"LEITE DE VACA LONGA VIDA INTEGRAL (l)","07/2022",5.72
"MACARRÃO ESPAGUETE SÊMOLA (500 g)","01/2018",4.95
"MACARRÃO ESPAGUETE SÊMOLA (500 g)","02/2018",5.22
"MACARRÃO ESPAGUETE SÊMOLA (500 g)","03/2018",5.07
"MACARRÃO ESPAGUETE SÊMOLA (500 g)","04/2018",5.36
"MACARRÃO ESPAGUETE SÊMOLA (500 g)","05/2018",5.51
"MACARRÃO ESPAGUETE SÊMOLA (500 g)","06/2018",5.76
"MACARRÃO ESPAGUETE SÊMOLA (500 g)","07/2018",5.34
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","01/2018",4.73
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","02/2018",4.95
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","03/2018",4.77
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","04/2018",5.65
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","05/2018",4.95
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","06/2018",5.29
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","07/2018",4.93
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","08/2018",5.58
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","09/2018",5.39
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","10/2018",5.49
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","11/2018",5.51
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","12/2018",5.29
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","01/2019",5.49
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","02/2019",5.65
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","03/2019",5.47
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","04/2019",5.97
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","05/2019",5.71
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","06/2019",5.26
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","07/2019",5.04
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","08/2019",5.58
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","09/2019",5.23
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","10/2019",5.18
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","11/2019",5.28
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","12/2019",5.51
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","01/2020",5.25
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","02/2020",5.66
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","03/2020",5.87
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","04/2020",5.75
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","05/2020",6.01
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","06/2020",5.36
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","07/2020",5.51
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","08/2020",5.79
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","09/2020",5.75
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","10/2020",5.79
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","11/2020",5.78
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","12/2020",5.79
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","01/2021",5.28
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","02/2021",5.93
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","03/2021",6.3
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","04/2021",6.28
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","05/2021",6.31
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","06/2021",6.25
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","07/2021",6.75
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","08/2021",6.75
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","09/2021",6.83
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","10/2021",6.81
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","11/2021",6.65
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","12/2021",6.61
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","01/2022",6.78
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","02/2022",6.85
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","03/2022",6.94
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","04/2022",7.11
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","05/2022",7.5
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","06/2022",7.75
"MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg)","07/2022",7.85
"OLEO DE SOJA REFINADO (900 ml)","01/2018",3.13
"OLEO DE SOJA REFINADO (900 ml)","02/2018",3.41
"OLEO DE SOJA REFINADO (900 ml)","03/2018",3.49
"OLEO DE SOJA REFINADO (900 ml)","04/2018",3.39
"OLEO DE SOJA REFINADO (900 ml)","05/2018",3.46
"OLEO DE SOJA REFINADO (900 ml)","06/2018",3.31
"OLEO DE SOJA REFINADO (900 ml)","07/2018",3.43
"OLEO DE SOJA REFINADO (900 ml)","08/2018",3.29
"OLEO DE SOJA REFINADO (900 ml)","09/2018",3.54
"OLEO DE SOJA REFINADO (900 ml)","10/2018",3.33
"OLEO DE SOJA REFINADO (900 ml)","11/2018",3.31
"OLEO DE SOJA REFINADO (900 ml)","12/2018",3.45
"OLEO DE SOJA REFINADO (900 ml)","01/2019",3.48
"OLEO DE SOJA REFINADO (900 ml)","02/2019",3.44
"OLEO DE SOJA REFINADO (900 ml)","03/2019",3.49
"OLEO DE SOJA REFINADO (900 ml)","04/2019",3.36
"OLEO DE SOJA REFINADO (900 ml)","05/2019",3.24
"OLEO DE SOJA REFINADO (900 ml)","06/2019",3.39
"OLEO DE SOJA REFINADO (900 ml)","07/2019",3.25
"OLEO DE SOJA REFINADO (900 ml)","08/2019",3.29
"OLEO DE SOJA REFINADO (900 ml)","09/2019",3.47
"OLEO DE SOJA REFINADO (900 ml)","10/2019",3.48
"OLEO DE SOJA REFINADO (900 ml)","11/2019",3.69
"OLEO DE SOJA REFINADO (900 ml)","12/2019",3.76
"OLEO DE SOJA REFINADO (900 ml)","01/2020",3.69
"OLEO DE SOJA REFINADO (900 ml)","02/2020",3.91
"OLEO DE SOJA REFINADO (900 ml)","03/2020",4.22
"OLEO DE SOJA REFINADO (900 ml)","04/2020",4.13
"OLEO DE SOJA REFINADO (900 ml)","05/2020",4.17
"OLEO DE SOJA REFINADO (900 ml)","06/2020",4.26
"OLEO DE SOJA REFINADO (900 ml)","07/2020",4.02
"OLEO DE SOJA REFINADO (900 ml)","08/2020",4.81
"OLEO DE SOJA REFINADO (900 ml)","09/2020",6.48
"OLEO DE SOJA REFINADO (900 ml)","10/2020",7.23
"OLEO DE SOJA REFINADO (900 ml)","11/2020",7.39
"OLEO DE SOJA REFINADO (900 ml)","12/2020",7.5
"OLEO DE SOJA REFINADO (900 ml)","01/2021",7.14
"OLEO DE SOJA REFINADO (900 ml)","02/2021",6.93
"OLEO DE SOJA REFINADO (900 ml)","03/2021",7.42
"OLEO DE SOJA REFINADO (900 ml)","04/2021",7.58
"OLEO DE SOJA REFINADO (900 ml)","05/2021",7.21
"OLEO DE SOJA REFINADO (900 ml)","06/2021",7.34
"OLEO DE SOJA REFINADO (900 ml)","07/2021",7.53
"OLEO DE SOJA REFINADO (900 ml)","08/2021",7.74
"OLEO DE SOJA REFINADO (900 ml)","09/2021",7.86
"OLEO DE SOJA REFINADO (900 ml)","10/2021",7.84
"OLEO DE SOJA REFINADO (900 ml)","11/2021",8.22
"OLEO DE SOJA REFINADO (900 ml)","12/2021",8.31
"OLEO DE SOJA REFINADO (900 ml)","01/2022",8.53
"OLEO DE SOJA REFINADO (900 ml)","02/2022",8.67
"OLEO DE SOJA REFINADO (900 ml)","03/2022",9.35
"OLEO DE SOJA REFINADO (900 ml)","04/2022",9.81
"OLEO DE SOJA REFINADO (900 ml)","05/2022",9.85
"OLEO DE SOJA REFINADO (900 ml)","06/2022",10.01
"OLEO DE SOJA REFINADO (900 ml)","07/2022",10.6
"PÃO FRANCÊS (kg)","01/2018",12.45
"PÃO FRANCÊS (kg)","02/2018",10.28
"PÃO FRANCÊS (kg)","03/2018",9.93
"PÃO FRANCÊS (kg)","04/2018",9.9
"PÃO FRANCÊS (kg)","05/2018",11.6
"PÃO FRANCÊS (kg)","06/2018",10.9
"PÃO FRANCÊS (kg)","07/2018",11.9
"PÃO FRANCÊS (kg)","08/2018",10.94
"PÃO FRANCÊS (kg)","09/2018",11.99
"PÃO FRANCÊS (kg)","10/2018",11.29
"PÃO FRANCÊS (kg)","11/2018",11.99
"PÃO FRANCÊS (kg)","12/2018",11.99
"PÃO FRANCÊS (kg)","01/2019",11.99
"PÃO FRANCÊS (kg)","02/2019",11.45
"PÃO FRANCÊS (kg)","03/2019",11.79
"PÃO FRANCÊS (kg)","04/2019",11.9
"PÃO FRANCÊS (kg)","05/2019",11.99
"PÃO FRANCÊS (kg)","06/2019",11.99
"PÃO FRANCÊS (kg)","07/2019",11.99
"PÃO FRANCÊS (kg)","08/2019",12.49
"PÃO FRANCÊS (kg)","09/2019",12.29
"PÃO FRANCÊS (kg)","10/2019",11.95
"PÃO FRANCÊS (kg)","11/2019",12.9
"PÃO FRANCÊS (kg)","12/2019",13.6
"PÃO FRANCÊS (kg)","01/2020",12.99
"PÃO FRANCÊS (kg)","02/2020",13.99
"PÃO FRANCÊS (kg)","03/2020",14.99
"PÃO FRANCÊS (kg)","04/2020",14.99
"PÃO FRANCÊS (kg)","05/2020",13.95
"PÃO FRANCÊS (kg)","06/2020",14.85
"PÃO FRANCÊS (kg)","07/2020",13.16
"PÃO FRANCÊS (kg)","08/2020",14.9
"PÃO FRANCÊS (kg)","09/2020",14.9
"PÃO FRANCÊS (kg)","10/2020",14.9
"PÃO FRANCÊS (kg)","11/2020",14.99
"PÃO FRANCÊS (kg)","12/2020",13.28
"PÃO FRANCÊS (kg)","01/2021",13.25
"PÃO FRANCÊS (kg)","02/2021",12.71
"PÃO FRANCÊS (kg)","03/2021",11.2
"PÃO FRANCÊS (kg)","04/2021",10.67
"PÃO FRANCÊS (kg)","05/2021",12.79
"PÃO FRANCÊS (kg)","06/2021",12
"PÃO FRANCÊS (kg)","07/2021",11.55
"PÃO FRANCÊS (kg)","08/2021",10.97
"PÃO FRANCÊS (kg)","09/2021",11.42
"PÃO FRANCÊS (kg)","10/2021",12.09
"PÃO FRANCÊS (kg)","11/2021",11.96
"PÃO FRANCÊS (kg)","12/2021",11.84
"PÃO FRANCÊS (kg)","01/2022",13.47
"PÃO FRANCÊS (kg)","02/2022",13.98
"PÃO FRANCÊS (kg)","03/2022",13.87
"PÃO FRANCÊS (kg)","04/2022",14.22
"PÃO FRANCÊS (kg)","05/2022",14.46
"PÃO FRANCÊS (kg)","06/2022",14.34
"PÃO FRANCÊS (kg)","07/2022",15.3
"SAL (kg)","01/2018",2.06
"SAL (kg)","02/2018",1.75
"SAL (kg)","03/2018",1.77
"SAL (kg)","04/2018",1.79
"SAL (kg)","05/2018",2.34
"SAL (kg)","06/2018",1.66
"SAL (kg)","07/2018",1.62
"SAL (kg)","08/2018",1.84
"SAL (kg)","09/2018",1.79
"SAL (kg)","10/2018",2.19
"SAL (kg)","11/2018",2.05
"SAL (kg)","12/2018",1.97
"SAL (kg)","01/2019",2.07
"SAL (kg)","02/2019",2.15
"SAL (kg)","03/2019",2.03
"SAL (kg)","04/2019",2
"SAL (kg)","05/2019",1.94
"SAL (kg)","06/2019",1.98
"SAL (kg)","07/2019",2.02
"SAL (kg)","08/2019",2.39
"SAL (kg)","09/2019",2.27
"SAL (kg)","10/2019",1.93
"SAL (kg)","11/2019",1.87
"SAL (kg)","12/2019",1.97
"SAL (kg)","01/2020",2.13
"SAL (kg)","02/2020",1.95
"SAL (kg)","03/2020",2.08
"SAL (kg)","04/2020",2.08
"SAL (kg)","05/2020",2.24
"SAL (kg)","06/2020",2.22
"SAL (kg)","07/2020",2.04
"SAL (kg)","08/2020",2.2
"SAL (kg)","09/2020",2.29
"SAL (kg)","10/2020",2.3
"SAL (kg)","11/2020",2.29
"SAL (kg)","12/2020",2.22
"SAL (kg)","01/2021",2.21
"SAL (kg)","02/2021",1.99
"SAL (kg)","03/2021",2.19
"SAL (kg)","04/2021",2.08
"SAL (kg)","05/2021",2.17
"SAL (kg)","06/2021",2.11
"SAL (kg)","07/2021",2.16
"SAL (kg)","08/2021",2.21
"SAL (kg)","09/2021",2.19
"SAL (kg)","10/2021",2.13
"SAL (kg)","11/2021",2.14
"SAL (kg)","12/2021",2.08
"SAL (kg)","01/2022",2.2
"SAL (kg)","02/2022",2.27
"SAL (kg)","03/2022",2.1
"SAL (kg)","04/2022",2.09
"SAL (kg)","05/2022",2.12
"SAL (kg)","06/2022",2.38
"SAL (kg)","07/2022",2.59
