"Produto/Unidade","Mês/Ano","Preço Médio"
"LEITE DE VACA IN NATURA (l)","02/2018",1.17
"LEITE DE VACA IN NATURA (l)","03/2018",1.21
"LEITE DE VACA IN NATURA (l)","04/2018",1.22
"LEITE DE VACA IN NATURA (l)","05/2018",1.29
"LEITE DE VACA IN NATURA (l)","06/2018",1.38
"LEITE DE VACA IN NATURA (l)","07/2018",1.39
"LEITE DE VACA IN NATURA (l)","08/2018",1.51
"LEITE DE VACA IN NATURA (l)","09/2018",1.56
"LEITE DE VACA IN NATURA (l)","10/2018",1.56
"LEITE DE VACA IN NATURA (l)","11/2018",1.5
"LEITE DE VACA IN NATURA (l)","12/2018",1.37
"LEITE DE VACA IN NATURA (l)","01/2019",1.43
"LEITE DE VACA IN NATURA (l)","02/2019",1.48
"LEITE DE VACA IN NATURA (l)","03/2019",1.48
"LEITE DE VACA IN NATURA (l)","04/2019",1.51
"LEITE DE VACA IN NATURA (l)","05/2019",1.51
"LEITE DE VACA IN NATURA (l)","06/2019",1.54
"LEITE DE VACA IN NATURA (l)","07/2019",1.5
"LEITE DE VACA IN NATURA (l)","08/2019",1.47
"LEITE DE VACA IN NATURA (l)","09/2019",1.49
"LEITE DE VACA IN NATURA (l)","10/2019",1.47
"LEITE DE VACA IN NATURA (l)","11/2019",1.44
"LEITE DE VACA IN NATURA (l)","12/2019",1.48
"LEITE DE VACA IN NATURA (l)","01/2020",1.47
"LEITE DE VACA IN NATURA (l)","02/2020",1.5
"LEITE DE VACA IN NATURA (l)","03/2020",1.51
"LEITE DE VACA IN NATURA (l)","04/2020",1.5
"LEITE DE VACA IN NATURA (l)","05/2020",1.47
"LEITE DE VACA IN NATURA (l)","06/2020",1.53
"LEITE DE VACA IN NATURA (l)","07/2020",1.56
"LEITE DE VACA IN NATURA (l)","08/2020",1.66
"LEITE DE VACA IN NATURA (l)","09/2020",1.81
"LEITE DE VACA IN NATURA (l)","10/2020",1.92
"LEITE DE VACA IN NATURA (l)","11/2020",2.01
"LEITE DE VACA IN NATURA (l)","12/2020",1.97
"LEITE DE VACA IN NATURA (l)","01/2021",2.15
"LEITE DE VACA IN NATURA (l)","02/2021",2.13
"LEITE DE VACA IN NATURA (l)","03/2021",2.13
"LEITE DE VACA IN NATURA (l)","04/2021",2.07
"LEITE DE VACA IN NATURA (l)","05/2021",2.1
"LEITE DE VACA IN NATURA (l)","06/2021",2.09
"LEITE DE VACA IN NATURA (l)","07/2021",2.18
"LEITE DE VACA IN NATURA (l)","08/2021",2.22
"LEITE DE VACA IN NATURA (l)","09/2021",2.25
"LEITE DE VACA IN NATURA (l)","10/2021",2.26
"LEITE DE VACA IN NATURA (l)","11/2021",2.16
"LEITE DE VACA IN NATURA (l)","12/2021",2
"LEITE DE VACA IN NATURA (l)","01/2022",2.04
"LEITE DE VACA IN NATURA (l)","02/2022",2.12
"LEITE DE VACA IN NATURA (l)","03/2022",2.21
"LEITE DE VACA IN NATURA (l)","04/2022",2.29
"LEITE DE VACA IN NATURA (l)","05/2022",2.44
"LEITE DE VACA IN NATURA (l)","06/2022",2.54
"MANGA PALMER (kg)","01/2018",0.58
"MANGA PALMER (kg)","02/2018",0.69
"MANGA PALMER (kg)","03/2018",0.9
"MANGA PALMER (kg)","04/2018",1.13
"MANGA PALMER (kg)","11/2018",0.89
"MANGA PALMER (kg)","12/2018",0.78
"MANGA PALMER (kg)","01/2019",1.02
"MANGA PALMER (kg)","02/2019",1.69
"MANGA PALMER (kg)","03/2019",2.57
"MANGA PALMER (kg)","12/2019",0.87
"MANGA PALMER (kg)","01/2020",0.77
"MANGA PALMER (kg)","02/2020",0.96
"MANGA PALMER (kg)","03/2020",1.1
"MANGA PALMER (kg)","11/2020",0.78
"MANGA PALMER (kg)","12/2020",0.65
"MANGA PALMER (kg)","01/2021",1.03
"MANGA PALMER (kg)","02/2021",1.68
"MANGA PALMER (kg)","03/2021",2.46
"MANGA PALMER (kg)","04/2021",2.5
"MANGA PALMER (kg)","12/2021",1.19
"MANGA PALMER (kg)","01/2022",1.28
"MANGA PALMER (kg)","02/2022",1.31
"MANGA PALMER (kg)","03/2022",1.42
"MANGA PALMER (kg)","04/2022",1.42
"MANGA TOMMY ATKINS (kg)","01/2018",0.67
"MANGA TOMMY ATKINS (kg)","02/2018",0.95
"MANGA TOMMY ATKINS (kg)","11/2018",0.64
"MANGA TOMMY ATKINS (kg)","12/2018",0.6
"MANGA TOMMY ATKINS (kg)","01/2019",0.92
"MANGA TOMMY ATKINS (kg)","02/2019",1
"MANGA TOMMY ATKINS (kg)","11/2019",0.75
"MANGA TOMMY ATKINS (kg)","12/2019",0.61
"MANGA TOMMY ATKINS (kg)","01/2020",0.73
"MANGA TOMMY ATKINS (kg)","11/2020",0.54
"MANGA TOMMY ATKINS (kg)","12/2020",0.77
"MANGA TOMMY ATKINS (kg)","01/2021",0.62
"MANGA TOMMY ATKINS (kg)","11/2021",0.9
"MANGA TOMMY ATKINS (kg)","12/2021",1.06
"MANGA TOMMY ATKINS (kg)","01/2022",1.14
"MARACUJÁ AZEDO (15 kg)","01/2021",1.87
"MARACUJÁ AZEDO (15 kg)","02/2021",2.27
"MARACUJÁ AZEDO (15 kg)","03/2021",2.99
"MARACUJÁ AZEDO (15 kg)","04/2021",1.92
"MARACUJÁ AZEDO (15 kg)","05/2021",1.59
"MARACUJÁ AZEDO (15 kg)","06/2021",1.35
"MARACUJÁ AZEDO (15 kg)","02/2022",2.75
"MARACUJÁ AZEDO (15 kg)","03/2022",2.61
"MARACUJÁ AZEDO (kg)","01/2021",1.87
"MARACUJÁ AZEDO (kg)","02/2021",2.27
"MARACUJÁ AZEDO (kg)","03/2021",2.99
"MARACUJÁ AZEDO (kg)","04/2021",1.91
"MARACUJÁ AZEDO (kg)","05/2021",1.57
"MARACUJÁ AZEDO (kg)","06/2021",1.35
"MARACUJÁ AZEDO (kg)","02/2022",2.75
"MARACUJÁ AZEDO (kg)","03/2022",2.49
"MARACUJÁ AZEDO (kg)","04/2022",2.43
"MARACUJÁ AZEDO (kg)","05/2022",2.46
"MARACUJÁ AZEDO (kg)","06/2022",2.39
"MEL DE ABELHA (kg)","09/2018",9
"MEL DE ABELHA (kg)","10/2019",9
"MEL DE ABELHA (kg)","11/2019",9
"MEL DE ABELHA (kg)","12/2019",9
"MEL DE ABELHA (kg)","01/2020",5.96
"MEL DE ABELHA (kg)","02/2020",5
"MEL DE ABELHA (kg)","03/2020",5.16
"MEL DE ABELHA (kg)","04/2020",6.36
"MEL DE ABELHA (kg)","05/2020",6.49
"MEL DE ABELHA (kg)","06/2020",8.05
"MEL DE ABELHA (kg)","07/2020",7.85
"MEL DE ABELHA (kg)","08/2020",9.86
"MEL DE ABELHA (kg)","09/2020",12.93
"MEL DE ABELHA (kg)","10/2020",11.94
"MEL DE ABELHA (kg)","11/2020",12
"MEL DE ABELHA (kg)","12/2020",12
"MEL DE ABELHA (kg)","01/2021",12.42
"MEL DE ABELHA (kg)","02/2021",12.5
"MEL DE ABELHA (kg)","03/2021",13.46
"MEL DE ABELHA (kg)","04/2021",14.03
"MEL DE ABELHA (kg)","07/2021",13
"MEL DE ABELHA (kg)","08/2021",13
"MEL DE ABELHA (kg)","09/2021",13.64
"MEL DE ABELHA (kg)","10/2021",14.12
"MEL DE ABELHA (kg)","11/2021",14.66
"MEL DE ABELHA (kg)","12/2021",14.57
"MEL DE ABELHA (kg)","01/2022",13.75
"MEL DE ABELHA (kg)","02/2022",14.96
"MEL DE ABELHA (kg)","03/2022",13.93
"MEL DE ABELHA (kg)","04/2022",12.79
"MEL DE ABELHA (kg)","05/2022",12.95
"MEL DE ABELHA (kg)","06/2022",12.55
"MILHO EM GRÃOS (60 kg)","01/2018",29.66
"MILHO EM GRÃOS (60 kg)","02/2018",29.13
"MILHO EM GRÃOS (60 kg)","03/2018",35.48
"MILHO EM GRÃOS (60 kg)","04/2018",36.33
"MILHO EM GRÃOS (60 kg)","05/2018",37.3
"MILHO EM GRÃOS (60 kg)","06/2018",36.86
"MILHO EM GRÃOS (60 kg)","07/2018",32.61
"MILHO EM GRÃOS (60 kg)","08/2018",35.62
"MILHO EM GRÃOS (60 kg)","09/2018",36.57
"MILHO EM GRÃOS (60 kg)","10/2018",33.51
"MILHO EM GRÃOS (60 kg)","11/2018",32.09
"MILHO EM GRÃOS (60 kg)","12/2018",33.12
"MILHO EM GRÃOS (60 kg)","01/2019",34.21
"MILHO EM GRÃOS (60 kg)","02/2019",35.91
"MILHO EM GRÃOS (60 kg)","03/2019",37.59
"MILHO EM GRÃOS (60 kg)","04/2019",33.57
"MILHO EM GRÃOS (60 kg)","05/2019",30.47
"MILHO EM GRÃOS (60 kg)","06/2019",33.01
"MILHO EM GRÃOS (60 kg)","07/2019",33.49
"MILHO EM GRÃOS (60 kg)","08/2019",32.1
"MILHO EM GRÃOS (60 kg)","09/2019",32.29
"MILHO EM GRÃOS (60 kg)","10/2019",35.41
"MILHO EM GRÃOS (60 kg)","11/2019",39.54
"MILHO EM GRÃOS (60 kg)","12/2019",42.82
"MILHO EM GRÃOS (60 kg)","01/2020",45.33
"MILHO EM GRÃOS (60 kg)","02/2020",45.93
"MILHO EM GRÃOS (60 kg)","03/2020",49.01
"MILHO EM GRÃOS (60 kg)","04/2020",50.52
"MILHO EM GRÃOS (60 kg)","05/2020",44.59
"MILHO EM GRÃOS (60 kg)","06/2020",44.63
"MILHO EM GRÃOS (60 kg)","07/2020",44.35
"MILHO EM GRÃOS (60 kg)","08/2020",49.91
"MILHO EM GRÃOS (60 kg)","09/2020",54.61
"MILHO EM GRÃOS (60 kg)","10/2020",63.85
"MILHO EM GRÃOS (60 kg)","11/2020",73.46
"MILHO EM GRÃOS (60 kg)","12/2020",66.97
"MILHO EM GRÃOS (60 kg)","01/2021",77.07
"MILHO EM GRÃOS (60 kg)","02/2021",78.63
"MILHO EM GRÃOS (60 kg)","03/2021",84.85
"MILHO EM GRÃOS (60 kg)","04/2021",91.65
"MILHO EM GRÃOS (60 kg)","05/2021",96.61
"MILHO EM GRÃOS (60 kg)","06/2021",90.08
"MILHO EM GRÃOS (60 kg)","07/2021",91.16
"MILHO EM GRÃOS (60 kg)","08/2021",96.98
"MILHO EM GRÃOS (60 kg)","09/2021",89.73
"MILHO EM GRÃOS (60 kg)","10/2021",87.58
"MILHO EM GRÃOS (60 kg)","11/2021",82.85
"MILHO EM GRÃOS (60 kg)","12/2021",84.66
"MILHO EM GRÃOS (60 kg)","01/2022",90.18
"MILHO EM GRÃOS (60 kg)","02/2022",92.99
"MILHO EM GRÃOS (60 kg)","03/2022",95.26
"MILHO EM GRÃOS (60 kg)","04/2022",86.05
"MILHO EM GRÃOS (60 kg)","05/2022",82.96
"MILHO EM GRÃOS (60 kg)","06/2022",82.52
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","01/2018",61.52
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","02/2018",70.4
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","03/2018",82.86
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","04/2018",79.57
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","05/2018",69.68
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","06/2018",85.17
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","07/2018",69.51
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","08/2018",67.2
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","09/2018",66.4
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","10/2018",59.82
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","11/2018",62.53
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","12/2018",63.42
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","01/2019",56.96
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","02/2019",74.71
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","03/2019",82.37
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","04/2019",83.93
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","05/2019",76.84
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","06/2019",78.5
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","07/2019",74.81
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","08/2019",78.03
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","09/2019",79.45
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","10/2019",78.98
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","11/2019",76.59
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","12/2019",83.09
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","01/2020",77.22
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","02/2020",95.95
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","03/2020",101.54
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","04/2020",108.77
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","05/2020",99.85
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","06/2020",95.71
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","07/2020",85.6
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","08/2020",85.42
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","09/2020",83.16
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","10/2020",85.98
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","11/2020",95.85
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","12/2020",104.91
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","01/2021",98.8
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","02/2021",119.24
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","03/2021",122.38
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","04/2021",123.97
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","05/2021",116.83
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","06/2021",118.76
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","07/2021",120.5
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","08/2021",126.91
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","09/2021",120.51
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","10/2021",120.09
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","11/2021",113.28
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","12/2021",112.18
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","01/2022",105.54
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","02/2022",122.22
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","03/2022",144.3
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","04/2022",148.73
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","05/2022",145.19
"OVOS DE GALINHA GRANDE BRANCO (30 dz)","06/2022",146.66
"OVOS DE GALINHA GRANDE (dz)","01/2018",2.06
"OVOS DE GALINHA GRANDE (dz)","02/2018",2.35
"OVOS DE GALINHA GRANDE (dz)","03/2018",2.77
"OVOS DE GALINHA GRANDE (dz)","04/2018",2.67
"OVOS DE GALINHA GRANDE (dz)","05/2018",2.42
"OVOS DE GALINHA GRANDE (dz)","06/2018",2.88
"PINHÃO IN NATURA (kg)","04/2022",2
"PINHÃO IN NATURA (kg)","05/2022",1.89
"PINHÃO IN NATURA (kg)","06/2022",1.93
"RAIZ DE MANDIOCA PARA FARINHA (t)","01/2018",614.66
"RAIZ DE MANDIOCA PARA FARINHA (t)","02/2018",565.36
"RAIZ DE MANDIOCA PARA FARINHA (t)","03/2018",484.56
"RAIZ DE MANDIOCA PARA FARINHA (t)","04/2018",461.52
"RAIZ DE MANDIOCA PARA FARINHA (t)","05/2018",434.97
"RAIZ DE MANDIOCA PARA FARINHA (t)","06/2018",372.08
"RAIZ DE MANDIOCA PARA FARINHA (t)","07/2018",423.94
"RAIZ DE MANDIOCA PARA FARINHA (t)","08/2018",415.01
"RAIZ DE MANDIOCA PARA FARINHA (t)","09/2018",376.06
"RAIZ DE MANDIOCA PARA FARINHA (t)","10/2018",418.35
"RAIZ DE MANDIOCA PARA FARINHA (t)","11/2018",383.51
"RAIZ DE MANDIOCA PARA FARINHA (t)","12/2018",332.8
"RAIZ DE MANDIOCA PARA FARINHA (t)","01/2019",330.37
"RAIZ DE MANDIOCA PARA FARINHA (t)","02/2019",342.25
"RAIZ DE MANDIOCA PARA FARINHA (t)","03/2019",331.14
"RAIZ DE MANDIOCA PARA FARINHA (t)","04/2019",263.51
"RAIZ DE MANDIOCA PARA FARINHA (t)","05/2019",269.53
"RAIZ DE MANDIOCA PARA FARINHA (t)","06/2019",261.62
"RAIZ DE MANDIOCA PARA FARINHA (t)","07/2019",253.83
"RAIZ DE MANDIOCA PARA FARINHA (t)","08/2019",249.44
"RAIZ DE MANDIOCA PARA FARINHA (t)","09/2019",251.94
"RAIZ DE MANDIOCA PARA FARINHA (t)","10/2019",260
"RAIZ DE MANDIOCA PARA FARINHA (t)","11/2019",307.5
"RAIZ DE MANDIOCA PARA FARINHA (t)","12/2019",384.87
"RAIZ DE MANDIOCA PARA FARINHA (t)","01/2020",401.36
"RAIZ DE MANDIOCA PARA FARINHA (t)","02/2020",335.47
"RAIZ DE MANDIOCA PARA FARINHA (t)","03/2020",313.21
"RAIZ DE MANDIOCA PARA FARINHA (t)","04/2020",312.46
"RAIZ DE MANDIOCA PARA FARINHA (t)","05/2020",273.72
"RAIZ DE MANDIOCA PARA FARINHA (t)","06/2020",293.77
"RAIZ DE MANDIOCA PARA FARINHA (t)","07/2020",282.8
"RAIZ DE MANDIOCA PARA FARINHA (t)","08/2020",276.95
"RAIZ DE MANDIOCA PARA FARINHA (t)","09/2020",296
"RAIZ DE MANDIOCA PARA FARINHA (t)","10/2020",456.13
"RAIZ DE MANDIOCA PARA FARINHA (t)","11/2020",427.76
"RAIZ DE MANDIOCA PARA FARINHA (t)","12/2020",409.39
"RAIZ DE MANDIOCA PARA FARINHA (t)","01/2021",373.97
"RAIZ DE MANDIOCA PARA FARINHA (t)","02/2021",387.24
"RAIZ DE MANDIOCA PARA FARINHA (t)","03/2021",422.1
"RAIZ DE MANDIOCA PARA FARINHA (t)","04/2021",413.58
"RAIZ DE MANDIOCA PARA FARINHA (t)","05/2021",457.34
"RAIZ DE MANDIOCA PARA FARINHA (t)","06/2021",440.2
"RAIZ DE MANDIOCA PARA FARINHA (t)","07/2021",389.59
"RAIZ DE MANDIOCA PARA FARINHA (t)","08/2021",425.02
"RAIZ DE MANDIOCA PARA FARINHA (t)","09/2021",482.5
"RAIZ DE MANDIOCA PARA FARINHA (t)","10/2021",497.26
"RAIZ DE MANDIOCA PARA FARINHA (t)","11/2021",520.54
"RAIZ DE MANDIOCA PARA FARINHA (t)","12/2021",536.13
"RAIZ DE MANDIOCA PARA FARINHA (t)","01/2022",671.37
"RAIZ DE MANDIOCA PARA FARINHA (t)","02/2022",659.68
"RAIZ DE MANDIOCA PARA FARINHA (t)","03/2022",679.56
"RAIZ DE MANDIOCA PARA FARINHA (t)","04/2022",719.72
"RAIZ DE MANDIOCA PARA FARINHA (t)","05/2022",790.29
"RAIZ DE MANDIOCA PARA FARINHA (t)","06/2022",760.25
"SOJA EM GRÃOS (60 kg)","01/2018",66.03
"SOJA EM GRÃOS (60 kg)","02/2018",67.08
"SOJA EM GRÃOS (60 kg)","03/2018",66.56
"SOJA EM GRÃOS (60 kg)","04/2018",71.07
"SOJA EM GRÃOS (60 kg)","05/2018",74.9
"SOJA EM GRÃOS (60 kg)","06/2018",73.96
"SOJA EM GRÃOS (60 kg)","07/2018",73.95
"SOJA EM GRÃOS (60 kg)","08/2018",75.48
"SOJA EM GRÃOS (60 kg)","09/2018",78.37
"SOJA EM GRÃOS (60 kg)","10/2018",77.46
"SOJA EM GRÃOS (60 kg)","11/2018",72.8
"SOJA EM GRÃOS (60 kg)","12/2018",72.9
"SOJA EM GRÃOS (60 kg)","01/2019",68.4
"SOJA EM GRÃOS (60 kg)","02/2019",67.37
"SOJA EM GRÃOS (60 kg)","03/2019",69.71
"SOJA EM GRÃOS (60 kg)","04/2019",67.06
"SOJA EM GRÃOS (60 kg)","05/2019",65.99
"SOJA EM GRÃOS (60 kg)","06/2019",70.33
"SOJA EM GRÃOS (60 kg)","07/2019",69.85
"SOJA EM GRÃOS (60 kg)","08/2019",72.28
"SOJA EM GRÃOS (60 kg)","09/2019",77.11
"SOJA EM GRÃOS (60 kg)","10/2019",78.31
"SOJA EM GRÃOS (60 kg)","11/2019",80.36
"SOJA EM GRÃOS (60 kg)","12/2019",78.81
"SOJA EM GRÃOS (60 kg)","01/2020",78.55
"SOJA EM GRÃOS (60 kg)","02/2020",78.98
"SOJA EM GRÃOS (60 kg)","03/2020",81.28
"SOJA EM GRÃOS (60 kg)","04/2020",85.57
"SOJA EM GRÃOS (60 kg)","05/2020",94.77
"SOJA EM GRÃOS (60 kg)","06/2020",96.51
"SOJA EM GRÃOS (60 kg)","07/2020",101.17
"SOJA EM GRÃOS (60 kg)","08/2020",108.93
"SOJA EM GRÃOS (60 kg)","09/2020",121.09
"SOJA EM GRÃOS (60 kg)","10/2020",145.34
"SOJA EM GRÃOS (60 kg)","11/2020",157.22
"SOJA EM GRÃOS (60 kg)","12/2020",141.65
"SOJA EM GRÃOS (60 kg)","01/2021",154.09
"SOJA EM GRÃOS (60 kg)","02/2021",157.17
"SOJA EM GRÃOS (60 kg)","03/2021",159.02
"SOJA EM GRÃOS (60 kg)","04/2021",161.81
"SOJA EM GRÃOS (60 kg)","05/2021",166.68
"SOJA EM GRÃOS (60 kg)","06/2021",152.39
"SOJA EM GRÃOS (60 kg)","07/2021",150.66
"SOJA EM GRÃOS (60 kg)","08/2021",160.6
"SOJA EM GRÃOS (60 kg)","09/2021",159.65
"SOJA EM GRÃOS (60 kg)","10/2021",162.36
"SOJA EM GRÃOS (60 kg)","11/2021",156.94
"SOJA EM GRÃOS (60 kg)","12/2021",158.4
"SOJA EM GRÃOS (60 kg)","01/2022",164.94
"SOJA EM GRÃOS (60 kg)","02/2022",178.73
"SOJA EM GRÃOS (60 kg)","03/2022",192.33
"SOJA EM GRÃOS (60 kg)","04/2022",180.39
"SOJA EM GRÃOS (60 kg)","05/2022",179.82
"SOJA EM GRÃOS (60 kg)","06/2022",178.95
"SORGO GRANÍFERO EM GRÃOS (60 kg)","01/2018",24.09
"SORGO GRANÍFERO EM GRÃOS (60 kg)","02/2018",24
"SORGO GRANÍFERO EM GRÃOS (60 kg)","03/2018",24
"SORGO GRANÍFERO EM GRÃOS (60 kg)","04/2018",24
"SORGO GRANÍFERO EM GRÃOS (60 kg)","05/2018",25.57
"SORGO GRANÍFERO EM GRÃOS (60 kg)","06/2018",28.48
"SORGO GRANÍFERO EM GRÃOS (60 kg)","07/2018",27
"SORGO GRANÍFERO EM GRÃOS (60 kg)","08/2018",29.48
"SORGO GRANÍFERO EM GRÃOS (60 kg)","09/2018",32.08
"SORGO GRANÍFERO EM GRÃOS (60 kg)","10/2018",27.4
"SORGO GRANÍFERO EM GRÃOS (60 kg)","11/2018",25.37
"SORGO GRANÍFERO EM GRÃOS (60 kg)","12/2018",28.38
"SORGO GRANÍFERO EM GRÃOS (60 kg)","01/2019",28.67
"SORGO GRANÍFERO EM GRÃOS (60 kg)","04/2019",28.99
"SORGO GRANÍFERO EM GRÃOS (60 kg)","05/2019",28.34
"SORGO GRANÍFERO EM GRÃOS (60 kg)","06/2019",27.3
"SORGO GRANÍFERO EM GRÃOS (60 kg)","07/2019",25.53
"SORGO GRANÍFERO EM GRÃOS (60 kg)","08/2019",25.22
"SORGO GRANÍFERO EM GRÃOS (60 kg)","09/2019",25.44
"SORGO GRANÍFERO EM GRÃOS (60 kg)","10/2019",25.9
"SORGO GRANÍFERO EM GRÃOS (60 kg)","11/2019",30.16
"SORGO GRANÍFERO EM GRÃOS (60 kg)","12/2019",36.74
"SORGO GRANÍFERO EM GRÃOS (60 kg)","01/2020",39.54
"SORGO GRANÍFERO EM GRÃOS (60 kg)","02/2020",39.24
"SORGO GRANÍFERO EM GRÃOS (60 kg)","03/2020",39.97
"SORGO GRANÍFERO EM GRÃOS (60 kg)","04/2020",41.55
"SORGO GRANÍFERO EM GRÃOS (60 kg)","05/2020",39.94
"SORGO GRANÍFERO EM GRÃOS (60 kg)","06/2020",37.53
"SORGO GRANÍFERO EM GRÃOS (60 kg)","07/2020",39.08
"SORGO GRANÍFERO EM GRÃOS (60 kg)","08/2020",44.42
"SORGO GRANÍFERO EM GRÃOS (60 kg)","09/2020",48.36
"SORGO GRANÍFERO EM GRÃOS (60 kg)","10/2020",54.06
"SORGO GRANÍFERO EM GRÃOS (60 kg)","11/2020",61.81
"SORGO GRANÍFERO EM GRÃOS (60 kg)","12/2020",57.71
"SORGO GRANÍFERO EM GRÃOS (60 kg)","01/2021",62.5
"SUÍNO VIVO (kg)","01/2018",4.82
"SUÍNO VIVO (kg)","02/2018",4.45
"SUÍNO VIVO (kg)","03/2018",4.24
"SUÍNO VIVO (kg)","04/2018",3.92
"SUÍNO VIVO (kg)","05/2018",3.98
"SUÍNO VIVO (kg)","06/2018",4.57
"SUÍNO VIVO (kg)","07/2018",4.09
"SUÍNO VIVO (kg)","08/2018",4.43
"SUÍNO VIVO (kg)","09/2018",4.69
"SUÍNO VIVO (kg)","10/2018",4.89
"SUÍNO VIVO (kg)","11/2018",5
"SUÍNO VIVO (kg)","12/2018",5.03
"SUÍNO VIVO (kg)","01/2019",4.84
"SUÍNO VIVO (kg)","02/2019",4.85
"SUÍNO VIVO (kg)","03/2019",5.36
"SUÍNO VIVO (kg)","04/2019",5.49
"SUÍNO VIVO (kg)","05/2019",5.76
"SUÍNO VIVO (kg)","06/2019",6.66
"SUÍNO VIVO (kg)","07/2019",6.4
"SUÍNO VIVO (kg)","08/2019",5.56
"SUÍNO VIVO (kg)","09/2019",5.83
"SUÍNO VIVO (kg)","10/2019",6.59
"SUÍNO VIVO (kg)","11/2019",6.86
"SUÍNO VIVO (kg)","12/2019",7.95
"SUÍNO VIVO (kg)","01/2020",7.52
"SUÍNO VIVO (kg)","02/2020",6.72
"SUÍNO VIVO (kg)","03/2020",7.14
"SUÍNO VIVO (kg)","04/2020",5.16
"SUÍNO VIVO (kg)","05/2020",5.57
"SUÍNO VIVO (kg)","06/2020",5.93
"SUÍNO VIVO (kg)","07/2020",7.25
"SUÍNO VIVO (kg)","08/2020",8.98
"SUÍNO VIVO (kg)","09/2020",9.84
"SUÍNO VIVO (kg)","10/2020",10.85
"SUÍNO VIVO (kg)","11/2020",11.88
"SUÍNO VIVO (kg)","12/2020",9.33
"SUÍNO VIVO (kg)","01/2021",9.49
"SUÍNO VIVO (kg)","02/2021",9.06
"SUÍNO VIVO (kg)","03/2021",8.76
"SUÍNO VIVO (kg)","04/2021",9.19
"SUÍNO VIVO (kg)","05/2021",9.43
"SUÍNO VIVO (kg)","06/2021",8.96
"SUÍNO VIVO (kg)","07/2021",8.64
"SUÍNO VIVO (kg)","08/2021",8.91
"SUÍNO VIVO (kg)","09/2021",8.74
"SUÍNO VIVO (kg)","10/2021",9.15
"SUÍNO VIVO (kg)","11/2021",8.75
"SUÍNO VIVO (kg)","12/2021",8.74
"SUÍNO VIVO (kg)","01/2022",8
"SUÍNO VIVO (kg)","02/2022",7.33
"SUÍNO VIVO (kg)","03/2022",7.62
"SUÍNO VIVO (kg)","04/2022",7.44
"SUÍNO VIVO (kg)","05/2022",8.16
"SUÍNO VIVO (kg)","06/2022",7.98
"TOMATE (kg)","01/2018",1.37
"TOMATE (kg)","02/2018",2.02
"TOMATE (kg)","03/2018",2.18
"TOMATE (kg)","04/2018",2.08
"TOMATE (kg)","05/2018",1.92
