"Produto/Unidade","Mês/Ano","Preço Médio"
"BORRACHA NATURAL (kg)","03/2022",6.66
"BORRACHA NATURAL (kg)","04/2022",6.58
"BORRACHA NATURAL (kg)","05/2022",6.75
"BORRACHA NATURAL (kg)","06/2022",6.68
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","01/2018",453.18
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","02/2018",446.18
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","03/2018",437.5
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","04/2018",432.46
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","05/2018",448.82
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","06/2018",457.54
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","07/2018",445.01
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","08/2018",427.57
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","09/2018",412.2
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","10/2018",431.44
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","11/2018",436.29
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","12/2018",419.17
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","01/2019",407.75
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","02/2019",404.81
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","03/2019",395.14
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","04/2019",379.24
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","05/2019",382.12
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","06/2019",394.57
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","07/2019",415.28
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","08/2019",396.02
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","09/2019",424.83
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","10/2019",419.46
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","11/2019",459.92
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","12/2019",543.97
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","01/2020",492.83
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","02/2020",481.56
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","03/2020",551.3
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","04/2020",586.14
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","05/2020",574.52
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","06/2020",482.03
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","07/2020",513.51
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","08/2020",592.46
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","09/2020",566.82
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","10/2020",541.51
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","11/2020",567.92
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","12/2020",608.04
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","01/2021",651.19
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","02/2021",687.5
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","03/2021",752.41
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","04/2021",760.47
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","05/2021",828.1
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","06/2021",846.48
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","07/2021",906.51
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","08/2021",1049.25
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","09/2021",1087.88
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","10/2021",1233.34
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","11/2021",1347.94
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","12/2021",1450.94
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","01/2022",1504.73
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","02/2022",1478.79
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","03/2022",1313.04
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","04/2022",1243.66
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","05/2022",1271.8
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)","06/2022",1324.2
"CANA DE AÇÚCAR (t)","01/2018",69.75
"CANA DE AÇÚCAR (t)","02/2018",70.93
"CANA DE AÇÚCAR (t)","03/2018",71.09
"CANA DE AÇÚCAR (t)","04/2018",71.64
"CANA DE AÇÚCAR (t)","05/2018",70.27
"CANA DE AÇÚCAR (t)","06/2018",69.13
"CANA DE AÇÚCAR (t)","07/2018",69.44
"CANA DE AÇÚCAR (t)","08/2018",70.54
"CANA DE AÇÚCAR (t)","09/2018",68.65
"CANA DE AÇÚCAR (t)","10/2018",68.56
"CANA DE AÇÚCAR (t)","11/2018",68.91
"CANA DE AÇÚCAR (t)","12/2018",69.47
"CANA DE AÇÚCAR (t)","01/2019",70
"CANA DE AÇÚCAR (t)","02/2019",70.15
"CANA DE AÇÚCAR (t)","03/2019",70.3
"CANA DE AÇÚCAR (t)","04/2019",70.76
"CANA DE AÇÚCAR (t)","05/2019",73.79
"CANA DE AÇÚCAR (t)","06/2019",77.67
"CANA DE AÇÚCAR (t)","07/2019",76.16
"CANA DE AÇÚCAR (t)","08/2019",75.18
"CANA DE AÇÚCAR (t)","09/2019",74.85
"CANA DE AÇÚCAR (t)","10/2019",74.86
"CANA DE AÇÚCAR (t)","11/2019",74.95
"CANA DE AÇÚCAR (t)","12/2019",75.61
"CANA DE AÇÚCAR (t)","01/2020",76.61
"CANA DE AÇÚCAR (t)","02/2020",77.4
"CANA DE AÇÚCAR (t)","03/2020",78.57
"CANA DE AÇÚCAR (t)","04/2020",79.58
"CANA DE AÇÚCAR (t)","05/2020",82.72
"CANA DE AÇÚCAR (t)","06/2020",85.14
"CANA DE AÇÚCAR (t)","07/2020",84.22
"CANA DE AÇÚCAR (t)","08/2020",82.88
"CANA DE AÇÚCAR (t)","09/2020",82.61
"CANA DE AÇÚCAR (t)","10/2020",84.17
"CANA DE AÇÚCAR (t)","11/2020",93.75
"CANA DE AÇÚCAR (t)","12/2020",98.94
"CANA DE AÇÚCAR (t)","01/2021",98.58
"CANA DE AÇÚCAR (t)","02/2021",103.43
"CANA DE AÇÚCAR (t)","03/2021",107.24
"CANA DE AÇÚCAR (t)","04/2021",122.32
"CANA DE AÇÚCAR (t)","05/2021",122.07
"CANA DE AÇÚCAR (t)","06/2021",126.91
"CANA DE AÇÚCAR (t)","07/2021",127.34
"CANA DE AÇÚCAR (t)","08/2021",131.28
"CANA DE AÇÚCAR (t)","09/2021",137.26
"CANA DE AÇÚCAR (t)","10/2021",144.89
"CANA DE AÇÚCAR (t)","11/2021",155.44
"CANA DE AÇÚCAR (t)","12/2021",163.67
"CANA DE AÇÚCAR (t)","01/2022",159.35
"CANA DE AÇÚCAR (t)","02/2022",157.37
"CANA DE AÇÚCAR (t)","03/2022",147.3
"CANA DE AÇÚCAR (t)","04/2022",141.58
"CANA DE AÇÚCAR (t)","05/2022",149.61
"CANA DE AÇÚCAR (t)","06/2022",147.11
"CEBOLA AMARELA (kg)","01/2018",0.81
"CEBOLA AMARELA (kg)","02/2018",0.8
"CEBOLA AMARELA (kg)","06/2018",1.75
"CEBOLA AMARELA (kg)","07/2018",1.75
"CEBOLA AMARELA (kg)","10/2018",1.04
"CEBOLA AMARELA (kg)","11/2018",1.13
"CEBOLA AMARELA (kg)","04/2019",3.04
"CEBOLA AMARELA (kg)","05/2019",2.6
"CEBOLA AMARELA (kg)","06/2019",2.11
"CEBOLA AMARELA (kg)","07/2019",2.32
"CEBOLA AMARELA (kg)","08/2019",2.42
"CEBOLA AMARELA (kg)","09/2019",2.41
"CEBOLA AMARELA (kg)","10/2019",2.01
"CEBOLA AMARELA (kg)","11/2019",1.7
"CEBOLA AMARELA (kg)","12/2019",0.89
"CEBOLA AMARELA (kg)","01/2020",1.08
"CEBOLA AMARELA (kg)","02/2020",1.35
"CEBOLA AMARELA (kg)","05/2020",3.36
"CEBOLA AMARELA (kg)","06/2020",3.04
"CEBOLA AMARELA (kg)","07/2020",2.52
"CEBOLA AMARELA (kg)","08/2020",1.29
"CEBOLA AMARELA (kg)","09/2020",1.32
"CEBOLA AMARELA (kg)","10/2020",1.41
"CEBOLA AMARELA (kg)","11/2020",1.37
"CEBOLA AMARELA (kg)","05/2021",1.15
"CEBOLA AMARELA (kg)","06/2021",1.06
"CEBOLA AMARELA (kg)","07/2021",0.64
"CEBOLA AMARELA (kg)","08/2021",0.67
"CEBOLA AMARELA (kg)","09/2021",0.47
"CEBOLA AMARELA (kg)","10/2021",0.46
"CEBOLA AMARELA (kg)","11/2021",0.91
"CEBOLA AMARELA (kg)","12/2021",1.2
"CEBOLA AMARELA (kg)","05/2022",3.14
"CEBOLA AMARELA (kg)","06/2022",2.95
"FARINHA DE MANDIOCA BRANCO (A) (50 kg)","01/2018",104.07
"FARINHA DE MANDIOCA BRANCO (A) (50 kg)","02/2018",101.61
"FARINHA DE MANDIOCA BRANCO (A) (50 kg)","03/2018",88.97
"FARINHA DE MANDIOCA BRANCO (A) (50 kg)","04/2018",84.2
"FARINHA DE MANDIOCA BRANCO (A) (50 kg)","05/2018",78.47
"FARINHA DE MANDIOCA BRANCO (A) (50 kg)","06/2018",73.76
"FARINHA DE MANDIOCA BRANCO (A) (50 kg)","07/2018",87.37
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","01/2018",104.07
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","02/2018",101.61
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","03/2018",88.97
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","04/2018",84.2
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","05/2018",78.52
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","06/2018",72.52
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","07/2018",86.54
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","08/2018",87.41
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","09/2018",80.32
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","10/2018",93.7
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","11/2018",96.14
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","12/2018",95
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","01/2019",95.13
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","02/2019",85.75
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","03/2019",83.72
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","04/2019",71.02
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","05/2019",64.35
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","06/2019",62.36
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","07/2019",63.35
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","08/2019",67.67
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","09/2019",69
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","10/2019",68.46
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","11/2019",82.5
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","12/2019",96.04
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","01/2020",100.24
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","02/2020",89.33
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","03/2020",83.17
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","04/2020",82.27
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","05/2020",76.37
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","06/2020",76.28
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","07/2020",74.99
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","08/2020",70
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","09/2020",79.73
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","10/2020",97.8
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","11/2020",98.05
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","12/2020",90.87
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","01/2021",91.56
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","02/2021",97.13
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","03/2021",96.45
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","04/2021",91.28
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","05/2021",98.75
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","06/2021",100
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","07/2021",98.18
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","08/2021",102.5
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","09/2021",107.83
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","10/2021",110.19
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","11/2021",127.5
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","12/2021",147.17
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","01/2022",144.69
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","02/2022",159.92
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","03/2022",157.83
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","04/2022",163.57
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","05/2022",165
"FARINHA DE MANDIOCA CRUA FINA (50 kg)","06/2022",159.55
"FARINHA DE MANDIOCA TORRADA (50 kg)","01/2018",124.88
"FARINHA DE MANDIOCA TORRADA (50 kg)","02/2018",121.93
"FARINHA DE MANDIOCA TORRADA (50 kg)","03/2018",106.76
"FARINHA DE MANDIOCA TORRADA (50 kg)","04/2018",101.05
"FARINHA DE MANDIOCA TORRADA (50 kg)","05/2018",94.22
"FARINHA DE MANDIOCA TORRADA (50 kg)","06/2018",87.32
"FARINHA DE MANDIOCA TORRADA (50 kg)","07/2018",103.45
"FARINHA DE MANDIOCA TORRADA (50 kg)","08/2018",102.12
"FARINHA DE MANDIOCA TORRADA (50 kg)","09/2018",94.05
"FARINHA DE MANDIOCA TORRADA (50 kg)","10/2018",112.36
"FARINHA DE MANDIOCA TORRADA (50 kg)","11/2018",115.07
"FARINHA DE MANDIOCA TORRADA (50 kg)","12/2018",113.25
"FARINHA DE MANDIOCA TORRADA (50 kg)","01/2019",112.26
"FARINHA DE MANDIOCA TORRADA (50 kg)","02/2019",102.19
"FARINHA DE MANDIOCA TORRADA (50 kg)","03/2019",101.62
"FARINHA DE MANDIOCA TORRADA (50 kg)","04/2019",86.17
"FARINHA DE MANDIOCA TORRADA (50 kg)","05/2019",77.24
"FARINHA DE MANDIOCA TORRADA (50 kg)","06/2019",73.75
"FARINHA DE MANDIOCA TORRADA (50 kg)","07/2019",72.83
"FARINHA DE MANDIOCA TORRADA (50 kg)","08/2019",78.13
"FARINHA DE MANDIOCA TORRADA (50 kg)","09/2019",79
"FARINHA DE MANDIOCA TORRADA (50 kg)","10/2019",79.02
"FARINHA DE MANDIOCA TORRADA (50 kg)","11/2019",93.57
"FARINHA DE MANDIOCA TORRADA (50 kg)","12/2019",109.52
"FARINHA DE MANDIOCA TORRADA (50 kg)","01/2020",114.85
"FARINHA DE MANDIOCA TORRADA (50 kg)","02/2020",98.5
"FARINHA DE MANDIOCA TORRADA (50 kg)","03/2020",92.59
"FARINHA DE MANDIOCA TORRADA (50 kg)","04/2020",92.27
"FARINHA DE MANDIOCA TORRADA (50 kg)","05/2020",85.09
"FARINHA DE MANDIOCA TORRADA (50 kg)","06/2020",82.78
"FARINHA DE MANDIOCA TORRADA (50 kg)","07/2020",81.72
"FARINHA DE MANDIOCA TORRADA (50 kg)","08/2020",78.5
"FARINHA DE MANDIOCA TORRADA (50 kg)","09/2020",88.93
"FARINHA DE MANDIOCA TORRADA (50 kg)","10/2020",107.63
"FARINHA DE MANDIOCA TORRADA (50 kg)","11/2020",108.06
"FARINHA DE MANDIOCA TORRADA (50 kg)","12/2020",101.22
"FARINHA DE MANDIOCA TORRADA (50 kg)","01/2021",106.25
"FARINHA DE MANDIOCA TORRADA (50 kg)","02/2021",111.75
"FARINHA DE MANDIOCA TORRADA (50 kg)","03/2021",110.72
"FARINHA DE MANDIOCA TORRADA (50 kg)","04/2021",101.64
"FARINHA DE MANDIOCA TORRADA (50 kg)","05/2021",109.25
"FARINHA DE MANDIOCA TORRADA (50 kg)","06/2021",110
"FARINHA DE MANDIOCA TORRADA (50 kg)","07/2021",108.18
"FARINHA DE MANDIOCA TORRADA (50 kg)","08/2021",112.5
"FARINHA DE MANDIOCA TORRADA (50 kg)","09/2021",115.34
"FARINHA DE MANDIOCA TORRADA (50 kg)","10/2021",118.33
"FARINHA DE MANDIOCA TORRADA (50 kg)","11/2021",140.63
"FARINHA DE MANDIOCA TORRADA (50 kg)","12/2021",165.76
"FARINHA DE MANDIOCA TORRADA (50 kg)","01/2022",160.5
"FARINHA DE MANDIOCA TORRADA (50 kg)","02/2022",173.95
"FARINHA DE MANDIOCA TORRADA (50 kg)","03/2022",172.83
"FARINHA DE MANDIOCA TORRADA (50 kg)","04/2022",173.81
"FARINHA DE MANDIOCA TORRADA (50 kg)","05/2022",180
"FARINHA DE MANDIOCA TORRADA (50 kg)","06/2022",173.41
"FEIJÃO COMUM CORES (60 kg)","01/2018",118.45
"FEIJÃO COMUM CORES (60 kg)","04/2018",123.59
"FEIJÃO COMUM CORES (60 kg)","05/2018",123.46
"FEIJÃO COMUM CORES (60 kg)","06/2018",106.26
"FEIJÃO COMUM CORES (60 kg)","07/2018",102.58
"FEIJÃO COMUM CORES (60 kg)","11/2018",137.02
"FEIJÃO COMUM CORES (60 kg)","12/2018",158.99
"FEIJÃO COMUM CORES (60 kg)","01/2019",212.76
"FEIJÃO COMUM CORES (60 kg)","02/2019",345.1
"FEIJÃO COMUM CORES (60 kg)","03/2019",335.3
"FEIJÃO COMUM CORES (60 kg)","04/2019",223.65
"FEIJÃO COMUM CORES (60 kg)","05/2019",186.52
"FEIJÃO COMUM CORES (60 kg)","06/2019",159.17
"FEIJÃO COMUM CORES (60 kg)","07/2019",150.61
"FEIJÃO COMUM CORES (60 kg)","08/2019",149.58
"FEIJÃO COMUM CORES (60 kg)","09/2019",164.52
"FEIJÃO COMUM CORES (60 kg)","10/2019",172.67
"FEIJÃO COMUM CORES (60 kg)","11/2019",246.17
"FEIJÃO COMUM CORES (60 kg)","12/2019",243.6
"FEIJÃO COMUM CORES (60 kg)","01/2020",196.02
"FEIJÃO COMUM CORES (60 kg)","02/2020",198.52
"FEIJÃO COMUM CORES (60 kg)","03/2020",248.32
"FEIJÃO COMUM CORES (60 kg)","04/2020",296.61
"FEIJÃO COMUM CORES (60 kg)","05/2020",325.7
"FEIJÃO COMUM CORES (60 kg)","06/2020",335.38
"FEIJÃO COMUM CORES (60 kg)","07/2020",237.61
"FEIJÃO COMUM CORES (60 kg)","08/2020",222
"FEIJÃO COMUM CORES (60 kg)","09/2020",279.23
"FEIJÃO COMUM CORES (60 kg)","10/2020",276.93
"FEIJÃO COMUM CORES (60 kg)","11/2020",263.75
"FEIJÃO COMUM CORES (60 kg)","12/2020",279.43
"FEIJÃO COMUM CORES (60 kg)","01/2021",272.17
"FEIJÃO COMUM CORES (60 kg)","02/2021",297.5
"FEIJÃO COMUM CORES (60 kg)","03/2021",290.65
"FEIJÃO COMUM CORES (60 kg)","04/2021",295
"FEIJÃO COMUM CORES (60 kg)","05/2021",298.25
"FEIJÃO COMUM CORES (60 kg)","06/2021",283.25
"FEIJÃO COMUM CORES (60 kg)","07/2021",288.05
"FEIJÃO COMUM CORES (60 kg)","08/2021",298.01
"FEIJÃO COMUM CORES (60 kg)","09/2021",279.81
"FEIJÃO COMUM CORES (60 kg)","10/2021",262.91
"FEIJÃO COMUM CORES (60 kg)","11/2021",256.54
"FEIJÃO COMUM CORES (60 kg)","12/2021",243.94
"FEIJÃO COMUM CORES (60 kg)","01/2022",291.93
"FEIJÃO COMUM CORES (60 kg)","02/2022",304.09
"FEIJÃO COMUM CORES (60 kg)","03/2022",327.3
"FEIJÃO COMUM CORES (60 kg)","04/2022",348.78
"FEIJÃO COMUM CORES (60 kg)","05/2022",390.88
"FEIJÃO COMUM CORES (60 kg)","06/2022",366.7
"FRANGO VIVO (kg)","01/2018",2.61
"FRANGO VIVO (kg)","02/2018",2.49
"FRANGO VIVO (kg)","03/2018",2.4
"FRANGO VIVO (kg)","04/2018",2.23
"FRANGO VIVO (kg)","05/2018",2.36
"FRANGO VIVO (kg)","06/2018",3.05
"FRANGO VIVO (kg)","07/2018",3
"FRANGO VIVO (kg)","08/2018",3
"FRANGO VIVO (kg)","09/2018",3.18
"FRANGO VIVO (kg)","10/2018",3.2
"FRANGO VIVO (kg)","11/2018",3.03
"FRANGO VIVO (kg)","12/2018",2.95
"FRANGO VIVO (kg)","01/2019",2.81
"FRANGO VIVO (kg)","02/2019",2.93
"FRANGO VIVO (kg)","03/2019",3.23
"FRANGO VIVO (kg)","04/2019",3.53
"FRANGO VIVO (kg)","05/2019",3.51
"FRANGO VIVO (kg)","06/2019",3.46
"FRANGO VIVO (kg)","07/2019",3.3
"FRANGO VIVO (kg)","08/2019",3.3
"FRANGO VIVO (kg)","09/2019",3.3
"FRANGO VIVO (kg)","10/2019",3.3
"FRANGO VIVO (kg)","11/2019",3.3
"FRANGO VIVO (kg)","12/2019",3.48
"FRANGO VIVO (kg)","01/2020",2.98
"FRANGO VIVO (kg)","02/2020",2.79
"FRANGO VIVO (kg)","03/2020",2.83
"FRANGO VIVO (kg)","04/2020",2.4
"FRANGO VIVO (kg)","05/2020",2.67
"FRANGO VIVO (kg)","06/2020",3.19
"FRANGO VIVO (kg)","07/2020",3.52
"FRANGO VIVO (kg)","08/2020",3.65
"FRANGO VIVO (kg)","09/2020",3.81
"FRANGO VIVO (kg)","10/2020",3.98
"FRANGO VIVO (kg)","11/2020",4.29
"FRANGO VIVO (kg)","12/2020",4.42
"FRANGO VIVO (kg)","01/2021",4.04
"FRANGO VIVO (kg)","02/2021",4.11
"FRANGO VIVO (kg)","03/2021",4.43
"FRANGO VIVO (kg)","04/2021",4.58
"FRANGO VIVO (kg)","05/2021",5.03
"FRANGO VIVO (kg)","06/2021",5.4
"FRANGO VIVO (kg)","07/2021",5.75
"FRANGO VIVO (kg)","08/2021",6
"FRANGO VIVO (kg)","09/2021",6
"FRANGO VIVO (kg)","10/2021",6
"FRANGO VIVO (kg)","11/2021",5.36
"FRANGO VIVO (kg)","12/2021",5.09
"FRANGO VIVO (kg)","01/2022",4.92
"FRANGO VIVO (kg)","02/2022",4.9
"FRANGO VIVO (kg)","03/2022",5.43
"FRANGO VIVO (kg)","04/2022",6.49
"FRANGO VIVO (kg)","05/2022",6.5
"FRANGO VIVO (kg)","06/2022",6.07
"JUÇARA FRUTO (kg)","04/2018",2.5
"JUÇARA FRUTO (kg)","05/2018",3.5
"JUÇARA FRUTO (kg)","06/2018",3
"JUÇARA FRUTO (kg)","07/2018",3.5
"JUÇARA FRUTO (kg)","03/2019",3
"JUÇARA FRUTO (kg)","04/2019",3.5
"JUÇARA FRUTO (kg)","05/2019",3.5
"JUÇARA FRUTO (kg)","06/2019",3.5
"JUÇARA FRUTO (kg)","07/2019",3.5
"JUÇARA FRUTO (kg)","08/2019",3.5
"JUÇARA FRUTO (kg)","03/2020",3.5
"JUÇARA FRUTO (kg)","04/2020",3.5
"JUÇARA FRUTO (kg)","05/2020",3.5
"JUÇARA FRUTO (kg)","06/2020",3.5
"JUÇARA FRUTO (kg)","07/2020",3.5
"JUÇARA FRUTO (kg)","03/2021",3.5
"JUÇARA FRUTO (kg)","04/2021",3.5
"JUÇARA FRUTO (kg)","05/2021",3.5
"JUÇARA FRUTO (kg)","06/2021",3.5
"LARANJA PERA (40.8 kg)","01/2018",19.38
"LARANJA PERA (40.8 kg)","02/2018",18.83
"LARANJA PERA (40.8 kg)","03/2018",20.32
"LARANJA PERA (40.8 kg)","04/2018",24.18
"LARANJA PERA (40.8 kg)","05/2018",26.8
"LARANJA PERA (40.8 kg)","06/2018",25.29
"LARANJA PERA (40.8 kg)","07/2018",25.24
"LARANJA PERA (40.8 kg)","08/2018",28.01
"LARANJA PERA (40.8 kg)","09/2018",30.57
"LARANJA PERA (40.8 kg)","10/2018",31.79
"LARANJA PERA (40.8 kg)","11/2018",30.53
"LARANJA PERA (40.8 kg)","12/2018",28.05
"LARANJA PERA (40.8 kg)","01/2019",28.52
"LARANJA PERA (40.8 kg)","02/2019",33.36
"LARANJA PERA (40.8 kg)","03/2019",39.46
"LARANJA PERA (40.8 kg)","04/2019",33.84
"LARANJA PERA (40.8 kg)","05/2019",23.37
"LARANJA PERA (40.8 kg)","06/2019",18.29
"LARANJA PERA (40.8 kg)","07/2019",18.13
"LARANJA PERA (40.8 kg)","08/2019",17.8
"LARANJA PERA (40.8 kg)","09/2019",18.85
"LARANJA PERA (40.8 kg)","10/2019",20.29
"LARANJA PERA (40.8 kg)","11/2019",20.31
"LARANJA PERA (40.8 kg)","12/2019",26.51
"LARANJA PERA (40.8 kg)","01/2020",30.37
"LARANJA PERA (40.8 kg)","02/2020",32.95
"LARANJA PERA (40.8 kg)","03/2020",34.39
"LARANJA PERA (40.8 kg)","04/2020",32.25
"LARANJA PERA (40.8 kg)","05/2020",25.42
"LARANJA PERA (40.8 kg)","06/2020",23.9
"LARANJA PERA (40.8 kg)","07/2020",25.57
"LARANJA PERA (40.8 kg)","08/2020",29.8
"LARANJA PERA (40.8 kg)","09/2020",32.21
"LARANJA PERA (40.8 kg)","10/2020",38.16
"LARANJA PERA (40.8 kg)","11/2020",42.7
"LARANJA PERA (40.8 kg)","12/2020",39.95
"LARANJA PERA (40.8 kg)","01/2021",39.03
"LARANJA PERA (40.8 kg)","02/2021",37.66
"LARANJA PERA (40.8 kg)","03/2021",38.68
"LARANJA PERA (40.8 kg)","04/2021",38.39
"LARANJA PERA (40.8 kg)","05/2021",35.05
"LARANJA PERA (40.8 kg)","06/2021",34.12
"LARANJA PERA (40.8 kg)","07/2021",33.8
"LARANJA PERA (40.8 kg)","08/2021",37.73
"LARANJA PERA (40.8 kg)","09/2021",43.28
"LARANJA PERA (40.8 kg)","10/2021",49.23
"LARANJA PERA (40.8 kg)","11/2021",44.84
"LARANJA PERA (40.8 kg)","12/2021",39.35
"LARANJA PERA (40.8 kg)","01/2022",36.74
"LARANJA PERA (40.8 kg)","02/2022",38.61
"LARANJA PERA (40.8 kg)","03/2022",39.74
"LARANJA PERA (40.8 kg)","04/2022",39.56
"LARANJA PERA (40.8 kg)","05/2022",38.4
"LARANJA PERA (40.8 kg)","06/2022",35.66
"LEITE DE VACA IN NATURA (l)","01/2018",1.18
