"Produto/Unidade","Mês/Ano","Preço Médio"
"CAFÉ MOÍDO E TORRADO (10 kg)","06/2022",322.62
"CARÁ (kg)","01/2018",3.28
"CARÁ (kg)","02/2018",2.71
"CARÁ (kg)","03/2018",2.3
"CARÁ (kg)","04/2018",2.46
"CARÁ (kg)","05/2018",2.21
"CARÁ (kg)","06/2018",2.6
"CARÁ (kg)","07/2018",2.18
"CARÁ (kg)","08/2018",2.27
"CARÁ (kg)","09/2018",2.14
"CARÁ (kg)","10/2018",2.19
"CARÁ (kg)","11/2018",2.32
"CARÁ (kg)","12/2018",2.77
"CARÁ (kg)","01/2019",2.93
"CARÁ (kg)","02/2019",3.03
"CARNE BOVINA PONTA DE AGULHA (kg)","01/2018",10.81
"CARNE BOVINA PONTA DE AGULHA (kg)","02/2018",7.4
"CARNE BOVINA PONTA DE AGULHA (kg)","03/2018",7.75
"CARNE BOVINA PONTA DE AGULHA (kg)","04/2018",7.5
"CARNE BOVINA PONTA DE AGULHA (kg)","05/2018",7.7
"CARNE DE FRANGO CONGELADO (kg)","01/2018",4.48
"CARNE DE FRANGO CONGELADO (kg)","02/2018",5.1
"CARNE DE FRANGO CONGELADO (kg)","03/2018",4.89
"CARNE DE FRANGO CONGELADO (kg)","04/2018",3.43
"CARNE DE FRANGO CONGELADO (kg)","05/2018",4.29
"CARNE DE FRANGO CONGELADO (kg)","06/2018",4.76
"CARNE DE FRANGO CONGELADO (kg)","07/2018",4.74
"CARNE DE FRANGO CONGELADO (kg)","08/2018",4.56
"CARNE DE FRANGO CONGELADO (kg)","09/2018",4.39
"CARNE DE FRANGO CONGELADO (kg)","10/2018",4.36
"CARNE DE FRANGO CONGELADO (kg)","11/2018",4.89
"CARNE DE FRANGO CONGELADO (kg)","12/2018",4.48
"CARNE DE FRANGO CONGELADO (kg)","01/2019",4.28
"CARNE DE FRANGO CONGELADO (kg)","02/2019",4.34
"CARNE DE FRANGO CONGELADO (kg)","03/2019",4.39
"CARNE DE FRANGO CONGELADO (kg)","04/2019",4.96
"CARNE DE FRANGO CONGELADO (kg)","05/2019",5.93
"CARNE DE FRANGO CONGELADO (kg)","06/2019",4.81
"CARNE DE FRANGO CONGELADO (kg)","07/2019",4.65
"CARNE DE FRANGO CONGELADO (kg)","08/2019",5.66
"CARNE DE FRANGO CONGELADO (kg)","09/2019",5.89
"CARNE DE FRANGO CONGELADO (kg)","10/2019",5.34
"CARNE DE FRANGO CONGELADO (kg)","11/2019",5.71
"CARNE DE FRANGO CONGELADO (kg)","12/2019",5.33
"CARNE DE FRANGO CONGELADO (kg)","01/2020",5.84
"CARNE DE FRANGO CONGELADO (kg)","02/2020",5.32
"CARNE DE FRANGO CONGELADO (kg)","03/2020",5.17
"CARNE DE FRANGO CONGELADO (kg)","04/2020",5.55
"CARNE DE FRANGO CONGELADO (kg)","05/2020",5.02
"CARNE DE FRANGO CONGELADO (kg)","06/2020",4.82
"CARNE DE FRANGO CONGELADO (kg)","07/2020",5.4
"CARNE DE FRANGO CONGELADO (kg)","08/2020",5.62
"CARNE DE FRANGO CONGELADO (kg)","09/2020",5.86
"CARNE DE FRANGO CONGELADO (kg)","10/2020",6.62
"CARNE DE FRANGO CONGELADO (kg)","11/2020",7.38
"CARNE DE FRANGO CONGELADO (kg)","12/2020",6.89
"CARNE DE FRANGO CONGELADO (kg)","01/2021",6.85
"CARNE DE FRANGO CONGELADO (kg)","02/2021",6.78
"CARNE DE FRANGO CONGELADO (kg)","03/2021",6.76
"CARNE DE FRANGO CONGELADO (kg)","04/2021",7.2
"CARNE DE FRANGO CONGELADO (kg)","05/2021",7.75
"CARNE DE FRANGO CONGELADO (kg)","06/2021",8.16
"CARNE DE FRANGO CONGELADO (kg)","07/2021",8.51
"CARNE DE FRANGO CONGELADO (kg)","08/2021",9.55
"CARNE DE FRANGO CONGELADO (kg)","09/2021",10.06
"CARNE DE FRANGO CONGELADO (kg)","10/2021",10.45
"CARNE DE FRANGO CONGELADO (kg)","11/2021",9.31
"CARNE DE FRANGO CONGELADO (kg)","12/2021",7.93
"CARNE DE FRANGO CONGELADO (kg)","01/2022",7.48
"CARNE DE FRANGO CONGELADO (kg)","02/2022",7.61
"CARNE DE FRANGO CONGELADO (kg)","03/2022",8.57
"CARNE DE FRANGO CONGELADO (kg)","04/2022",9.04
"CARNE DE FRANGO CONGELADO (kg)","05/2022",9.66
"CARNE DE FRANGO CONGELADO (kg)","06/2022",9.51
"CARNE SUÍNA CONGELADA CARCAÇA (kg)","01/2018",5.87
"CARNE SUÍNA CONGELADA CARCAÇA (kg)","02/2018",5
"CARNE SUÍNA CONGELADA CARCAÇA (kg)","03/2018",5.25
"CARNE SUÍNA CONGELADA CARCAÇA (kg)","04/2018",4.5
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","01/2018",9.67
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","02/2018",12.75
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","03/2018",12.15
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","04/2018",11.19
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","06/2018",10.54
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","07/2018",10.9
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","08/2018",10.49
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","09/2018",11.25
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","10/2018",10.37
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","11/2018",10.36
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","12/2018",11.65
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","01/2019",11.99
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","02/2019",11.17
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","03/2019",11.59
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","04/2019",10.99
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","05/2019",12.62
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","07/2019",10.33
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","08/2019",15.49
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","09/2019",16.15
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","10/2019",14.1
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","11/2019",14.57
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","12/2019",13.21
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","01/2020",12.6
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","02/2020",12.11
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","03/2020",11.47
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","04/2020",12.31
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","05/2020",10.6
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","06/2020",12.65
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","07/2020",12
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","08/2020",13.92
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","09/2020",16.49
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","10/2020",15.39
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","11/2020",17.9
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","12/2020",20.4
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","01/2021",17.95
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","02/2021",17.51
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","03/2021",18.57
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","04/2021",18.61
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","05/2021",17.59
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","06/2021",17.37
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","07/2021",18.27
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","08/2021",18.44
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","09/2021",18.4
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","10/2021",18.24
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","11/2021",18.88
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","12/2021",18.61
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","01/2022",18.29
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","02/2022",17.28
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","03/2022",17.09
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","04/2022",17.97
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","05/2022",17.38
"CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg)","06/2022",17.55
"CEBOLA (kg)","01/2018",1.73
"CEBOLA (kg)","02/2018",2.23
"CEBOLA (kg)","03/2018",2.14
"CEBOLA (kg)","04/2018",3.15
"CEBOLA (kg)","05/2018",4.1
"CEBOLA (kg)","06/2018",3.5
"CEBOLA (kg)","07/2018",1.65
"CEBOLA (kg)","08/2018",1.33
"CEBOLA (kg)","09/2018",1.05
"CEBOLA (kg)","10/2018",1.49
"CEBOLA (kg)","11/2018",2.02
"CEBOLA (kg)","12/2018",2.56
"CEBOLA (kg)","01/2019",2.54
"CEBOLA (kg)","02/2019",2.53
"COCO VERDE (un)","01/2018",1.44
"COCO VERDE (un)","02/2018",1.41
"COCO VERDE (un)","03/2018",1.47
"COCO VERDE (un)","04/2018",1.65
"COCO VERDE (un)","05/2018",1.62
"COCO VERDE (un)","06/2018",1.59
"COCO VERDE (un)","07/2018",1.47
"COCO VERDE (un)","08/2018",1.45
"COCO VERDE (un)","09/2018",1.42
"COCO VERDE (un)","10/2018",1.43
"COCO VERDE (un)","11/2018",1.39
"COCO VERDE (un)","12/2018",1.39
"COCO VERDE (un)","01/2019",1.65
"COCO VERDE (un)","02/2019",1.7
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","01/2018",161.48
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","02/2018",161.06
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","03/2018",154.55
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","04/2018",144.63
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","05/2018",152.48
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","06/2018",174.37
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","07/2018",186
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","08/2018",183.86
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","09/2018",189.47
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","10/2018",181.69
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","11/2018",169.04
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","12/2018",175.76
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","01/2019",187.16
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","02/2019",199.39
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","03/2019",188.33
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","04/2019",185.35
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","05/2019",185.29
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","06/2019",169.59
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","07/2019",160.16
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","08/2019",156.93
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","09/2019",167.51
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","10/2019",171.33
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","11/2019",179.85
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","12/2019",182.48
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","01/2020",176.28
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","02/2020",182.92
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","03/2020",163.68
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","04/2020",136.32
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","05/2020",127.36
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","06/2020",145.05
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","07/2020",165.38
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","08/2020",158.46
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","09/2020",150.33
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","10/2020",154.74
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","11/2020",148.65
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","12/2020",138.32
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","01/2021",133.98
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","02/2021",135.88
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","03/2021",139.03
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","04/2021",131.49
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","05/2021",131.25
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","06/2021",133.83
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","07/2021",136.79
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","08/2021",128.93
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","09/2021",131.88
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","10/2021",139.08
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","11/2021",152.88
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","12/2021",177.35
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","01/2022",181
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","02/2022",186.51
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","03/2022",192.78
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","04/2022",196.18
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","05/2022",206.85
"FARINHA DE MANDIOCA FINA TIPO 1 SECA (50 kg)","06/2022",199.4
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","01/2018",19.69
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","02/2018",19.83
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","03/2018",19.5
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","04/2018",22.59
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","05/2018",22.93
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","06/2018",27.13
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","07/2018",25.15
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","08/2018",24.42
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","09/2018",26.4
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","10/2018",24.88
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","11/2018",25.52
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","12/2018",26.6
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","01/2019",26.7
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","02/2019",28.43
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","03/2019",26.42
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","04/2019",25.25
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","05/2019",25.85
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","06/2019",21.54
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","07/2019",23.6
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","08/2019",27.21
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","09/2019",28.74
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","10/2019",26.28
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","11/2019",28.9
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","12/2019",30.42
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","01/2020",33.09
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","02/2020",35.61
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","03/2020",35.45
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","04/2020",34.17
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","05/2020",39.48
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","06/2020",35.5
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","07/2020",35.9
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","08/2020",39.75
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","09/2020",32.54
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","10/2020",30.04
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","11/2020",32.04
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","12/2020",26.86
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","01/2021",27.55
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","02/2021",28.03
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","03/2021",28.98
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","04/2021",33.05
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","05/2021",32.44
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","06/2021",30.57
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","07/2021",31.3
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","08/2021",31.95
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","09/2021",32.24
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","10/2021",31.7
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","11/2021",31.92
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","12/2021",32.75
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","01/2022",32.04
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","02/2022",36.56
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","03/2022",39.03
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","04/2022",41.13
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","05/2022",41.76
"FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg)","06/2022",45.62
"FARINHA DE TRIGO ESPECIAL (t)","01/2018",1889.16
"FARINHA DE TRIGO ESPECIAL (t)","02/2018",1810.87
"FARINHA DE TRIGO ESPECIAL (t)","03/2018",1974.49
"FARINHA DE TRIGO ESPECIAL (t)","04/2018",1884
"FARINHA DE TRIGO ESPECIAL (t)","05/2018",1979.95
"FARINHA DE TRIGO ESPECIAL (t)","06/2018",2225.67
"FARINHA DE TRIGO ESPECIAL (t)","07/2018",2321.15
"FARINHA DE TRIGO ESPECIAL (t)","08/2018",2311.73
"FARINHA DE TRIGO ESPECIAL (t)","09/2018",2317.45
"FARINHA DE TRIGO ESPECIAL (t)","10/2018",2351.45
"FARINHA DE TRIGO ESPECIAL (t)","11/2018",2362.86
"FARINHA DE TRIGO ESPECIAL (t)","12/2018",2323.04
"FARINHA DE TRIGO ESPECIAL (t)","01/2019",2341.55
"FARINHA DE TRIGO ESPECIAL (t)","02/2019",2370.85
"FARINHA DE TRIGO ESPECIAL (t)","03/2019",2355.41
"FARINHA DE TRIGO ESPECIAL (t)","04/2019",2270.38
"FARINHA DE TRIGO ESPECIAL (t)","05/2019",2208.61
"FARINHA DE TRIGO ESPECIAL (t)","06/2019",2352.27
"FARINHA DE TRIGO ESPECIAL (t)","07/2019",2454.03
"FARINHA DE TRIGO ESPECIAL (t)","08/2019",2488.77
"FARINHA DE TRIGO ESPECIAL (t)","09/2019",2443.38
"FARINHA DE TRIGO ESPECIAL (t)","10/2019",2472.7
"FARINHA DE TRIGO ESPECIAL (t)","11/2019",2470.97
"FARINHA DE TRIGO ESPECIAL (t)","12/2019",2475.21
"FARINHA DE TRIGO ESPECIAL (t)","01/2020",2461.32
"FARINHA DE TRIGO ESPECIAL (t)","02/2020",2484.18
"FARINHA DE TRIGO ESPECIAL (t)","03/2020",2394.81
"FARINHA DE TRIGO ESPECIAL (t)","04/2020",2389.59
"FARINHA DE TRIGO ESPECIAL (t)","05/2020",2414.97
"FARINHA DE TRIGO ESPECIAL (t)","06/2020",2661.25
"FARINHA DE TRIGO ESPECIAL (t)","07/2020",2651.32
"FARINHA DE TRIGO ESPECIAL (t)","08/2020",2599.51
"FARINHA DE TRIGO ESPECIAL (t)","09/2020",2673.29
"FARINHA DE TRIGO ESPECIAL (t)","10/2020",2697.45
"FARINHA DE TRIGO ESPECIAL (t)","11/2020",2626.88
"FARINHA DE TRIGO ESPECIAL (t)","12/2020",2648.66
"FARINHA DE TRIGO ESPECIAL (t)","01/2021",2707.83
"FARINHA DE TRIGO ESPECIAL (t)","02/2021",2847.78
"FARINHA DE TRIGO ESPECIAL (t)","03/2021",2839.1
"FARINHA DE TRIGO ESPECIAL (t)","04/2021",2910.09
"FARINHA DE TRIGO ESPECIAL (t)","05/2021",2924.38
"FARINHA DE TRIGO ESPECIAL (t)","06/2021",3008.73
"FARINHA DE TRIGO ESPECIAL (t)","07/2021",3080.88
"FARINHA DE TRIGO ESPECIAL (t)","08/2021",3107.58
"FARINHA DE TRIGO ESPECIAL (t)","09/2021",3128.94
"FARINHA DE TRIGO ESPECIAL (t)","10/2021",3213.94
"FARINHA DE TRIGO ESPECIAL (t)","11/2021",3295.83
"FARINHA DE TRIGO ESPECIAL (t)","12/2021",3256.51
"FARINHA DE TRIGO ESPECIAL (t)","01/2022",3463.72
"FARINHA DE TRIGO ESPECIAL (t)","02/2022",3630.31
"FARINHA DE TRIGO ESPECIAL (t)","03/2022",3835.25
"FARINHA DE TRIGO ESPECIAL (t)","04/2022",4288.54
"FARINHA DE TRIGO ESPECIAL (t)","05/2022",4459.92
"FARINHA DE TRIGO ESPECIAL (t)","06/2022",4911.05
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","01/2018",80.5
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","02/2018",85.5
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","03/2018",84.6
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","04/2018",96.9
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","05/2018",107.3
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","06/2018",105.2
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","07/2018",91.3
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","08/2018",95.67
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","09/2018",105.1
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","10/2018",84.7
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","11/2018",111.55
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","12/2018",113.7
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","01/2019",217.2
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","02/2019",269.6
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","03/2019",246.24
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","04/2019",175.7
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","05/2019",147.3
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","06/2019",139.3
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","07/2019",129.7
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","08/2019",115.3
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","09/2019",120.06
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","10/2019",131.2
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","11/2019",187.2
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","12/2019",195.3
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","01/2020",155.7
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","02/2020",156.2
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","03/2020",202.35
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","04/2020",221.3
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","05/2020",285.15
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","06/2020",262.8
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","07/2020",243.6
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","08/2020",188.1
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","09/2020",205.9
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","10/2020",196.9
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","11/2020",206.3
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","12/2020",194.24
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","01/2021",191.22
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","02/2021",204.53
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","03/2021",205.67
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","04/2021",210.85
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","05/2021",211.1
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","06/2021",200.32
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","07/2021",199.47
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","08/2021",196.13
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","09/2021",208.78
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","10/2021",204.32
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","11/2021",191.2
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","12/2021",192.46
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","01/2022",193.84
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","02/2022",206.81
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","03/2022",227.73
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","04/2022",229.97
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","05/2022",250.5
"FEIJÃO COMUM CORES TIPO 1 (30 kg)","06/2022",282.85
"FEIJÃO COMUM PRETO TIPO 1 (30 kg)","01/2018",115.5
"FEIJÃO COMUM PRETO TIPO 1 (30 kg)","02/2018",110.3
