"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"24-01-2019","Não","395","08:45","09:30","45","""Reunião Bilateral com o Primeiro-Ministro dos Países Baixos, Mark Rutte""","""Davos/Suíça"""
"24-01-2019","Não","395","09:30","10:30","60","""Reunião Bilateral com o Primeiro-Ministro da República Tcheca, Andrej Babis""","""Davos/Suíça"""
"24-01-2019","Não","395","10:30","10:55","25","""Reunião Bilateral com o Presidente da Polônia, Andrzej Duda""","""Davos/Suíça"""
"24-01-2019","Não","395","11:20","12:00","40","""Reunião Bilateral com o Presidente da Ucrânia, Petro Poroshenko""","""Davos/Suíça"""
"24-01-2019","Não","395","12:00","13:35","95","""Almoço de trabalho""","""Davos/Suíça"""
"24-01-2019","Não","395","14:30","14:40","10","""Reunião Bilateral com o Presidente da África do Sul, Cyril Ramaphosa""","""Davos/Suíça"""
"24-01-2019","Não","395","14:30","14:40","10","""Reunião Bilateral com o Presidente da Colômbia, Iván Duque""","""Davos/Suíça"""
"24-01-2019","Não","395","18:10","18:20","10","""Partida de Zurique com destino a Las Palmas""","""Aeroporto de Zurique"""
"24-01-2019","Não","395","21:20","22:50","90","""Chegada a Las Palmas""","""Aeroporto de Gran Canária"""
"24-01-2019","Não","395","22:50","23:00","10","""Partida de Las Palmas para Brasília""","""Aeroporto de Gran Canária"""
