"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"05-01-2023","Não","100","09:00","09:10","10","""Ministro das Relações Institucionais, Alexandre Padilha, e o ministro da Secretaria de Comunicação Social, Paulo Pimenta""","""Palácio do Planalto"""
"05-01-2023","Não","100","10:00","10:10","10","""Ministro das Relações Institucionais, Alexandre Padilha, líder do governo no Senado Federal, senador Jaques Wagner, presidenta nacional do PT e deputada federal, Gleisi Hoffmann, e o líder do governo na Câmara dos Deputados, deputado federal José Guimarães""","""Palácio do Planalto"""
"05-01-2023","Não","100","11:30","11:40","10","""Assessor-Chefe da Assessoria Especial do presidente da República, Celso Amorim""","""Palácio do Planalto"""
"05-01-2023","Não","100","11:45","11:55","10","""Décio Lima""","""Palácio do Planalto"""
"05-01-2023","Não","100","14:30","14:40","10","""Ministro de Minas e Energia, Alexandre Silveira""","""Palácio do Planalto"""
"05-01-2023","Não","100","15:00","15:10","10","""Ministro da Secretaria-Geral, Márcio Macedo""","""Palácio do Planalto"""
"05-01-2023","Não","100","16:00","16:10","10","""Ministro da Casa Civil, Rui Costa""","""Palácio do Planalto"""
"05-01-2023","Não","100","17:00","17:10","10","""Ministro da Defesa, José Mucio""","""Palácio do Planalto"""
"05-01-2023","Não","100","18:00","18:10","10","""Ministro do Desenvolvimento Agrário e Agricultura Familiar, Paulo Teixeira""","""Palácio do Planalto"""
"05-01-2023","Não","100","18:30","18:40","10","""Presidenta nacional do PT e deputada federal, Gleisi Hoffmann""","""Palácio do Planalto"""
