MONTH,YEAR,STATE,TYPE,MIN,AVG,MAX
"08","2020","SC","DIESEL S10",2.995,3.3655137085137086,4.299
"06","2016","RJ","DIESEL",2.699,3.095751824817518,3.622
"09","2018","GO","ETANOL",2.429,2.9176089743589744,3.419
"11","2018","RR","ETANOL",3.77,3.924375,4.1
"01","2019","RR","ETANOL",3.65,3.8577777777777778,3.95
"03","2019","PR","ETANOL",2.579,3.0319265498652292,3.699
"07","2020","MT","GNV",2.899,2.899,2.899
"08","2018","PB","DIESEL S10",3.179,3.3785725190839697,3.79
"11","2020","RS","DIESEL",3.159,3.651076923076923,4.089
"08","2019","SE","DIESEL S10",3.39,3.6260914285714287,3.899
"01","2020","AP","ETANOL",3.67,3.8177777777777777,3.89
"10","2020","ES","ETANOL",3.07,3.5557142857142856,3.899
"07","2016","MT","GASOLINA",3.317,3.722190217391304,4.06
"04","2018","MS","GNV",2.399,2.6591333333333336,2.799
"09","2019","AC","DIESEL S10",4.09,4.477844594594595,4.95
"11","2018","RS","ETANOL",3.199,4.0902285353535355,4.799
"06","2019","MS","ETANOL",3.129,3.4913794117647057,3.999
"01","2019","RS","ETANOL",3.39,4.005771111111111,4.949
"01","2020","RR","ETANOL",3.85,3.9,3.97
"03","2020","PR","ETANOL",2.53,3.2373804412641625,3.69
"08","2016","PI","DIESEL",2.99,3.1176969696969694,3.2
"08","2020","BA","DIESEL S10",2.96,3.5010787671232877,4.299
"11","2019","RS","DIESEL",3.299,3.6206587872559095,4.184
"05","2018","SC","DIESEL S10",3.189,3.583496075353218,4.248
"08","2020","SE","DIESEL S10",3.199,3.5273583333333334,3.799
"11","2020","RR","DIESEL",3.47,3.63125,3.85
"01","2020","RN","ETANOL",3.49,3.7096709401709402,3.999
"11","2020","ES","GNV",2.96,3.2403684210526316,3.399
"07","2019","MS","GNV",2.897,2.9450000000000003,2.999
"12","2018","RS","GNV",2.299,3.365792682926829,3.789
"02","2019","RS","GNV",3.11,3.391794117647059,3.809
"05","2018","BA","DIESEL S10",3.27,3.728073529411765,5.3
"11","2020","AP","DIESEL",3.59,3.7886956521739132,4.09
"10","2020","MG","DIESEL S10",3.559,3.678935483870968,3.999
"10","2019","MG","DIESEL S10",3.45,3.8782436140018923,5.019
"10","2018","SP","ETANOL",2.299,2.776494783715013,3.699
"01","2020","AM","ETANOL",3.19,3.4953233532934136,3.97
"04","2020","PR","GNV",2.859,3.2778,3.399
"02","2016","AP","GASOLINA",3.47,3.637719298245614,3.85
"11","2016","ES","GASOLINA",3.4,3.717871459694989,3.99
"01","2017","ES","GASOLINA",3.49,3.8008403193612774,4.08
"08","2017","MA","DIESEL S10",2.89,3.1361858108108107,3.49
"05","2017","PA","DIESEL S10",2.88,3.320746861924686,3.85
"09","2019","GO","DIESEL",3.29,3.6474283582089555,4.13
"11","2019","RR","DIESEL",3.74,3.930789473684211,3.99
"03","2016","DF","DIESEL",3.05,3.264476923076923,3.82
"01","2020","RO","ETANOL",3.39,3.8561397058823523,4.56
"02","2016","RR","GASOLINA",3.84,3.8860555555555556,3.979
"04","2016","PR","GASOLINA",3.349,3.720116991643454,4.125
"09","2017","RJ","DIESEL",2.929,3.291522776572668,3.999
"11","2019","AP","DIESEL",4.08,4.4033181818181815,4.899
"07","2019","CE","DIESEL S10",3.49,3.766873358348968,4.1
"09","2016","RJ","ETANOL",2.54,3.1025341802782824,3.932
"02","2020","RS","GNV",3.369,3.6103827160493824,4.149
"07","2020","MS","GNV",3.299,3.366,3.629
"10","2020","SP","DIESEL",3.069,3.352424242424242,3.699
"02","2016","RO","GASOLINA",3.82,3.943466911764706,4.24
"04","2016","CE","DIESEL",2.969,3.218380165289256,3.31
"09","2016","AL","ETANOL",2.859,3.2458596491228073,3.599
"07","2017","PR","GASOLINA",2.97,3.559903289473684,4.19
"05","2017","RR","GASOLINA",3.64,3.684333333333334,3.729
"11","2016","SP","DIESEL S10",2.599,3.0436808923375365,3.599
"01","2017","SP","DIESEL S10",2.699,3.1508454288407166,3.899
"03","2018","MS","ETANOL",3.229,3.4585523255813952,3.799
"05","2018","RS","DIESEL S10",3.15,3.6769554896142433,4.199
"01","2020","SP","GNV",2.759,3.1190995260663508,4.089
"11","2020","RO","DIESEL",3.299,3.694037037037037,4.11
"11","2019","ES","GNV",3.26,3.345178571428572,3.79
"04","2020","ES","DIESEL S10",2.84,3.334204128440367,3.9
"10","2019","SP","DIESEL",3.199,3.619929248910536,4.579
"01","2018","ES","DIESEL S10",3.15,3.4341653333333335,3.74
"11","2017","ES","DIESEL S10",3.129,3.4047865168539326,3.74
"12","2016","AP","DIESEL S10",3.89,4.0273076923076925,4.25
"02","2017","AP","DIESEL S10",3.95,4.0737499999999995,4.25
"01","2016","SP","GASOLINA",3.149,3.5488424541390473,3.959
"05","2017","RS","GASOLINA",3.179,3.7910788313120176,4.38
"04","2019","PR","GNV",2.79,3.2311666666666667,3.89
"11","2020","AM","DIESEL",3.29,3.5659323308270676,4.1
"03","2018","MT","ETANOL",2.17,2.6816720000000003,3.64
"08","2016","PE","DIESEL",2.79,3.0127154929577467,3.279
"05","2016","SE","DIESEL",2.879,2.9981261261261265,3.149
"11","2020","RN","DIESEL",3.17,3.6779310344827585,3.98
"04","2017","SP","GASOLINA",2.99,3.5000795629424437,4.199
"08","2018","RS","GASOLINA",4.19,4.691246549560853,5.49
"11","2019","RO","DIESEL",3.72,3.941766129032258,4.27
"02","2020","AL","GNV",3.39,3.5998709677419356,3.8
"06","2017","DF","DIESEL",2.868,3.222546875,3.49
"06","2016","AC","DIESEL",3.43,3.6266911764705885,3.98
"11","2020","AL","DIESEL",3.29,3.7337333333333333,4.149
"02","2016","AL","GASOLINA",3.39,3.8120465949820788,4.13
"06","2019","MT","ETANOL",2.177,2.5205359375,2.999
"01","2020","RS","ETANOL",3.799,4.319387984981227,4.999
"06","2020","MS","ETANOL",2.719,3.078073113207547,3.499
"02","2020","RN","GNV",3.35,3.5444054054054055,4.06
"12","2016","RR","DIESEL S10",3.3,3.3903125,3.52
"07","2020","ES","GASOLINA",3.77,4.094594285714285,4.53
"02","2017","RR","DIESEL S10",3.359,3.4549666666666665,3.62
"04","2017","PR","DIESEL S10",2.59,2.9627031398667936,3.399
"11","2019","AM","DIESEL",3.489,3.8671788079470195,4.2
"09","2016","RO","ETANOL",2.89,3.493910112359551,3.97
"07","2016","TO","ETANOL",2.89,3.121745341614907,3.539
"02","2016","RN","GASOLINA",3.679,3.829070833333333,3.94
"02","2020","AM","GNV",3.29,3.29,3.29
"11","2018","SP","GNV",1.949,2.4518,3.359
"01","2019","SP","GNV",1.995,2.5284454976303317,3.429
"07","2017","CE","DIESEL",2.79,3.0991285714285715,3.49
"11","2019","RN","DIESEL",3.58,3.814366666666667,4.057
"09","2016","AM","ETANOL",2.99,3.292780303030303,3.85
"10","2017","PR","ETANOL",2.39,2.7485147208121825,3.09
"05","2017","AP","GASOLINA",3.409,3.624285714285714,4.007
"02","2016","AM","GASOLINA",3.42,3.967219696969697,4.53
"06","2017","GO","ETANOL",2.299,2.6365108932461876,3.09
"07","2017","MS","DIESEL S10",3.029,3.411621908127209,3.759
"12","2016","RS","DIESEL S10",2.75,3.1382841726618707,3.677
"02","2017","RS","DIESEL S10",2.778,3.1974453961456106,3.65
"06","2020","MT","ETANOL",2.199,2.422481818181818,2.95
"11","2019","AL","DIESEL",3.629,3.8592894736842105,4.138
"04","2018","ES","GASOLINA",3.63,4.163285140562248,4.59
"09","2016","RN","ETANOL",2.989,3.1686375545851533,3.399
"05","2016","SC","DIESEL",2.69,2.941653354632588,3.199
"09","2016","RR","ETANOL",3.58,3.652857142857143,3.7
"05","2017","RN","GASOLINA",3.499,3.7758187919463087,3.99
"09","2016","SE","GNV",2.188,2.344451612903226,2.389
"10","2017","MG","DIESEL",2.99,3.2800379241516966,3.749
"05","2016","BA","DIESEL",2.69,3.003878664495114,3.489
"10","2016","MT","ETANOL",2.25,2.5092292768959434,2.96
"09","2016","AP","ETANOL",3.59,3.6795999999999998,3.72
"08","2018","AP","GASOLINA",3.78,3.9199741379310344,4.47
"05","2017","AM","GASOLINA",3.15,3.7734220963172804,4.55
"07","2019","ES","GASOLINA",4.12,4.403133200795228,4.999
"12","2020","MT","GASOLINA",4.299,4.543631410256411,4.699
"07","2017","MT","DIESEL S10",2.959,3.4151650485436895,3.879
"11","2016","MG","GNV",2.297,2.548454545454545,2.69
"01","2017","MG","GNV",1.999,2.467,2.69
"08","2016","PB","DIESEL",2.79,3.001246231155779,3.29
"08","2017","SE","DIESEL",2.9,3.0570983606557376,3.399
"05","2017","RO","GASOLINA",3.33,3.9256346153846153,4.41
"03","2017","TO","GASOLINA",3.449,3.784473170731707,4.15
"08","2018","RR","GASOLINA",4.19,4.204245283018868,4.3
"12","2018","AL","GNV",3.169,3.19015,3.199
"02","2019","AL","GNV",3.19,3.4217222222222223,3.47
"10","2018","PI","DIESEL",3.67,3.8494438775510202,4.0
"12","2018","RN","GNV",3.299,3.4314444444444443,3.59
"02","2019","RN","GNV",3.35,3.5183529411764702,3.69
"09","2018","DF","DIESEL",3.369,3.7648673469387752,3.899
"03","2016","GO","ETANOL",2.629,2.9747815668202766,3.29
"09","2017","AC","DIESEL",3.69,3.901208791208791,4.47
"08","2016","CE","GNV",2.449,2.5697321428571427,2.79
"01","2016","PR","DIESEL S10",2.789,2.978991718426501,3.369
"12","2018","AM","GNV",3.19,3.41,3.75
"03","2020","MG","DIESEL",3.169,3.6454712430426714,4.809
"02","2019","AM","GNV",3.15,3.18225,3.199
"11","2020","RJ","DIESEL",3.199,3.538308016877637,4.139
"08","2016","SP","ETANOL",1.89,2.302986085457456,2.999
"08","2016","PA","DIESEL",2.96,3.296361386138614,3.51
"09","2016","SC","GNV",1.959,2.1559607843137254,2.699
"04","2016","PI","GASOLINA",3.54,3.7752222222222223,4.07
"08","2018","RO","GASOLINA",4.29,4.6056603773584905,4.95
"06","2018","TO","GASOLINA",4.39,4.7337,4.899
"05","2020","GO","GASOLINA",3.399,3.8328327759197323,4.499
"02","2020","RJ","GNV",2.799,3.201102272727273,4.099
"12","2019","MT","GASOLINA",3.999,4.680036775106082,5.2
"04","2016","MS","DIESEL S10",3.249,3.41451171875,3.65
"08","2017","SC","DIESEL",2.68,2.9782508474576272,3.49
"07","2018","SP","GASOLINA",3.649,4.296296063890473,4.999
"09","2016","RS","ETANOL",2.94,3.4014387947269302,3.999
"02","2016","RJ","GASOLINA",3.549,3.927220318960425,4.799
"08","2017","BA","DIESEL",2.69,3.121622775800712,3.749
"03","2019","MG","DIESEL",3.15,3.604490371389271,4.589
"11","2019","RJ","DIESEL",3.339,3.6746212121212123,4.059
"08","2017","ES","ETANOL",2.83,3.2916549707602343,3.89
"10","2016","MS","ETANOL",2.449,2.8725027027027026,3.293
"02","2018","GO","GASOLINA",4.08,4.399041533546326,4.86
"12","2017","GO","GASOLINA",3.89,4.3680699999999995,4.75
"12","2020","MS","GASOLINA",4.439,4.582721590909091,4.899
"05","2017","AL","GASOLINA",3.41,3.8070159235668792,4.09
"04","2016","MT","DIESEL S10",3.09,3.497808510638298,3.77
"05","2016","PI","GASOLINA",3.489,3.7528581314878893,3.979
"09","2018","RO","GASOLINA",4.29,4.754485815602838,5.12
"07","2018","TO","GASOLINA",4.25,4.707424657534246,4.92
"05","2016","MG","DIESEL S10",2.849,3.1452393114936146,3.49
"08","2019","SP","DIESEL S10",3.149,3.548096584440228,4.459
"03","2017","RJ","DIESEL S10",2.899,3.3193197715917204,3.879
"03","2020","RJ","GNV",2.799,3.178823284823285,3.99
"10","2020","PR","GASOLINA",3.879,4.100271028037383,4.299
"09","2017","BA","DIESEL",2.69,3.161136865342163,3.749
"08","2020","SP","DIESEL S10",2.899,3.372735436275757,4.92
"06","2020","GO","GASOLINA",3.49,3.9806769953051644,4.55
"09","2017","SC","DIESEL",2.75,3.095815573770492,4.29
"10","2019","MS","DIESEL S10",3.59,3.8652762762762762,4.199
"03","2016","RJ","GASOLINA",3.549,3.9473508858267716,4.84
"08","2018","SP","GASOLINA",3.649,4.260105982465188,4.999
"06","2018","RN","DIESEL S10",3.439,3.5652385321100915,3.84
"04","2019","MG","DIESEL",3.199,3.6392332771219786,4.589
"12","2019","RJ","DIESEL",3.389,3.6943479692645442,4.28
"05","2016","ES","ETANOL",2.39,3.2209772079772083,3.79
"01","2020","PE","DIESEL",3.659,3.8881875,3.99
"03","2018","GO","GASOLINA",4.08,4.4038359030837,4.86
"06","2017","AL","GASOLINA",3.25,3.76255078125,4.09
"07","2020","TO","DIESEL S10",2.699,3.2683396226415096,5.07
"03","2019","GO","DIESEL S10",3.29,3.680339007092199,4.09
"06","2018","AL","DIESEL S10",3.48,3.7402922077922076,4.169
"10","2019","MT","DIESEL S10",3.69,4.084584541062802,4.639
"01","2016","CE","GASOLINA",3.57,3.881217870257038,4.039
"06","2018","RO","DIESEL S10",3.49,3.684032388663968,4.09
"04","2018","TO","DIESEL S10",3.19,3.500195652173913,4.97
"10","2020","MS","DIESEL S10",3.399,3.5569076923076923,3.799
"08","2020","MG","GNV",2.895,3.1356470588235292,3.499
"02","2016","PI","DIESEL S10",3.08,3.2781009174311926,3.399
"10","2019","PR","GASOLINA",3.75,4.204503260225252,4.896
"09","2019","RR","DIESEL S10",3.45,3.7671176470588232,4.09
"11","2018","PE","DIESEL",3.59,3.7780526315789476,3.95
"01","2019","PE","DIESEL",3.349,3.616,3.89
"09","2018","AL","GASOLINA",4.45,4.781469026548673,5.3
"06","2019","GO","GASOLINA",4.22,4.629313725490196,5.17
"08","2016","MG","GASOLINA",3.222,3.7650694729637233,4.09
"06","2017","RJ","GASOLINA",3.389,3.951625649913345,4.799
"09","2019","AP","DIESEL S10",3.889,4.5895,4.99
"06","2018","AM","DIESEL S10",3.27,3.65716149068323,4.19
"10","2017","GO","DIESEL S10",3.19,3.398089552238806,3.799
"09","2018","RN","GASOLINA",4.359,4.697208163265306,4.89
"10","2020","CE","DIESEL",3.47,3.58,3.69
"03","2020","GO","DIESEL S10",3.239,3.742435582822086,4.099
"01","2018","MA","DIESEL",2.899,3.2787337278106508,3.58
"11","2017","MA","DIESEL",2.799,3.13911875,3.49
"05","2018","MG","GNV",2.679,2.9152,3.099
"03","2019","RJ","GNV",2.699,3.2186544276457885,4.19
"05","2018","SP","DIESEL S10",3.178,3.6486067581837376,4.75
"09","2019","RS","DIESEL S10",3.229,3.5944443609022554,4.287
"09","2018","AM","GASOLINA",4.35,4.810098591549296,5.45
"05","2019","ES","DIESEL S10",3.49,3.7511455399061036,4.09
"10","2019","CE","DIESEL",3.69,3.917809352517986,4.18
"06","2018","AP","DIESEL S10",3.83,4.239261538461538,4.59
"03","2017","AM","DIESEL S10",3.099,3.470911214953271,3.85
"04","2020","PB","ETANOL",2.95,3.178522900763359,3.799
"11","2018","SC","ETANOL",2.998,3.536457575757576,3.999
"01","2019","SC","ETANOL",2.899,3.4551545012165454,3.999
"03","2017","DF","GASOLINA",3.39,3.569205882352941,3.889
"02","2020","SE","GNV",3.549,3.6075333333333335,3.749
"05","2020","PE","GNV",2.659,2.6892127659574467,2.799
"11","2018","CE","GNV",3.28,3.3793829787234047,3.59
"01","2019","CE","GNV",3.33,3.407,3.59
"03","2016","AC","GASOLINA",3.92,4.129379310344827,4.51
"01","2020","PB","DIESEL",3.549,3.749708737864078,4.019
"11","2020","SE","DIESEL",3.699,3.796,3.89
"08","2019","MG","GNV",3.44,3.591913043478261,3.699
"03","2017","RN","DIESEL S10",3.099,3.2788214285714288,3.459
"01","2020","BA","ETANOL",3.17,3.6160490261920755,4.69
"05","2016","PE","GASOLINA",3.46,3.810321469575201,4.18
"02","2016","SE","GASOLINA",3.55,3.7460446927374305,3.979
"03","2017","AL","DIESEL S10",2.979,3.2197488372093024,3.58
"12","2020","AC","DIESEL",4.3,4.507876288659794,4.8
"01","2018","PA","ETANOL",3.24,3.6846751269035534,4.2
"04","2018","MA","ETANOL",3.099,3.619107344632768,3.99
"11","2017","PA","ETANOL",3.099,3.5855714285714284,4.16
"01","2020","SC","ETANOL",3.199,3.752165554072096,4.496
"10","2020","MT","DIESEL S10",3.499,3.804755905511811,4.139
"11","2018","PB","DIESEL",3.499,3.6969724770642203,3.899
"08","2018","PR","DIESEL S10",2.93,3.2846477611940297,3.83
"06","2018","RR","DIESEL S10",3.4,3.6135625,4.0
"01","2019","PB","DIESEL",3.29,3.557976377952756,3.8
"11","2019","SE","DIESEL",3.65,3.7645443037974684,3.97
"11","2016","TO","DIESEL S10",2.82,3.1203197674418606,3.79
"03","2017","RO","DIESEL S10",3.1,3.408804054054054,3.76
"01","2017","TO","DIESEL S10",2.95,3.224617486338798,3.98
"12","2019","DF","ETANOL",3.149,3.3830614525139664,3.659
"12","2018","AC","ETANOL",3.95,4.013647887323944,4.25
"01","2020","PA","DIESEL",3.76,4.126413461538462,4.61
"04","2020","MA","DIESEL",2.939,3.3232517730496456,3.889
"02","2018","PE","GNV",2.29,2.5208947368421053,3.179
"12","2017","PE","GNV",2.29,2.3848076923076924,2.989
"02","2019","AC","ETANOL",3.69,4.0320547945205485,4.55
"08","2017","PI","GASOLINA",3.439,3.6854972067039102,3.95
"01","2020","CE","GNV",3.58,3.676788888888889,4.09
"12","2019","AC","DIESEL",4.25,4.531232258064517,4.99
"07","2019","MA","ETANOL",3.249,3.708948616600791,4.4
"04","2019","PA","ETANOL",3.4,3.8789353448275863,4.75
"02","2020","SC","GNV",2.749,3.0218585858585856,3.349
"02","2016","BA","GASOLINA",3.425,3.807909410112359,4.25
"06","2018","RS","DIESEL S10",3.099,3.463387616624258,4.2
"12","2016","SP","DIESEL S10",2.599,3.078975578128377,3.999
"02","2017","SP","DIESEL S10",2.739,3.159369102682701,3.799
"11","2020","SC","DIESEL",3.19,3.444546511627907,4.099
"11","2018","PA","DIESEL",3.53,3.94266095890411,4.41
"01","2019","PA","DIESEL",3.29,3.782892351274788,4.31
"04","2019","MA","DIESEL",3.359,3.6506188679245284,3.92
"12","2018","SE","GNV",3.599,3.6399230769230773,3.649
"05","2019","PE","GNV",2.599,2.763764705882353,3.5
"02","2019","SE","GNV",3.649,3.679,3.699
"02","2018","PB","GNV",2.95,2.958961538461538,2.96
"12","2017","PB","GNV",2.689,2.7148823529411765,2.92
"02","2016","SC","GASOLINA",3.179,3.5408303921568627,4.031
"05","2020","ES","DIESEL S10",2.67,3.10954025974026,3.799
"03","2017","AP","DIESEL S10",3.65,4.03969696969697,4.25
"11","2020","BA","DIESEL",3.13,3.413896226415094,3.89
"04","2019","PB","ETANOL",2.943,3.3339486301369865,3.799
"02","2018","ES","DIESEL S10",3.09,3.453558201058201,4.35
"12","2017","ES","DIESEL S10",3.09,3.41163687150838,3.74
"04","2017","CE","GASOLINA",3.44,3.743959706959707,4.109
"11","2018","BA","ETANOL",2.95,3.382248511904762,4.299
"01","2019","BA","ETANOL",2.83,3.395169522643819,4.299
"11","2019","SC","DIESEL",3.299,3.5793541147132166,3.999
"09","2018","RJ","GASOLINA",4.399,5.025605608591886,5.79
"04","2020","PA","ETANOL",3.18,3.8919050279329612,4.299
"07","2020","MA","ETANOL",2.999,3.5118773234200744,3.999
"07","2019","MG","ETANOL",2.449,2.9139979042961928,3.499
"11","2016","MA","ETANOL",2.85,3.2576212121212125,3.6
"01","2017","MA","ETANOL",2.98,3.3975390625,3.7
"11","2019","BA","DIESEL",3.399,3.7192499999999997,4.49
"08","2018","PE","DIESEL S10",3.088,3.3608479685452166,3.72
"05","2018","SE","DIESEL S10",3.3,3.780541935483871,4.129
"05","2017","PB","DIESEL S10",2.89,3.0816459330143537,3.5
"05","2020","PA","GNV",3.999,3.999,3.999
"12","2018","BA","GNV",2.89,3.001228571428572,3.3
"02","2019","BA","GNV",2.99,3.1175588235294116,3.35
"07","2018","CE","GASOLINA",4.41,4.60926399155227,4.97
"06","2020","DF","DIESEL S10",2.859,3.1799545454545455,3.999
"06","2018","AC","DIESEL S10",4.07,4.278067567567567,4.95
"06","2019","DF","DIESEL S10",3.567,3.86116935483871,4.289
"08","2016","MA","GASOLINA",3.09,3.6301170731707315,3.99
"05","2016","PA","GASOLINA",3.67,4.088,4.59
"12","2018","SC","GNV",2.599,2.898,3.199
"02","2019","SC","GNV",2.589,2.906701030927835,3.199
"01","2018","PE","ETANOL",2.689,3.0650251889168767,3.999
"11","2017","PE","ETANOL",2.699,3.0404947916666667,3.799
"07","2020","MG","ETANOL",2.38,2.8873152091254752,3.559
"12","2016","SC","DIESEL S10",2.729,3.098871359223301,3.599
"02","2017","SC","DIESEL S10",2.849,3.1737580645161287,3.699
"05","2020","PB","GNV",3.13,3.2315,3.79
"06","2017","AC","GASOLINA",3.79,4.226,4.7
"06","2018","DF","GASOLINA",4.099,4.615737142857143,4.999
"07","2020","CE","DIESEL S10",2.99,3.469889671361502,3.999
"12","2016","BA","DIESEL S10",2.68,3.1416689320388347,3.899
"02","2017","BA","DIESEL S10",2.799,3.195996651785714,3.999
"02","2020","BA","GNV",2.96,3.086125,3.399
"05","2016","PB","GASOLINA",3.39,3.712051660516605,3.999
"08","2017","PE","GASOLINA",3.17,3.8470212765957443,4.395
"05","2017","SE","GASOLINA",3.39,3.507205405405405,3.878
"04","2019","PI","ETANOL",3.369,3.6236683417085427,3.799
"09","2018","AC","GASOLINA",4.75,5.232576923076923,5.759
"11","2018","SE","ETANOL",3.25,3.439449612403101,3.599
"01","2018","PB","ETANOL",2.79,3.0526350364963504,3.449
"11","2017","PB","ETANOL",2.699,3.027658064516129,3.479
"04","2019","PE","ETANOL",3.099,3.458711743772242,3.915
"01","2019","SE","ETANOL",3.05,3.266068965517241,3.599
"02","2016","PA","DIESEL S10",3.0,3.3688538283062646,3.7
"05","2016","MA","DIESEL S10",2.969,3.1659560185185183,3.399
"09","2019","RJ","DIESEL S10",3.179,3.700743330930065,4.199
"10","2019","PI","GASOLINA",4.449,4.637454819277108,4.859
"09","2019","DF","GASOLINA",3.999,4.274752631578947,4.959
"08","2017","PB","GASOLINA",3.16,3.6929000000000003,3.999
"04","2018","CE","DIESEL S10",3.469,3.6264439359267735,3.86
"02","2020","AC","ETANOL",3.89,4.075608695652174,4.39
"12","2020","DF","ETANOL",3.389,3.5480851063829784,3.899
"02","2016","ES","DIESEL",2.79,2.9956624685138538,3.25
"08","2018","SE","GASOLINA",4.19,4.48992,4.799
"05","2017","BA","GASOLINA",3.29,3.730730793254216,4.279
"12","2016","SE","DIESEL S10",2.88,3.156044117647059,3.499
"05","2017","PE","DIESEL S10",2.699,2.9668019801980194,3.599
"02","2017","SE","DIESEL S10",2.999,3.20227027027027,3.499
"02","2016","PB","DIESEL S10",2.889,3.1196428571428574,3.399
"10","2020","PI","GASOLINA",4.29,4.446415094339622,4.795
"01","2020","SE","ETANOL",3.1,3.478068965517241,3.798
"04","2020","PE","ETANOL",2.939,3.444450462351387,4.048
"10","2018","MG","GASOLINA",4.479,5.017587009378256,5.799
"10","2018","CE","ETANOL",3.39,3.655772502472799,3.99
"03","2018","DF","DIESEL S10",3.259,3.710140449438202,3.999
"03","2017","AC","DIESEL S10",3.65,3.863468253968254,4.26
"05","2019","PB","GNV",3.66,3.7161212121212124,3.779
"05","2017","SC","GASOLINA",3.015,3.536442857142857,4.05
"08","2018","BA","GASOLINA",3.98,4.645961587708067,5.14
"08","2018","PI","DIESEL S10",3.339,3.5237499999999997,3.699
"02","2020","RJ","ETANOL",3.599,4.2511282674772035,4.799
"06","2016","RS","DIESEL",2.68,2.941733333333333,3.43
"09","2016","SC","ETANOL",2.499,3.0154088200238376,3.499
"08","2018","SC","GASOLINA",3.669,4.127397533206831,4.799
"01","2018","PI","ETANOL",3.05,3.263103448275862,3.58
"11","2017","PI","ETANOL",2.979,3.125211382113821,3.4
"09","2016","BA","ETANOL",2.549,2.937382374362709,3.699
"06","2018","RJ","DIESEL S10",3.218,3.645889554794521,4.399
"08","2017","MG","DIESEL S10",2.929,3.2872448537378114,3.902
"08","2016","PR","DIESEL",2.53,2.8705955555555556,3.17
"06","2016","RR","DIESEL",3.15,3.2523529411764707,3.31
"08","2017","PA","GASOLINA",3.499,4.0875117845117845,4.85
"11","2016","CE","DIESEL S10",2.999,3.240145141451414,3.45
"01","2017","CE","DIESEL S10",3.109,3.3334598623853213,3.539
"11","2016","MG","ETANOL",2.37,2.909654985549133,3.369
"01","2017","MG","ETANOL",2.397,2.994822497420021,3.439
"06","2016","AP","DIESEL",3.3,3.5675747126436783,3.69
"05","2017","ES","DIESEL",2.79,3.069554666666667,3.29
"10","2019","PE","GASOLINA",3.929,4.3653774193548385,4.996
"02","2016","PE","DIESEL S10",2.849,3.061056580565806,3.361
"09","2019","RN","DIESEL S10",3.57,3.8335527426160336,4.09
"09","2016","SE","ETANOL",2.969,3.1167787610619473,3.399
"09","2019","AL","DIESEL S10",3.49,3.839672131147541,4.269
"10","2016","DF","DIESEL S10",3.09,3.2905462962962964,3.439
"12","2018","RJ","ETANOL",2.75,3.420652573529412,3.999
"02","2019","RJ","ETANOL",2.899,3.620540097205346,4.529
"04","2018","MG","ETANOL",2.65,3.210736781609195,3.898
"10","2020","PE","GASOLINA",4.179,4.379016129032258,4.699
"04","2020","PI","ETANOL",2.999,3.4079504950495045,3.9
"06","2016","ES","GNV",2.19,2.309235294117647,2.69
"05","2017","PI","DIESEL S10",2.95,3.160301115241636,3.55
"09","2017","RS","DIESEL",2.72,3.0888199566160517,3.647
"05","2016","SP","DIESEL",2.46,2.921708551881414,3.67
"07","2019","TO","DIESEL S10",3.279,3.6380514018691588,5.07
"09","2019","RO","DIESEL S10",3.399,3.9009506578947364,4.69
"06","2016","RO","DIESEL",3.02,3.305977346278317,3.48
"04","2016","TO","DIESEL",2.859,3.0443008130081304,3.48
"10","2017","MT","DIESEL",3.339,3.6029541984732827,3.98
"09","2019","AM","DIESEL S10",3.59,3.951300469483568,4.25
"01","2016","GO","DIESEL",2.79,3.008789617486339,3.399
"01","2020","MA","GASOLINA",4.259,4.542378478664193,4.99
"11","2019","PE","GASOLINA",3.929,4.366246073298429,4.996
"06","2016","SP","DIESEL",2.64,2.923886234626301,3.239
"07","2016","SC","ETANOL",2.499,2.995666666666667,3.69
"11","2019","TO","ETANOL",3.299,3.6718223684210525,3.999
"03","2016","MS","DIESEL S10",3.249,3.408792857142857,3.65
"08","2017","DF","ETANOL",2.799,3.122267973856209,3.499
"07","2016","BA","ETANOL",2.38,2.9754044512663085,3.699
"11","2020","PE","GASOLINA",4.179,4.425782608695653,4.957
"07","2016","ES","GNV",2.14,2.2634814814814814,2.69
"07","2016","RO","DIESEL",2.98,3.2979595588235293,3.48
"05","2016","TO","DIESEL",2.859,3.058406896551724,3.48
"12","2019","SP","ETANOL",2.478,2.9478176213716925,3.899
"03","2016","MT","DIESEL S10",3.199,3.498518987341772,3.77
"01","2018","MT","DIESEL",3.329,3.6986045454545455,4.15
"11","2017","MT","DIESEL",3.339,3.6553381642512077,4.08
"09","2018","ES","DIESEL",3.09,3.5198721804511277,3.82
"01","2018","MS","DIESEL",3.477,3.7382140077821013,4.23
"11","2017","MS","DIESEL",3.299,3.63106015037594,4.058
"12","2016","MS","GNV",2.199,2.31225,2.379
"07","2016","AM","DIESEL",3.05,3.3110544217687075,3.67
"02","2017","MS","GNV",2.299,2.3565555555555555,2.379
"11","2020","PB","GASOLINA",4.099,4.252459259259259,4.569
"07","2016","RN","DIESEL",2.94,3.0784600938967137,3.29
"07","2016","SE","ETANOL",2.89,3.1126206896551727,3.399
"10","2018","RJ","ETANOL",2.869,3.486058978409689,4.199
"02","2018","MG","ETANOL",2.699,3.212933043478261,3.799
"12","2017","MG","ETANOL",2.439,2.944880099916736,3.69
"04","2017","GO","DIESEL",2.799,3.0961926345609063,3.49
