UF;MUNICIPIO;TIPO VEICULO;QUANTIDADE
BA;RIBEIRA DO AMPARO;SIDE-CAR;0
BA;RIBEIRA DO AMPARO;OUTROS;0
BA;RIBEIRA DO AMPARO;TRATOR ESTEI;0
BA;RIBEIRA DO AMPARO;TRATOR RODAS;0
BA;RIBEIRA DO AMPARO;TRICICLO;0
BA;RIBEIRA DO AMPARO;UTILITARIO;1
BA;RIBEIRA DO POMBAL;AUTOMOVEL;6323
BA;RIBEIRA DO POMBAL;BONDE;0
BA;RIBEIRA DO POMBAL;CAMINHAO;375
BA;RIBEIRA DO POMBAL;CAMINHAO TRATOR;47
BA;RIBEIRA DO POMBAL;CAMINHONETE;1370
BA;RIBEIRA DO POMBAL;CAMIONETA;265
BA;RIBEIRA DO POMBAL;CHASSI PLATAF;1
BA;RIBEIRA DO POMBAL;CICLOMOTOR;27
BA;RIBEIRA DO POMBAL;MICRO-ONIBUS;121
BA;RIBEIRA DO POMBAL;MOTOCICLETA;7854
BA;RIBEIRA DO POMBAL;MOTONETA;2488
BA;RIBEIRA DO POMBAL;ONIBUS;170
BA;RIBEIRA DO POMBAL;QUADRICICLO;0
BA;RIBEIRA DO POMBAL;REBOQUE;396
BA;RIBEIRA DO POMBAL;SEMI-REBOQUE;43
BA;RIBEIRA DO POMBAL;SIDE-CAR;0
BA;RIBEIRA DO POMBAL;OUTROS;23
BA;RIBEIRA DO POMBAL;TRATOR ESTEI;0
BA;RIBEIRA DO POMBAL;TRATOR RODAS;1
BA;RIBEIRA DO POMBAL;TRICICLO;19
BA;RIBEIRA DO POMBAL;UTILITARIO;108
BA;RIBEIRAO DO LARGO;AUTOMOVEL;343
BA;RIBEIRAO DO LARGO;BONDE;0
BA;RIBEIRAO DO LARGO;CAMINHAO;37
BA;RIBEIRAO DO LARGO;CAMINHAO TRATOR;0
BA;RIBEIRAO DO LARGO;CAMINHONETE;108
BA;RIBEIRAO DO LARGO;CAMIONETA;25
BA;RIBEIRAO DO LARGO;CHASSI PLATAF;0
BA;RIBEIRAO DO LARGO;CICLOMOTOR;1
BA;RIBEIRAO DO LARGO;MICRO-ONIBUS;22
BA;RIBEIRAO DO LARGO;MOTOCICLETA;398
BA;RIBEIRAO DO LARGO;MOTONETA;3
BA;RIBEIRAO DO LARGO;ONIBUS;12
BA;RIBEIRAO DO LARGO;QUADRICICLO;0
BA;RIBEIRAO DO LARGO;REBOQUE;4
BA;RIBEIRAO DO LARGO;SEMI-REBOQUE;1
BA;RIBEIRAO DO LARGO;SIDE-CAR;0
BA;RIBEIRAO DO LARGO;OUTROS;2
BA;RIBEIRAO DO LARGO;TRATOR ESTEI;0
BA;RIBEIRAO DO LARGO;TRATOR RODAS;0
BA;RIBEIRAO DO LARGO;TRICICLO;0
BA;RIBEIRAO DO LARGO;UTILITARIO;1
BA;RIO DE CONTAS;AUTOMOVEL;1311
BA;RIO DE CONTAS;BONDE;0
BA;RIO DE CONTAS;CAMINHAO;84
BA;RIO DE CONTAS;CAMINHAO TRATOR;4
BA;RIO DE CONTAS;CAMINHONETE;588
BA;RIO DE CONTAS;CAMIONETA;56
BA;RIO DE CONTAS;CHASSI PLATAF;0
BA;RIO DE CONTAS;CICLOMOTOR;2
BA;RIO DE CONTAS;MICRO-ONIBUS;46
BA;RIO DE CONTAS;MOTOCICLETA;1933
BA;RIO DE CONTAS;MOTONETA;119
BA;RIO DE CONTAS;ONIBUS;30
BA;RIO DE CONTAS;QUADRICICLO;0
BA;RIO DE CONTAS;REBOQUE;12
BA;RIO DE CONTAS;SEMI-REBOQUE;8
BA;RIO DE CONTAS;SIDE-CAR;0
BA;RIO DE CONTAS;OUTROS;8
BA;RIO DE CONTAS;TRATOR ESTEI;0
BA;RIO DE CONTAS;TRATOR RODAS;0
BA;RIO DE CONTAS;TRICICLO;2
BA;RIO DE CONTAS;UTILITARIO;28
BA;RIO DO ANTONIO;AUTOMOVEL;1536
BA;RIO DO ANTONIO;BONDE;0
BA;RIO DO ANTONIO;CAMINHAO;218
BA;RIO DO ANTONIO;CAMINHAO TRATOR;55
BA;RIO DO ANTONIO;CAMINHONETE;477
BA;RIO DO ANTONIO;CAMIONETA;38
BA;RIO DO ANTONIO;CHASSI PLATAF;0
BA;RIO DO ANTONIO;CICLOMOTOR;0
BA;RIO DO ANTONIO;MICRO-ONIBUS;31
BA;RIO DO ANTONIO;MOTOCICLETA;698
BA;RIO DO ANTONIO;MOTONETA;48
BA;RIO DO ANTONIO;ONIBUS;27
BA;RIO DO ANTONIO;QUADRICICLO;0
BA;RIO DO ANTONIO;REBOQUE;15
BA;RIO DO ANTONIO;SEMI-REBOQUE;89
BA;RIO DO ANTONIO;SIDE-CAR;0
BA;RIO DO ANTONIO;OUTROS;7
BA;RIO DO ANTONIO;TRATOR ESTEI;0
BA;RIO DO ANTONIO;TRATOR RODAS;0
BA;RIO DO ANTONIO;TRICICLO;0
BA;RIO DO ANTONIO;UTILITARIO;12
BA;RIO DO PIRES;AUTOMOVEL;1228
BA;RIO DO PIRES;BONDE;0
BA;RIO DO PIRES;CAMINHAO;111
BA;RIO DO PIRES;CAMINHAO TRATOR;14
BA;RIO DO PIRES;CAMINHONETE;468
BA;RIO DO PIRES;CAMIONETA;63
BA;RIO DO PIRES;CHASSI PLATAF;0
BA;RIO DO PIRES;CICLOMOTOR;0
BA;RIO DO PIRES;MICRO-ONIBUS;19
BA;RIO DO PIRES;MOTOCICLETA;1644
BA;RIO DO PIRES;MOTONETA;268
BA;RIO DO PIRES;ONIBUS;25
BA;RIO DO PIRES;QUADRICICLO;0
BA;RIO DO PIRES;REBOQUE;5
BA;RIO DO PIRES;SEMI-REBOQUE;20
BA;RIO DO PIRES;SIDE-CAR;0
BA;RIO DO PIRES;OUTROS;5
BA;RIO DO PIRES;TRATOR ESTEI;0
BA;RIO DO PIRES;TRATOR RODAS;1
BA;RIO DO PIRES;TRICICLO;1
BA;RIO DO PIRES;UTILITARIO;12
BA;RIO REAL;AUTOMOVEL;2829
BA;RIO REAL;BONDE;0
BA;RIO REAL;CAMINHAO;282
BA;RIO REAL;CAMINHAO TRATOR;28
BA;RIO REAL;CAMINHONETE;713
BA;RIO REAL;CAMIONETA;136
BA;RIO REAL;CHASSI PLATAF;0
BA;RIO REAL;CICLOMOTOR;18
BA;RIO REAL;MICRO-ONIBUS;33
BA;RIO REAL;MOTOCICLETA;6438
BA;RIO REAL;MOTONETA;900
BA;RIO REAL;ONIBUS;87
BA;RIO REAL;QUADRICICLO;0
BA;RIO REAL;REBOQUE;95
BA;RIO REAL;SEMI-REBOQUE;21
BA;RIO REAL;SIDE-CAR;0
BA;RIO REAL;OUTROS;13
BA;RIO REAL;TRATOR ESTEI;0
BA;RIO REAL;TRATOR RODAS;0
BA;RIO REAL;TRICICLO;4
BA;RIO REAL;UTILITARIO;43
BA;RODELAS;AUTOMOVEL;693
BA;RODELAS;BONDE;0
BA;RODELAS;CAMINHAO;43
BA;RODELAS;CAMINHAO TRATOR;1
BA;RODELAS;CAMINHONETE;231
BA;RODELAS;CAMIONETA;20
BA;RODELAS;CHASSI PLATAF;0
BA;RODELAS;CICLOMOTOR;1
BA;RODELAS;MICRO-ONIBUS;11
BA;RODELAS;MOTOCICLETA;1304
BA;RODELAS;MOTONETA;105
BA;RODELAS;ONIBUS;8
BA;RODELAS;QUADRICICLO;0
BA;RODELAS;REBOQUE;28
BA;RODELAS;SEMI-REBOQUE;4
BA;RODELAS;SIDE-CAR;0
BA;RODELAS;OUTROS;2
BA;RODELAS;TRATOR ESTEI;0
BA;RODELAS;TRATOR RODAS;0
BA;RODELAS;TRICICLO;0
BA;RODELAS;UTILITARIO;5
BA;RUY BARBOSA;AUTOMOVEL;2759
BA;RUY BARBOSA;BONDE;0
BA;RUY BARBOSA;CAMINHAO;168
BA;RUY BARBOSA;CAMINHAO TRATOR;25
BA;RUY BARBOSA;CAMINHONETE;568
BA;RUY BARBOSA;CAMIONETA;103
BA;RUY BARBOSA;CHASSI PLATAF;0
BA;RUY BARBOSA;CICLOMOTOR;2
BA;RUY BARBOSA;MICRO-ONIBUS;81
BA;RUY BARBOSA;MOTOCICLETA;3325
BA;RUY BARBOSA;MOTONETA;625
BA;RUY BARBOSA;ONIBUS;35
BA;RUY BARBOSA;QUADRICICLO;0
BA;RUY BARBOSA;REBOQUE;84
BA;RUY BARBOSA;SEMI-REBOQUE;45
BA;RUY BARBOSA;SIDE-CAR;0
BA;RUY BARBOSA;OUTROS;14
BA;RUY BARBOSA;TRATOR ESTEI;0
BA;RUY BARBOSA;TRATOR RODAS;0
BA;RUY BARBOSA;TRICICLO;6
BA;RUY BARBOSA;UTILITARIO;18
BA;SALINAS DA MARGARIDA;AUTOMOVEL;744
BA;SALINAS DA MARGARIDA;BONDE;0
BA;SALINAS DA MARGARIDA;CAMINHAO;31
BA;SALINAS DA MARGARIDA;CAMINHAO TRATOR;2
BA;SALINAS DA MARGARIDA;CAMINHONETE;127
BA;SALINAS DA MARGARIDA;CAMIONETA;42
BA;SALINAS DA MARGARIDA;CHASSI PLATAF;0
BA;SALINAS DA MARGARIDA;CICLOMOTOR;26
BA;SALINAS DA MARGARIDA;MICRO-ONIBUS;20
BA;SALINAS DA MARGARIDA;MOTOCICLETA;370
BA;SALINAS DA MARGARIDA;MOTONETA;32
BA;SALINAS DA MARGARIDA;ONIBUS;23
BA;SALINAS DA MARGARIDA;QUADRICICLO;0
BA;SALINAS DA MARGARIDA;REBOQUE;23
BA;SALINAS DA MARGARIDA;SEMI-REBOQUE;0
BA;SALINAS DA MARGARIDA;SIDE-CAR;0
BA;SALINAS DA MARGARIDA;OUTROS;4
BA;SALINAS DA MARGARIDA;TRATOR ESTEI;0
BA;SALINAS DA MARGARIDA;TRATOR RODAS;0
BA;SALINAS DA MARGARIDA;TRICICLO;0
BA;SALINAS DA MARGARIDA;UTILITARIO;9
BA;SALVADOR;AUTOMOVEL;620790
BA;SALVADOR;BONDE;2
BA;SALVADOR;CAMINHAO;19192
BA;SALVADOR;CAMINHAO TRATOR;3103
BA;SALVADOR;CAMINHONETE;75409
BA;SALVADOR;CAMIONETA;51294
BA;SALVADOR;CHASSI PLATAF;109
BA;SALVADOR;CICLOMOTOR;1492
BA;SALVADOR;MICRO-ONIBUS;4356
BA;SALVADOR;MOTOCICLETA;158567
BA;SALVADOR;MOTONETA;16123
BA;SALVADOR;ONIBUS;9742
BA;SALVADOR;QUADRICICLO;3
BA;SALVADOR;REBOQUE;9246
BA;SALVADOR;SEMI-REBOQUE;4452
BA;SALVADOR;SIDE-CAR;17
BA;SALVADOR;OUTROS;1313
BA;SALVADOR;TRATOR ESTEI;0
BA;SALVADOR;TRATOR RODAS;83
BA;SALVADOR;TRICICLO;525
BA;SALVADOR;UTILITARIO;18782
BA;SANTA BARBARA;AUTOMOVEL;1478
BA;SANTA BARBARA;BONDE;0
BA;SANTA BARBARA;CAMINHAO;103
BA;SANTA BARBARA;CAMINHAO TRATOR;7
BA;SANTA BARBARA;CAMINHONETE;262
BA;SANTA BARBARA;CAMIONETA;119
BA;SANTA BARBARA;CHASSI PLATAF;0
BA;SANTA BARBARA;CICLOMOTOR;9
BA;SANTA BARBARA;MICRO-ONIBUS;27
BA;SANTA BARBARA;MOTOCICLETA;2121
BA;SANTA BARBARA;MOTONETA;315
BA;SANTA BARBARA;ONIBUS;40
BA;SANTA BARBARA;QUADRICICLO;0
BA;SANTA BARBARA;REBOQUE;177
BA;SANTA BARBARA;SEMI-REBOQUE;10
BA;SANTA BARBARA;SIDE-CAR;0
BA;SANTA BARBARA;OUTROS;16
BA;SANTA BARBARA;TRATOR ESTEI;0
BA;SANTA BARBARA;TRATOR RODAS;0
BA;SANTA BARBARA;TRICICLO;3
BA;SANTA BARBARA;UTILITARIO;11
BA;SANTA BRIGIDA;AUTOMOVEL;823
BA;SANTA BRIGIDA;BONDE;0
BA;SANTA BRIGIDA;CAMINHAO;26
BA;SANTA BRIGIDA;CAMINHAO TRATOR;2
BA;SANTA BRIGIDA;CAMINHONETE;214
BA;SANTA BRIGIDA;CAMIONETA;16
BA;SANTA BRIGIDA;CHASSI PLATAF;0
BA;SANTA BRIGIDA;CICLOMOTOR;1
BA;SANTA BRIGIDA;MICRO-ONIBUS;46
BA;SANTA BRIGIDA;MOTOCICLETA;1316
BA;SANTA BRIGIDA;MOTONETA;79
BA;SANTA BRIGIDA;ONIBUS;30
BA;SANTA BRIGIDA;QUADRICICLO;0
BA;SANTA BRIGIDA;REBOQUE;39
BA;SANTA BRIGIDA;SEMI-REBOQUE;1
BA;SANTA BRIGIDA;SIDE-CAR;0
BA;SANTA BRIGIDA;OUTROS;3
BA;SANTA BRIGIDA;TRATOR ESTEI;0
BA;SANTA BRIGIDA;TRATOR RODAS;0
BA;SANTA BRIGIDA;TRICICLO;0
BA;SANTA BRIGIDA;UTILITARIO;3
BA;SANTA CRUZ CABRALIA;AUTOMOVEL;2903
BA;SANTA CRUZ CABRALIA;BONDE;0
BA;SANTA CRUZ CABRALIA;CAMINHAO;135
BA;SANTA CRUZ CABRALIA;CAMINHAO TRATOR;4
BA;SANTA CRUZ CABRALIA;CAMINHONETE;693
BA;SANTA CRUZ CABRALIA;CAMIONETA;202
BA;SANTA CRUZ CABRALIA;CHASSI PLATAF;0
BA;SANTA CRUZ CABRALIA;CICLOMOTOR;11
BA;SANTA CRUZ CABRALIA;MICRO-ONIBUS;60
BA;SANTA CRUZ CABRALIA;MOTOCICLETA;2535
BA;SANTA CRUZ CABRALIA;MOTONETA;662
BA;SANTA CRUZ CABRALIA;ONIBUS;43
BA;SANTA CRUZ CABRALIA;QUADRICICLO;0
BA;SANTA CRUZ CABRALIA;REBOQUE;103
BA;SANTA CRUZ CABRALIA;SEMI-REBOQUE;5
BA;SANTA CRUZ CABRALIA;SIDE-CAR;2
BA;SANTA CRUZ CABRALIA;OUTROS;34
BA;SANTA CRUZ CABRALIA;TRATOR ESTEI;0
BA;SANTA CRUZ CABRALIA;TRATOR RODAS;0
BA;SANTA CRUZ CABRALIA;TRICICLO;4
BA;SANTA CRUZ CABRALIA;UTILITARIO;56
BA;SANTA CRUZ DA VITORIA;AUTOMOVEL;311
BA;SANTA CRUZ DA VITORIA;BONDE;0
BA;SANTA CRUZ DA VITORIA;CAMINHAO;20
BA;SANTA CRUZ DA VITORIA;CAMINHAO TRATOR;2
BA;SANTA CRUZ DA VITORIA;CAMINHONETE;62
BA;SANTA CRUZ DA VITORIA;CAMIONETA;24
BA;SANTA CRUZ DA VITORIA;CHASSI PLATAF;0
BA;SANTA CRUZ DA VITORIA;CICLOMOTOR;0
BA;SANTA CRUZ DA VITORIA;MICRO-ONIBUS;6
BA;SANTA CRUZ DA VITORIA;MOTOCICLETA;202
BA;SANTA CRUZ DA VITORIA;MOTONETA;7
BA;SANTA CRUZ DA VITORIA;ONIBUS;5
BA;SANTA CRUZ DA VITORIA;QUADRICICLO;0
BA;SANTA CRUZ DA VITORIA;REBOQUE;9
BA;SANTA CRUZ DA VITORIA;SEMI-REBOQUE;0
BA;SANTA CRUZ DA VITORIA;SIDE-CAR;0
BA;SANTA CRUZ DA VITORIA;OUTROS;1
BA;SANTA CRUZ DA VITORIA;TRATOR ESTEI;0
BA;SANTA CRUZ DA VITORIA;TRATOR RODAS;0
BA;SANTA CRUZ DA VITORIA;TRICICLO;2
BA;SANTA CRUZ DA VITORIA;UTILITARIO;3
BA;SANTA INES;AUTOMOVEL;876
BA;SANTA INES;BONDE;0
BA;SANTA INES;CAMINHAO;45
BA;SANTA INES;CAMINHAO TRATOR;1
BA;SANTA INES;CAMINHONETE;171
BA;SANTA INES;CAMIONETA;31
BA;SANTA INES;CHASSI PLATAF;1
BA;SANTA INES;CICLOMOTOR;1
BA;SANTA INES;MICRO-ONIBUS;23
BA;SANTA INES;MOTOCICLETA;561
BA;SANTA INES;MOTONETA;103
BA;SANTA INES;ONIBUS;9
BA;SANTA INES;QUADRICICLO;0
BA;SANTA INES;REBOQUE;21
BA;SANTA INES;SEMI-REBOQUE;1
BA;SANTA INES;SIDE-CAR;0
BA;SANTA INES;OUTROS;2
BA;SANTA INES;TRATOR ESTEI;0
BA;SANTA INES;TRATOR RODAS;0
BA;SANTA INES;TRICICLO;0
BA;SANTA INES;UTILITARIO;7
BA;SANTA LUZIA;AUTOMOVEL;596
BA;SANTA LUZIA;BONDE;0
BA;SANTA LUZIA;CAMINHAO;44
BA;SANTA LUZIA;CAMINHAO TRATOR;2
BA;SANTA LUZIA;CAMINHONETE;230
BA;SANTA LUZIA;CAMIONETA;30
BA;SANTA LUZIA;CHASSI PLATAF;0
BA;SANTA LUZIA;CICLOMOTOR;1
BA;SANTA LUZIA;MICRO-ONIBUS;7
BA;SANTA LUZIA;MOTOCICLETA;717
BA;SANTA LUZIA;MOTONETA;40
BA;SANTA LUZIA;ONIBUS;8
BA;SANTA LUZIA;QUADRICICLO;0
BA;SANTA LUZIA;REBOQUE;14
BA;SANTA LUZIA;SEMI-REBOQUE;3
BA;SANTA LUZIA;SIDE-CAR;0
BA;SANTA LUZIA;OUTROS;3
BA;SANTA LUZIA;TRATOR ESTEI;0
BA;SANTA LUZIA;TRATOR RODAS;0
BA;SANTA LUZIA;TRICICLO;1
BA;SANTA LUZIA;UTILITARIO;7
BA;SANTA MARIA DA VITORIA;AUTOMOVEL;3969
BA;SANTA MARIA DA VITORIA;BONDE;0
BA;SANTA MARIA DA VITORIA;CAMINHAO;497
BA;SANTA MARIA DA VITORIA;CAMINHAO TRATOR;42
BA;SANTA MARIA DA VITORIA;CAMINHONETE;1624
BA;SANTA MARIA DA VITORIA;CAMIONETA;225
BA;SANTA MARIA DA VITORIA;CHASSI PLATAF;0
BA;SANTA MARIA DA VITORIA;CICLOMOTOR;24
BA;SANTA MARIA DA VITORIA;MICRO-ONIBUS;80
BA;SANTA MARIA DA VITORIA;MOTOCICLETA;7314
BA;SANTA MARIA DA VITORIA;MOTONETA;837
BA;SANTA MARIA DA VITORIA;ONIBUS;120
BA;SANTA MARIA DA VITORIA;QUADRICICLO;0
BA;SANTA MARIA DA VITORIA;REBOQUE;219
BA;SANTA MARIA DA VITORIA;SEMI-REBOQUE;53
BA;SANTA MARIA DA VITORIA;SIDE-CAR;0
BA;SANTA MARIA DA VITORIA;OUTROS;58
BA;SANTA MARIA DA VITORIA;TRATOR ESTEI;0
BA;SANTA MARIA DA VITORIA;TRATOR RODAS;0
BA;SANTA MARIA DA VITORIA;TRICICLO;9
BA;SANTA MARIA DA VITORIA;UTILITARIO;62
BA;SANTA RITA DE CASSIA;AUTOMOVEL;1069
BA;SANTA RITA DE CASSIA;BONDE;0
BA;SANTA RITA DE CASSIA;CAMINHAO;85
BA;SANTA RITA DE CASSIA;CAMINHAO TRATOR;7
BA;SANTA RITA DE CASSIA;CAMINHONETE;705
BA;SANTA RITA DE CASSIA;CAMIONETA;65
BA;SANTA RITA DE CASSIA;CHASSI PLATAF;0
BA;SANTA RITA DE CASSIA;CICLOMOTOR;10
BA;SANTA RITA DE CASSIA;MICRO-ONIBUS;19
BA;SANTA RITA DE CASSIA;MOTOCICLETA;2223
BA;SANTA RITA DE CASSIA;MOTONETA;585
BA;SANTA RITA DE CASSIA;ONIBUS;21
BA;SANTA RITA DE CASSIA;QUADRICICLO;0
BA;SANTA RITA DE CASSIA;REBOQUE;39
BA;SANTA RITA DE CASSIA;SEMI-REBOQUE;21
BA;SANTA RITA DE CASSIA;SIDE-CAR;0
BA;SANTA RITA DE CASSIA;OUTROS;13
BA;SANTA RITA DE CASSIA;TRATOR ESTEI;0
BA;SANTA RITA DE CASSIA;TRATOR RODAS;0
BA;SANTA RITA DE CASSIA;TRICICLO;0
BA;SANTA RITA DE CASSIA;UTILITARIO;17
BA;SANTA TERESINHA;AUTOMOVEL;943
BA;SANTA TERESINHA;BONDE;0
BA;SANTA TERESINHA;CAMINHAO;44
BA;SANTA TERESINHA;CAMINHAO TRATOR;1
BA;SANTA TERESINHA;CAMINHONETE;139
BA;SANTA TERESINHA;CAMIONETA;49
BA;SANTA TERESINHA;CHASSI PLATAF;1
BA;SANTA TERESINHA;CICLOMOTOR;0
BA;SANTA TERESINHA;MICRO-ONIBUS;20
BA;SANTA TERESINHA;MOTOCICLETA;460
BA;SANTA TERESINHA;MOTONETA;57
BA;SANTA TERESINHA;ONIBUS;43
BA;SANTA TERESINHA;QUADRICICLO;0
BA;SANTA TERESINHA;REBOQUE;30
BA;SANTA TERESINHA;SEMI-REBOQUE;2
BA;SANTA TERESINHA;SIDE-CAR;0
BA;SANTA TERESINHA;OUTROS;5
BA;SANTA TERESINHA;TRATOR ESTEI;0
BA;SANTA TERESINHA;TRATOR RODAS;0
BA;SANTA TERESINHA;TRICICLO;1
BA;SANTA TERESINHA;UTILITARIO;10
BA;SANTALUZ;AUTOMOVEL;3872
BA;SANTALUZ;BONDE;0
BA;SANTALUZ;CAMINHAO;411
BA;SANTALUZ;CAMINHAO TRATOR;33
BA;SANTALUZ;CAMINHONETE;1036
BA;SANTALUZ;CAMIONETA;208
BA;SANTALUZ;CHASSI PLATAF;0
BA;SANTALUZ;CICLOMOTOR;3
BA;SANTALUZ;MICRO-ONIBUS;65
BA;SANTALUZ;MOTOCICLETA;3089
BA;SANTALUZ;MOTONETA;441
BA;SANTALUZ;ONIBUS;89
BA;SANTALUZ;QUADRICICLO;0
BA;SANTALUZ;REBOQUE;113
BA;SANTALUZ;SEMI-REBOQUE;39
BA;SANTALUZ;SIDE-CAR;0
BA;SANTALUZ;OUTROS;28
BA;SANTALUZ;TRATOR ESTEI;0
BA;SANTALUZ;TRATOR RODAS;1
BA;SANTALUZ;TRICICLO;3
BA;SANTALUZ;UTILITARIO;41
BA;SANTANA;AUTOMOVEL;1882
BA;SANTANA;BONDE;0
BA;SANTANA;CAMINHAO;198
BA;SANTANA;CAMINHAO TRATOR;18
BA;SANTANA;CAMINHONETE;700
BA;SANTANA;CAMIONETA;95
BA;SANTANA;CHASSI PLATAF;0
BA;SANTANA;CICLOMOTOR;8
BA;SANTANA;MICRO-ONIBUS;26
BA;SANTANA;MOTOCICLETA;4522
BA;SANTANA;MOTONETA;354
BA;SANTANA;ONIBUS;85
BA;SANTANA;QUADRICICLO;0
BA;SANTANA;REBOQUE;55
BA;SANTANA;SEMI-REBOQUE;32
BA;SANTANA;SIDE-CAR;0
BA;SANTANA;OUTROS;22
BA;SANTANA;TRATOR ESTEI;0
BA;SANTANA;TRATOR RODAS;0
BA;SANTANA;TRICICLO;1
BA;SANTANA;UTILITARIO;17
BA;SANTANOPOLIS;AUTOMOVEL;754
BA;SANTANOPOLIS;BONDE;0
BA;SANTANOPOLIS;CAMINHAO;32
BA;SANTANOPOLIS;CAMINHAO TRATOR;0
BA;SANTANOPOLIS;CAMINHONETE;97
BA;SANTANOPOLIS;CAMIONETA;22
BA;SANTANOPOLIS;CHASSI PLATAF;0
BA;SANTANOPOLIS;CICLOMOTOR;2
BA;SANTANOPOLIS;MICRO-ONIBUS;13
BA;SANTANOPOLIS;MOTOCICLETA;793
BA;SANTANOPOLIS;MOTONETA;81
BA;SANTANOPOLIS;ONIBUS;25
BA;SANTANOPOLIS;QUADRICICLO;0
BA;SANTANOPOLIS;REBOQUE;30
BA;SANTANOPOLIS;SEMI-REBOQUE;0
BA;SANTANOPOLIS;SIDE-CAR;0
BA;SANTANOPOLIS;OUTROS;5
BA;SANTANOPOLIS;TRATOR ESTEI;0
BA;SANTANOPOLIS;TRATOR RODAS;0
BA;SANTANOPOLIS;TRICICLO;1
BA;SANTANOPOLIS;UTILITARIO;9
BA;SANTO AMARO;AUTOMOVEL;4587
BA;SANTO AMARO;BONDE;0
BA;SANTO AMARO;CAMINHAO;279
BA;SANTO AMARO;CAMINHAO TRATOR;19
BA;SANTO AMARO;CAMINHONETE;736
BA;SANTO AMARO;CAMIONETA;390
BA;SANTO AMARO;CHASSI PLATAF;2
BA;SANTO AMARO;CICLOMOTOR;134
BA;SANTO AMARO;MICRO-ONIBUS;162
BA;SANTO AMARO;MOTOCICLETA;4690
BA;SANTO AMARO;MOTONETA;514
BA;SANTO AMARO;ONIBUS;169
BA;SANTO AMARO;QUADRICICLO;0
BA;SANTO AMARO;REBOQUE;187
BA;SANTO AMARO;SEMI-REBOQUE;19
BA;SANTO AMARO;SIDE-CAR;5
BA;SANTO AMARO;OUTROS;37
BA;SANTO AMARO;TRATOR ESTEI;0
BA;SANTO AMARO;TRATOR RODAS;0
BA;SANTO AMARO;TRICICLO;20
BA;SANTO AMARO;UTILITARIO;54
BA;SANTO ANTONIO DE JESUS;AUTOMOVEL;22052
BA;SANTO ANTONIO DE JESUS;BONDE;0
BA;SANTO ANTONIO DE JESUS;CAMINHAO;2621
BA;SANTO ANTONIO DE JESUS;CAMINHAO TRATOR;249
BA;SANTO ANTONIO DE JESUS;CAMINHONETE;4703
BA;SANTO ANTONIO DE JESUS;CAMIONETA;1728
BA;SANTO ANTONIO DE JESUS;CHASSI PLATAF;0
BA;SANTO ANTONIO DE JESUS;CICLOMOTOR;1536
BA;SANTO ANTONIO DE JESUS;MICRO-ONIBUS;324
BA;SANTO ANTONIO DE JESUS;MOTOCICLETA;19529
BA;SANTO ANTONIO DE JESUS;MOTONETA;4083
BA;SANTO ANTONIO DE JESUS;ONIBUS;254
BA;SANTO ANTONIO DE JESUS;QUADRICICLO;0
BA;SANTO ANTONIO DE JESUS;REBOQUE;887
BA;SANTO ANTONIO DE JESUS;SEMI-REBOQUE;367
BA;SANTO ANTONIO DE JESUS;SIDE-CAR;13
BA;SANTO ANTONIO DE JESUS;OUTROS;146
BA;SANTO ANTONIO DE JESUS;TRATOR ESTEI;0
BA;SANTO ANTONIO DE JESUS;TRATOR RODAS;1
BA;SANTO ANTONIO DE JESUS;TRICICLO;64
BA;SANTO ANTONIO DE JESUS;UTILITARIO;486
BA;SANTO ESTEVAO;AUTOMOVEL;6943
BA;SANTO ESTEVAO;BONDE;0
BA;SANTO ESTEVAO;CAMINHAO;344
BA;SANTO ESTEVAO;CAMINHAO TRATOR;62
BA;SANTO ESTEVAO;CAMINHONETE;1173
BA;SANTO ESTEVAO;CAMIONETA;251
BA;SANTO ESTEVAO;CHASSI PLATAF;0
BA;SANTO ESTEVAO;CICLOMOTOR;222
BA;SANTO ESTEVAO;MICRO-ONIBUS;128
BA;SANTO ESTEVAO;MOTOCICLETA;9211
BA;SANTO ESTEVAO;MOTONETA;1980
BA;SANTO ESTEVAO;ONIBUS;114
BA;SANTO ESTEVAO;QUADRICICLO;0
BA;SANTO ESTEVAO;REBOQUE;182
BA;SANTO ESTEVAO;SEMI-REBOQUE;73
BA;SANTO ESTEVAO;SIDE-CAR;0
BA;SANTO ESTEVAO;OUTROS;47
BA;SANTO ESTEVAO;TRATOR ESTEI;0
BA;SANTO ESTEVAO;TRATOR RODAS;1
BA;SANTO ESTEVAO;TRICICLO;7
BA;SANTO ESTEVAO;UTILITARIO;60
BA;SAO DESIDERIO;AUTOMOVEL;2654
BA;SAO DESIDERIO;BONDE;0
BA;SAO DESIDERIO;CAMINHAO;480
BA;SAO DESIDERIO;CAMINHAO TRATOR;247
BA;SAO DESIDERIO;CAMINHONETE;1098
BA;SAO DESIDERIO;CAMIONETA;160
BA;SAO DESIDERIO;CHASSI PLATAF;0
BA;SAO DESIDERIO;CICLOMOTOR;19
BA;SAO DESIDERIO;MICRO-ONIBUS;55
BA;SAO DESIDERIO;MOTOCICLETA;2530
BA;SAO DESIDERIO;MOTONETA;538
BA;SAO DESIDERIO;ONIBUS;183
BA;SAO DESIDERIO;QUADRICICLO;0
BA;SAO DESIDERIO;REBOQUE;197
BA;SAO DESIDERIO;SEMI-REBOQUE;553
BA;SAO DESIDERIO;SIDE-CAR;0
