UF;MUNICIPIO;TIPO VEICULO;QUANTIDADE
RS;PALMEIRA DAS MISSOES;SEMI-REBOQUE;642
RS;PALMEIRA DAS MISSOES;SIDE-CAR;1
RS;PALMEIRA DAS MISSOES;OUTROS;37
RS;PALMEIRA DAS MISSOES;TRATOR ESTEI;0
RS;PALMEIRA DAS MISSOES;TRATOR RODAS;8
RS;PALMEIRA DAS MISSOES;TRICICLO;15
RS;PALMEIRA DAS MISSOES;UTILITARIO;203
RS;PALMITINHO;AUTOMOVEL;3031
RS;PALMITINHO;BONDE;0
RS;PALMITINHO;CAMINHAO;277
RS;PALMITINHO;CAMINHAO TRATOR;60
RS;PALMITINHO;CAMINHONETE;598
RS;PALMITINHO;CAMIONETA;153
RS;PALMITINHO;CHASSI PLATAF;0
RS;PALMITINHO;CICLOMOTOR;0
RS;PALMITINHO;MICRO-ONIBUS;24
RS;PALMITINHO;MOTOCICLETA;1741
RS;PALMITINHO;MOTONETA;208
RS;PALMITINHO;ONIBUS;60
RS;PALMITINHO;QUADRICICLO;0
RS;PALMITINHO;REBOQUE;61
RS;PALMITINHO;SEMI-REBOQUE;81
RS;PALMITINHO;SIDE-CAR;0
RS;PALMITINHO;OUTROS;12
RS;PALMITINHO;TRATOR ESTEI;0
RS;PALMITINHO;TRATOR RODAS;1
RS;PALMITINHO;TRICICLO;1
RS;PALMITINHO;UTILITARIO;55
RS;PANAMBI;AUTOMOVEL;21057
RS;PANAMBI;BONDE;0
RS;PANAMBI;CAMINHAO;1232
RS;PANAMBI;CAMINHAO TRATOR;230
RS;PANAMBI;CAMINHONETE;3700
RS;PANAMBI;CAMIONETA;1376
RS;PANAMBI;CHASSI PLATAF;1
RS;PANAMBI;CICLOMOTOR;12
RS;PANAMBI;MICRO-ONIBUS;74
RS;PANAMBI;MOTOCICLETA;4919
RS;PANAMBI;MOTONETA;868
RS;PANAMBI;ONIBUS;167
RS;PANAMBI;QUADRICICLO;0
RS;PANAMBI;REBOQUE;730
RS;PANAMBI;SEMI-REBOQUE;312
RS;PANAMBI;SIDE-CAR;1
RS;PANAMBI;OUTROS;69
RS;PANAMBI;TRATOR ESTEI;0
RS;PANAMBI;TRATOR RODAS;17
RS;PANAMBI;TRICICLO;5
RS;PANAMBI;UTILITARIO;412
RS;PANTANO GRANDE;AUTOMOVEL;3621
RS;PANTANO GRANDE;BONDE;0
RS;PANTANO GRANDE;CAMINHAO;383
RS;PANTANO GRANDE;CAMINHAO TRATOR;135
RS;PANTANO GRANDE;CAMINHONETE;615
RS;PANTANO GRANDE;CAMIONETA;212
RS;PANTANO GRANDE;CHASSI PLATAF;0
RS;PANTANO GRANDE;CICLOMOTOR;4
RS;PANTANO GRANDE;MICRO-ONIBUS;18
RS;PANTANO GRANDE;MOTOCICLETA;617
RS;PANTANO GRANDE;MOTONETA;57
RS;PANTANO GRANDE;ONIBUS;40
RS;PANTANO GRANDE;QUADRICICLO;0
RS;PANTANO GRANDE;REBOQUE;226
RS;PANTANO GRANDE;SEMI-REBOQUE;197
RS;PANTANO GRANDE;SIDE-CAR;0
RS;PANTANO GRANDE;OUTROS;22
RS;PANTANO GRANDE;TRATOR ESTEI;0
RS;PANTANO GRANDE;TRATOR RODAS;26
RS;PANTANO GRANDE;TRICICLO;3
RS;PANTANO GRANDE;UTILITARIO;41
RS;PARAI;AUTOMOVEL;3360
RS;PARAI;BONDE;0
RS;PARAI;CAMINHAO;684
RS;PARAI;CAMINHAO TRATOR;145
RS;PARAI;CAMINHONETE;1107
RS;PARAI;CAMIONETA;246
RS;PARAI;CHASSI PLATAF;0
RS;PARAI;CICLOMOTOR;7
RS;PARAI;MICRO-ONIBUS;14
RS;PARAI;MOTOCICLETA;751
RS;PARAI;MOTONETA;46
RS;PARAI;ONIBUS;22
RS;PARAI;QUADRICICLO;0
RS;PARAI;REBOQUE;98
RS;PARAI;SEMI-REBOQUE;146
RS;PARAI;SIDE-CAR;0
RS;PARAI;OUTROS;27
RS;PARAI;TRATOR ESTEI;0
RS;PARAI;TRATOR RODAS;4
RS;PARAI;TRICICLO;1
RS;PARAI;UTILITARIO;89
RS;PARAISO DO SUL;AUTOMOVEL;2463
RS;PARAISO DO SUL;BONDE;0
RS;PARAISO DO SUL;CAMINHAO;129
RS;PARAISO DO SUL;CAMINHAO TRATOR;16
RS;PARAISO DO SUL;CAMINHONETE;490
RS;PARAISO DO SUL;CAMIONETA;104
RS;PARAISO DO SUL;CHASSI PLATAF;0
RS;PARAISO DO SUL;CICLOMOTOR;0
RS;PARAISO DO SUL;MICRO-ONIBUS;6
RS;PARAISO DO SUL;MOTOCICLETA;907
RS;PARAISO DO SUL;MOTONETA;38
RS;PARAISO DO SUL;ONIBUS;31
RS;PARAISO DO SUL;QUADRICICLO;0
RS;PARAISO DO SUL;REBOQUE;96
RS;PARAISO DO SUL;SEMI-REBOQUE;16
RS;PARAISO DO SUL;SIDE-CAR;0
RS;PARAISO DO SUL;OUTROS;12
RS;PARAISO DO SUL;TRATOR ESTEI;0
RS;PARAISO DO SUL;TRATOR RODAS;4
RS;PARAISO DO SUL;TRICICLO;0
RS;PARAISO DO SUL;UTILITARIO;18
RS;PARECI NOVO;AUTOMOVEL;1995
RS;PARECI NOVO;BONDE;0
RS;PARECI NOVO;CAMINHAO;449
RS;PARECI NOVO;CAMINHAO TRATOR;56
RS;PARECI NOVO;CAMINHONETE;393
RS;PARECI NOVO;CAMIONETA;133
RS;PARECI NOVO;CHASSI PLATAF;0
RS;PARECI NOVO;CICLOMOTOR;2
RS;PARECI NOVO;MICRO-ONIBUS;11
RS;PARECI NOVO;MOTOCICLETA;480
RS;PARECI NOVO;MOTONETA;141
RS;PARECI NOVO;ONIBUS;19
RS;PARECI NOVO;QUADRICICLO;0
RS;PARECI NOVO;REBOQUE;155
RS;PARECI NOVO;SEMI-REBOQUE;51
RS;PARECI NOVO;SIDE-CAR;0
RS;PARECI NOVO;OUTROS;12
RS;PARECI NOVO;TRATOR ESTEI;0
RS;PARECI NOVO;TRATOR RODAS;12
RS;PARECI NOVO;TRICICLO;0
RS;PARECI NOVO;UTILITARIO;31
RS;PAROBE;AUTOMOVEL;22607
RS;PAROBE;BONDE;0
RS;PAROBE;CAMINHAO;739
RS;PAROBE;CAMINHAO TRATOR;95
RS;PAROBE;CAMINHONETE;2032
RS;PAROBE;CAMIONETA;1193
RS;PAROBE;CHASSI PLATAF;1
RS;PAROBE;CICLOMOTOR;69
RS;PAROBE;MICRO-ONIBUS;104
RS;PAROBE;MOTOCICLETA;6488
RS;PAROBE;MOTONETA;1737
RS;PAROBE;ONIBUS;241
RS;PAROBE;QUADRICICLO;0
RS;PAROBE;REBOQUE;842
RS;PAROBE;SEMI-REBOQUE;82
RS;PAROBE;SIDE-CAR;2
RS;PAROBE;OUTROS;94
RS;PAROBE;TRATOR ESTEI;0
RS;PAROBE;TRATOR RODAS;33
RS;PAROBE;TRICICLO;24
RS;PAROBE;UTILITARIO;221
RS;PASSA SETE;AUTOMOVEL;1646
RS;PASSA SETE;BONDE;0
RS;PASSA SETE;CAMINHAO;119
RS;PASSA SETE;CAMINHAO TRATOR;7
RS;PASSA SETE;CAMINHONETE;354
RS;PASSA SETE;CAMIONETA;61
RS;PASSA SETE;CHASSI PLATAF;0
RS;PASSA SETE;CICLOMOTOR;1
RS;PASSA SETE;MICRO-ONIBUS;2
RS;PASSA SETE;MOTOCICLETA;677
RS;PASSA SETE;MOTONETA;11
RS;PASSA SETE;ONIBUS;36
RS;PASSA SETE;QUADRICICLO;0
RS;PASSA SETE;REBOQUE;19
RS;PASSA SETE;SEMI-REBOQUE;9
RS;PASSA SETE;SIDE-CAR;0
RS;PASSA SETE;OUTROS;4
RS;PASSA SETE;TRATOR ESTEI;0
RS;PASSA SETE;TRATOR RODAS;0
RS;PASSA SETE;TRICICLO;1
RS;PASSA SETE;UTILITARIO;26
RS;PASSO DO SOBRADO;AUTOMOVEL;2276
RS;PASSO DO SOBRADO;BONDE;0
RS;PASSO DO SOBRADO;CAMINHAO;197
RS;PASSO DO SOBRADO;CAMINHAO TRATOR;16
RS;PASSO DO SOBRADO;CAMINHONETE;465
RS;PASSO DO SOBRADO;CAMIONETA;121
RS;PASSO DO SOBRADO;CHASSI PLATAF;0
RS;PASSO DO SOBRADO;CICLOMOTOR;1
RS;PASSO DO SOBRADO;MICRO-ONIBUS;10
RS;PASSO DO SOBRADO;MOTOCICLETA;1149
RS;PASSO DO SOBRADO;MOTONETA;141
RS;PASSO DO SOBRADO;ONIBUS;65
RS;PASSO DO SOBRADO;QUADRICICLO;0
RS;PASSO DO SOBRADO;REBOQUE;133
RS;PASSO DO SOBRADO;SEMI-REBOQUE;19
RS;PASSO DO SOBRADO;SIDE-CAR;0
RS;PASSO DO SOBRADO;OUTROS;15
RS;PASSO DO SOBRADO;TRATOR ESTEI;0
RS;PASSO DO SOBRADO;TRATOR RODAS;16
RS;PASSO DO SOBRADO;TRICICLO;1
RS;PASSO DO SOBRADO;UTILITARIO;24
RS;PASSO FUNDO;AUTOMOVEL;89957
RS;PASSO FUNDO;BONDE;0
RS;PASSO FUNDO;CAMINHAO;4075
RS;PASSO FUNDO;CAMINHAO TRATOR;1393
RS;PASSO FUNDO;CAMINHONETE;12278
RS;PASSO FUNDO;CAMIONETA;7263
RS;PASSO FUNDO;CHASSI PLATAF;2
RS;PASSO FUNDO;CICLOMOTOR;38
RS;PASSO FUNDO;MICRO-ONIBUS;308
RS;PASSO FUNDO;MOTOCICLETA;19837
RS;PASSO FUNDO;MOTONETA;5213
RS;PASSO FUNDO;ONIBUS;403
RS;PASSO FUNDO;QUADRICICLO;0
RS;PASSO FUNDO;REBOQUE;2576
RS;PASSO FUNDO;SEMI-REBOQUE;1371
RS;PASSO FUNDO;SIDE-CAR;7
RS;PASSO FUNDO;OUTROS;253
RS;PASSO FUNDO;TRATOR ESTEI;0
RS;PASSO FUNDO;TRATOR RODAS;39
RS;PASSO FUNDO;TRICICLO;28
RS;PASSO FUNDO;UTILITARIO;2507
RS;PAULO BENTO;AUTOMOVEL;818
RS;PAULO BENTO;BONDE;0
RS;PAULO BENTO;CAMINHAO;116
RS;PAULO BENTO;CAMINHAO TRATOR;14
RS;PAULO BENTO;CAMINHONETE;239
RS;PAULO BENTO;CAMIONETA;39
RS;PAULO BENTO;CHASSI PLATAF;0
RS;PAULO BENTO;CICLOMOTOR;0
RS;PAULO BENTO;MICRO-ONIBUS;20
RS;PAULO BENTO;MOTOCICLETA;258
RS;PAULO BENTO;MOTONETA;30
RS;PAULO BENTO;ONIBUS;16
RS;PAULO BENTO;QUADRICICLO;0
RS;PAULO BENTO;REBOQUE;16
RS;PAULO BENTO;SEMI-REBOQUE;16
RS;PAULO BENTO;SIDE-CAR;0
RS;PAULO BENTO;OUTROS;3
RS;PAULO BENTO;TRATOR ESTEI;0
RS;PAULO BENTO;TRATOR RODAS;0
RS;PAULO BENTO;TRICICLO;0
RS;PAULO BENTO;UTILITARIO;8
RS;PAVERAMA;AUTOMOVEL;3238
RS;PAVERAMA;BONDE;0
RS;PAVERAMA;CAMINHAO;266
RS;PAVERAMA;CAMINHAO TRATOR;79
RS;PAVERAMA;CAMINHONETE;400
RS;PAVERAMA;CAMIONETA;124
RS;PAVERAMA;CHASSI PLATAF;0
RS;PAVERAMA;CICLOMOTOR;9
RS;PAVERAMA;MICRO-ONIBUS;45
RS;PAVERAMA;MOTOCICLETA;1445
RS;PAVERAMA;MOTONETA;171
RS;PAVERAMA;ONIBUS;55
RS;PAVERAMA;QUADRICICLO;0
RS;PAVERAMA;REBOQUE;140
RS;PAVERAMA;SEMI-REBOQUE;81
RS;PAVERAMA;SIDE-CAR;0
RS;PAVERAMA;OUTROS;14
RS;PAVERAMA;TRATOR ESTEI;0
RS;PAVERAMA;TRATOR RODAS;13
RS;PAVERAMA;TRICICLO;0
RS;PAVERAMA;UTILITARIO;19
RS;PEDRAS ALTAS;AUTOMOVEL;671
RS;PEDRAS ALTAS;BONDE;0
RS;PEDRAS ALTAS;CAMINHAO;50
RS;PEDRAS ALTAS;CAMINHAO TRATOR;5
RS;PEDRAS ALTAS;CAMINHONETE;162
RS;PEDRAS ALTAS;CAMIONETA;46
RS;PEDRAS ALTAS;CHASSI PLATAF;0
RS;PEDRAS ALTAS;CICLOMOTOR;1
RS;PEDRAS ALTAS;MICRO-ONIBUS;14
RS;PEDRAS ALTAS;MOTOCICLETA;225
RS;PEDRAS ALTAS;MOTONETA;6
RS;PEDRAS ALTAS;ONIBUS;8
RS;PEDRAS ALTAS;QUADRICICLO;0
RS;PEDRAS ALTAS;REBOQUE;94
RS;PEDRAS ALTAS;SEMI-REBOQUE;9
RS;PEDRAS ALTAS;SIDE-CAR;0
RS;PEDRAS ALTAS;OUTROS;4
RS;PEDRAS ALTAS;TRATOR ESTEI;0
RS;PEDRAS ALTAS;TRATOR RODAS;3
RS;PEDRAS ALTAS;TRICICLO;0
RS;PEDRAS ALTAS;UTILITARIO;8
RS;PEDRO OSORIO;AUTOMOVEL;2858
RS;PEDRO OSORIO;BONDE;0
RS;PEDRO OSORIO;CAMINHAO;161
RS;PEDRO OSORIO;CAMINHAO TRATOR;49
RS;PEDRO OSORIO;CAMINHONETE;408
RS;PEDRO OSORIO;CAMIONETA;142
RS;PEDRO OSORIO;CHASSI PLATAF;0
RS;PEDRO OSORIO;CICLOMOTOR;4
RS;PEDRO OSORIO;MICRO-ONIBUS;14
RS;PEDRO OSORIO;MOTOCICLETA;1069
RS;PEDRO OSORIO;MOTONETA;51
RS;PEDRO OSORIO;ONIBUS;38
RS;PEDRO OSORIO;QUADRICICLO;0
RS;PEDRO OSORIO;REBOQUE;235
RS;PEDRO OSORIO;SEMI-REBOQUE;75
RS;PEDRO OSORIO;SIDE-CAR;1
RS;PEDRO OSORIO;OUTROS;11
RS;PEDRO OSORIO;TRATOR ESTEI;0
RS;PEDRO OSORIO;TRATOR RODAS;2
RS;PEDRO OSORIO;TRICICLO;1
RS;PEDRO OSORIO;UTILITARIO;31
RS;PEJUCARA;AUTOMOVEL;1662
RS;PEJUCARA;BONDE;0
RS;PEJUCARA;CAMINHAO;276
RS;PEJUCARA;CAMINHAO TRATOR;24
RS;PEJUCARA;CAMINHONETE;540
RS;PEJUCARA;CAMIONETA;109
RS;PEJUCARA;CHASSI PLATAF;0
RS;PEJUCARA;CICLOMOTOR;3
RS;PEJUCARA;MICRO-ONIBUS;4
RS;PEJUCARA;MOTOCICLETA;377
RS;PEJUCARA;MOTONETA;35
RS;PEJUCARA;ONIBUS;24
RS;PEJUCARA;QUADRICICLO;0
RS;PEJUCARA;REBOQUE;62
RS;PEJUCARA;SEMI-REBOQUE;33
RS;PEJUCARA;SIDE-CAR;0
RS;PEJUCARA;OUTROS;3
RS;PEJUCARA;TRATOR ESTEI;0
RS;PEJUCARA;TRATOR RODAS;0
RS;PEJUCARA;TRICICLO;0
RS;PEJUCARA;UTILITARIO;35
RS;PELOTAS;AUTOMOVEL;131144
RS;PELOTAS;BONDE;0
RS;PELOTAS;CAMINHAO;5894
RS;PELOTAS;CAMINHAO TRATOR;2510
RS;PELOTAS;CAMINHONETE;14619
RS;PELOTAS;CAMIONETA;8404
RS;PELOTAS;CHASSI PLATAF;2
RS;PELOTAS;CICLOMOTOR;505
RS;PELOTAS;MICRO-ONIBUS;518
RS;PELOTAS;MOTOCICLETA;47174
RS;PELOTAS;MOTONETA;6614
RS;PELOTAS;ONIBUS;1222
RS;PELOTAS;QUADRICICLO;2
RS;PELOTAS;REBOQUE;6865
RS;PELOTAS;SEMI-REBOQUE;3525
RS;PELOTAS;SIDE-CAR;9
RS;PELOTAS;OUTROS;588
RS;PELOTAS;TRATOR ESTEI;1
RS;PELOTAS;TRATOR RODAS;229
RS;PELOTAS;TRICICLO;41
RS;PELOTAS;UTILITARIO;2406
RS;PICADA CAFE;AUTOMOVEL;2465
RS;PICADA CAFE;BONDE;0
RS;PICADA CAFE;CAMINHAO;120
RS;PICADA CAFE;CAMINHAO TRATOR;3
RS;PICADA CAFE;CAMINHONETE;325
RS;PICADA CAFE;CAMIONETA;180
RS;PICADA CAFE;CHASSI PLATAF;0
RS;PICADA CAFE;CICLOMOTOR;2
RS;PICADA CAFE;MICRO-ONIBUS;19
RS;PICADA CAFE;MOTOCICLETA;545
RS;PICADA CAFE;MOTONETA;87
RS;PICADA CAFE;ONIBUS;61
RS;PICADA CAFE;QUADRICICLO;0
RS;PICADA CAFE;REBOQUE;167
RS;PICADA CAFE;SEMI-REBOQUE;7
RS;PICADA CAFE;SIDE-CAR;0
RS;PICADA CAFE;OUTROS;10
RS;PICADA CAFE;TRATOR ESTEI;0
RS;PICADA CAFE;TRATOR RODAS;13
RS;PICADA CAFE;TRICICLO;0
RS;PICADA CAFE;UTILITARIO;66
RS;PINHAL;AUTOMOVEL;925
RS;PINHAL;BONDE;0
RS;PINHAL;CAMINHAO;145
RS;PINHAL;CAMINHAO TRATOR;25
RS;PINHAL;CAMINHONETE;226
RS;PINHAL;CAMIONETA;40
RS;PINHAL;CHASSI PLATAF;0
RS;PINHAL;CICLOMOTOR;0
RS;PINHAL;MICRO-ONIBUS;5
RS;PINHAL;MOTOCICLETA;449
RS;PINHAL;MOTONETA;49
RS;PINHAL;ONIBUS;11
RS;PINHAL;QUADRICICLO;0
RS;PINHAL;REBOQUE;19
RS;PINHAL;SEMI-REBOQUE;27
RS;PINHAL;SIDE-CAR;0
RS;PINHAL;OUTROS;3
RS;PINHAL;TRATOR ESTEI;0
RS;PINHAL;TRATOR RODAS;1
RS;PINHAL;TRICICLO;0
RS;PINHAL;UTILITARIO;16
RS;PINHAL DA SERRA;AUTOMOVEL;744
RS;PINHAL DA SERRA;BONDE;0
RS;PINHAL DA SERRA;CAMINHAO;90
RS;PINHAL DA SERRA;CAMINHAO TRATOR;5
RS;PINHAL DA SERRA;CAMINHONETE;207
RS;PINHAL DA SERRA;CAMIONETA;40
RS;PINHAL DA SERRA;CHASSI PLATAF;0
RS;PINHAL DA SERRA;CICLOMOTOR;1
RS;PINHAL DA SERRA;MICRO-ONIBUS;9
RS;PINHAL DA SERRA;MOTOCICLETA;160
RS;PINHAL DA SERRA;MOTONETA;5
RS;PINHAL DA SERRA;ONIBUS;21
RS;PINHAL DA SERRA;QUADRICICLO;0
RS;PINHAL DA SERRA;REBOQUE;21
RS;PINHAL DA SERRA;SEMI-REBOQUE;5
RS;PINHAL DA SERRA;SIDE-CAR;0
RS;PINHAL DA SERRA;OUTROS;4
RS;PINHAL DA SERRA;TRATOR ESTEI;0
RS;PINHAL DA SERRA;TRATOR RODAS;0
RS;PINHAL DA SERRA;TRICICLO;0
RS;PINHAL DA SERRA;UTILITARIO;3
RS;PINHAL GRANDE;AUTOMOVEL;1369
RS;PINHAL GRANDE;BONDE;0
RS;PINHAL GRANDE;CAMINHAO;177
RS;PINHAL GRANDE;CAMINHAO TRATOR;10
RS;PINHAL GRANDE;CAMINHONETE;461
RS;PINHAL GRANDE;CAMIONETA;68
RS;PINHAL GRANDE;CHASSI PLATAF;0
RS;PINHAL GRANDE;CICLOMOTOR;1
RS;PINHAL GRANDE;MICRO-ONIBUS;11
RS;PINHAL GRANDE;MOTOCICLETA;434
RS;PINHAL GRANDE;MOTONETA;21
RS;PINHAL GRANDE;ONIBUS;31
RS;PINHAL GRANDE;QUADRICICLO;0
RS;PINHAL GRANDE;REBOQUE;58
RS;PINHAL GRANDE;SEMI-REBOQUE;19
RS;PINHAL GRANDE;SIDE-CAR;0
RS;PINHAL GRANDE;OUTROS;3
RS;PINHAL GRANDE;TRATOR ESTEI;0
RS;PINHAL GRANDE;TRATOR RODAS;6
RS;PINHAL GRANDE;TRICICLO;2
RS;PINHAL GRANDE;UTILITARIO;12
RS;PINHEIRINHO DO VALE;AUTOMOVEL;1210
RS;PINHEIRINHO DO VALE;BONDE;0
RS;PINHEIRINHO DO VALE;CAMINHAO;82
RS;PINHEIRINHO DO VALE;CAMINHAO TRATOR;20
RS;PINHEIRINHO DO VALE;CAMINHONETE;235
RS;PINHEIRINHO DO VALE;CAMIONETA;54
RS;PINHEIRINHO DO VALE;CHASSI PLATAF;0
RS;PINHEIRINHO DO VALE;CICLOMOTOR;0
RS;PINHEIRINHO DO VALE;MICRO-ONIBUS;12
RS;PINHEIRINHO DO VALE;MOTOCICLETA;944
RS;PINHEIRINHO DO VALE;MOTONETA;88
RS;PINHEIRINHO DO VALE;ONIBUS;26
RS;PINHEIRINHO DO VALE;QUADRICICLO;0
RS;PINHEIRINHO DO VALE;REBOQUE;21
RS;PINHEIRINHO DO VALE;SEMI-REBOQUE;23
RS;PINHEIRINHO DO VALE;SIDE-CAR;0
RS;PINHEIRINHO DO VALE;OUTROS;3
RS;PINHEIRINHO DO VALE;TRATOR ESTEI;0
RS;PINHEIRINHO DO VALE;TRATOR RODAS;0
RS;PINHEIRINHO DO VALE;TRICICLO;1
RS;PINHEIRINHO DO VALE;UTILITARIO;20
RS;PINHEIRO MACHADO;AUTOMOVEL;4916
RS;PINHEIRO MACHADO;BONDE;0
RS;PINHEIRO MACHADO;CAMINHAO;195
RS;PINHEIRO MACHADO;CAMINHAO TRATOR;82
RS;PINHEIRO MACHADO;CAMINHONETE;926
RS;PINHEIRO MACHADO;CAMIONETA;201
RS;PINHEIRO MACHADO;CHASSI PLATAF;0
RS;PINHEIRO MACHADO;CICLOMOTOR;6
RS;PINHEIRO MACHADO;MICRO-ONIBUS;16
RS;PINHEIRO MACHADO;MOTOCICLETA;1151
RS;PINHEIRO MACHADO;MOTONETA;38
RS;PINHEIRO MACHADO;ONIBUS;66
RS;PINHEIRO MACHADO;QUADRICICLO;0
RS;PINHEIRO MACHADO;REBOQUE;334
RS;PINHEIRO MACHADO;SEMI-REBOQUE;97
RS;PINHEIRO MACHADO;SIDE-CAR;0
RS;PINHEIRO MACHADO;OUTROS;16
RS;PINHEIRO MACHADO;TRATOR ESTEI;0
RS;PINHEIRO MACHADO;TRATOR RODAS;1
RS;PINHEIRO MACHADO;TRICICLO;2
RS;PINHEIRO MACHADO;UTILITARIO;35
RS;PINTO BANDEIRA;AUTOMOVEL;776
RS;PINTO BANDEIRA;BONDE;0
RS;PINTO BANDEIRA;CAMINHAO;221
RS;PINTO BANDEIRA;CAMINHAO TRATOR;7
RS;PINTO BANDEIRA;CAMINHONETE;247
RS;PINTO BANDEIRA;CAMIONETA;73
RS;PINTO BANDEIRA;CHASSI PLATAF;0
RS;PINTO BANDEIRA;CICLOMOTOR;0
RS;PINTO BANDEIRA;MICRO-ONIBUS;11
RS;PINTO BANDEIRA;MOTOCICLETA;108
RS;PINTO BANDEIRA;MOTONETA;31
RS;PINTO BANDEIRA;ONIBUS;6
RS;PINTO BANDEIRA;QUADRICICLO;0
RS;PINTO BANDEIRA;REBOQUE;61
RS;PINTO BANDEIRA;SEMI-REBOQUE;6
RS;PINTO BANDEIRA;SIDE-CAR;0
RS;PINTO BANDEIRA;OUTROS;4
RS;PINTO BANDEIRA;TRATOR ESTEI;0
RS;PINTO BANDEIRA;TRATOR RODAS;7
RS;PINTO BANDEIRA;TRICICLO;0
RS;PINTO BANDEIRA;UTILITARIO;35
RS;PIRAPO;AUTOMOVEL;754
RS;PIRAPO;BONDE;0
RS;PIRAPO;CAMINHAO;72
RS;PIRAPO;CAMINHAO TRATOR;9
RS;PIRAPO;CAMINHONETE;202
RS;PIRAPO;CAMIONETA;29
RS;PIRAPO;CHASSI PLATAF;0
RS;PIRAPO;CICLOMOTOR;0
RS;PIRAPO;MICRO-ONIBUS;10
RS;PIRAPO;MOTOCICLETA;445
RS;PIRAPO;MOTONETA;13
RS;PIRAPO;ONIBUS;15
RS;PIRAPO;QUADRICICLO;0
RS;PIRAPO;REBOQUE;26
RS;PIRAPO;SEMI-REBOQUE;10
RS;PIRAPO;SIDE-CAR;0
RS;PIRAPO;OUTROS;3
RS;PIRAPO;TRATOR ESTEI;0
RS;PIRAPO;TRATOR RODAS;0
RS;PIRAPO;TRICICLO;0
RS;PIRAPO;UTILITARIO;3
RS;PIRATINI;AUTOMOVEL;6614
RS;PIRATINI;BONDE;0
RS;PIRATINI;CAMINHAO;369
RS;PIRATINI;CAMINHAO TRATOR;74
RS;PIRATINI;CAMINHONETE;1102
RS;PIRATINI;CAMIONETA;291
RS;PIRATINI;CHASSI PLATAF;0
RS;PIRATINI;CICLOMOTOR;4
RS;PIRATINI;MICRO-ONIBUS;67
RS;PIRATINI;MOTOCICLETA;2442
RS;PIRATINI;MOTONETA;94
RS;PIRATINI;ONIBUS;188
RS;PIRATINI;QUADRICICLO;0
RS;PIRATINI;REBOQUE;268
RS;PIRATINI;SEMI-REBOQUE;124
RS;PIRATINI;SIDE-CAR;0
RS;PIRATINI;OUTROS;12
RS;PIRATINI;TRATOR ESTEI;0
RS;PIRATINI;TRATOR RODAS;5
RS;PIRATINI;TRICICLO;0
RS;PIRATINI;UTILITARIO;46
RS;PLANALTO;AUTOMOVEL;4011
RS;PLANALTO;BONDE;0
RS;PLANALTO;CAMINHAO;301
RS;PLANALTO;CAMINHAO TRATOR;60
RS;PLANALTO;CAMINHONETE;731
RS;PLANALTO;CAMIONETA;155
RS;PLANALTO;CHASSI PLATAF;0
RS;PLANALTO;CICLOMOTOR;0
RS;PLANALTO;MICRO-ONIBUS;12
RS;PLANALTO;MOTOCICLETA;1102
RS;PLANALTO;MOTONETA;120
RS;PLANALTO;ONIBUS;42
RS;PLANALTO;QUADRICICLO;0
RS;PLANALTO;REBOQUE;76
RS;PLANALTO;SEMI-REBOQUE;88
RS;PLANALTO;SIDE-CAR;1
RS;PLANALTO;OUTROS;8
RS;PLANALTO;TRATOR ESTEI;0
RS;PLANALTO;TRATOR RODAS;0
RS;PLANALTO;TRICICLO;0
RS;PLANALTO;UTILITARIO;53
RS;POCO DAS ANTAS;AUTOMOVEL;922
RS;POCO DAS ANTAS;BONDE;0
RS;POCO DAS ANTAS;CAMINHAO;124
RS;POCO DAS ANTAS;CAMINHAO TRATOR;5
RS;POCO DAS ANTAS;CAMINHONETE;208
RS;POCO DAS ANTAS;CAMIONETA;49
RS;POCO DAS ANTAS;CHASSI PLATAF;0
RS;POCO DAS ANTAS;CICLOMOTOR;1
RS;POCO DAS ANTAS;MICRO-ONIBUS;9
RS;POCO DAS ANTAS;MOTOCICLETA;385
RS;POCO DAS ANTAS;MOTONETA;38
RS;POCO DAS ANTAS;ONIBUS;16
RS;POCO DAS ANTAS;QUADRICICLO;0
RS;POCO DAS ANTAS;REBOQUE;44
RS;POCO DAS ANTAS;SEMI-REBOQUE;6
RS;POCO DAS ANTAS;SIDE-CAR;0
RS;POCO DAS ANTAS;OUTROS;5
RS;POCO DAS ANTAS;TRATOR ESTEI;0
RS;POCO DAS ANTAS;TRATOR RODAS;5
RS;POCO DAS ANTAS;TRICICLO;0
RS;POCO DAS ANTAS;UTILITARIO;12
RS;PONTAO;AUTOMOVEL;1473
RS;PONTAO;BONDE;0
RS;PONTAO;CAMINHAO;212
RS;PONTAO;CAMINHAO TRATOR;16
RS;PONTAO;CAMINHONETE;364
RS;PONTAO;CAMIONETA;87
RS;PONTAO;CHASSI PLATAF;0
RS;PONTAO;CICLOMOTOR;0
RS;PONTAO;MICRO-ONIBUS;13
RS;PONTAO;MOTOCICLETA;319
RS;PONTAO;MOTONETA;18
RS;PONTAO;ONIBUS;46
RS;PONTAO;QUADRICICLO;0
RS;PONTAO;REBOQUE;38
RS;PONTAO;SEMI-REBOQUE;25
RS;PONTAO;SIDE-CAR;0
RS;PONTAO;OUTROS;5
RS;PONTAO;TRATOR ESTEI;0
RS;PONTAO;TRATOR RODAS;1
RS;PONTAO;TRICICLO;0
RS;PONTAO;UTILITARIO;14
