ano,id_uf,sexo,grupo_idade,populacao
2012,11,Total,Total,1628000
2012,11,Total,0 a 4 anos,128000
2012,11,Total,5 a 13 anos,274000
2012,11,Total,5 a 9 anos,147000
2012,11,Total,10 a 13 anos,128000
2012,11,Total,14 a 17 anos,131000
2012,11,Total,14 a 15 anos,65000
2012,11,Total,16 a 17 anos,66000
2012,11,Total,18 a 19 anos,67000
2012,11,Total,20 a 24 anos,135000
2012,11,Total,25 a 29 anos,132000
2012,11,Total,30 a 39 anos,265000
2012,11,Total,40 a 49 anos,213000
2012,11,Total,50 a 59 anos,139000
2012,11,Total,60 anos ou mais,142000
2012,11,Total,60 a 64 anos,53000
2012,11,Total,65 anos ou mais,89000
2012,11,Homens,Total,814000
2012,11,Homens,0 a 4 anos,61000
2012,11,Homens,5 a 13 anos,142000
2012,11,Homens,5 a 9 anos,72000
2012,11,Homens,10 a 13 anos,70000
2012,11,Homens,14 a 17 anos,65000
2012,11,Homens,14 a 15 anos,32000
2012,11,Homens,16 a 17 anos,33000
2012,11,Homens,18 a 19 anos,35000
2012,11,Homens,20 a 24 anos,68000
2012,11,Homens,25 a 29 anos,61000
2012,11,Homens,30 a 39 anos,131000
2012,11,Homens,40 a 49 anos,107000
2012,11,Homens,50 a 59 anos,71000
2012,11,Homens,60 anos ou mais,73000
2012,11,Homens,60 a 64 anos,28000
2012,11,Homens,65 anos ou mais,45000
2012,11,Mulheres,Total,814000
2012,11,Mulheres,0 a 4 anos,67000
2012,11,Mulheres,5 a 13 anos,133000
2012,11,Mulheres,5 a 9 anos,75000
2012,11,Mulheres,10 a 13 anos,58000
2012,11,Mulheres,14 a 17 anos,66000
2012,11,Mulheres,14 a 15 anos,33000
2012,11,Mulheres,16 a 17 anos,33000
2012,11,Mulheres,18 a 19 anos,32000
2012,11,Mulheres,20 a 24 anos,68000
2012,11,Mulheres,25 a 29 anos,72000
2012,11,Mulheres,30 a 39 anos,135000
2012,11,Mulheres,40 a 49 anos,106000
2012,11,Mulheres,50 a 59 anos,67000
2012,11,Mulheres,60 anos ou mais,69000
2012,11,Mulheres,60 a 64 anos,25000
2012,11,Mulheres,65 anos ou mais,43000
2013,11,Total,Total,1648000
2013,11,Total,0 a 4 anos,120000
2013,11,Total,5 a 13 anos,263000
2013,11,Total,5 a 9 anos,137000
2013,11,Total,10 a 13 anos,127000
2013,11,Total,14 a 17 anos,135000
2013,11,Total,14 a 15 anos,67000
2013,11,Total,16 a 17 anos,68000
2013,11,Total,18 a 19 anos,66000
2013,11,Total,20 a 24 anos,137000
2013,11,Total,25 a 29 anos,144000
2013,11,Total,30 a 39 anos,271000
2013,11,Total,40 a 49 anos,221000
2013,11,Total,50 a 59 anos,159000
2013,11,Total,60 anos ou mais,132000
2013,11,Total,60 a 64 anos,41000
2013,11,Total,65 anos ou mais,91000
2013,11,Homens,Total,841000
2013,11,Homens,0 a 4 anos,62000
2013,11,Homens,5 a 13 anos,143000
2013,11,Homens,5 a 9 anos,75000
2013,11,Homens,10 a 13 anos,69000
2013,11,Homens,14 a 17 anos,69000
2013,11,Homens,14 a 15 anos,36000
2013,11,Homens,16 a 17 anos,33000
2013,11,Homens,18 a 19 anos,32000
2013,11,Homens,20 a 24 anos,64000
2013,11,Homens,25 a 29 anos,79000
2013,11,Homens,30 a 39 anos,122000
2013,11,Homens,40 a 49 anos,116000
2013,11,Homens,50 a 59 anos,87000
2013,11,Homens,60 anos ou mais,66000
2013,11,Homens,60 a 64 anos,21000
2013,11,Homens,65 anos ou mais,45000
2013,11,Mulheres,Total,807000
2013,11,Mulheres,0 a 4 anos,59000
2013,11,Mulheres,5 a 13 anos,120000
2013,11,Mulheres,5 a 9 anos,62000
2013,11,Mulheres,10 a 13 anos,58000
2013,11,Mulheres,14 a 17 anos,66000
2013,11,Mulheres,14 a 15 anos,31000
2013,11,Mulheres,16 a 17 anos,35000
2013,11,Mulheres,18 a 19 anos,34000
2013,11,Mulheres,20 a 24 anos,73000
2013,11,Mulheres,25 a 29 anos,65000
2013,11,Mulheres,30 a 39 anos,149000
2013,11,Mulheres,40 a 49 anos,104000
2013,11,Mulheres,50 a 59 anos,71000
2013,11,Mulheres,60 anos ou mais,66000
2013,11,Mulheres,60 a 64 anos,20000
2013,11,Mulheres,65 anos ou mais,46000
2014,11,Total,Total,1668000
2014,11,Total,0 a 4 anos,118000
2014,11,Total,5 a 13 anos,246000
2014,11,Total,5 a 9 anos,132000
2014,11,Total,10 a 13 anos,115000
2014,11,Total,14 a 17 anos,137000
2014,11,Total,14 a 15 anos,66000
2014,11,Total,16 a 17 anos,71000
2014,11,Total,18 a 19 anos,73000
2014,11,Total,20 a 24 anos,141000
2014,11,Total,25 a 29 anos,132000
2014,11,Total,30 a 39 anos,261000
2014,11,Total,40 a 49 anos,241000
2014,11,Total,50 a 59 anos,158000
2014,11,Total,60 anos ou mais,162000
2014,11,Total,60 a 64 anos,61000
2014,11,Total,65 anos ou mais,101000
2014,11,Homens,Total,836000
2014,11,Homens,0 a 4 anos,65000
2014,11,Homens,5 a 13 anos,123000
2014,11,Homens,5 a 9 anos,68000
2014,11,Homens,10 a 13 anos,55000
2014,11,Homens,14 a 17 anos,70000
2014,11,Homens,14 a 15 anos,36000
2014,11,Homens,16 a 17 anos,34000
2014,11,Homens,18 a 19 anos,39000
2014,11,Homens,20 a 24 anos,71000
2014,11,Homens,25 a 29 anos,62000
2014,11,Homens,30 a 39 anos,127000
2014,11,Homens,40 a 49 anos,117000
2014,11,Homens,50 a 59 anos,80000
2014,11,Homens,60 anos ou mais,83000
2014,11,Homens,60 a 64 anos,32000
2014,11,Homens,65 anos ou mais,51000
2014,11,Mulheres,Total,831000
2014,11,Mulheres,0 a 4 anos,53000
2014,11,Mulheres,5 a 13 anos,123000
2014,11,Mulheres,5 a 9 anos,63000
2014,11,Mulheres,10 a 13 anos,60000
2014,11,Mulheres,14 a 17 anos,67000
2014,11,Mulheres,14 a 15 anos,30000
2014,11,Mulheres,16 a 17 anos,38000
2014,11,Mulheres,18 a 19 anos,34000
2014,11,Mulheres,20 a 24 anos,69000
2014,11,Mulheres,25 a 29 anos,70000
2014,11,Mulheres,30 a 39 anos,134000
2014,11,Mulheres,40 a 49 anos,124000
2014,11,Mulheres,50 a 59 anos,77000
2014,11,Mulheres,60 anos ou mais,79000
2014,11,Mulheres,60 a 64 anos,29000
2014,11,Mulheres,65 anos ou mais,50000
2015,11,Total,Total,1688000
2015,11,Total,0 a 4 anos,131000
2015,11,Total,5 a 13 anos,266000
2015,11,Total,5 a 9 anos,141000
2015,11,Total,10 a 13 anos,125000
2015,11,Total,14 a 17 anos,126000
2015,11,Total,14 a 15 anos,64000
2015,11,Total,16 a 17 anos,62000
2015,11,Total,18 a 19 anos,67000
2015,11,Total,20 a 24 anos,133000
2015,11,Total,25 a 29 anos,140000
2015,11,Total,30 a 39 anos,279000
2015,11,Total,40 a 49 anos,226000
2015,11,Total,50 a 59 anos,163000
2015,11,Total,60 anos ou mais,157000
2015,11,Total,60 a 64 anos,52000
2015,11,Total,65 anos ou mais,105000
2015,11,Homens,Total,853000
2015,11,Homens,0 a 4 anos,68000
2015,11,Homens,5 a 13 anos,138000
2015,11,Homens,5 a 9 anos,74000
2015,11,Homens,10 a 13 anos,64000
2015,11,Homens,14 a 17 anos,63000
2015,11,Homens,14 a 15 anos,32000
2015,11,Homens,16 a 17 anos,31000
2015,11,Homens,18 a 19 anos,36000
2015,11,Homens,20 a 24 anos,66000
2015,11,Homens,25 a 29 anos,67000
2015,11,Homens,30 a 39 anos,135000
2015,11,Homens,40 a 49 anos,119000
2015,11,Homens,50 a 59 anos,82000
2015,11,Homens,60 anos ou mais,80000
2015,11,Homens,60 a 64 anos,25000
2015,11,Homens,65 anos ou mais,55000
2015,11,Mulheres,Total,835000
2015,11,Mulheres,0 a 4 anos,63000
2015,11,Mulheres,5 a 13 anos,128000
2015,11,Mulheres,5 a 9 anos,67000
2015,11,Mulheres,10 a 13 anos,61000
2015,11,Mulheres,14 a 17 anos,63000
2015,11,Mulheres,14 a 15 anos,31000
2015,11,Mulheres,16 a 17 anos,31000
2015,11,Mulheres,18 a 19 anos,31000
2015,11,Mulheres,20 a 24 anos,67000
2015,11,Mulheres,25 a 29 anos,73000
2015,11,Mulheres,30 a 39 anos,145000
2015,11,Mulheres,40 a 49 anos,107000
2015,11,Mulheres,50 a 59 anos,81000
2015,11,Mulheres,60 anos ou mais,77000
2015,11,Mulheres,60 a 64 anos,27000
2015,11,Mulheres,65 anos ou mais,49000
2016,11,Total,Total,1708000
2016,11,Total,0 a 4 anos,131000
2016,11,Total,5 a 13 anos,251000
2016,11,Total,5 a 9 anos,133000
2016,11,Total,10 a 13 anos,118000
2016,11,Total,14 a 17 anos,118000
2016,11,Total,14 a 15 anos,60000
2016,11,Total,16 a 17 anos,58000
2016,11,Total,18 a 19 anos,61000
2016,11,Total,20 a 24 anos,145000
2016,11,Total,25 a 29 anos,140000
2016,11,Total,30 a 39 anos,292000
2016,11,Total,40 a 49 anos,230000
2016,11,Total,50 a 59 anos,172000
2016,11,Total,60 anos ou mais,167000
2016,11,Total,60 a 64 anos,62000
2016,11,Total,65 anos ou mais,105000
2016,11,Homens,Total,856000
2016,11,Homens,0 a 4 anos,67000
2016,11,Homens,5 a 13 anos,135000
2016,11,Homens,5 a 9 anos,71000
2016,11,Homens,10 a 13 anos,64000
2016,11,Homens,14 a 17 anos,59000
2016,11,Homens,14 a 15 anos,27000
2016,11,Homens,16 a 17 anos,32000
2016,11,Homens,18 a 19 anos,34000
2016,11,Homens,20 a 24 anos,69000
2016,11,Homens,25 a 29 anos,72000
2016,11,Homens,30 a 39 anos,143000
2016,11,Homens,40 a 49 anos,107000
2016,11,Homens,50 a 59 anos,84000
2016,11,Homens,60 anos ou mais,85000
2016,11,Homens,60 a 64 anos,33000
2016,11,Homens,65 anos ou mais,52000
2016,11,Mulheres,Total,852000
2016,11,Mulheres,0 a 4 anos,64000
2016,11,Mulheres,5 a 13 anos,116000
2016,11,Mulheres,5 a 9 anos,63000
2016,11,Mulheres,10 a 13 anos,54000
2016,11,Mulheres,14 a 17 anos,59000
2016,11,Mulheres,14 a 15 anos,33000
2016,11,Mulheres,16 a 17 anos,26000
2016,11,Mulheres,18 a 19 anos,27000
2016,11,Mulheres,20 a 24 anos,75000
2016,11,Mulheres,25 a 29 anos,68000
2016,11,Mulheres,30 a 39 anos,149000
2016,11,Mulheres,40 a 49 anos,123000
2016,11,Mulheres,50 a 59 anos,88000
2016,11,Mulheres,60 anos ou mais,82000
2016,11,Mulheres,60 a 64 anos,29000
2016,11,Mulheres,65 anos ou mais,53000
2017,11,Total,Total,1727000
2017,11,Total,0 a 4 anos,127000
2017,11,Total,5 a 13 anos,233000
2017,11,Total,5 a 9 anos,124000
2017,11,Total,10 a 13 anos,110000
2017,11,Total,14 a 17 anos,129000
2017,11,Total,14 a 15 anos,62000
2017,11,Total,16 a 17 anos,67000
2017,11,Total,18 a 19 anos,68000
2017,11,Total,20 a 24 anos,146000
2017,11,Total,25 a 29 anos,136000
2017,11,Total,30 a 39 anos,270000
2017,11,Total,40 a 49 anos,247000
2017,11,Total,50 a 59 anos,182000
2017,11,Total,60 anos ou mais,190000
2017,11,Total,60 a 64 anos,67000
2017,11,Total,65 anos ou mais,123000
2017,11,Homens,Total,855000
2017,11,Homens,0 a 4 anos,70000
2017,11,Homens,5 a 13 anos,113000
2017,11,Homens,5 a 9 anos,56000
2017,11,Homens,10 a 13 anos,57000
2017,11,Homens,14 a 17 anos,62000
2017,11,Homens,14 a 15 anos,29000
2017,11,Homens,16 a 17 anos,33000
2017,11,Homens,18 a 19 anos,33000
2017,11,Homens,20 a 24 anos,73000
2017,11,Homens,25 a 29 anos,72000
2017,11,Homens,30 a 39 anos,129000
2017,11,Homens,40 a 49 anos,121000
2017,11,Homens,50 a 59 anos,88000
2017,11,Homens,60 anos ou mais,95000
2017,11,Homens,60 a 64 anos,28000
2017,11,Homens,65 anos ou mais,66000
2017,11,Mulheres,Total,872000
2017,11,Mulheres,0 a 4 anos,57000
2017,11,Mulheres,5 a 13 anos,120000
2017,11,Mulheres,5 a 9 anos,67000
2017,11,Mulheres,10 a 13 anos,53000
2017,11,Mulheres,14 a 17 anos,67000
2017,11,Mulheres,14 a 15 anos,33000
2017,11,Mulheres,16 a 17 anos,34000
2017,11,Mulheres,18 a 19 anos,35000
2017,11,Mulheres,20 a 24 anos,73000
2017,11,Mulheres,25 a 29 anos,64000
2017,11,Mulheres,30 a 39 anos,141000
2017,11,Mulheres,40 a 49 anos,126000
2017,11,Mulheres,50 a 59 anos,95000
2017,11,Mulheres,60 anos ou mais,95000
2017,11,Mulheres,60 a 64 anos,38000
2017,11,Mulheres,65 anos ou mais,57000
2018,11,Total,Total,1747000
2018,11,Total,0 a 4 anos,129000
2018,11,Total,5 a 13 anos,230000
2018,11,Total,5 a 9 anos,126000
2018,11,Total,10 a 13 anos,104000
2018,11,Total,14 a 17 anos,118000
2018,11,Total,14 a 15 anos,57000
2018,11,Total,16 a 17 anos,61000
2018,11,Total,18 a 19 anos,64000
2018,11,Total,20 a 24 anos,148000
2018,11,Total,25 a 29 anos,135000
2018,11,Total,30 a 39 anos,284000
2018,11,Total,40 a 49 anos,238000
2018,11,Total,50 a 59 anos,194000
2018,11,Total,60 anos ou mais,207000
2018,11,Total,60 a 64 anos,73000
2018,11,Total,65 anos ou mais,134000
2018,11,Homens,Total,873000
2018,11,Homens,0 a 4 anos,70000
2018,11,Homens,5 a 13 anos,116000
2018,11,Homens,5 a 9 anos,60000
2018,11,Homens,10 a 13 anos,56000
2018,11,Homens,14 a 17 anos,58000
2018,11,Homens,14 a 15 anos,29000
2018,11,Homens,16 a 17 anos,29000
2018,11,Homens,18 a 19 anos,33000
2018,11,Homens,20 a 24 anos,75000
2018,11,Homens,25 a 29 anos,65000
2018,11,Homens,30 a 39 anos,142000
2018,11,Homens,40 a 49 anos,112000
2018,11,Homens,50 a 59 anos,97000
2018,11,Homens,60 anos ou mais,105000
2018,11,Homens,60 a 64 anos,38000
2018,11,Homens,65 anos ou mais,66000
2018,11,Mulheres,Total,874000
2018,11,Mulheres,0 a 4 anos,60000
2018,11,Mulheres,5 a 13 anos,114000
2018,11,Mulheres,5 a 9 anos,66000
2018,11,Mulheres,10 a 13 anos,48000
2018,11,Mulheres,14 a 17 anos,60000
2018,11,Mulheres,14 a 15 anos,28000
2018,11,Mulheres,16 a 17 anos,31000
2018,11,Mulheres,18 a 19 anos,31000
2018,11,Mulheres,20 a 24 anos,73000
2018,11,Mulheres,25 a 29 anos,70000
2018,11,Mulheres,30 a 39 anos,142000
2018,11,Mulheres,40 a 49 anos,126000
2018,11,Mulheres,50 a 59 anos,96000
2018,11,Mulheres,60 anos ou mais,102000
2018,11,Mulheres,60 a 64 anos,35000
2018,11,Mulheres,65 anos ou mais,68000
2019,11,Total,Total,1767000
2019,11,Total,0 a 4 anos,125000
2019,11,Total,5 a 13 anos,238000
2019,11,Total,5 a 9 anos,141000
2019,11,Total,10 a 13 anos,97000
2019,11,Total,14 a 17 anos,113000
2019,11,Total,14 a 15 anos,56000
2019,11,Total,16 a 17 anos,56000
2019,11,Total,18 a 19 anos,56000
2019,11,Total,20 a 24 anos,165000
2019,11,Total,25 a 29 anos,146000
2019,11,Total,30 a 39 anos,278000
2019,11,Total,40 a 49 anos,247000
2019,11,Total,50 a 59 anos,187000
2019,11,Total,60 anos ou mais,213000
2019,11,Total,60 a 64 anos,71000
2019,11,Total,65 anos ou mais,142000
2019,11,Homens,Total,869000
2019,11,Homens,0 a 4 anos,67000
2019,11,Homens,5 a 13 anos,123000
2019,11,Homens,5 a 9 anos,74000
2019,11,Homens,10 a 13 anos,49000
2019,11,Homens,14 a 17 anos,50000
2019,11,Homens,14 a 15 anos,23000
2019,11,Homens,16 a 17 anos,28000
2019,11,Homens,18 a 19 anos,28000
2019,11,Homens,20 a 24 anos,76000
2019,11,Homens,25 a 29 anos,74000
2019,11,Homens,30 a 39 anos,142000
2019,11,Homens,40 a 49 anos,108000
2019,11,Homens,50 a 59 anos,97000
2019,11,Homens,60 anos ou mais,103000
2019,11,Homens,60 a 64 anos,31000
2019,11,Homens,65 anos ou mais,72000
2019,11,Mulheres,Total,898000
2019,11,Mulheres,0 a 4 anos,58000
2019,11,Mulheres,5 a 13 anos,115000
2019,11,Mulheres,5 a 9 anos,67000
2019,11,Mulheres,10 a 13 anos,48000
2019,11,Mulheres,14 a 17 anos,62000
2019,11,Mulheres,14 a 15 anos,34000
2019,11,Mulheres,16 a 17 anos,29000
2019,11,Mulheres,18 a 19 anos,28000
2019,11,Mulheres,20 a 24 anos,89000
2019,11,Mulheres,25 a 29 anos,71000
2019,11,Mulheres,30 a 39 anos,136000
2019,11,Mulheres,40 a 49 anos,138000
2019,11,Mulheres,50 a 59 anos,91000
2019,11,Mulheres,60 anos ou mais,110000
2019,11,Mulheres,60 a 64 anos,40000
2019,11,Mulheres,65 anos ou mais,69000
2012,12,Total,Total,777000
2012,12,Total,0 a 4 anos,74000
2012,12,Total,5 a 13 anos,158000
2012,12,Total,5 a 9 anos,83000
2012,12,Total,10 a 13 anos,76000
2012,12,Total,14 a 17 anos,73000
2012,12,Total,14 a 15 anos,37000
2012,12,Total,16 a 17 anos,36000
2012,12,Total,18 a 19 anos,30000
2012,12,Total,20 a 24 anos,68000
2012,12,Total,25 a 29 anos,63000
2012,12,Total,30 a 39 anos,117000
2012,12,Total,40 a 49 anos,80000
2012,12,Total,50 a 59 anos,57000
2012,12,Total,60 anos ou mais,57000
2012,12,Total,60 a 64 anos,18000
2012,12,Total,65 anos ou mais,39000
2012,12,Homens,Total,379000
2012,12,Homens,0 a 4 anos,37000
2012,12,Homens,5 a 13 anos,80000
2012,12,Homens,5 a 9 anos,42000
2012,12,Homens,10 a 13 anos,38000
2012,12,Homens,14 a 17 anos,34000
2012,12,Homens,14 a 15 anos,16000
2012,12,Homens,16 a 17 anos,18000
2012,12,Homens,18 a 19 anos,15000
2012,12,Homens,20 a 24 anos,34000
2012,12,Homens,25 a 29 anos,30000
2012,12,Homens,30 a 39 anos,54000
2012,12,Homens,40 a 49 anos,39000
2012,12,Homens,50 a 59 anos,28000
2012,12,Homens,60 anos ou mais,28000
2012,12,Homens,60 a 64 anos,9000
2012,12,Homens,65 anos ou mais,19000
2012,12,Mulheres,Total,398000
2012,12,Mulheres,0 a 4 anos,36000
2012,12,Mulheres,5 a 13 anos,78000
2012,12,Mulheres,5 a 9 anos,40000
2012,12,Mulheres,10 a 13 anos,38000
2012,12,Mulheres,14 a 17 anos,39000
2012,12,Mulheres,14 a 15 anos,21000
2012,12,Mulheres,16 a 17 anos,18000
2012,12,Mulheres,18 a 19 anos,15000
2012,12,Mulheres,20 a 24 anos,34000
2012,12,Mulheres,25 a 29 anos,34000
2012,12,Mulheres,30 a 39 anos,63000
2012,12,Mulheres,40 a 49 anos,41000
2012,12,Mulheres,50 a 59 anos,29000
2012,12,Mulheres,60 anos ou mais,29000
2012,12,Mulheres,60 a 64 anos,9000
2012,12,Mulheres,65 anos ou mais,20000
2013,12,Total,Total,790000
2013,12,Total,0 a 4 anos,77000
2013,12,Total,5 a 13 anos,158000
2013,12,Total,5 a 9 anos,81000
2013,12,Total,10 a 13 anos,77000
2013,12,Total,14 a 17 anos,69000
2013,12,Total,14 a 15 anos,33000
2013,12,Total,16 a 17 anos,37000
2013,12,Total,18 a 19 anos,29000
2013,12,Total,20 a 24 anos,68000
2013,12,Total,25 a 29 anos,66000
2013,12,Total,30 a 39 anos,118000
2013,12,Total,40 a 49 anos,84000
2013,12,Total,50 a 59 anos,58000
2013,12,Total,60 anos ou mais,61000
2013,12,Total,60 a 64 anos,23000
2013,12,Total,65 anos ou mais,39000
2013,12,Homens,Total,398000
2013,12,Homens,0 a 4 anos,41000
2013,12,Homens,5 a 13 anos,82000
2013,12,Homens,5 a 9 anos,42000
2013,12,Homens,10 a 13 anos,40000
2013,12,Homens,14 a 17 anos,36000
2013,12,Homens,14 a 15 anos,17000
2013,12,Homens,16 a 17 anos,19000
2013,12,Homens,18 a 19 anos,15000
2013,12,Homens,20 a 24 anos,34000
2013,12,Homens,25 a 29 anos,34000
2013,12,Homens,30 a 39 anos,57000
2013,12,Homens,40 a 49 anos,40000
2013,12,Homens,50 a 59 anos,29000
2013,12,Homens,60 anos ou mais,31000
2013,12,Homens,60 a 64 anos,11000
2013,12,Homens,65 anos ou mais,20000
2013,12,Mulheres,Total,392000
2013,12,Mulheres,0 a 4 anos,36000
2013,12,Mulheres,5 a 13 anos,76000
2013,12,Mulheres,5 a 9 anos,39000
2013,12,Mulheres,10 a 13 anos,38000
2013,12,Mulheres,14 a 17 anos,34000
2013,12,Mulheres,14 a 15 anos,16000
2013,12,Mulheres,16 a 17 anos,18000
2013,12,Mulheres,18 a 19 anos,15000
2013,12,Mulheres,20 a 24 anos,34000
2013,12,Mulheres,25 a 29 anos,32000
2013,12,Mulheres,30 a 39 anos,61000
2013,12,Mulheres,40 a 49 anos,44000
2013,12,Mulheres,50 a 59 anos,29000
2013,12,Mulheres,60 anos ou mais,30000
2013,12,Mulheres,60 a 64 anos,11000
2013,12,Mulheres,65 anos ou mais,19000
2014,12,Total,Total,803000
2014,12,Total,0 a 4 anos,72000
2014,12,Total,5 a 13 anos,153000
2014,12,Total,5 a 9 anos,83000
2014,12,Total,10 a 13 anos,70000
2014,12,Total,14 a 17 anos,72000
2014,12,Total,14 a 15 anos,36000
2014,12,Total,16 a 17 anos,35000
2014,12,Total,18 a 19 anos,36000
2014,12,Total,20 a 24 anos,70000
2014,12,Total,25 a 29 anos,67000
2014,12,Total,30 a 39 anos,122000
2014,12,Total,40 a 49 anos,89000
2014,12,Total,50 a 59 anos,62000
2014,12,Total,60 anos ou mais,61000
2014,12,Total,60 a 64 anos,20000
2014,12,Total,65 anos ou mais,41000
2014,12,Homens,Total,403000
2014,12,Homens,0 a 4 anos,37000
2014,12,Homens,5 a 13 anos,78000
2014,12,Homens,5 a 9 anos,42000
2014,12,Homens,10 a 13 anos,36000
2014,12,Homens,14 a 17 anos,36000
2014,12,Homens,14 a 15 anos,17000
2014,12,Homens,16 a 17 anos,19000
2014,12,Homens,18 a 19 anos,20000
2014,12,Homens,20 a 24 anos,35000
2014,12,Homens,25 a 29 anos,32000
2014,12,Homens,30 a 39 anos,61000
2014,12,Homens,40 a 49 anos,42000
2014,12,Homens,50 a 59 anos,30000
2014,12,Homens,60 anos ou mais,31000
2014,12,Homens,60 a 64 anos,11000
2014,12,Homens,65 anos ou mais,20000
2014,12,Mulheres,0 a 4 anos,35000
2014,12,Mulheres,5 a 13 anos,75000
2014,12,Mulheres,5 a 9 anos,41000
2014,12,Mulheres,10 a 13 anos,34000
2014,12,Mulheres,14 a 17 anos,35000
2014,12,Mulheres,14 a 15 anos,19000
2014,12,Mulheres,16 a 17 anos,17000
2014,12,Mulheres,18 a 19 anos,16000
2014,12,Mulheres,20 a 24 anos,34000
2014,12,Mulheres,25 a 29 anos,35000
2014,12,Mulheres,30 a 39 anos,61000
2014,12,Mulheres,40 a 49 anos,47000
2014,12,Mulheres,50 a 59 anos,32000
2014,12,Mulheres,60 anos ou mais,30000
2014,12,Mulheres,60 a 64 anos,10000
2014,12,Mulheres,65 anos ou mais,20000
2015,12,Total,Total,816000
2015,12,Total,0 a 4 anos,71000
2015,12,Total,5 a 13 anos,162000
2015,12,Total,5 a 9 anos,86000
2015,12,Total,10 a 13 anos,75000
2015,12,Total,14 a 17 anos,75000
2015,12,Total,14 a 15 anos,39000
2015,12,Total,16 a 17 anos,36000
2015,12,Total,18 a 19 anos,34000
2015,12,Total,20 a 24 anos,62000
2015,12,Total,25 a 29 anos,61000
2015,12,Total,30 a 39 anos,135000
2015,12,Total,40 a 49 anos,93000
2015,12,Total,50 a 59 anos,58000
2015,12,Total,60 anos ou mais,65000
2015,12,Total,60 a 64 anos,22000
2015,12,Total,65 anos ou mais,43000
2015,12,Homens,Total,410000
2015,12,Homens,0 a 4 anos,37000
2015,12,Homens,5 a 13 anos,83000
2015,12,Homens,5 a 9 anos,46000
2015,12,Homens,10 a 13 anos,37000
2015,12,Homens,14 a 17 anos,38000
2015,12,Homens,14 a 15 anos,20000
2015,12,Homens,16 a 17 anos,18000
2015,12,Homens,18 a 19 anos,18000
2015,12,Homens,20 a 24 anos,33000
2015,12,Homens,25 a 29 anos,30000
2015,12,Homens,30 a 39 anos,64000
2015,12,Homens,40 a 49 anos,47000
2015,12,Homens,50 a 59 anos,28000
2015,12,Homens,60 anos ou mais,32000
2015,12,Homens,60 a 64 anos,11000
2015,12,Homens,65 anos ou mais,21000
2015,12,Mulheres,Total,407000
2015,12,Mulheres,0 a 4 anos,34000
2015,12,Mulheres,5 a 13 anos,79000
2015,12,Mulheres,5 a 9 anos,41000
2015,12,Mulheres,10 a 13 anos,38000
2015,12,Mulheres,14 a 17 anos,37000
2015,12,Mulheres,14 a 15 anos,19000
2015,12,Mulheres,16 a 17 anos,18000
2015,12,Mulheres,18 a 19 anos,16000
2015,12,Mulheres,20 a 24 anos,29000
2015,12,Mulheres,25 a 29 anos,31000
2015,12,Mulheres,30 a 39 anos,71000
2015,12,Mulheres,40 a 49 anos,47000
2015,12,Mulheres,50 a 59 anos,30000
2015,12,Mulheres,60 anos ou mais,33000
2015,12,Mulheres,60 a 64 anos,11000
2015,12,Mulheres,65 anos ou mais,22000
2016,12,Total,Total,828000
2016,12,Total,0 a 4 anos,70000
2016,12,Total,5 a 13 anos,150000
2016,12,Total,5 a 9 anos,77000
2016,12,Total,10 a 13 anos,73000
2016,12,Total,14 a 17 anos,83000
2016,12,Total,14 a 15 anos,40000
2016,12,Total,16 a 17 anos,43000
2016,12,Total,18 a 19 anos,37000
2016,12,Total,20 a 24 anos,74000
2016,12,Total,25 a 29 anos,63000
2016,12,Total,30 a 39 anos,126000
2016,12,Total,40 a 49 anos,96000
2016,12,Total,50 a 59 anos,61000
2016,12,Total,60 anos ou mais,69000
2016,12,Total,60 a 64 anos,22000
2016,12,Total,65 anos ou mais,47000
2016,12,Homens,Total,410000
2016,12,Homens,0 a 4 anos,35000
2016,12,Homens,5 a 13 anos,79000
2016,12,Homens,5 a 9 anos,41000
2016,12,Homens,10 a 13 anos,38000
2016,12,Homens,14 a 17 anos,43000
2016,12,Homens,14 a 15 anos,21000
2016,12,Homens,16 a 17 anos,22000
2016,12,Homens,18 a 19 anos,19000
2016,12,Homens,20 a 24 anos,37000
2016,12,Homens,25 a 29 anos,33000
2016,12,Homens,30 a 39 anos,59000
2016,12,Homens,40 a 49 anos,46000
2016,12,Homens,50 a 59 anos,28000
2016,12,Homens,60 anos ou mais,32000
2016,12,Homens,60 a 64 anos,11000
2016,12,Homens,65 anos ou mais,22000
2016,12,Mulheres,Total,418000
2016,12,Mulheres,0 a 4 anos,35000
2016,12,Mulheres,5 a 13 anos,71000
2016,12,Mulheres,5 a 9 anos,36000
2016,12,Mulheres,10 a 13 anos,35000
2016,12,Mulheres,14 a 17 anos,41000
2016,12,Mulheres,14 a 15 anos,19000
2016,12,Mulheres,16 a 17 anos,21000
2016,12,Mulheres,18 a 19 anos,18000
2016,12,Mulheres,20 a 24 anos,36000
2016,12,Mulheres,25 a 29 anos,30000
2016,12,Mulheres,30 a 39 anos,68000
2016,12,Mulheres,40 a 49 anos,50000
2016,12,Mulheres,50 a 59 anos,33000
2016,12,Mulheres,60 anos ou mais,37000
2016,12,Mulheres,60 a 64 anos,11000
2016,12,Mulheres,65 anos ou mais,25000
2017,12,Total,Total,840000
2017,12,Total,0 a 4 anos,71000
2017,12,Total,5 a 13 anos,149000
2017,12,Total,5 a 9 anos,78000
