"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"23-06-2021","Não","350","09:00","10:00","60","""Luiz Eduardo Ramos, Ministro de Estado Chefe da Casa Civil da Presidência da República; Paulo Guedes, Ministro de Estado da Economia; Tarcísio Gomes de Freitas, Ministro de Estado da Infraestrutura; João Roma, Ministro de Estado da Cidadania; e Roberto Campos Neto, Presidente do Banco Central""","""Palácio do Planalto"""
"23-06-2021","Não","350","10:00","10:50","50","""Fórum sobre Proteção Integrada de Fronteiras e Divisas""","""Palácio do Planalto"""
"23-06-2021","Não","350","14:00","14:15","15","""Tenente-Coronel Sandro de Nazareth Ciribelli, Assessor de Assuntos Institucionais do Gabinete do Comandante do Exército""","""Palácio do Planalto"""
"23-06-2021","Não","350","14:30","15:00","30","""Embaixador Carlos França, Ministro de Estado das Relações Exteriores""","""Palácio do Planalto"""
"23-06-2021","Não","350","15:00","15:15","15","""Ricardo Salles, Ministro de Estado do Meio Ambiente""","""Palácio do Planalto"""
"23-06-2021","Não","350","15:15","15:45","30","""JB Carvalho, Bispo Comunidade das Nações""","""Palácio do Planalto"""
"23-06-2021","Não","350","15:55","16:25","30","""André Mendonça, Advogado-Geral da União""","""Palácio do Planalto"""
"23-06-2021","Não","350","16:30","17:00","30","""Senador Marcio Bittar (MDB/AC), Vice-Líder do Governo no Congresso Nacional""","""Palácio do Planalto"""
"23-06-2021","Não","350","17:05","17:35","30","""Deputado Pedro Lupion (DEM/PR), Vice-Líder do Governo no Congresso Nacional""","""Palácio do Planalto"""
"23-06-2021","Não","350","17:40","18:10","30","""Pedro Cesar Sousa, Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República""","""Palácio do Planalto"""
"23-06-2021","Não","350","18:15","18:45","30","""Diogo Mac Cord de Faria, Secretário Especial de Desestatização, Desinvestimento e Mercados""","""Palácio do Planalto"""
